,Skin Tone,Outfit,Nose,Mouth,Hand,Hair Front,Hair Color,Hair Back,Eyes,Eyebrows,Eye Color,Clip Accessory,Background,Weapon,Head Accessory,Face Accessory,Appendage,Skin Marking,Ears,Legendary,Rarity score,Token Id
130,Neutral,Apron,Base,Slightly Open,None,Peek-A-Bang,Dirty Blonde,Flared Short,Round,Neutral,Green,None,Blue Red,None,Newsboy Cap,None,None,None,None,None,6.125056272115254,130
131,Bright,Black Butterfly Dress,Base,Eyetooth,None,Oujo Curls,Ash,Wavy Long,Almond,Neutral,Yellow,Pearly Star,Purple,None,Big Side Horns,None,Dragon Wings,Beauty Mark Left Cheek,None,None,50.33787898204379,131
132,Neutral,Sweater Vest,Base,Slightly Open,None,Comb Over,Wine Red,Medium with Ribbon,Hooded,Neutral,Blue,None,Green Yellow,None,Peaked Cap,Circle Glasses,None,None,None,None,13.226445797542075,132
133,Neutral,Blue Kunoichi,Base,Happy,None,Ear Tuck,Midnight Blue,Short Bob,Upturned,Neutral,Blue,Daisy,Blue,Blue Silver Katana,Black Fox Mask,None,None,Black Cat Stripes,None,None,39.61538035248788,133
134,Dark,Lilac Rhapsody,Base,Open,None,Short Braid,Lilac,Short Bob,Down Turned,Neutral,Green,None,Gray Yellow,None,None,None,None,None,Elf,None,22.25514194455825,134
135,Neutral,Turquoise Hoodie,Base,Laugh,None,Short Parted,Black Turquoise,Flared Short,Pointy,Neutral,Brown,Double Silver Hair Clip,Green Yellow,None,Red Mech Cat Ears,None,None,None,None,None,13.32254288420022,135
136,Dark,Blackbird,Base,Shouting,None,Peek-A-Bang,Orange,Pig Tails,Almond,Neutral,Red,Red Gem,Gray Yellow,None,Green Crystal Horns,None,None,None,None,None,22.560097214234446,136
137,Neutral,Overalls,Base,Laugh,None,Assymetrical,Strawberry,Wide Pig Tails,Upturned Wink,Neutral,Purple,None,Yellow Blue,None,None,Evil Eye,None,None,None,None,9.214320136226178,137
138,Warm,Blue Pullover,Base,Laugh,None,Puff,Electric Blue,Voluminous Medium,Down Turned,Neutral,Brown,None,Yellow Blue,None,None,Circle Glasses,None,None,None,None,14.795608404851594,138
139,Warm,Turquoise Disciple Outfit,Base,Wide Open,None,Puff,Dirty Blonde,Short,Almond,Neutral,Brown,None,Purple,None,None,Nose Piercing,None,None,None,None,15.01925965746942,139
140,Neutral,Vermillion Vest,Base,Cat,None,Oujo Curls,Azure,Short,Almond,Neutral,Lilac,None,Yellow,Long Sword,None,None,Dragon Wings,None,None,None,27.304959397023392,140
141,Bright,White T-Shirt,Base,Blackcurrent Jam Toast,None,Choppy Hime,Gray,Flared Short,Down Turned,Neutral,Blue,Black Diamond Stars,Yellow Purple,None,None,None,None,None,None,None,17.78457231788077,141
142,Neutral,Parka,Base,Slightly Open,None,Ear Tuck,Gray,Straight Medium,Hooded,Neutral,Green,None,Yellow Purple,None,Little Black Gold Hat,Silver Bottom Frame,None,None,None,None,13.754600084482554,142
143,Neutral,Maid,Base,Grin,None,Bedhead,Bubblegum,Straight Long,Round,Neutral,Yellow,Double Silver Hair Clip,Orange Yellow,None,None,Red Rectangle Glasses,None,None,None,None,17.855003089589253,143
144,Neutral,Viper Jacket,Base,Cat,None,Assymetrical,Violet,Flared Short,Down Turned,Neutral,Green,None,Purple,Obsidian Staff,Black Witch Hat,Pixel Glasses,None,None,Elf,None,40.67446721919609,144
145,Neutral,Ladybug Shirt,Base,Laugh,None,Straight Parted,Azure,Flared Short,Round,Neutral,Black,None,Gray Purple,None,Blue Cap,Circle Glasses,None,None,None,None,13.257958829087823,145
146,Neutral,Red Hoodie,Base,Laugh,None,Short Messy,Emerald,Wide Long,Round,Neutral,Gray,None,Green,None,Straw Hat,None,Succubus Tail,None,None,None,19.353704324095485,146
147,Neutral,Blue Rhapsody,Base,Wide Open,None,Short Parted,Orange,Straight Long,Upturned,Neutral,Brown,Strawberry,Orange Yellow,None,None,Nose Piercing,None,None,None,None,16.449176688142117,147
148,Tan,Country Dress,Base,Cat,None,Curtain Bangs,Chestnut,Messy Long,Pointy,Neutral,Brown,None,Dark Blue,None,Top Hat,None,None,None,None,None,13.802672192390009,148
149,Neutral,Black Butterfly Dress,Base,Fang,None,Round,Scarlet,Straight Medium,Upturned Wink,Neutral,Green,Three Stars,Orange Yellow,None,Onion Horns,Thin Rectangle Glasses,None,None,None,None,20.656197645105408,149
150,Tan,Red Rhapsody,Base,Laugh,None,Short Parted,Midnight Blue,High Wavy Twintails,Upturned Wink,Neutral,Lilac,Big Star,Yellow Purple,None,None,Bandage,None,None,None,None,25.1583984117231,150
151,Dark,Silver Puffer Down,Base,Hair Band,None,Messy Layered,Violet,Round Bob,Upturned Wink,Neutral,Red,Big Star,Orange Yellow,None,None,Circle Glasses,Cat Tail,None,None,None,37.494318917856276,151
152,Neutral,Dune Duchess,Base,Smile,None,Oujo Curls,Violet,Wavy Long,Almond,Neutral,Yellow,Big Star,Blue,None,White Bunny Headband,None,None,None,None,None,14.983497392795913,152
153,Neutral,Vierge,Base,Grin,None,Bedhead,Orange,Straight Medium,Hooded,Neutral,Yellow,None,Orange Yellow,None,None,None,None,None,None,None,2.144192631544507,153
154,Neutral,Purple Kunoichi,Base,Cat,None,Arched Parted Bangs,Chestnut,High Wavy Twintails,Hooded,Neutral,Yellow,Gold Flower,Yellow Purple,None,Broken Horns,None,None,None,None,None,15.004500529590672,154
155,Warm,Silver Puffer Down,Base,Grin,None,Ear Tuck,Light Blonde,Voluminous Medium,Upturned,Neutral,Black,Black X,Purple,Red Gold Katana,Bunny Ears,None,None,None,None,None,33.065987436846,155
156,Neutral,Ironguard,Base,Neutral,None,Assymetrical,Black Turquoise,Spiky Long,Almond,Neutral,Blue,None,Blue Orange Lilac Green,None,Halo,None,None,None,None,None,5.611890299483393,156
157,Neutral,Cross Crop Top,Base,Wide Open,None,Messy Layered,Bubblegum,Wavy Short,Pointy,Neutral,Lilac,None,Gray Purple,None,White Bunny Headband,None,None,None,None,None,6.25412668704568,157
158,Tan,Novice Adventurer,Base,Shouting,None,Peek-A-Bang,Raven,Large Twin Braids,Upturned Wink,Neutral,Red,None,Orange Yellow,None,Bat Horns,Tactical Eye Patch,None,None,None,None,21.71684819597936,158
159,Neutral,Silver Bikini,Base,Speaking,None,Arched Parted Bangs,Scarlet,High Wavy Twintails,Pointy,Neutral,Green,None,Green,None,None,Pilot Sunglasses,None,None,None,None,8.58569809775304,159
160,Warm,Feudal Maiden,Base,Wide Open,Phone,Messy Layered,Lilac,Low Wavy Twintails,Down Turned,Neutral,Green,None,Blue Red,None,Pink Bunny Headband,None,None,None,None,None,26.30598283059834,160
161,Tan,Royal Knight Armor,Base,Ohh,None,Wavy Parted,Azure,Low Wavy Twintails,Down Turned,Neutral,Yellow,None,Blue Yellow,None,White Witch Hat,None,None,Beauty Mark Left Cheek,None,None,28.36284635971662,161
162,Neutral,Turquoise Hoodie,Base,Grin,None,Layered Long,Rose,Voluminous Medium,Down Turned,Neutral,Blue,Red X,Blue Yellow,None,None,Red Rectangle Glasses,None,None,Elf,None,30.23797863694438,162
163,Tan,Hoodie Jacket,Base,Open,None,Puff,Sky Blue,Medium with Ribbon,Round,Neutral,Blue,None,Yellow Blue,None,None,Thin Rectangle Glasses,None,None,None,None,16.300583082329506,163
164,Neutral,White Blouse,Base,Cat,None,Oujo Curls,Bubblegum,Straight with Ribbon,Pointy,Neutral,Blue,Double Silver Hair Clip,Blue Red,None,Nurse,None,None,None,None,None,13.288040078416818,164
165,Dark,Silver Puffer Down,Base,Speaking,None,Messy Fringe,Gray,Messy Bob,Upturned Wink,Neutral,Brown,Red Hair Clip,Blue Orange Lilac Green,None,None,None,None,None,None,None,16.03361538544754,165
166,Bright,Maid,Base,Fang,Wave,Messy Layered,Ash,Wide Long,Pointy,Neutral,Yellow,Double Silver Hair Clip,Yellow,None,Bunny Ears,None,Bat Wings,Grey Cat Stripes,None,None,62.99257588338506,166
167,Neutral,Turquoise Night Dress,Base,Smile,None,Puff,Raven,Straight Medium,Pointy,Neutral,Green,None,Gray Purple,None,None,Red Rectangle Glasses,None,None,None,None,7.985519167719055,167
168,Neutral,Magic Apprentice,Base,Eyetooth,None,Parted Fringe,Azure,Flared Short,Almond,Neutral,Red,Big Star,Blue,None,None,None,Cat Tail,None,None,None,22.781858290408007,168
169,Bright,Iron Harness,Base,Pocky,None,Parted Fringe,Black Turquoise,Messy Long,Round,Neutral,Yellow,Three Stars,Dark Blue,Obsidian Staff,Dragon,None,None,Grey Cat Stripes,Elf,None,65.09244422180512,169
170,Bright,Blue Kunoichi,Base,Eyetooth,Peace,Layered Long,Chestnut,Wide Long,Almond,Neutral,Gray,Double Silver Hair Clip,Blue,Red Silver Katana,White Fox Mask,Bandage,None,None,None,None,56.003260246198664,170
171,Neutral,Silverhorn Knight,Base,Grin,None,Layered Long,Caramel,Wide Long,Round,Neutral,Brown,None,Yellow Blue,Blue Silver Katana,White Witch Hat,Nose Piercing,None,None,None,None,26.85514865246223,171
172,Neutral,Businesswoman,Base,Fang,None,Short Messy,Electric Blue,Large Twin Braids,Upturned Wink,Neutral,Lilac,None,Blue Yellow,None,Mini Top Hat,None,Succubus Tail,None,None,None,19.442260735387414,172
173,Dark,Teal Pullover,Base,Speaking,None,Curl,Raven,High Wavy Twintails,Almond,Neutral,Gray,None,Green,None,None,None,None,None,None,None,7.971946996490662,173
174,Dark,Egirl,Base,Fang,Peace,Short Braid,Orange,Wide Wavy Long,Pointy,Neutral,Brown,None,Gray Yellow,None,Green Crystal Horns,Silver Bottom Frame,None,Black Cat Stripes,None,None,47.64975199710325,174
175,Warm,Silver Bikini,Base,Fang,Peace,Straight Parted,Chestnut,Wide Pig Tails,Almond,Neutral,Lilac,Daisy,Orange Yellow,None,None,None,None,None,None,None,29.481851985178327,175
176,Neutral,Red Axolotl T-Shirt,Base,Fang,None,Short Messy,Caramel,Wide Pig Tails,Upturned Wink,Neutral,Blue,Three Stars,Blue Yellow,None,None,Eye Patch,None,None,None,None,15.948070061834896,176
177,Tan,Winter Solistice Royal Cloak,Base,Speaking,None,Feathered Fringe,Rose,Messy Bob,Round,Neutral,Yellow,None,Purple,None,Ruffles,None,None,None,None,None,15.017977085153555,177
178,Warm,Maiden,Base,Egg Toast,None,Curl,Honey,Pig Tails,Upturned Wink,Neutral,Green,Daisy,Yellow Purple,None,None,None,None,None,None,None,15.7410388441027,178
179,Neutral,Country Dress,Base,Open,None,Ear Tuck,Bubblegum,Medium with Ribbon,Almond,Neutral,Gray,None,Blue,None,Red Beret,None,Succubus Tail,None,None,None,18.738551192559047,179
180,Warm,Purple Kunoichi,Base,Grin,None,Hime,Bubblegum,High Wavy Twintails,Pointy,Neutral,Green,Red Hair Clip,Green Yellow,None,None,None,None,None,None,None,15.479931201692235,180
181,Dark,Blue Half Sleeve,Base,Happy,None,Peek-A-Bang,Emerald,Medium with Ribbon,Almond,Neutral,Blue,None,Yellow Blue,None,Black Fox Mask,None,None,None,None,None,13.285001840535918,181
182,Tan,Lilac Rhapsody,Base,Pocky,None,Peek-A-Bang,Ginger,Low Wavy Twintails,Upturned Wink,Neutral,Brown,None,Yellow Blue,Red Silver Katana,Big Side Horns,None,None,None,None,None,26.375088392423823,182
183,Warm,Silverhorn Knight,Base,Smile,None,Short Braid,Light Blonde,Straight Long,Round,Neutral,Red,None,Yellow Purple,Axe,Demon Horns,None,None,None,None,None,26.34959422147139,183
184,Neutral,White T-Shirt,Base,Hair Band,None,Wavy Parted,Wine Red,Straight Medium,Upturned Wink,Neutral,Brown,None,Blue Red,None,Black Beret,Pixel Glasses,None,None,None,None,13.391499415387663,184
185,Warm,Ace of Spades,Base,Grin,None,Short Braid,Rose,Straight with Ribbon,Pointy,Neutral,Gray,None,Blue Orange Lilac Green,None,Dragon,Red Rectangle Glasses,None,None,Elf,None,33.42290175419665,185
186,Neutral,uwu Racer,Base,Speaking,None,Parted Fringe,Orange,Voluminous Medium,Hooded,Neutral,Black,None,Gray Purple,Red Silver Katana,None,Thin Rectangle Glasses,None,None,None,None,21.38207401994312,186
187,Warm,Yellow Pullover,Base,Cat,Wave,Round,Scarlet,Short Bob,Down Turned,Neutral,Black,None,Orange Yellow,None,None,Nose Piercing,None,Black Cat Stripes,None,None,42.40689196092923,187
188,Neutral,Gold Space Monk Outfit,Base,Shouting,None,Peek-A-Bang,Midnight Blue,Pig Tails,Down Turned,Neutral,Black,Black Diamond Stars,Gray Yellow,None,Ruffles,Evil Eye,None,Black Cat Stripes,None,None,35.5037482752802,188
189,Neutral,White Cutout Top,Base,Fang,None,Feathered Fringe,Honey,Messy Long,Hooded,Neutral,Green,None,Blue Orange Lilac Green,None,Red Beret,None,None,None,None,None,5.857951383365889,189
190,Neutral,Priestess,Base,Grin,None,Short Braid,Wine Red,Wide Wavy Long,Pointy,Neutral,Gray,Red Gem,Gray Yellow,None,None,Nose Piercing,None,None,None,None,16.822830323300693,190
191,Neutral,Barmaid,Base,Happy,Wave,Hime,Bubblegum,Spiky Long,Almond,Neutral,Green,Gold Flower,Yellow,None,None,None,None,None,None,None,21.81861698739678,191
192,Neutral,Santa,Base,Eyetooth,Phone,Curl,Orange,Straight Long,Round,Neutral,Black,None,Yellow Blue,None,Demon Horns,None,None,None,None,None,19.54873533803366,192
193,Tan,Yellow Pullover,Base,Ohh,Wave,Assymetrical,Honey,Messy Long,Upturned,Neutral,Brown,None,Gray Yellow,None,Pointed Bow,Eye Patch,None,None,None,None,33.98700877143032,193
194,Tan,Magister,Base,Smile,None,Parted Fringe,Electric Blue,Short Bob,Almond,Neutral,Red,None,Green,None,None,None,None,None,None,None,8.951771564100977,194
195,Neutral,Turquoise Hoodie,Base,Speaking,None,Choppy Hime,Gray,Straight Long,Pointy,Neutral,Red,None,Gray Yellow,Blue Silver Katana,Red Beret,None,None,None,None,None,18.870676058041536,195
196,Neutral,Businesswoman,Base,Open,None,Choppy Hime,Raven,Messy Long,Upturned,Neutral,Green,None,Blue Yellow,Red Silver Katana,Peaked Cap,None,None,None,None,None,18.121978139743042,196
197,Neutral,Barmaid,Base,Fang,None,Hime,Caramel,Straight Long,Upturned Wink,Neutral,Blue,None,Gray Purple,None,None,None,None,Beauty Mark Kin,None,None,13.451282024434654,197
198,Tan,Bell Jacket,Base,Eyetooth,None,Bedhead,Light Blonde,Straight Long,Round,Neutral,Gray,None,Green,None,None,None,None,Left Eye Scar,None,None,22.142693491439385,198
199,Neutral,White Blouse,Base,Laugh,None,Peek-A-Bang,Raven,Wide Wavy Long,Upturned,Neutral,Purple,Lilac Bow-Tie,Green,None,Onion Horns,None,None,None,None,None,14.272282279800203,199
200,Neutral,Seitokai,Base,Wide Open,None,Ear Tuck,Midnight Blue,Pig Tails,Round,Neutral,Brown,None,Blue Yellow,None,None,None,None,None,None,None,0.9318003443530435,200
201,Neutral,Magister,Base,Grin,Peace,Arched Parted Bangs,Wine Red,Wavy Long,Upturned Wink,Neutral,Purple,Big Star,Gray Yellow,Red Gold Katana,Bull Horns,None,None,None,None,None,40.42850954215687,201
202,Neutral,Cabernet,Base,Slightly Open,None,Wavy Parted,Bubblegum,Pig Tails,Upturned,Neutral,Red,None,Gray Purple,None,Newsboy Cap,None,None,None,None,None,6.311118872768294,202
203,Bright,Black Butterfly Dress,Base,Cat,Peace,Wavy Parted,Gray,Wavy Long,Pointy,Neutral,Green,Pearly Star,Blue Yellow,Obsidian Staff,Cat Ears With Earring,None,Cat Tail,Beauty Mark Kin,Elf,None,88.69173026234995,203
204,Neutral,Cadet Uniform,Base,Grin,None,Parted Fringe,Midnight Blue,Short,Pointy,Neutral,Purple,None,Gray Purple,None,Little Black Gold Hat,None,None,None,None,None,5.916489559517767,204
205,Neutral,Half Translucent Black Top,Base,Eyetooth,None,Puff,Strawberry,Straight Long,Pointy,Neutral,Blue,None,Gray Yellow,None,White Bunny Headband,None,None,None,None,None,5.349347286703416,205
206,Neutral,Ying Yang Dress,Base,Laugh,None,Straight Parted,Scarlet,Messy Long,Upturned,Neutral,Red,Red Gem,Blue Yellow,None,Mini Crown,None,None,Beauty Mark Kin,None,None,28.197861330149614,206
207,Dark,Purple Kunoichi,Base,Neutral,None,Short Messy,Bubblegum,Messy Long,Upturned,Neutral,Green,None,Yellow Purple,None,None,Rose,None,None,None,None,16.0785787096824,207
208,Neutral,Novice Adventurer,Base,Happy,None,Comb Over,Rose,Straight Long,Almond,Neutral,Black,None,Blue,None,Black Witch Hat,Nose Piercing,None,None,None,None,13.46802965423453,208
209,Neutral,Priestess,Base,Grin,Peace,Wavy Parted,Gray,Short,Upturned,Neutral,Red,Black Diamond Stars,Orange Yellow,None,None,Evil Eye,None,None,None,None,30.64010494749725,209
210,Dark,Nurse,Base,Hair Band,None,Curtain Bangs,Lime,High Messy Twintails,Upturned Wink,Neutral,Brown,None,Green,None,Bull Horns,Eye Patch,None,None,None,None,20.554016849465828,210
211,Dark,Ladybug Shirt,Base,Smile,None,Curl,Scarlet,Short,Round,Neutral,Gray,None,Gray Purple,None,Black Beret,None,None,None,Elf,None,27.02609235383722,211
212,Warm,Lilac Rhapsody,Base,Slightly Open,None,Curtain Bangs,Sky Blue,High Messy Twintails,Pointy,Neutral,Lilac,None,Blue Orange Lilac Green,None,Owl Ears,None,None,None,None,None,13.146984027212449,212
213,Tan,Blue Silver Lines Dress,Base,Neutral,None,Ear Tuck,Scarlet,Messy Bob,Pointy,Neutral,Red,None,Dark Blue,None,Little Black Gold Hat,Silver Bottom Frame,Cat Tail,None,None,None,35.776780312500925,213
214,Bright,Turquoise Disciple Outfit,Base,Laugh,None,Hime,Orange,Medium with Ribbon,Hooded,Neutral,Brown,None,Green,Axe,White Fox Mask,None,None,None,None,None,27.00518871691403,214
215,Neutral,Priestess,Base,Wide Open,None,Short Parted,Electric Blue,Wavy Short,Hooded,Neutral,Brown,Big Star,Blue Orange Lilac Green,Red Silver Katana,Green Crystal Horns,Bandage,None,None,None,None,35.07174136568441,215
216,Neutral,Half Translucent Black Top,Base,Cat,None,Comb Over,Ginger,Straight Medium,Almond,Neutral,Red,Black Diamond Stars,Gray Purple,None,Ruffles,Rose,None,None,None,None,22.345576490663223,216
217,Neutral,Black Wave Qipao,Base,Neutral,None,Wavy Parted,Electric Blue,Wavy Short,Almond,Neutral,Red,Daisy,Green Yellow,None,Pointed Bow,Nose Piercing,None,None,None,None,22.119027345840006,217
218,Neutral,Businesswoman,Base,Shouting,None,Messy Fringe,Strawberry,Medium with Ribbon,Upturned Wink,Neutral,Red,None,Gray Purple,Red Silver Katana,Little Black Gold Hat,Bandage,None,None,None,None,26.861157004644294,218
219,Dark,Magister,Base,Fang,None,Feathered Fringe,Black Turquoise,Large Twin Braids,Almond,Neutral,Green,None,Blue Red,None,Blue Crystal Horns,Rose,None,None,None,None,21.36878088622777,219
220,Neutral,Black Wings Qipao,Base,Happy,None,Puff,Caramel,Low Wavy Twintails,Hooded,Neutral,Gray,None,Yellow,None,None,None,None,None,None,None,0.856751403778272,220
221,Neutral,Innocence,Base,Happy,None,Short Parted,Midnight Blue,Round Bob,Down Turned,Neutral,Gray,None,Orange Yellow,None,Newsboy Cap,Pilot Sunglasses,None,None,None,None,14.13116784648454,221
222,Neutral,Vermillion Vest,Base,Pocky,None,Arched Parted Bangs,Sky Blue,Wide Pig Tails,Almond,Neutral,Lilac,Red Hair Clip,Blue Yellow,None,None,None,None,None,None,None,10.09962451281023,222
223,Dark,Frock Coat,Base,Open,None,Curl,Raven,Messy Bob,Pointy,Neutral,Blue,Big Star,Blue Yellow,None,Owl Ears,None,None,None,None,None,21.422887759863727,223
224,Neutral,Turquoise Hoodie,Base,Happy,None,Short Parted,Azure,Flared Short,Hooded,Neutral,Blue,None,Green Yellow,None,None,None,Bat Wings,None,None,None,14.030396124824598,224
225,Neutral,Striped Jacket,Base,Wide Open,None,Short Braid,Lilac,Wide Pig Tails,Round,Neutral,Blue,Gold Flower,Blue,None,Onion Horns,Pilot Sunglasses,None,None,None,None,21.931440365916796,225
226,Neutral,Magical Girl,Base,Eyetooth,None,Hime,Azure,Wide Long,Hooded,Neutral,Blue,Three Stars,Yellow Purple,None,None,None,None,None,Elf,None,22.595720636198056,226
227,Warm,Blue Rhapsody,Base,Grin,None,Ear Tuck,Electric Blue,High Wavy Twintails,Upturned,Neutral,Blue,None,Yellow Purple,None,None,None,None,None,None,None,7.040178176805574,227
228,Tan,Sweater Vest,Base,Speaking,None,Short Parted,Black Turquoise,Wavy Short,Almond,Neutral,Gray,None,Yellow Blue,Red Gold Katana,Newsboy Cap,None,Bat Wings,None,None,None,38.84285192255716,228
229,Neutral,Kimono,Base,Ohh,None,Arched Parted Bangs,Electric Blue,Messy Long,Round,Neutral,Green,None,Blue Yellow,None,Blue Crystal Horns,Circle Glasses,None,None,None,None,13.35853720397526,229
230,Neutral,Gold Space Monk Outfit,Base,Smile,None,Oujo Curls,Midnight Blue,Low Wavy Twintails,Almond,Neutral,Purple,None,Yellow Blue,None,Mini Top Hat,None,None,None,None,None,6.498673290222749,230
231,Bright,Ironguard,Base,Laugh,None,Wavy Parted,Raven,Wavy Long,Pointy,Neutral,Lilac,None,Yellow Blue,Obsidian Staff,Dragon,None,None,None,None,None,27.656341258145684,231
232,Warm,Turquoise Hoodie,Base,Neutral,None,Ear Tuck,Black Turquoise,Voluminous Medium,Round,Neutral,Yellow,Daisy,Orange Yellow,None,Bunny Ears,None,None,None,None,None,22.049987660884167,232
233,Bright,Kimono,Base,Slightly Open,None,Straight Parted,Raven,Wide Long,Almond,Neutral,Gray,None,Dark Blue,None,White Fox Mask,None,None,None,None,None,14.939991811108074,233
234,Warm,Cross Crop Top,Base,Grin,None,Round,Strawberry,Flared Short,Pointy,Neutral,Gray,None,Gray Purple,None,None,Silver Bottom Frame,None,None,None,None,14.9037741589038,234
235,Neutral,Blue White Stripe Swimsuit,Base,Cat,None,Oujo Curls,Midnight Blue,Large Twin Braids,Almond,Neutral,Red,None,Blue Orange Lilac Green,None,Demon Horns,Bandage,None,None,None,None,14.285769648980503,235
236,Dark,Teal Pullover,Base,Speaking,None,Messy Fringe,Bubblegum,Spiky Long,Hooded,Neutral,Brown,None,Blue,None,Blue Cap,None,None,None,None,None,13.55355230132886,236
237,Tan,Turquoise Disciple Outfit,Base,Grin,None,Arched Parted Bangs,Orange,Low Wavy Twintails,Pointy,Neutral,Green,None,Dark Violet Stars,None,Goldfish,None,None,Black Cat Stripes,None,None,27.4237567461348,237
238,Neutral,Ladybug Shirt,Base,Pocky,None,Curtain Bangs,Gray,Messy Long,Almond,Neutral,Black,Double Silver Hair Clip,Gray Purple,None,Broken Horns,None,None,None,None,None,13.789181079491675,238
