,Bottle,Liquid,Tassels,Logo,Hoody,Outline,Background,Teeth,Eyes,Headgear,Mask,Rarity score,Token Id
1313,WAGMI Cantaloupe,Cabernet Sauvignon,White,None,Light Stripes Crimson,Spikes Violet,Fuzz Aquamarine,None,None,None,None,17.9195338469898,1313
1314,Caution Cantaloupe,Sparkling Water,Tied Black,Flammable Toxic,Dark Hatch Aquamarine,Aquamarine,Strobes Violet,None,Beady Crimson,None,None,51.65460890857352,1314
1315,WAGMI Aquamarine,Watermelon Juice,Tied Black,gm Crimson,Plain Crimson,Spikes Violet,Stripes Violet,None,X Violet,None,None,54.43356039331816,1315
1316,WAGMI Violet,Limeade,Tied White,mfer,Plain Black,Aquamarine,Accents Toxic,None,Beady White,None,None,53.00624790704332,1316
1317,WAGMI Crimson,Sauvignon Blanc,White,gm White,Dark Shoulders Crimson,Acid Crimson,Grid Crimson,None,None,None,None,23.15352113829638,1317
1318,WAGMI Aquamarine,Rosé,Tied White,69 Cantaloupe,Strawberry Laces,Cantaloupe,Black,None,None,None,None,25.1486321852084,1318
1319,Clear,Cola,Black,Flammable Crimson,Light Stripes Cantaloupe,Violet,Stripes Cantaloupe,None,None,None,None,15.96219230511758,1319
1320,WAGMI Cantaloupe,Cabernet Sauvignon,Black,rekt Cantaloupe,Dark Stripes Toxic,Glow Crimson,Fuzz Crimson,None,Laser Eyes,None,None,47.74578139023424,1320
1321,Caution Aquamarine,Rose Champagne,Black,None,Light Stripes Crimson,Crimson,Fuzz Crimson,None,None,None,None,15.629639913316737,1321
1322,Clear,Passion Fruit Juice,White,None,Light Stripes Crimson,Crimson,Fuzz Aquamarine,None,None,None,None,10.36577179754176,1322
1323,Radioactive Crimson,Water,White,Flammable Violet,Plain Cantaloupe,Aquamarine,Black,None,None,None,None,13.177448915388199,1323
1324,Paper Bag Cantaloupe,Water,Tied White,gm Black,Plain White,White,Black,None,None,None,None,23.934753953688773,1324
1325,Clear,Sparkling Water,Black,Radioactive Toxic,Plain Cantaloupe,Violet,Stripes Toxic,None,None,None,None,13.842582704150361,1325
1326,Clear,Sauvignon Blanc,Black,High Voltage Toxic,Light Shoulders Toxic,Acid Crimson,Black,None,Beady White,None,None,32.607040269497936,1326
1327,Radioactive Aquamarine,Rosé,Black,Caution Violet,Light Shoulders Aquamarine,Spikes Cantaloupe,Stripes Aquamarine,None,None,None,None,24.754026689163375,1327
1328,WAGMI Cantaloupe,Watermelon Juice,Black,None,Plain Aquamarine,Cantaloupe,Black,None,None,None,None,8.086594905859702,1328
1329,Biohazard Aquamarine,Sauvignon Blanc,White,None,Gold,Toxic,Fuzz Violet,None,None,None,None,16.405557227326533,1329
1330,WAGMI Cantaloupe,Rose Champagne,White,gm White,Bolts Violet,Spikes Cantaloupe,Black,None,None,None,None,17.3626071988194,1330
1331,Flammable Cantaloupe,Lemonade,White,Caution Crimson,Light Stripes Crimson,Crimson,Accents Violet,None,None,None,None,21.46384512070049,1331
1332,Radioactive Crimson,Passion Fruit Juice,Black,High Voltage Aquamarine,Light Stripes Violet,Aquamarine,Grid Toxic,None,None,Headphones Cantaloupe,None,49.52703442914259,1332
1333,WAGMI Aquamarine,Champagne,White,gm Crimson,Plain Aquamarine,Refresher,Grid Toxic,None,3D Glasses,None,None,46.79962866077995,1333
1334,Caution Cantaloupe,Toxic Waste,Black,gm White,Strawberry Laces,Aquamarine,Accents Aquamarine,None,None,None,None,22.804804427488527,1334
1335,Flammable Crimson,Cola,Tied Black,High Voltage Cantaloupe,Cybernetic,Aquamarine,Stripes Toxic,None,None,None,None,31.336822403338093,1335
1336,Flammable Violet,Rosé,Tied White,None,Bolts Violet,Crimson,Fuzz Cantaloupe,None,None,None,None,25.8434449668434,1336
1337,Flammable Toxic,Toxic Waste,Black,Radioactive Cantaloupe,Plain Violet,White,Fuzz Aquamarine,None,None,None,None,23.22384003078479,1337
1338,None,Banana,Black,gm Violet,Plain Toxic,White,Grid Crimson,None,None,None,None,24.521530937833553,1338
1339,Radioactive Aquamarine,Purple Grape Juice,Black,Caution Violet,Plain Black,Acid Crimson,Strobes Aquamarine,None,None,None,None,22.272201441742062,1339
1340,Radioactive Violet,Toxic Waste,White,Radioactive Violet,Light Shoulders Toxic,Acid Cantaloupe,Black,None,None,None,None,17.95467461296068,1340
1341,Caution Crimson,Rose Champagne,Tied White,None,Bolts Aquamarine,Crimson,Stripes Violet,None,None,SnapBack Aquamarine,None,49.82971461643621,1341
1342,Copium,Sparkling Water,White,Flammable Crimson,Gold,Glow Crimson,Black,None,None,None,None,18.04660976442509,1342
1343,Clear,Blood,White,Caution Violet,Dark Hatch Crimson,Toxic Waste,Strobes Violet,None,Rose Tinted Glasses,None,None,41.59846925958091,1343
1344,Clear,Rose Champagne,White,gm Black,Iced,Shiny Violet,Stripes Crimson,None,X Violet,None,None,40.73880367575945,1344
1345,Flammable Cantaloupe,Limeade,Tied White,Flammable Aquamarine,Dark Stripes Crimson,White,Black,None,None,None,None,24.732291699539374,1345
1346,Flammable Crimson,Lemonade,White,None,Bolts Crimson,Glow White,Black,None,None,None,None,9.925076182884016,1346
1347,WAGMI Crimson,Sparkling Water,Tied White,High Voltage Crimson,Plain Cantaloupe,Aquamarine,Stripes Cantaloupe,None,None,None,None,28.898314474079097,1347
1348,Radioactive Crimson,Toxic Waste,Black,Flammable Toxic,Dark Shoulders Toxic,Glow Crimson,Strobes Violet,None,None,None,None,25.397443680955284,1348
1349,Caution Crimson,Watermelon Juice,White,Flammable Crimson,Plain White,Spikes Aquamarine,Black,None,None,None,None,17.962799544564415,1349
1350,WAGMI Cantaloupe,Lemonade,Black,None,Plain Crimson,Crimson,Stripes Toxic,None,None,None,None,13.885826767708402,1350
1351,Caution Toxic,Sauvignon Blanc,Tied White,Radioactive Black,Plain Black,White,Stripes Aquamarine,None,None,None,None,29.712054149682444,1351
1352,Hopium Violet,Purple Grape Juice,White,High Voltage Cantaloupe,Dark Stripes Aquamarine,Crimson,Black,None,None,None,None,15.618806835000983,1352
1353,Flammable Toxic,Cola,White,rekt Toxic,Bolts Aquamarine,Violet,Stripes Violet,None,None,None,None,22.418172193319165,1353
1354,Clear,Purple Grape Juice,White,rekt Cantaloupe,Poly Violet,Crimson,Bolts Violet,None,Rose Tinted Glasses,Earphones Violet,None,63.89952111221766,1354
1355,Hopium Violet,Purple Grape Juice,White,None,Light Hatch Cantaloupe,White,Strobes Violet,None,None,None,None,15.26465883864522,1355
1356,Radioactive Crimson,Watermelon Juice,White,gm Cantaloupe,Robotic Crimson,Spikes Crimson,Grid Cantaloupe,None,None,SnapBack Cantaloupe,None,51.25174379133599,1356
1357,Radioactive Aquamarine,Water,Black,gm Black,Poly Cantaloupe,Glow Violet,Black,None,None,None,None,16.95437099076867,1357
1358,Clear,Sauvignon Blanc,Tied White,gm White,Plain Cantaloupe,Diamond,Stripes Crimson,None,None,None,None,25.040474457556783,1358
1359,Radioactive Toxic,Toxic Waste,Tied Black,None,Dark Shoulders Cantaloupe,Cantaloupe,Black,None,None,None,None,18.216848369145588,1359
1360,Caution Toxic,Sparkling Water,Black,Radioactive Black,Light Shoulders Violet,White,Stripes Cantaloupe,None,None,None,None,22.01268567875134,1360
1361,WAGMI Aquamarine,Watermelon Juice,Black,69 Cantaloupe,Light Hatch Cantaloupe,Cantaloupe,Black,None,None,None,None,15.85673411910097,1361
1362,Hopium Toxic,Purple Grape Juice,Black,gm White,Plain Cantaloupe,Acid Violet,Black,Sharp Violet,None,None,None,44.009418638891674,1362
1363,Clear,Sauvignon Blanc,White,69 Crimson,Plain Toxic,Acid Violet,Candles,None,Sun Eyes,None,None,39.21950171584868,1363
1364,Clear,Orange Soda,Black,Flammable Toxic,Plain Black,Cantaloupe,Black,Sharp Violet,None,None,None,36.11293114023451,1364
1365,Clear,Lemonade,Black,None,Plain Crimson,Spikes Cantaloupe,Black,None,None,None,None,2.446839612072261,1365
1366,Clear,Cabernet Sauvignon,White,None,Light Hatch Aquamarine,Cantaloupe,Hatch Rainbow,None,None,None,None,9.746654623678042,1366
1367,Clear,Blood,Black,gm Black,Plain Cantaloupe,Violet,Strobes Violet,None,None,None,None,15.94596063042533,1367
1368,Biohazard Aquamarine,Rosé,White,High Voltage Violet,Plain Toxic,Acid Crimson,Black,None,None,None,None,18.05741653894636,1368
1369,Radioactive Cantaloupe,Orange Soda,Black,Flammable Toxic,Plain Crimson,Refresher,Accents Violet,None,None,None,None,25.121694524841676,1369
1370,Caution Violet,Orange Soda,White,High Voltage Toxic,Dark Hatch Violet,Glow Violet,Strobes Crimson,None,None,None,None,25.81106643494936,1370
1371,Radioactive Violet,Cabernet Sauvignon,White,Caution Violet,Plain Crimson,Shiny Toxic,Stripes Violet,None,None,None,None,24.210576369271237,1371
1372,Clear,Lemonade,White,rekt Cantaloupe,Poly Grey,Glow White,Fuzz Cantaloupe,None,None,None,None,18.070940065329264,1372
1373,Caution Cantaloupe,Purple Grape Juice,Black,69 Violet,Poly Violet,Spikes Crimson,Stripes Aquamarine,None,None,None,None,23.542859800238883,1373
1374,Biohazard Aquamarine,Water,White,Caution Crimson,Light Shoulders Toxic,Violet,Grid Cantaloupe,None,X Aquamarine,Earphones Cantaloupe,None,69.7139554378976,1374
1375,Radioactive Aquamarine,Orange Soda,White,None,Light Hatch Crimson,Toxic,Stripes Cantaloupe,None,X Crimson,None,None,38.53825597026135,1375
1376,Biohazard Aquamarine,Purple Grape Juice,Black,Radioactive Violet,Plain White,Spikes Aquamarine,Stripes Cantaloupe,None,None,rekt Beanie Cantaloupe,None,48.975556519975676,1376
1377,Clear,Blood,Black,None,Light Hatch Toxic,Crimson,Bolts Cantaloupe,None,None,None,None,11.601352818730874,1377
1378,Flammable Cantaloupe,Purple Grape Juice,Black,Caution Cantaloupe,Light Stripes Aquamarine,Acid Cantaloupe,Stripes Cantaloupe,None,None,None,None,23.11569656092345,1378
1379,Hopium Aquamarine,Rose Champagne,White,69 Aquamarine,Bolts Crimson,Lit,Black,None,None,SnapBack Cantaloupe,None,44.496219093249096,1379
1380,Clear,Water,Tied Black,High Voltage Cantaloupe,Plain Crimson,Aquamarine,Bolts Aquamarine,None,None,None,None,23.39675581307386,1380
1381,WAGMI Aquamarine,Limeade,Black,gm Crimson,Light Stripes Cantaloupe,Acid Cantaloupe,Black,None,None,rekt Beanie Aquamarine,None,42.517374372150755,1381
1382,Clear,Passion Fruit Juice,Tied White,gm White,Iced,Violet,Aquamarine,None,None,Headphones Toxic,None,52.74925005814024,1382
1383,Radioactive Violet,Sparkling Water,Tied White,gm Cantaloupe,Tiedye,Acid Cantaloupe,Black,None,None,None,None,25.343281482428008,1383
1384,Clear,Champagne,White,gm White,Poly Toxic,Spikes Cantaloupe,Grid Toxic,None,None,None,None,18.562982306580793,1384
1385,Clear,Cabernet Sauvignon,White,Flammable Violet,Light Stripes Crimson,Crimson,Fuzz Aquamarine,None,None,None,None,16.243317931833005,1385
1386,Caution Cantaloupe,Water,Black,None,Dark Hatch Crimson,Cantaloupe,Stripes Crimson,None,None,None,Black N Yellow,43.492981455994,1386
1387,Paper Bag Aquamarine,Passion Fruit Juice,White,69 Aquamarine,Plain Toxic,Cantaloupe,Bolts Violet,None,None,None,None,23.96727875896819,1387
1388,Flammable Toxic,Champagne,Tied White,gm Crimson,Light Shoulders Cantaloupe,Glow Cantaloupe,Accents Violet,None,None,None,None,34.73502575690804,1388
1389,Flammable Crimson,Sparkling Water,Black,None,Light Stripes Crimson,Acid Violet,Hatch Rainbow,None,X Aquamarine,None,None,38.484168254753435,1389
1390,Clear,Watermelon Juice,Tied White,Caution Violet,Plain Violet,Acid Crimson,Stripes Violet,None,None,None,None,26.45711757558492,1390
1391,Clear,Champagne,Tied Black,Flammable Toxic,Light Shoulders Cantaloupe,Aquamarine,Accents Crimson,None,Sun Eyes,None,None,47.602433492529485,1391
1392,Biohazard Cantaloupe,Lemonade,Black,None,Tiedye,Acid Aquamarine,Black,None,None,None,None,10.611794269104642,1392
1393,Radioactive Aquamarine,Toxic Waste,White,Radioactive Toxic,Dark Stripes Aquamarine,Toxic,Black,None,None,None,None,17.373415446799832,1393
1394,Biohazard Toxic,Purple Grape Juice,Black,None,Poly Violet,Spikes Aquamarine,Black,None,None,None,None,10.784839113027743,1394
1395,Caution Aquamarine,Rose Champagne,Black,gm Violet,Bolts Violet,Aquamarine,Violet,None,Rose Tinted Glasses,None,None,44.06388805597742,1395
1396,Flammable Crimson,Sauvignon Blanc,White,Biohazard Black,Dark Shoulders Aquamarine,Cantaloupe,Stripes Toxic,None,None,None,None,20.77171958921657,1396
1397,Flammable Crimson,Purple Grape Juice,White,gm White,Plain White,Spikes Crimson,Strobes Violet,None,None,None,None,22.604714012463216,1397
1398,Biohazard Violet,Lemonade,White,Flammable Toxic,Plain Toxic,Spikes Aquamarine,Fuzz Crimson,None,None,None,None,23.326565980839973,1398
1399,Clear,Water,White,Radioactive Violet,Dark Shoulders Crimson,Toxic,Black,None,X Aquamarine,Earphones Crimson,None,57.20643517427456,1399
1400,Caution Aquamarine,Water,White,None,Plain Cantaloupe,Glow White,Strobes Crimson,None,Rekt,None,None,37.55151029592198,1400
1401,WAGMI Crimson,Lemonade,White,gm Crimson,Dark Stripes Crimson,Acid Aquamarine,Bolts Aquamarine,None,Beady Crimson,None,None,45.58855272328945,1401
1402,Caution Crimson,Sauvignon Blanc,White,Caution Aquamarine,Plain Violet,Cantaloupe,Accents Violet,None,X Toxic,None,None,42.528371636102584,1402
1403,Radioactive Crimson,Passion Fruit Juice,Tied White,Biohazard Black,Bolts Toxic,Violet,Black,None,None,None,None,26.69233302794548,1403
1404,Clear,Limeade,Black,Caution Crimson,Bolts Aquamarine,Cantaloupe,Grid Violet,None,None,None,None,15.264674814140081,1404
1405,Clear,Rose Champagne,White,69 Toxic,Light Stripes Aquamarine,White,Aquamarine,None,None,None,None,17.530232304615776,1405
1406,WAGMI Crimson,Rosé,White,gm Black,Light Stripes Cantaloupe,White,Black,None,None,None,None,16.25144089763863,1406
1407,Caution Toxic,Purple Grape Juice,Black,gm Violet,Plain Aquamarine,Spikes Cantaloupe,Stripes Toxic,None,None,None,None,21.9261444511265,1407
1408,Radioactive Aquamarine,Lemonade,Black,69 Violet,Plain Toxic,Violet,Strobes Crimson,None,Nounish,rekt Beanie Toxic,None,69.10034059043963,1408
1409,Radioactive Cantaloupe,Limeade,Black,Radioactive Aquamarine,Gold,Lit,Stripes Cantaloupe,None,Laser Eyes,None,None,47.407898493237425,1409
1410,Caution Crimson,Lemonade,Black,High Voltage Violet,Light Shoulders Crimson,Violet,Accents Violet,None,X White,None,None,43.82328900568094,1410
1411,Radioactive Cantaloupe,Lemonade,Black,Flammable Crimson,Plain White,Cantaloupe,Black,None,X Violet,None,None,35.5617985699909,1411
1412,Caution Violet,Limeade,White,Radioactive Black,Plain Aquamarine,Violet,Stripes Cantaloupe,None,3D Glasses,None,None,43.52321913616728,1412
1413,Clear,Rose Champagne,Tied Black,Radioactive Aquamarine,Poly Crimson,Spikes Cantaloupe,Stripes Toxic,None,None,None,None,26.50577916475757,1413
1414,Flammable Cantaloupe,Cabernet Sauvignon,Black,Radioactive Toxic,Cyberskelly Violet,Aquamarine,Grid Toxic,None,None,None,None,23.418500635826916,1414
1415,Caution Aquamarine,Water,Tied Black,Radioactive White,Light Shoulders Violet,Cantaloupe,Stripes Violet,None,None,None,None,29.290302042618066,1415
1416,Caution Toxic,Passion Fruit Juice,White,gm Aquamarine,Light Hatch Cantaloupe,Cantaloupe,Black,None,None,None,None,16.45149690281111,1416
1417,Paper Bag Aquamarine,Cola,White,Caution Cantaloupe,Light Hatch Toxic,Acid Toxic,Black,None,Rekt,None,None,40.544151676229966,1417
1418,Radioactive Toxic,Rose Champagne,Tied Black,High Voltage Crimson,Cyberskelly Toxic,Violet,Black,None,None,None,None,26.24084710776196,1418
1419,Clear,Sauvignon Blanc,Tied Black,None,Plain White,Violet,Fuzz Cantaloupe,None,None,None,None,16.96511581451487,1419
1420,Clear,Blood,White,mfer,Dark Shoulders Toxic,Violet,Accents Violet,None,X Cantaloupe,None,None,39.995379943548016,1420
1421,Flammable Aquamarine,Sauvignon Blanc,Black,Caution Cantaloupe,Dark Hatch Violet,Acid Cantaloupe,Black,None,None,None,None,16.18927200676055,1421
1422,WAGMI Violet,Toxic Waste,White,Radioactive Black,Dark Stripes Aquamarine,Glow Cantaloupe,Black,None,None,None,None,18.871168504726736,1422
1423,Clear,Limeade,White,Flammable Cantaloupe,Plain Aquamarine,Acid Aquamarine,Grid Toxic,None,None,None,None,17.200381174332698,1423
1424,Flammable Toxic,Sparkling Water,Tied White,None,Dark Shoulders Aquamarine,Violet,Black,None,None,None,None,17.189515640563133,1424
1425,WAGMI Aquamarine,Toxic Waste,Black,None,Tiedye,Violet,Stripes Violet,None,None,None,None,16.40557861361261,1425
1426,Clear,Rose Champagne,White,69 Cantaloupe,Strawberry Laces,Crimson,Grid Crimson,None,None,None,None,16.89758742562329,1426
1427,Caution Violet,Toxic Waste,White,gm Violet,Poly Aquamarine,Acid Cantaloupe,Black,None,None,None,None,17.454528089008466,1427
1428,Clear,Purple Grape Juice,Black,rekt Aquamarine,Dark Hatch Cantaloupe,Shiny Violet,Strobes Toxic,None,None,None,None,18.565701513675258,1428
1429,Hopium Aquamarine,Cabernet Sauvignon,Black,rekt Cantaloupe,Plain Crimson,Glow Aquamarine,Black,None,None,None,None,18.30074143118727,1429
1430,WAGMI Aquamarine,Limeade,Tied White,None,Plain Black,Acid Cantaloupe,Stripes Toxic,None,None,None,None,24.47006139872386,1430
1431,Biohazard Aquamarine,Lemonade,White,None,Light Stripes Aquamarine,Violet,Stripes Toxic,None,None,Headphones Cantaloupe,None,40.30604250269402,1431
1432,Caution Cantaloupe,Orange Soda,Black,69 Cantaloupe,Dark Shoulders Crimson,Spikes Violet,Black,None,Sun Eyes,None,None,40.24950300973473,1432
1433,Clear,Cola,Black,gm Black,Light Hatch Violet,Crimson,Fuzz Violet,None,Beady Aquamarine,None,None,38.627475596391456,1433
1434,WAGMI Violet,Orange Soda,Tied Black,None,Dark Hatch Crimson,Toxic,Grid Cantaloupe,None,Beady Violet,Headphones Violet,None,74.76323918047297,1434
1435,Hopium Aquamarine,Limeade,White,69 Crimson,Light Shoulders Crimson,White,Strobes Cantaloupe,None,None,Headphones Aquamarine,None,48.70794532171895,1435
1436,Flammable Crimson,Water,White,Caution Aquamarine,Poly Violet,Glow Crimson,Black,None,None,None,None,16.932705818234208,1436
1437,Clear,Lemonade,White,gm Toxic,Light Hatch Aquamarine,Violet,Stripes Crimson,None,None,None,Alien,44.49052235895818,1437
1438,Radioactive Aquamarine,Orange Soda,Black,None,Plain Cantaloupe,Glow White,Grid Aquamarine,None,None,None,None,16.978700311932133,1438
1439,Radioactive Aquamarine,Lemonade,Black,None,Plain Black,Toxic,Grid Cantaloupe,None,None,None,V,44.38507941279593,1439
1440,Hopium Aquamarine,Purple Grape Juice,Black,None,Plain Crimson,Spikes Crimson,Grid Aquamarine,None,None,None,None,16.597511897079677,1440
1441,Caution Cantaloupe,Cola,Tied White,None,Dark Hatch Violet,Spikes Violet,Accents Toxic,None,X White,Earphones Crimson,None,75.31738099344261,1441
1442,WAGMI Crimson,Water,White,gm Cantaloupe,Plain Crimson,Spikes Violet,Black,None,None,None,None,16.383895741053777,1442
1443,Clear,Blood,Tied White,None,Bolts Violet,Aquamarine,Stripes Crimson,None,None,None,None,18.78190953671427,1443
1444,Caution Cantaloupe,Sparkling Water,Tied Black,gm Cantaloupe,Plain Black,Acid Cantaloupe,Fuzz Cantaloupe,None,None,SnapBack Cantaloupe,None,56.214762067573744,1444
1445,Radioactive Crimson,Sauvignon Blanc,White,gm White,Poly Violet,Aquamarine,Stripes Rainbow,None,None,None,None,20.847428229194673,1445
1446,Biohazard Violet,Purple Grape Juice,Black,Flammable Cantaloupe,Poly Crimson,White,Accents Violet,None,X Violet,Headphones Aquamarine,None,69.81936790195512,1446
1447,Biohazard Crimson,Lemonade,Black,Radioactive Aquamarine,Plain Black,Glow Crimson,Accents Crimson,None,None,None,None,23.164354215595655,1447
1448,WAGMI Cantaloupe,Rose Champagne,White,High Voltage Crimson,Dark Shoulders Crimson,Glow White,Stripes Cantaloupe,None,None,None,None,24.791856430395697,1448
1449,Caution Crimson,Sparkling Water,White,gm Crimson,Dark Shoulders Violet,Acid Violet,Accents Crimson,None,None,None,None,23.00753269017998,1449
1450,Radioactive Crimson,Cola,Black,gm Black,Light Stripes Crimson,Acid Violet,Fuzz Toxic,None,None,None,None,24.391749335526182,1450
