,Zipper,Sweatshirt,Neck,Hood,Head,Eyelets,Element,Drawstring,Background,Mask,Tie,Shirt,Lapels,Jacket,New Dawn,Pin,Raised Hood,Vest,Button,Masked Head,Parka,Parka Hood,Zero Hour,Clothing,Type,Rarity score,Token Id
8688,None,None,Liquid Nexus,None,Blood Red Nexus,None,Golden Epiphany,None,Moonlight Forest,Crimson Skull XL,Midnight Black,Blood Red Matrix,Primal Liquid,Lunar Grey Cross,None,None,None,None,None,None,None,None,None,None,None,44.30508531942958,8689
8689,Pale Pink,Hollow Lunar Trinity,Pagan Tiger,Scratched Lunar Grey,Moonlight Dream,Celestial Argon,Lunar Absolution,Argon Pink Complexion,Moonlight Forest,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,46.152253441067934,8690
8690,None,None,Argon Neon Tiger,None,We Are The Night,None,None,None,Midnight,None,Midnight Cross,Bone White Matrix XL,Lunar Grey Cross,Pagan Earth Cross,None,None,None,None,None,None,None,None,None,None,None,30.276830276585876,8691
8691,None,None,Sanguine Invocation,None,Reptillian Tiger,None,None,None,Jaded Existence,Lunar Triad,Psilocybin Blue Cross,Lunar Heredity,The Ophidian Surrender,The Ophidian Surrender,None,None,None,None,None,None,None,None,None,None,None,40.283655238029354,8692
8692,None,None,Midnight Grid Transparency,None,Reptillian Tiger,None,Lunar Collapse,None,Deep Earth,Acid Yellow Defiance,Golden Cross,Bone White Connection,Lunar Grey Mycelium,Scratched Copper,None,None,None,None,None,None,None,None,None,None,None,44.10333665469726,8693
8693,None,None,Copper Corrosion,None,Purple Haze Tiger,None,Fallen Gold,None,Midnight,None,Crystal Orchid Mycelium,Pale Green Connection XL,Bone White,Lunar Faction,None,None,None,None,None,None,None,None,None,None,None,37.213880976601146,8694
8694,Forest Green,Golden Parallel,Midnight Grid Transparency,Scratched Bone White,We Are The Night,Phoenix Sun,Lunar Absolution,Muted Mint Imprint,Jaded Existence,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,46.59848915297978,8695
8695,None,None,Argon Neon Mycelium,None,Blood Red Mute,None,Golden Absolution,None,Zero Hour Unity,Lunar Triad,Midnight Black,Argon Pink Connection,Argon Pink Cross,Midnight Black,None,Golden Trilateral Pin,None,None,None,None,None,None,None,None,None,60.08580010387556,8696
8696,Pale Pink,Lunar Tiger,Midnight Amethyst Mycelium,Lunar Trinity,Serpent Tiger,Celestial Argon,Copper Epiphany,Lunar Dust,Lunar Existence,Luminous Mycelium,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,53.80205016164894,8697
8697,None,None,Serpent Transparency,None,We Are The Night,None,Copper Epiphany,None,Midnight Formation,None,Scratched Copper,Argon Pink Matrix XL,Psilocybin Blue Mycelium,Bone Ashes,None,Copper Clockwork,None,None,None,None,None,None,None,None,None,53.647397816648294,8698
8698,None,None,Purple Neon Cross,None,Midnight Divinity,None,Golden Epiphany,None,Deep Earth,None,Bone White,Lunar Grey Connection,Pale Green Cross,Crystal Orchid Cross,None,None,None,None,None,None,None,None,None,None,None,34.712519711199185,8699
8699,None,None,Blood Red Mycelium,None,Copper Nexus,None,Fallen Lunar,None,Moonlight Forest,Machine Hologram Filter,Purple Haze Mycelium,Blood Red Connection XL,Scratched Silver,Purple Haze Mycelium,None,None,None,None,None,None,None,None,None,None,None,46.98717274488962,8700
8700,None,None,Psilocybin Lifeblood,None,Blood Red Mute,None,None,None,Lunar Existence,Silver Revolt XL,Midnight Black,Midnight Black,Pale Green Primal Liquid,Copper Diamond,None,None,None,None,None,None,None,None,None,None,None,38.597203024488586,8701
8701,None,None,Amethyst Mute Nexus,None,Purple Haze Mute,None,None,None,Deep Earth,None,Crystal Orchid Primal Liquid,Lunar Cross,Psilocin Haze Calibration,Psilocin Haze Calibration,None,None,None,None,None,None,None,None,None,None,None,29.19015436872112,8702
8702,Copper Skull,Bone White Splatter XL,Pagan Nexus,Muted Mint Splatter XL,None,Celestial Purple,Golden Epiphany,Celestial Red,Jaded Existence,Serpent Revolt,None,None,None,None,None,None,None,None,None,Pagan Cross,None,None,None,None,None,68.40828768918027,8703
8703,None,None,Crystal Orchid Tiger,None,Midnight Connection,None,Lunar Absolution,None,Moonlight Forest,None,Primal Liquid,Pagan Earth Connection,Bone White,Copper Tiger Bone,None,None,None,None,None,None,None,None,None,None,None,37.54704561805951,8704
8704,None,None,Purple Haze Tiger,None,Purple Haze Transparency,None,Golden Atrophy,None,Midnight Solidarity,None,Midnight Cross,Bone Ashes,Lunar Dust,Bone White,None,Golden Skull Pin,None,None,None,None,None,None,None,None,None,54.6884952286015,8705
8705,Bone White,Snow Camo XL,Serpent Transparency,Scratched Lunar Grey,Cerulean Cross,Lunar Rising,None,Dark Green Complexion,Crimson Destiny,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,39.925680453588875,8706
8706,None,None,Midnight,None,Purple Haze Tiger,None,Lunar Absolution,None,Midnight,Luminous Mycelium,Blood Red Cross,Bone White,Lunar Grey Mycelium,Midnight Mycelium,None,None,None,None,None,None,None,None,None,None,None,43.76087729270383,8707
8707,None,None,Argon Neon Tiger,None,Midnight Trinity,None,Lunar Epiphany,None,Hazed Horizon,Midnight Gas Mask,Silver Sinuate,Bone White,Scratched Bone,Midnight Black,None,None,None,None,None,None,None,None,None,None,None,44.52899519489068,8708
8708,Forest Green,Pale Green Splatter XL,Serpent Mycelium,Pale Green Splatter XL,Serpent Mycelium,Jade Destiny,Fallen Lunar,Pale Green Imprint,Forest Fascination,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,47.5978516483317,8709
8709,Lunar Network,Pale Green Splatter XL,Purple Neon Cross,Bone White Rain,Serpent Tiger,Jade Destiny,Golden Epiphany,Copper Tiger,Deep Earth,Snow Camo Antlers,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,51.644940034191734,8710
8710,Psilocybin Blue,Lunar Parallel,Argon Neon Cross,Copper Parallel,Moonlight Divinity,Bone White,Copper Epiphany,Psilocybin Blue Imprint,Moonlight Forest,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,46.17973336130324,8711
8711,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,8712
8712,None,None,Pagan Mycelium,None,We Are The Night,None,Lunar Collapse,None,Zero Hour Unity,None,Midnight Mycelium,Bone White Matrix,Argon Pink Mycelium,Golden Tiger Bone,None,None,None,None,None,None,None,None,None,None,None,37.609014564826566,8713
8713,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,8714
8714,Silver Serenade,Lunar Trinity,Bone White,Golden Parallel,Midnight Grid Transparency,Celestial Red,Copper Epiphany,Acid Yellow Imprint,Moonlight Forest,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,44.24619361334775,8715
8715,Blood Red,Bone White Ink,Argon Neon Mycelium,Lunar Trinity XL,Midnight Rising,Celestial Purple,Golden Atrophy,Celestial Jade,Deep Earth,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,43.61265597761374,8716
8716,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,8717
8717,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,8718
8718,Celestial Pink,Copper Cross Network,Mute Serpent Cross,Bone White Nightfall,Midnight Screenshot,Golden Silence,Lunar Lavation,Argon Pink Complexion,Crimson Destiny,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,47.06619852998584,8719
8719,Copper Clockwork,Liquid Jungle Camo XL,Serpent Nexus,Evenfall Jungle Camo XL,We Are The Night,Golden Rose,Golden Atrophy,Celestial Pink,Hazed Horizon,Blossom Convergence,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,55.49174386764928,8720
8720,Golden Silence,Scratched Bone White,Serpent Transparency,Copper Cross,Pagan Cross,Midnight Black,Solitary Golden Dissolution,Pale Pink Complexion,Zero Hour Unity,Golden Triad,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,55.59538218674349,8721
8721,None,None,Liquid Nexus,None,Cerulean Distemper,None,Golden Collapse,None,Jaded Existence,Golden Triad,Lunar Grey Primal Liquid,Midnight Black,Lunar Grey Mycelium,Midnight Mycelium,None,None,None,None,None,None,None,None,None,None,None,45.22462806116399,8722
8722,Golden Clockwork,Golden Diamond XL,Golden Laceration,Golden Trinity XL,Golden Stardust,Golden Silence,Golden Collapse,Golden Silence,Clockwork Connection,Midnight Gold Horns,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,56.76587098043567,8723
8723,Pale Pink,Bone White Ink,Cerulean Cross,Bone White Rain,Serpent Trinity,Golden Halo,Copper Epiphany,Phoenix Sun,Lunar Existence,Lunar Snow Antlers,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,54.26450594368549,8724
8724,Silver Serenade,Bone White Nightfall,Blood Red Mycelium,Lunar Trinity,We Are The Night,Celestial Red,Copper Epiphany,Pale Pink Complexion,Deep Earth,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,41.93946997982941,8725
8725,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,8726
8726,None,None,Amethyst Mute Nexus,None,Crystal Orchid Tiger,None,Golden Epiphany,None,Lunar Existence,Hologram Grin,Argon Pink Cross,Bone White Matrix,Dark Silver,Argon Pink Primal Liquid,None,None,None,None,None,None,None,None,None,None,None,45.94029314760794,8727
8727,None,None,Midnight Amethyst Mycelium,None,Purple Haze Mute,None,Golden Collapse,None,Lunar Existence,Sublunar Triarchy,Purple Haze Primal Liquid,Blood Red Connection XL,Midnight Black,Bone Ashes,None,None,None,None,None,None,None,None,None,None,None,45.74528128489911,8728
8728,None,None,Argon Neon Cross,None,Moonlight Rising,None,None,None,Deep Earth,Lunar Crystal Ceremony,Midnight Black,Crystal Orchid Matrix XL,Bone White,Circumstellar Nightfire,None,None,None,None,None,None,None,None,None,None,None,35.82445635025123,8729
8729,None,None,Pagan Mycelium,None,Pagan Earth Mute,None,None,None,Deep Earth,Golden Triad,Primal Liquid,Purple Haze Connection XL,Lunar Grey Primal Liquid,Pagan Earth Primal Liquid,None,None,None,None,None,None,None,None,None,None,None,36.61144077691571,8730
8730,Bone White,Golden Diamond Mesh,Crystal Orchid Tiger,Lunar Grey Nightfall,We Are The Night,Golden Halo,None,Bone White Imprint,Psiloybin Sanctity,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,39.637947580058196,8731
8731,None,None,Serpent Tiger,None,Pagan Tiger,None,None,None,Zero Hour Unity,None,Bone White,Argon Pink Connection XL,Midnight Black,Crystal Orchid Mycelium,None,None,None,None,None,None,None,None,None,None,None,30.893997862011087,8732
8732,None,None,Midnight Sky,None,Amethyst Mute Tiger,None,Golden Epiphany,None,Deep Earth,Laced Lunar Haze Conception,Blood Red Primal Liquid,Bone White,Lunar Grey Primal Liquid,Argon Pink Cross,None,Crystal Magic,None,None,None,None,None,None,None,None,None,58.09473157639581,8733
8733,Lunar Network,Copper Cross,Reptillian Tiger,Copper Trinity XL,Pagan Mycelium,Golden Halo,Fallen Gold,Pagan Earth Imprint,Midnight Emergence,Serpent Rose Skull,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,56.38721629101981,8734
8734,None,None,Psilocybin Distemper,None,Moonlight Screenshot,None,Copper Epiphany,None,Zero Hour Unity,None,Midnight Mycelium,Bone White Matrix XL,Copper Nexus XL,Bone White,None,None,None,None,None,None,None,None,None,None,None,36.543846272625615,8735
8735,Lunar Network,Lunar Grey Ashes,Liquid Nexus,Neon Jungle Camo XL,Midnight Tiger,Lunar Rising,None,Pale Green Imprint,Deep Earth,Golden Argon Gas Mask,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,45.68079933049309,8736
8736,None,None,Scratched Serpent,None,Blood Red Cross,None,Golden Lavation,None,Deep Earth,Cerulean Thorns,Crystal Orchid Cross,Bone White,Lunar Faction,Purple Haze Mycelium,None,None,None,None,None,None,None,None,None,None,None,43.48783875454671,8737
8737,Lunar Diamond,Bone White Ashes,Midnight,Lunar Grey Ashes,Cerulean Nexus,Celestial Red,None,Blood Red Complexion,Deep Earth,Golden Triad,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,43.967638133685206,8738
8738,Lunar Trinity,Lunar Tiger,Bone White,Bone White Forest,Midnight Connection,Celestial Argon,Lunar Atrophy,Argon Pink Complexion,Jaded Existence,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,44.98895829755563,8739
8739,None,None,Amethyst Mute Nexus,None,Amethyst Mute Tiger,None,Copper Epiphany,None,Midnight Solidarity,Midnight Grin,Crystal Orchid Mycelium,Bone White,Lunar Faction,Midnight Black,None,None,None,None,None,None,None,None,None,None,None,44.84020235609137,8740
8740,Bone White,Dark Green Rain,Midnight,Dark Green Forest,Pagan Mycelium,Celestial Purple,Golden Atrophy,Celestial Purple Haze,Jaded Existence,Crimson Intersection,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,53.53813280069257,8741
8741,Pink Horizon,Lunar Tiger,Reptillian Tiger,Golden Cross XL,Argon Neon Cross,Lunar Rising,None,Argon Pink Complexion,Hazed Horizon,Machine Hologram Array,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,48.44064186571588,8742
8742,Bone White,Golden Diamond XL,Purple Neon Cross,Bone White Rain,Purple Haze Neon Nexus,Celestial Purple,Lunar Absolution,Copper Sequence,The Gathering,The Golden Advent,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,54.921658210667864,8743
8743,None,None,Serpent Mycelium,None,Serpent Tiger,None,Copper Epiphany,None,Hazed Horizon,Golden Triad,Dark Green Primal Liquid,Pale Green Connection XL,Argent Moon Ternary,Bone White,None,None,None,None,None,None,None,None,None,None,None,44.74959117190856,8744
8744,Pink Horizon,Lunar Grey Nightfall,Blood Red Cross,Lunar Grey Nightfall,Argon Neon Cross,Jade Destiny,None,Crystal Orchid Imprint,Deep Earth,Argon Neon Defiance,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,45.465898603290874,8745
8745,None,None,Purple Haze Transparency,None,Machine XL,None,None,None,Midnight,Golden Triad,Crystal Orchid Cross,Midnight Black,Lunar Dust,Midnight Black,None,Psychedelic Cerebrum Pin,None,None,None,None,None,None,None,None,None,54.158554314457334,8746
8746,Psilocybin Blue,Infinite Ice Splatter XL,Bone White,Lunar Trinity,Serpent Transparency,Celestial Red,None,Bone White Imprint,Hazed Horizon,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,38.984483857476846,8747
8747,None,None,Midnight,None,Lunar Equilibrium,None,Lunar Orbs,None,Lunar Firestorm,None,Midnight Black,Midnight Black,Lunar Union,Lunar Union,None,None,None,None,None,None,None,None,None,None,None,36.813084041300755,8748
8748,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,8749
8749,Pale Pink,Copper Parallel,Amethyst Mute Nexus,Hollow Lunar Trinity,Pagan Nexus,Celestial Argon,None,Infinite Ice Imprint,Midnight,Crimson Copper Horns,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,47.807085613676584,8750
8750,Midnight Black,Lunar Parallel,Psilocybin Neon Cross,Scratched Lunar Grey,Blood Red Mute,Golden Halo,Golden Absolution,Lunar Dust,Midnight,Golden Triad,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,52.91358171266497,8751
8751,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,8752
8752,Lunar Network,Blood Red Splatter,Pagan Mycelium,Copper Tiger,Psilocybin Neon Cross,Golden Halo,Copper Epiphany,Pale Pink Complexion,Zero Hour Unity,Midnight Copper Horns,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,54.26458018114301,8753
8753,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,8754
8754,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,8755
8755,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,8756
8756,Copper Quietude,Lunar Parallel,Psilocybin Distemper,Lunar Parallel,Amethyst Mute Tiger,Celestial Red,None,Copper Mycelium,Deep Earth,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,37.222101919587594,8757
8757,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,8758
8758,Blood Red,Bone White Ink,Liquid Nexus,Purple Haze Nightfall,Midnight Connection,Lunar Rising,Lunar Epiphany,Neon Green Complexion,Zero Hour Unity,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,45.70082984212054,8759
8759,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,8760
8760,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,8761
8761,None,None,Bone White,None,Purple Haze Mute,None,Golden Collapse,None,Deep Earth,Midnight Stardust Skull XL,Midnight Cross,Argon Pink Matrix,Argon Pink Primal Liquid,Purple Haze Cross,None,None,None,None,None,None,None,None,None,None,None,42.66146475511319,8762
8762,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,8763
8763,None,None,Argon Neon Tiger,None,Moonlight Screenshot,None,Copper Epiphany,None,Deus Ex Machina,None,Pagan Earth Primal Liquid,Blood Red Matrix XL,Lunar Faction,Argon Pink Mycelium,None,None,None,None,None,None,None,None,None,None,None,37.77295290964214,8764
8764,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,8765
8765,None,None,Serpent Nexus,None,Argon Neon Cross,None,None,None,Hazed Horizon,Argon Neon Array,Midnight Black,Lunar Trinity,Midnight Black,Scratched Silver,None,None,None,None,None,None,None,None,None,None,None,37.99269857304076,8766
8766,None,None,Midnight Amethyst Mycelium,None,Pagan Tiger,None,Copper Epiphany,None,Jaded Existence,Golden Antlers,Pale Green Cross,Dark Green Connection XL,Bone Ashes,Bone White,None,Silver Clockwork,None,None,None,None,None,None,None,None,None,61.362358444741574,8767
8767,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,8768
8768,None,None,Golden Midnight,None,We Are The Night,None,Lunar Epiphany,None,Moonlight Forest,None,Bone White,Bone White,Midnight Black,Midnight Cross,None,None,None,None,None,None,None,None,None,None,None,35.167116854569024,8769
8769,None,None,Machine Sequence,None,Amethyst Mute,None,Lunar Epiphany,None,Moonlight Forest,Snow Camo Antlers,Midnight Cross,Bone White,Crystal Orchid Cross,Midnight Mycelium,None,None,None,None,None,None,None,None,None,None,None,44.966039099646835,8770
8770,None,None,Midnight,None,Shared Smile,None,Golden Fall,None,Crimson Destiny,None,Midnight Cross,Bone White Connection XL,Lunar Faction,Midnight Black,None,None,None,None,None,None,None,None,None,None,None,35.96655571318234,8771
8771,Acid Yellow,Hollow Lunar Trinity,Liquid Nexus,Lunar Grey Nightfall,We Are The Night,Lunar Rising,Golden Epiphany,Crystal Orchid Imprint,Lunar Existence,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,44.95070575225019,8772
8772,None,None,Psilocybin Neon Cross,None,Psilocybin Neon Cross,None,Fallen Gold,None,Midnight Genesis,Lunar Triad,Midnight Black,Psilocybin Blue Connection,Midnight Black,Lunar Grey Mycelium,None,None,None,None,None,None,None,None,None,None,None,44.72351964039626,8773
8773,None,None,Serpent Mycelium,None,Reptillian Tiger,None,None,None,Deep Earth,Organic Antagonist,Purple Haze Primal Liquid,Pagan Earth Matrix XL,Psilocybin Blue Cross,Bone White,None,None,None,None,None,None,None,None,None,None,None,36.81521095589865,8774
8774,Psilocybin Blue,Copper Trinity XL,Pagan Tiger,Lunar Trinity,Purple Neon Cross,Midnight Black,None,Crystal Orchid Imprint,Deus Ex Machina,Pale Pink Filter,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,49.84076007300715,8775
8775,None,None,Crystal Orchid Tiger,None,Inked Argon,None,Fallen Gold,None,Deep Earth,None,Midnight Cross,Dark Green Connection XL,Golden Trinity,Midnight Black,None,None,None,None,None,None,None,None,None,None,None,34.59933448214503,8776
8776,Midnight Black,Bone White Nightfall,Psilocybin Distemper,Lunar Grey Nightfall,Pagan Mycelium,Golden Silence,Lunar Epiphany,Midnight Black,Midnight,Moonlight Array,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,52.86071268690537,8777
8777,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,8778
8778,None,None,Pagan Serpent,None,Midnight Rising,None,Lunar Orbs Of Solace,None,Lunar Genesis,Golden Consonance,Midnight Black,Bone White Connection,Lunar Arboretum,Lunar Arboretum,None,Copper Ouroboros,None,None,None,None,None,None,None,None,None,63.73596119337696,8779
8779,None,None,Midnight Tiger,None,Midnight Tiger,None,None,None,Midnight Formation,None,The Desolation,Sacred Tiger,Copper Nexus XL,Copper Nexus XL,None,Copper Skull Pin,None,None,None,None,None,None,None,None,None,48.7355732371613,8780
8780,None,None,Bone White,None,Serpent Mycelium,None,None,None,Psiloybin Sanctity,Machine Hologram Array,Pagan Earth Cross,Bone Dust,Midnight Mycelium,Silver Serenade,None,None,None,None,None,None,None,None,None,None,None,39.48981993141864,8781
8781,Silver Serenade,Lunar Grey Ashes,Machine,Lunar Grey Nightfall,We Are The Night,Celestial Red,Lunar Epiphany,Celestial Pink,Midnight Factions,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,46.155916909357195,8782
8782,Golden Silence,Golden Cross,Purple Haze Neon Nexus,Hollow Lunar Trinity,Blood Red Tiger,Golden Halo,Golden Epiphany,Phoenix Sun,Crimson Destiny,Golden Transmission,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,54.03328336908459,8783
8783,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,8784
8784,None,None,Liquid Nexus,None,Midnight Connection,None,Fallen Gold Reflected,None,Hazed Horizon,None,Midnight Black,Lunar Grey Connection,Lunar Diamond,Dark Silver,None,None,None,None,None,None,None,None,None,None,None,37.38304575179077,8785
8785,None,None,Reptillian Tiger,None,Midnight Amethyst Mycelium,None,Fallen Lunar,None,Midnight,Solar Conundrum,Dark Green Mycelium,Psilocybin Blue Matrix XL,Lunar Tiger,Dark Green Cross,None,Copper Skull Pin,None,None,None,None,None,None,None,None,None,62.68958888726495,8786
8786,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,8787
8787,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,8788
8788,Pale Pink,Copper Cross,Midnight,Lunar Tiger,Midnight Rising,Midnight Black,None,Crystal Orchid Imprint,Moonlight Forest,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,39.17207516855116,8789
8789,Bone White,Lunar Trinity XL,Serpent Transparency,Lunar Grey Nightfall,Blood Red Nexus,Celestial Red,Lunar Epiphany,Aurora Reverie,Deep Earth,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,42.527488706210356,8790
8790,None,None,Pagan Invocation,None,Liquid Tapestry,None,None,None,Reptillian Geology,None,Psilocybin Moonlight Saprophyte,Reptillian Renaissance,Reptillian Tessellation,Reptillian Calibration,None,None,None,None,None,None,None,None,None,None,None,33.75278914143155,8791
8791,Lunar Network,Lunar Grey Nightfall,Cerulean Nexus,Hollow Lunar Trinity,Pagan Cross,Lunar Rising,None,Celestial Jade,Deep Earth,Golden Triad,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,45.04903730647823,8792
8792,Bone White,Scratched Lunar Grey,Cerulean Cross,Purple Haze Rain,Midnight Connection,Jade Destiny,Fallen Lunar Reflected,Copper Sequence,Deep Earth,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,44.24257344571761,8793
8793,Copper Trilateral,Copper Trinity,Blood Red Tiger,Copper Cross,Cerulean Nexus,Jade Destiny,None,Psilocybin Blue Imprint,Moonlight Forest,Golden Triad,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,48.38252626953856,8794
8794,None,None,Bone White,None,Amethyst Mute,None,Golden Fall,None,Crimson Destiny,Machine Array,Pale Green Mycelium,Pagan Earth Connection,Bone White,Golden Trinity,None,None,None,None,None,None,None,None,None,None,None,45.273849571899916,8795
8795,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,8796
8796,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,8797
8797,Golden Silence,Primal Blood Red,Psilocybin Neon Cross,Lunar Grey Ashes,Crystal Orchid Tiger,Celestial Red,Fallen Gold,Pale Green Imprint,Moonlight Forest,Xenon Vision,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,55.13654601803418,8798
8798,None,None,Bone White,None,Midnight Tiger,None,Golden Atrophy,None,Deep Earth,Holographic Subversion,Blood Red Cross,Bone White Matrix XL,Argon Pink Primal Liquid,Lunar Grey Cross,None,None,None,None,None,None,None,None,None,None,None,42.45208894760999,8799
8799,Celestial Pink,Bone White Ashes,Argon Neon Cross,Lunar Parallel,Moonlight Screenshot,Silver Serenade,None,Midnight Black,Midnight Clockwork,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,40.75226464634723,8800
8800,None,None,Serpent Nexus,None,Serpent Transparency,None,Lunar Collapse,None,Midnight Formation,None,Midnight Black,Bone White Matrix,Lunar Trinity,Midnight Black,None,None,None,None,None,None,None,None,None,None,None,36.19386834909562,8801
8801,None,None,Bone White,None,Cerulean Nexus,None,Golden Absolution,None,Midnight,Cerulean Thorns,Midnight Black,Bone White,Midnight Black,Lunar Grey Cross,None,None,None,None,None,None,None,None,None,None,None,41.48815329668064,8802
8802,None,None,Purple Haze Neon Nexus,None,Crystal Orchid Tiger,None,Lunar Absolution,None,Zero Hour Unity,Blood Red Array,Crystal Orchid Primal Liquid,Lunar Grey Connection,Lunar Grey Cross,Lunar Tiger,None,None,None,None,None,None,None,None,None,None,None,46.46642097389524,8803
8803,None,None,Crimson Nexus,None,Blood Red Mute,None,Golden Dissolution,None,Zero Hour Unity,Machine Array,Blood Red Cross,Bone White Matrix,Lunar Grey Mycelium,Copper Tiger Bone,None,None,None,None,None,None,None,None,None,None,None,46.874181221659086,8804
8804,Acid Yellow,Primal Bone White,Midnight,Golden Diamond XL,Moonlight Dream,Celestial Argon,Copper Epiphany,Copper Parallel,Midnight,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,44.228046394358906,8805
8805,Psilocybin Blue,Hollow Lunar Trinity,Crystal Orchid Tiger,Primal Psilocybin Blue,Purple Neon Cross,Lunar Rising,None,Psilocybin Blue Imprint,Midnight,Xenon Vision,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,48.08571324569464,8806
8806,None,None,Bone White,None,Pagan Nexus,None,Copper Epiphany,None,Lunar Existence,Acid Yellow Defiance,Psilocybin Blue Primal Liquid,Bone White Matrix,Midnight Black,Dark Scratched Copper,None,None,None,None,None,None,None,None,None,None,None,43.667955201555486,8807
