,Antenna,Hats,Faces,Heads,Body,Backgrounds,Rarity score,Token Id
274,Ufo green,Long purple,Lazers,Pinkish,Yellow backpack,Pale peach,25.772783006858468,274
275,Red 2,Blue bmx helmet,4 eyes cheerfull,Golden,Jpeg hoodie,Pale peach,30.548010109186613,275
276,Gold ring,Snakes,Wait,Qurikie bot MK 3,Yellow tracksuit,Pale peach,12.49997365763568,276
277,Purple 2,Long pink,Pink bandana,Greeeen,Wool demim ,Pinkish,20.295168252434923,277
278,Gold ring,Artic bobble ,Woooaaah,Orange,Bones tee,Blurple,13.413129525517961,278
279,Fire,Yellow cap ,Bubblegum,Greeeen,Cherry blossom komono,Pinkish,29.073194209351584,279
280,White 27,Blue dreds,Dandy tash,Quirkiebot MK2,Pyjamas,The blues,28.58202439211387,280
281,Goo,Blossom brain ,2D,Green pink paint splat,Hawian shirt,Misty turquoise,46.69989082200542,281
282,Doughnuts,Donut head,Tongue out,Peach,Jpeg hoodie,Honey melon,18.18811782954338,282
283,Bomb,Pizza,Bubblegum,Yellow,Reflective space hoodie,Blurple,21.62946731859487,283
284,Pink 1,Pink surfer,Blank face,Blue,Space hoodie,Mist in the artic,20.15489023850039,284
285,Orange 1,Halo,Misery ,Pink,White suit,Misty pink,36.09580600487401,285
286,Bones ooze,Quirky bones ooze,Quirky bones ooze,Quirky bones ooze,Quirky bones ooze,The blues,68.61018113685738,286
287,Lightning bolts,Sheriff,White eyes happy,Quirkie bot MK 1,Green backpack,Honey melon,23.596000920674022,287
288,Graff bubble,Pirate hat,Green bandana,Quirkiebot MK1 2 gold edition,Bones tee,Turquoise,39.32627485583087,288
289,Planets purple,Sideways cap,Fired up ,Qurikie bot MK 3,Purple suit,Mist in the artic,39.677461635849234,289
290,Ufo green,Rabbit ears,4D,Pink,Pink skull tee,Blurple,32.374012800733375,290
291,Goo,Green goo,Beaming ,Pink,Jpeg hoodie,The blues,23.104255140332366,291
292,Blue 2,Pink goo,Sunglasses blue,Orange,Quirkbot mk1,Blurple,11.236024356846498,292
293,Feather,Rabbit ears,Blank face,Blue,Blue tee with chain,Honey melon,11.938482196000395,293
294,Graff bubble,Paper plane,Long lashes,Greeeen,Red scarf jacket,Turquoise,23.73620872611223,294
295,White 27,Purple curls,Rainbow face,Another green,Yellow rain coat,Honey melon,22.050933617289367,295
296,Fire,Rabbit ears,Hmm,Greeeen,Casual jacket ,Pinkish,18.047713355421667,296
297,Goo,Shark fin,Amazed ,Orange,Yellow tracksuit,Turquoise,9.902062450420644,297
298,Pierced,Rabbit ears,Skull mask,Light purple,Space hoodie,Honey melon,7.654747998464099,298
299,Planets purple,Pink beanie blonde hair ,4 eyes cheerfull,Blue pink paint splats,Pink back pack,Pinkish,39.25616394021362,299
300,Ufo green,Thunder,Water falls,Pinkish,Reflective space hoodie,Simply pink,20.71656431300992,300
301,Pierced,Artic bobble ,What ,Pink,Blue camo tee with chain ,Pale peach,15.519913080194591,301
302,Bomb,Rabbit in a hat,Bubblegum,Dr qurkensteins monsta,Dungarees,The blues,39.11564708237225,302
303,White 27,Rabbit ears,Water falls,Purple,Ancient quirkie robes,The blues,24.228010700457496,303
304,Pierced 2,Head band ,1 eye,Pink,Tan backpack,Simply pink,22.121142862376136,304
305,Planets purple,Pirate hat,Bubblegum,Blueer ,trash tee,Neutral,36.657845334365426,305
306,Pink 1,Archaeology hat,Need coffee,Quirk green,Artic parka,Simply pink,4.634513583209074,306
307,Gold ring,Head band ,Blergh ,Orange,Space hoodie,Misty pink,20.786661173597476,307
308,Bubbles,Pirate hat,1 eye,Quirk green,Red bandana adventurer ,Misty turquoise,27.73896540157963,308
309,Red 2,Graffiti can,Happy lashes,Blue,Space hoodie,Blurple,11.516987818818581,309
310,Bubbles,Party hat,Long lashes,Orange,Wool demim ,Blurple,10.95514516190844,310
311,Pierced,Blone surf hair,Ooze eyes,Blue,Green camo puffa,Dust,15.309074564313399,311
312,Purple 2,Sideway cap blue green,Vamp,Light purple,Artic parka,Simply pink,13.132306525363072,312
313,Red 2,Artic bobble ,Blergh ,Blue,Blue puffa,Dust,15.0282234891792,313
314,Blue 2,Pencil,Woooaaah,Greeeen,Explorer,Simply pink,21.278238401161705,314
315,Double green,Shark fin,Sunglasses blue,Light purple,Green backpack,Misty pink,25.913215563365288,315
316,Bones,Crew cut yellow,Amazed ,Greeeen,Jpeg hoodie,Neutral,33.638046403636665,316
317,Green beams,Pink surfer,Warpaint 2,Another green,Orange puffa,Misty turquoise,42.55671562167418,317
318,Orange 1,Sock monkey,Proud,Blue,Jpeg hoodie,Simply pink,9.550412049311669,318
319,Orange 1,Archaeology hat,3 eyes happy,Quirk green,Wool demim ,Misty green,18.750269548211364,319
320,Goo,Shark fin,Happy lashes,Quirk green,Pink camo puffa,Misty turquoise,26.54539391697424,320
321,White 27,Blue bmx helmet,Hmm,Yellow,Explorer,Turquoise,9.831445779026435,321
322,Double green,Blue bucket hat,Green bandana,Quirk green,Yellow backpack,Simply pink,13.132208197452671,322
323,Purple 2,Rabbit ears,1 eye,Blueer ,Astroquirkie comms,Honey melon,15.449521168444116,323
324,Pink 1,Pink bucket hat,Eye patch anchor tattoo,Pinkish,Reflective space hoodie,Pinkish,16.854015448437636,324
325,Double green,Light bulb,Quirkie tongue,Dr qurkensteins monsta,Green camo puffa,Dust,35.67448021048257,325
326,Double green,Light bulb,Big eyes ,Yellow,Quirkbot mk2,Mist in the artic,29.916084639312817,326
327,Feather,Archaeology hat,Quirkie tongue,Peach,Quirkbot mk1,Blurple,16.011405976411307,327
328,Rainbow ring,Shark fin,Blergh ,Qurikie bot MK 3,Pink skull tee,Pinkish,22.121311439709622,328
329,Overgrown,Light bulb,Long lashes,Orange,Mountianeer parka,Purple with stars,38.764741256391005,329
330,Bomb,Yellow curls,Warpaint 2,Peach,Aviator jacket,Purple with stars,50.211252907728664,330
331,Overgrown,Squiddie pink,3 eyes happy,Peach,Astroquirkie with squid sample,Honey melon,24.859542807628678,331
332,Rainbow ring,Blue bmx helmet,Woooaaah,Light purple,Purple puffa,Simply pink,21.770040379794533,332
333,Bubbles,Pink beanie blonde hair ,Need coffee,Purple,Jpeg hoodie,Misty green,41.222219907489006,333
334,Gold ring,Sideway cap blue green,VR world,Blueer ,Quirkbot mk1,Pale peach,19.1717779726273,334
335,Bones,Green goo,Sunglasses blue,Another green,Pink skull tee,Turquoise,13.834244625819375,335
336,Red 2,Beanie brown,Amazed ,Qurikie bot MK 3,Blue puffa,Pinkish,7.373756415908603,336
337,Doughnuts,Crew cut yellow,Toxic mask,Quirk green,Pink raincoat,Blurple,22.40202206471999,337
338,Pink 1,Blossom brain ,Goggles ,Qurikie bot MK 3,Artic parka,Simply pink,13.342709552820208,338
339,,Pink backwards cap,Quirky ape tongue out,Quirky ape cheeky,Quirky ape skull hoody,Turquoise,66.15229510544583,339
340,Green beams,Watermelon helmet,Amazed ,Quirk green,Quirkbot mk2,The blues,23.314728388368966,340
341,Purple 2,Long brown,4D,Another green,Space hoodie,Blurple,14.67727551370002,341
342,Blue 2,Pink goo,Lazers,Blue,Blue tee with chain,Dust,21.27816815485685,342
343,Pierced 2,Blue dreds,Warpaint 1,Quirkie bot MK 1,Big purple hoodie and chain,Misty green,43.04811019387829,343
344,Fire,Donut head,Green bandana,Greeeen,Dungarees,Misty turquoise,39.39631553956508,344
345,Ufo green,Sock monkey,Anxious,Another green,Pink camo puffa,Dust,25.000312567135026,345
346,Red 2,Blue mega mohawk,Cutie,Peach,Jpeg hoodie,Misty green,32.79526837103734,346
347,Double green,Studs,Just two eyes,Qurikie bot MK 3,Blue camo puffa,The blues,13.483128045332421,347
348,Overgrown,Blue surfer,Cutie,Peach,Green camo puffa,Blurple,22.5424265388417,348
349,Ufo green,Pink beanie,Nest beard,Light purple,White suit,Misty turquoise,38.20284240859549,349
350,Blue 2,Aviator ,Cutie,Peach,Pink camo puffa,Pale peach,8.637565247085018,350
351,Doughnuts,Blone surf hair,Reptile,Pink,Pink camo parka,Neutral,31.250313442797207,351
352,Double green,Mad science,Infected,Light purple,Trash hoodie skateboard,Honey melon,15.520081646224495,352
353,Red 2,Sheriff,3 eyes happy,Blueer ,Mountianeer parka,Blurple,18.60983697026672,353
354,Doughnuts,Wings hat,Green bandana,Yellow,Pirate garbs,Turquoise,19.171679631854204,354
355,Lightning bolts,Rabbit ears,Focused,Pinkish,Blue camo tee with chain ,Dust,19.6630320740493,355
356,Gold ring,Antlers,What ,Yellow,Big purple hoodie and chain,Pinkish,11.235911972347285,356
357,Bubbles,Snakes,3 eyes what,Blueer ,Big purple hoodie and chain,Pale peach,20.295154225469293,357
358,White 27,Archaeology hat,What ,Yellow,Explorer,Turquoise,6.601089306722099,358
359,Gold ring,Rabbit ears,Blank face,Another green,Yellow hoodie,Misty green,23.73608229087089,359
360,Purple 2,Pink clip,Wait,Pink,Artic parka,Pinkish,23.455413824323372,360
361,Feather,Nurse,FinchOne skull,Yellow,Pink camo puffa,Misty turquoise,29.77556778030212,361
362,Bones,Crew cut yellow,Blergh ,Yellow,UFO engineer overalls,Honey melon,24.930145447769693,362
363,Goo,Paper plane,3 eyes what,Pinkish,Red scarf jacket,Honey melon,15.800539399193065,363
364,Golden rings,,Quirky bones fire breather,Quirky bones fire,Quirky bones fire,Just green,99.29776691542271,364
365,Feather,Light bulb,Spooky relaxed,Qurikie bot MK 3,Fur coat,Misty pink,30.33745257618617,365
366,Diamond rings,Nurse,1 eye,Orange,Yellow backpack,Misty turquoise,31.109908968675498,366
367,Planets purple,Light bulb,What ,Qurikie bot MK 3,Pink back pack,The blues,14.81732878825931,367
368,Pierced,Sailor,Warpaint 3,Purple,Space hoodie,Pinkish,22.54259510019426,368
369,Blue 2,Squiddie green,Pink vision,Pink,Reflective space hoodie,Mist in the artic,35.885346804071524,369
370,Pierced,Long brown,Buttons,Yellow,Blue skull tee,Dust,20.646228620988445,370
371,Blue 2,Pink beanie,Sunglasses blue,Yellow,trash tee,Mist in the artic,19.8738424744142,371
372,Pink 1,Sock monkey,Warpaint 2,Blue,Astroquirkie comms,Simply pink,12.7107840576108,372
373,Pierced,Sock monkey,Chuffed,Light purple,Space hoodie,Pinkish,8.708083581603915,373
374,Lightning bolts,Thunder,Lazers,Blueer ,trash tee,Neutral,28.72227433574644,374
375,Bomb,Head band ,Blergh ,Pink,Tan backpack,Pinkish,27.87946820711975,375
376,Fire,Head band ,Dandy tash blue,Blue,6 arm quirkbot ,Turquoise,19.522894510238597,376
377,Goo,Sailor,Anxious,Pink,Astroquirkie,The blues,15.379087148122464,377
378,Fire,Sailor,Need coffee,Orange,Hawian shirt,Honey melon,11.37623214435489,378
379,Bubbles,Purple curls,Nearly focused,Yellow,Pink skull tee,Neutral,20.716409791875463,379
380,Planets purple,Halo,1 eye,Orange,Hawian shirt,Turquoise,13.202670325495042,380
381,Planets purple,Donut head,Green bandana,Quirkie bot MK 1,Hawian shirt,Honey melon,28.230542590555764,381
382,Green beams,Snakes,Water falls,Purple,Green camo puffa,Pinkish,36.376881859140866,382
383,Double green,Lightning beanie,Hmm,Blueer ,Yellow hoodie,Pale peach,13.764021291792163,383
384,Diamond,Beanie brown,Green vision,Orange,Green camo puffa,Mist in the artic,37.640971656827325,384
385,Doughnuts,Yellow curls,What ,Quirk green,Yellow hoodie,The blues,13.132067718874993,385
386,Ufo green,Blue bucket hat,4 eyes cheerfull,Qurikie bot MK 3,Arrows,The blues,18.89087069140635,386
387,Red 2,Wizard hat,Spooked,Orange,6 arm quirkbot ,Blurple,18.118203573644717,387
388,Pink 1,Blone surf hair,Goggles ,Quirkie bot MK 1,trash tee,Honey melon,15.800553429276922,388
389,Pink 1,Squiddie pink,Rainbow face,Quirk green,Casual jacket ,Misty pink,21.98038718791245,389
390,Bubbles,Graffiti can,Long lashes,Shiny,Pink camo puffa,Dust,46.769987703251246,390
391,Pierced,Donut head,Goggles ,Quirkie bot MK 1,Yellow tracksuit,Simply pink,20.435657045431224,391
392,Purple 2,Wings hat,Sunglasses blue,Green pink paint splat,Yellow rain coat,Turquoise,28.30089233877627,392
393,Heart,Blue surfer,Spooked,Pinkish,Punk rock,Simply pink,20.505683655036584,393
394,Goo,Sideway cap blue green,Blank face,Blue,Pink back pack,Honey melon,10.533819346079184,394
395,Green beams,Pink beanie blonde hair ,Tongue out,Qurikie bot MK 3,Quirkbot mk1 5 ,Dust,31.60168283568982,395
396,Purple 2,Pink clip,2D,Orange,Kung fu ,Neutral,22.612635770286214,396
397,Fire,Thunder,Misery ,Another green,Purple suit,Turquoise,17.205146025487483,397
398,Planets purple,Studs,Smile,Blueer ,Tuesday office shirt,Purple with stars,50.070679855493914,398
399,Fire,Pink surfer,What ,Orange,Trash hoodie skateboard,Misty pink,29.424535527264883,399
400,Gold ring,Pink surfer,Sunglasses blue,Quirkie bot MK 1,Blue skull tee,Pinkish,19.87395486203164,400
401,Purple 2,Blone surf hair,Quirkie tongue,Qurikie bot MK 3,Wool demim ,Pale peach,3.5814589751544306,401
402,Graff bubble,Beanie brown,Bubblegum,Quirk green,Pirate garbs,Neutral,25.281191740635258,402
403,Purple 2,Crew cut yellow,Proud,Peach,Yellow backpack,Misty green,27.668812321263065,403
404,Purple 2,Blue graffiti bubbles,Just two eyes,Peach,Punk rock,Blurple,20.646242681085266,404
405,Goo,Artic bobble brown hair,Amazed ,Blueer ,Wool demim ,Purple,28.722260279937185,405
406,White 27,Rabbit in a hat,Proud,Purple,Astroquirkie with squid sample,Purple,42.69696557816945,406
407,Orange 1,Studs,Nearly focused,Greeeen,Arrows,Turquoise,12.99166324865107,407
408,Ufo green,Pink beanie blonde hair ,VR world,Orange,Leather jacket gold chain,Honey melon,25.14085751203884,408
409,Pierced,Halo,Warpaint 1,Qurikie bot MK 3,Blue skull tee,Mist in the artic,24.087198846022233,409
410,Purple 2,Aviator ,Lashes heart tattoo,Peach,Hawaiian shirt surfboard,Purple,30.47750586321838,410
411,Bomb,Bubble brains,Hmm,Pinkish,Astroquirkie,Blurple,22.121170965029734,411
412,Double green,Wizard hat,White eyes shock,Orange,Quirkbot mk3,Turquoise,13.342793833886269,412
413,Goo,Wizard hat,Buttons,Light purple,trash tee,Honey melon,16.22213210467506,413
414,Rainbow ring,Aviator ,Skull mask,Peach,Green trash hoodie,The blues,19.592893038238408,414
415,Purple 2,Donut head,Water falls,Another green,Mountianeer parka,Honey melon,5.337140009830703,415
416,Doughnuts,Wizard hat,Water falls,Orange,Hawian shirt,Blurple,14.817567607610085,416
417,Blue 2,Sailor,3 eyes happy,Yellow,Ancient quirkie robes,Mist in the artic,23.59566377692085,417
418,Bubbles,Horns,Skull mask,Blue,UFO engineer overalls,Pale peach,15.239061984791903,418
419,Orange 1,Pencil,Eye patch,Blue,Kung fu ,Pale peach,12.710798118097397,419
420,Lightning,Squiddie pink,Hmm,Yellow,White suit,Blurple,26.685742202159467,420
421,Graff bubble,Crew cut yellow,Big eyes ,Blue pink paint splats,Artic parka,Simply pink,42.69716223788804,421
422,Blue 2,Pink bucket hat,Mk1,Pinkish,Blue camo puffa,Pale peach,16.151894752647127,422
423,White 27,Pizza,Amazed ,Quirk green,Yellow tracksuit,Misty pink,25.70230683158198,423
424,Overgrown,Nurse,1 eye,Diamond,Blue puffa,Neutral,44.24196263953681,424
425,Rainbow ring,Mad science,Smile,Green pink paint splat,Wool demim ,Misty turquoise,47.612821922838165,425
426,Heart,Watermelon helmet,Woooaaah,Pinkish,Yellow hoodie,Pale peach,16.643443867813293,426
427,Goo,Blone surf hair,Tongue out,Another green,Aviator jacket,Pale peach,4.002883106031392,427
428,Diamond rings,Mind blown,Amazed ,Qurikie bot MK 3,Astroquirkie comms,Blurple,28.2307673794329,428
429,Orange 1,Artic bobble ,Spooky relaxed,Orange,Purple suit,Simply pink,10.182646618751841,429
430,Doughnuts,Graffiti can,Woooaaah,Qurikie bot MK 3,Red bandana adventurer ,Pale peach,18.67983551970436,430
431,Feather,Artic bobble brown hair,Warpaint 2,Diamond,Purple suit,Purple,53.44152509117137,431
432,Purple 2,Pink goo,Just two eyes,Pinkish,Yellow skull tracksuit,Misty turquoise,31.460969329433446,432
433,Ufo green,Bubble brains,Cutie,Pink,Yellow rain coat,Turquoise,29.49459024965809,433
434,Pierced 2,Thunder,Quirkie tongue,Quirkiebot MK2,Reflective space hoodie,Misty turquoise,34.34006876333142,434
435,Fire,Snakes,Need coffee,Light purple,Stoneage ,Blurple,21.41902216931408,435
436,Gold ring,Sideways cap,Tongue out,Qurikie bot MK 3,Squiddie tee,Pale peach,13.483156156950926,436
437,Purple 2,Party hat,3 eyes what,Blue,Dungarees,Blurple,9.971906464691797,437
438,Orange 1,Blue bucket hat,Warpaint 3,Pinkish,Artic parka,Pinkish,15.309200991759168,438
439,Bubbles,Bubble brains,Need coffee,Quirk green,Purple puffa,Mist in the artic,22.331405410086262,439
440,Pierced 2,Artic bobble ,Need coffee,Shiny,Hawaiian shirt surfboard,Mist in the artic,48.876883616311915,440
441,Lightning bolts,Mad science,Amazed ,Blueer ,Wool demim ,Mist in the artic,30.05653123447863,441
442,Gold ring,Nurse,Goggles ,Quirkie bot MK 1,Artic parka,Misty green,34.34025139296615,442
443,Orange 1,Pizza,Blergh ,Blueer ,Pink hoodie,Misty green,28.300948520306964,443
444,Pierced,Rabbit in a hat,Long lashes,Orange,Blue tee with chain,Blurple,11.65732206066747,444
445,Orange 1,Head band ,Need coffee,Yellow,Quirkbot mk3,Turquoise,6.109343538853362,445
446,Orange 1,Blue graffiti bubbles,1 eye,Another green,Yellow skull tracksuit,Pale peach,8.778166410938278,446
447,Bomb,Long brown,Zipped,Quirk green,Artic parka,Misty turquoise,38.694251041286186,447
448,Orange 1,Aviator ,Focused,Dr qurkensteins monsta,Green camo puffa,Purple,37.64090141052247,448
449,Red 2,Antlers,Zipped,Quirkie bot MK 1,Artic parka,The blues,19.10127369781544,449
450,Orange 1,Archaeology hat,4D,Yellow,Hawian shirt,Purple,23.946906738469913,450
451,Goo,Pink bucket hat,Beaming ,Another green,Mountianeer parka,Honey melon,14.677289556646574,451
452,Ufo green,Crew cut brown,Zipped,Light purple,Kung fu ,Misty pink,39.326120338204426,452
453,Pierced,Sideways cap,Hmm,Quirkiebot MK2,Quirkbot mk1 5 ,Pale peach,16.081488814320803,453
454,Feather,Paper plane,1 eye,Peach,Kung fu ,Mist in the artic,29.213992016942502,454
455,Lightning,Pizza,Eeerm,Another green,Pink raincoat,Pale peach,21.98099125873711,455
456,Fire,Mad science,Misery ,Blue,Tan backpack,Blurple,21.840235593238326,456
457,Pink 1,Studs,Nearly focused,Pink,Cherry blossom komono,Honey melon,19.101343943730516,457
458,Double green,Light bulb,1 eye,Light purple,Yellow tracksuit,Turquoise,7.303575271136757,458
459,Lightning bolts,Yellow curls,Sunglasses blue,Peach,Trash hoodie skateboard,Misty pink,30.828987648795557,459
460,Pink 1,Squiddie green,Chuffed,Light purple,Hawian shirt,ultra rare rainbow,34.27023880175129,460
461,Feather,Sheriff,Vamp,Pinkish,Wizard robe,Mist in the artic,31.81212800562888,461
462,Gold ring,Blue graffiti bubbles,Goggles ,Quirk green,Green camo puffa,Blurple,15.519997365158437,462
463,Ufo green,Pirate hat,Need coffee,Orange,Green backpack,The blues,16.081671439667964,463
464,Graff bubble,Pink goo,Lashes heart tattoo,Orange,Wool demim ,Turquoise,13.694036807518467,464
465,Orange 1,Pink bobble,Buttons,Blue pink paint splats,Green camo puffa,Blurple,31.46102550277879,465
466,Lightning bolts,Light bulb,Goggles full,Qurikie bot MK 3,Blue camo tee with chain ,Mist in the artic,27.457973826429928,466
467,Lightning bolts,Graffiti can,Skull mask,Quirkiebot MK2,Pink camo parka,Pale peach,21.980710296124855,467
468,Graff bubble,Artic bobble ,Pink sunglasses,Yellow,Ancient quirkie robes,Mist in the artic,29.14348775499334,468
469,Pink 1,Ice cream,Green bandana,Purple,Blue tee with chain,Neutral,31.390802194087193,469
470,Planets purple,Antlers,Beaming ,Blue,trash tee,Misty pink,35.95551391836973,470
471,Bubbles,Long blonde,Ooze eyes,Quirkiebot MK2,Blue camo puffa,Neutral,31.461039553910698,471
472,Overgrown,Bear hug,Woooaaah,Blue,Fur coat,Blurple,27.107236578951504,472
473,Goo,Pink surfer,Warpaint 1,Quirkie bot MK 1,Lab coat,Neutral,30.75851146026659,473
474,Bubbles,Pizza,Warpaint 1,Pink,Green trash hoodie,Dust,29.42454955851808,474
475,Bubbles,Blossom brain ,Blank face,Quirk green,Red bandana adventurer ,Neutral,22.823024738426092,475
476,Diamond rings,Thunder,Emo,Quirk green,Yellow backpack,Neutral,29.21376725768855,476
477,Pierced,Halo,Pink bandana,Peach,Reflective space hoodie,Pale peach,12.851314981005885,477
