,Head,Face,Body,Skin,Background,Rarity score,Token Id
324,Mohawk Purple,Blushing,Hoodie Pink,Cream,Beige,45.97386471449203,324
325,Sombrero,Circle Glasses,Shark Tooth Necklace,Olive Green,Red,56.08359722485523,325
326,Flat Cap Tan,Monocle,Lab Coat,Normal,Mint,13.862939209352248,326
327,Bucket Hat Tan,Normal,Christmas Sweater Red,Normal,Yellow,19.70601249267022,327
328,Hat Red,Winking,Ice Coat,Light Gray,Tangerine,36.9609058833347,328
329,Viking Helmet,Monocle,Apron,Dark Gray,Tangerine,42.649746935578314,329
330,Durag Blue,Cucumbers,Bronze Medal,Leopard Gray,Tangerine,66.930069460453,330
331,Durag Red,Cute,Scarf Green,Normal,Blue,10.212859927872618,331
332,Flower Crown,Blushing,Christmas Lights,Normal,Tangerine,15.95341700287259,332
333,Flat Cap Tan,Normal,Turtleneck Grey,Normal,Beige,11.909360495191795,333
334,Backwards Hat Red,Winking,Ice Coat,Olive Green,Tangerine,44.997187183627005,334
335,Hat Red,Winking,Lei Blue,Baby Pink,Tangerine,45.68256565737183,335
336,Egg Gold,Football,Lei Pink,Light Gray,Blue,44.84318439751783,336
337,Flat Cap Tan,Handlebar Bear,Lei Blue,Mint,Tangerine,61.22407842910309,337
338,Flat Cap Tan,Star Glasses,Huddle Shirt,Mint,Mint,55.94656124794902,338
339,Headband,Goggles,Overalls,Olive Green,Blue,48.54429330411463,339
340,Sombrero,Football,Bronze Medal,Dark Gray,Tangerine,46.16246825197519,340
341,Panda Hat,Star Glasses,Shirt Blue,Normal,Blue,16.518764875522944,341
342,Mohawk Purple,Circle Glasses,Shirt Red,Normal,Beige,12.800438502311717,342
343,Beanie Gray,Villain Mask,Kimono Abstract,Light Gray,Blue,45.49432845729107,343
344,Hat Red,Cute,Turtleneck Blue,Normal,Mint,12.012158207055514,344
345,Rice Hat,Normal,Biker Jacket,Baby Pink,Tangerine,52.53664535487429,345
346,Hat Red,Cute,Christmas Lights,Dark Gray,Yellow,45.30572106242574,346
347,Grizzly Bear Hat,Cute,Lei Pink,Leopard Gray,Blue,54.88423021222828,347
348,Fish Green,Monocle,Tank Top Blue,Normal,Purple,18.815044393743456,348
349,Top Hat,Cucumbers,Kimono White,Normal,Mint,19.980256047244854,349
350,Top Hat,Star Glasses,Christmas Sweater Red,Normal,Yellow,28.89060033493912,350
351,Flat Cap Tan,Blushing,Surfboard Necklace,Light Gray,Pink,44.089074884604585,351
352,Flat Cap Blue,Circle Glasses,Huddle Shirt,Normal,Yellow,16.63870870911081,352
353,Beanie Gray,Scouter,Kimono White,Dark Gray,Beige,50.30921256482923,353
354,Pirate Hat,Scar,Shirt Red,Dark Gray,Yellow,50.15491284774942,354
355,Mohawk Purple,Cute,Scarf Blue,Maroon,Blue,41.67304048711985,355
356,Flat Cap Blue,Cross Eyed,Biker Jacket,Normal,Yellow,25.41206137333222,356
357,Bucket Hat Green,Circle Glasses,Kimono Red,Leopard Pink,Blue,49.38392521687206,357
358,None,Monocle,Shark Tooth Necklace,Maroon,Beige,53.58192281178171,358
359,Cowboy Hat,Circle Glasses,Bronze Medal,Normal,Mint,10.161537231871815,359
360,Cowboy Hat,Normal,Hoodie Pink,Maroon,Red,52.77660050625224,360
361,Mohawk Green,Winking,Bow Tie Blue,Normal,Mint,7.471299772858282,361
362,Headband,Circle Glasses,Tank Top Yellow,Cream,Purple,44.517442695109274,362
363,Backwards Hat Red,Eyepatch,Shirt Red,Dark Gray,Pink,48.42431283456256,363
364,Hat Blue,Beard,Kimono Red,Cream,Mint,51.988395409962585,364
365,Wizard Hat,Beard,Turtleneck Pink,Cream,Purple,55.31251511441175,365
366,Hat Red,Clout Goggles,Kimono Orange,Baby Pink,Blue,49.65805693801861,366
367,Cowboy Hat,Blushing,Shirt Blue,Mint,Red,54.69568066156592,367
368,Crown,Football,Turtleneck Blue,Red,Beige,65.35364576508263,368
369,Camo Helmet,Blushing,Christmas Sweater Red,Baby Pink,Yellow,52.759454382123806,369
370,Wizard Hat,Squad,Lab Coat,Normal,Pink,27.87961127371499,370
371,Mohawk Purple,Winking,Overalls,Red,Red,57.300187487314766,371
372,Sombrero,Cute,Tribal Necklace,Mint,Red,63.537297765370184,372
373,Camo Helmet,Aviator,Poncho,Normal,Purple,19.8260430946663,373
374,Backwards Hat Blue,Eyepatch,Bow Tie Blue,Normal,Mint,18.04395071355777,374
375,Durag Blue,Squad,Apron,Baby Pink,Beige,54.37012019991884,375
376,Egg,Winking,Vote 4 Pudgy,Olive Green,Purple,44.620342594391104,376
377,Bucket Hat Green,Monocle,Big P,Red,Mint,54.74711711142114,377
378,Durag Blue,Normal,Tribal Necklace,Cream,Mint,44.17477466903019,378
379,Cowboy Hat,Football,Ice Coat,Normal,Tangerine,24.79524427254515,379
380,Sideways Blue,Cute,Turtleneck Grey,Normal,Red,26.6115787757778,380
381,Santa Hat,Winking,Puffer Green,Maroon,Blue,37.52637908048329,381
382,Headband,Blushing,Silver Medal,Normal,Blue,3.050350476846969,382
383,Mohawk Purple,Cute,Ice Coat,Normal,Mint,14.154114866908602,383
384,Headband,Beard,Suit Blue,Olive Green,Mint,51.13165207328725,384
385,Afro With Pick,Cute,Huddle Shirt,Normal,Blue,9.167636459288692,385
386,Durag Red,Beard,Christmas Sweater Blue,Light Gray,Beige,50.0350191460045,386
387,Backwards Hat Blue,Blushing,Kimono Red,Normal,Mint,9.116363896032436,387
388,Backwards Hat Blue,Monocle,Turtleneck Blue,Normal,Yellow,24.246913342443378,388
389,Wizard Hat,Blushing,Shirt Blue,Dark Gray,Purple,31.271993495517442,389
390,Flat Cap Blue,Winking,Puffer Green,Light Gray,Yellow,39.39409604855356,390
391,Grizzly Bear Hat,Aviator,Kimono Brown,Normal,Purple,18.76359829998203,391
392,Sombrero,Blushing,Surfboard Necklace,Normal,Blue,4.369730732198385,392
393,Sombrero,Winking,Bronze Medal,Olive Green,Pink,51.74846724613459,393
394,Grizzly Bear Hat,Mustache,Kimono White,Cream,Beige,61.32694169212017,394
395,Macaroni,Clout Goggles,Hoodie Black,Cream,Blue,48.61282382312418,395
396,Grizzly Bear Hat,Cucumbers,Lei Purple,Dark Gray,Mint,42.18717363680995,396
397,Flat Cap Blue,Blushing,Bronze Medal,Olive Green,Purple,40.730622432541445,397
398,None,Normal,Huddle Shirt,Olive Green,Purple,43.095258946178674,398
399,Top Hat,Cross Eyed,Shirt Red,Normal,Mint,14.531129136179846,399
400,Mohawk Purple,Eyepatch,Vote 4 Pudgy,Dark Gray,Mint,38.1775077176402,400
401,Bucket Hat Green,Squad,Turtleneck Green,Mint,Blue,47.73891701146382,401
402,Beanie Gray,Goggles,Kimono Red,Dark Gray,Pink,54.38733573889405,402
403,Flat Cap Tan,Cucumbers,Shark Tooth Necklace,Baby Pink,Yellow,63.69152228288236,403
404,Flat Cap Tan,Winking,Hawaiian Shirt,Normal,Tangerine,11.206781914404697,404
405,Headband,Squad,Bow Tie Blue,Dark Gray,Blue,33.790937431381636,405
406,Mohawk Green,Cross Eyed,Hoodie Black,Cream,Beige,54.678530679754786,406
407,Macaroni,Eyepatch,Turtleneck Blue,Dark Gray,Pink,49.55523994585587,407
408,Macaroni,Beard,Kimono Orange,Normal,Purple,21.059812264043813,408
409,Fish Blue,Winking,Tank Top Yellow,Normal,Mint,9.647469638444193,409
410,Beanie Orange,Football,Surfboard Necklace,Dark Gray,Tangerine,46.26525438748491,410
411,Top Hat,Football,Overalls,Olive Green,Red,63.28023311921621,411
412,Viking Helmet,Circle Glasses,Kimono Brown,Light Gray,Purple,36.68671053596916,412
413,Viking Helmet,Handlebar Bear,Lab Coat,Olive Green,Blue,49.17829509203248,413
414,Sideways Red,Circle Glasses,Overalls,Olive Green,Blue,43.23240674899955,414
415,Hat Blue,Winking,Apron,Normal,Beige,10.230104385943966,415
416,Durag Red,Normal,Kimono Brown,Baby Pink,Blue,39.89106571784897,416
417,Pirate Hat,Circle Glasses,Overalls,Mint,Pink,61.51537941356195,417
418,Fish Blue,Monocle,Puffer Orange,Dark Gray,Tangerine,45.18576565879514,418
419,Rice Hat,Normal,Kimono Blue,Red,Beige,56.3235176739189,419
420,Headband,Blushing,Turtleneck Pink,Dark Gray,Mint,28.35895857028105,420
421,Flat Cap Tan,Cucumbers,Poncho,Maroon,Purple,53.47913860180744,421
422,Beanie Gray,Handlebar Bear,Kimono Red,Olive Green,Blue,48.887021101735364,422
423,Macaroni,Cute,Scarf Green,Leopard Pink,Red,67.04994581464723,423
424,Afro With Pick,Normal,Turtleneck Green,Maroon,Pink,51.885588059902844,424
425,Bucket Hat Green,Handlebar Bear,Tank Top Yellow,Mint,Blue,51.9712897698639,425
426,None,Cross Eyed,Scarf Pink,Maroon,Purple,51.18303068434914,426
427,None,Scouter,Lei Purple,Normal,Beige,26.38888157925154,427
428,Pirate Hat,Star Glasses,Shark Tooth Necklace,Light Gray,Red,57.66004020262838,428
429,Party Hat,Blushing,Puffer Green,Dark Gray,Tangerine,35.72708658752391,429
430,Camo Helmet,Circle Glasses,Crop Top,Baby Pink,Beige,50.78894934489389,430
431,Backwards Hat Red,Clout Goggles,Bow Tie Pink,Dark Gray,Mint,39.71970085822436,431
432,Cowboy Hat,Goggles,Christmas Lights,Normal,Blue,17.718249499687012,432
433,None,Circle Glasses,Lei Blue,Normal,Yellow,19.260423361775366,433
434,Macaroni,Beard,Kimono Red,Light Gray,Pink,54.95268746532014,434
435,Backwards Hat Red,Normal,Kimono Red,Maroon,Beige,45.134342702414365,435
436,Egg Gold,Star Glasses,Heart,Light Gray,Blue,45.51145144674367,436
437,Grizzly Bear Hat,Cute,Kimono Red,Normal,Tangerine,18.746436750231908,437
438,Party Hat,Normal,Turtleneck Green,Normal,Mint,8.430912152763485,438
439,Mohawk Purple,Winking,Lab Coat,Dark Gray,Tangerine,32.951241893006305,439
440,Bucket Hat Green,Clout Goggles,Bronze Medal,Normal,Purple,17.632676971305802,440
441,Sideways Red,Blushing,Lei Pink,Maroon,Yellow,52.26254062488411,441
442,Headband,Normal,Shirt Blue,Normal,Purple,6.8886418828687415,442
443,Macaroni,Villain Mask,Bronze Medal,Olive Green,Yellow,63.99998675044074,443
444,Mohawk Green,Circle Glasses,Lab Coat,Light Gray,Tangerine,38.897236281741115,444
445,Backwards Hat Blue,Star Glasses,Hoodie Pink,Normal,Purple,22.499161421909925,445
446,Flat Cap Blue,Normal,Tank Top Blue,Dark Gray,Red,40.07948994341202,446
447,Camo Helmet,Scar,Lei Purple,Olive Green,Pink,63.76003159635797,447
448,Headband,Handlebar Bear,Hoodie Black,Normal,Tangerine,21.60809112805165,448
449,Egg,Cute,Hoodie Pink,Light Gray,Pink,53.222054673551234,449
450,Beanie Gray,Normal,Christmas Sweater Blue,Dark Gray,Tangerine,36.94375011680274,450
451,Mohawk Purple,Squad,Scarf Blue,Dark Gray,Red,48.13299642628523,451
452,Afro With Pick,Winking,Scarf Blue,Olive Green,Pink,50.96023515387997,452
453,Hat Blue,Villain Mask,Shirt Red,Maroon,Blue,49.555263084438664,453
454,Sideways Red,Monocle,Kimono Brown,Normal,Blue,12.920336064744708,454
455,Party Hat,Winking,Kimono Brown,Dark Gray,Purple,30.980769632855747,455
456,Santa Hat,Normal,Vote 4 Pudgy,Light Gray,Red,44.980122041082204,456
457,Mohawk Green,Cute,Tank Top Yellow,Dark Gray,Pink,47.447614098764674,457
458,Hat Blue,Beard,Tank Top Blue,Light Gray,Purple,43.95202927010342,458
459,Crown,Circle Glasses,Surfboard Necklace,Olive Green,Blue,43.866439388761854,459
460,Santa Hat,Normal,Suit Blue,Light Gray,Beige,40.13090711837786,460
461,Viking Helmet,Normal,Shark Tooth Necklace,Cream,Blue,42.20432747600325,461
462,Hat Red,Beard,Surfboard Necklace,Normal,Blue,14.445398503516223,462
463,Flower Crown,Winking,Tank Top Blue,Cream,Mint,44.20910741363879,463
464,Beanie Gray,Winking,Tank Top Yellow,Normal,Pink,18.163784641957836,464
465,Flat Cap Tan,Goggles,Turtleneck Green,Normal,Blue,15.2336248134543,465
466,Cowboy Hat,Cute,Kimono Gold,Olive Green,Blue,45.7169967338196,466
467,Flat Cap Tan,Cucumbers,Biker Jacket,Dark Gray,Red,53.97608898839954,467
468,Camo Helmet,Mustache,Overalls,Dark Gray,Red,54.35308204612612,468
469,Hat Blue,Beard,Scarf Pink,Baby Pink,Beige,56.306415890601315,469
470,Flower Crown,Blushing,Bath Robe,Olive Green,Mint,42.94107491630268,470
471,Rice Hat,Aviator,Bronze Medal,Olive Green,Pink,65.21651338517862,471
472,Sideways Blue,Winking,Ice Coat,Normal,Mint,10.846987040889765,472
473,Sideways Blue,Normal,Turtleneck Blue,Dark Gray,Blue,29.764150448895798,473
474,Party Hat,Cute,Apron,Dark Gray,Mint,36.72111462126054,474
475,Cowboy Hat,Normal,Shirt Red,Light Gray,Yellow,41.24467460695918,475
476,Sombrero,Circle Glasses,Shark Tooth Necklace,Normal,Purple,13.742864266545329,476
477,Sombrero,Blushing,Puffer Green,Normal,Red,18.609387276845897,477
478,Beanie Pink,Circle Glasses,Huddle Shirt,Light Gray,Tangerine,41.707398294644555,478
479,Bucket Hat Green,Clout Goggles,Hoodie Black,Maroon,Red,59.69906226238805,479
480,Flower Crown,Hero Mask Blue,Kimono Orange,Maroon,Mint,59.49355553741287,480
481,Headband,Monocle,Hoodie Black,Normal,Beige,17.255626067873568,481
482,Flat Cap Black,Blushing,Bow Tie Blue,Dark Gray,Mint,30.723687633741427,482
483,Hat Red,Winking,Turtleneck Blue,Light Gray,Red,41.501712255946046,483
484,Backwards Hat Red,Winking,Kimono Gold,Gold,Tangerine,57.67717861529839,484
485,Santa Hat,Scouter,Shirt Blue,Normal,Yellow,30.107163602034763,485
486,Backwards Hat Blue,Cute,Scarf Blue,Normal,Mint,13.845687036216036,486
487,Cowboy Hat,Monocle,Bath Robe,Olive Green,Red,58.088338597685215,487
488,Beanie Pink,Blushing,Hoodie Black,Baby Pink,Pink,56.64903957196259,488
489,Flat Cap Blue,Normal,Turtleneck Grey,Light Gray,Purple,33.311098460893504,489
490,Sideways Red,Winking,Kimono Gold,Light Gray,Blue,33.80811055087396,490
491,Flat Cap Tan,Blushing,Bow Tie Pink,Dark Gray,Blue,26.55992252065611,491
492,Wizard Hat,Circle Glasses,Poncho,Maroon,Mint,44.60314440777516,492
493,Hat Blue,Squad,Tank Top Yellow,Normal,Beige,19.17479877451309,493
494,Hat Red,Squad,Shirt Red,Leopard Gray,Mint,57.968541299539176,494
495,Flat Cap Black,Handlebar Bear,Turtleneck Pink,Cream,Purple,55.31258452444996,495
496,Santa Hat,Blushing,Tribal Necklace,Dark Gray,Mint,32.06021980214962,496
497,Backwards Hat Red,Star Glasses,Scarf Green,Cream,Blue,48.01317598715209,497
498,Flat Cap Blue,Goggles,Turtleneck Blue,Normal,Mint,17.51268878879262,498
499,Flat Cap Black,Cute,Lei Blue,Normal,Beige,17.615438295851536,499
500,Flat Cap Black,Circle Glasses,Overalls,Baby Pink,Purple,47.173395613717936,500
501,Headband,Hero Mask Red,Shirt Red,Dark Gray,Beige,45.854048133041594,501
502,Camo Helmet,Normal,Kimono White,Mint,Mint,48.51004346963047,502
503,Headband,Blushing,Scarf Green,Normal,Purple,6.4089455976531315,503
504,Sombrero,Normal,Bronze Medal,Normal,Beige,12.52624122730697,504
505,Sombrero,Clout Goggles,Bath Robe,Dark Gray,Purple,40.95345074549964,505
506,Sideways Red,Normal,Turtleneck Green,Normal,Blue,6.854366990878126,506
507,Biker Helmet,Goggles,Bow Tie Blue,Cream,Mint,57.848591681230474,507
508,Flat Cap Blue,Cute,Turtleneck Blue,Normal,Beige,14.770908830014488,508
509,Durag Red,Squad,Ice Coat,Cream,Mint,52.55388788440483,509
510,Hatched,Winking,Suit Red,Normal,Blue,8.842054791506584,510
511,Sideways Red,Aviator,Poncho,Normal,Mint,20.699919059591334,511
512,Flat Cap Black,Handlebar Bear,Hoodie Pink,Light Gray,Red,55.38108612586606,512
513,Bucket Hat Green,Star Glasses,Lei Purple,Leopard Gray,Mint,61.104250277008845,513
514,None,Cute,Puffer Green,Normal,Red,24.589550520284455,514
515,Egg,Eyepatch,Lab Coat,Olive Green,Tangerine,55.89514022221282,515
516,Macaroni,Monocle,Surfboard Necklace,Normal,Blue,11.94361611830376,516
517,Headband,Eyepatch,Gold Medal,Mint,Beige,58.73952507724189,517
518,Hat Blue,Mustache,Lei Pink,Normal,Beige,24.332599634296155,518
519,Mohawk Purple,Eyepatch,Shirt Blue,Leopard Pink,Pink,69.56882997866924,519
520,Cowboy Hat,Beard,Surfboard Necklace,Mint,Yellow,65.28506125774959,520
521,Flat Cap Blue,Normal,Shirt Red,Red,Mint,45.117186935882394,521
522,Headband,Normal,Scarf Green,Dark Gray,Purple,30.192425705069304,522
523,Hat Blue,Normal,Hawaiian Shirt,Baby Pink,Tangerine,47.378973678774834,523
524,Jester's Hat,Blushing,Turtleneck Grey,Normal,Purple,10.195906610941945,524
525,Sombrero,Normal,Turtleneck Grey,Leopard Pink,Red,62.90334996337153,525
526,Beanie Pink,Squad,Bronze Medal,Light Gray,Yellow,52.33107307574038,526
527,Bucket Hat Tan,Cute,Christmas Sweater Blue,Mint,Blue,50.343495178195965,527
528,Backwards Hat Blue,Clout Goggles,Puffer Orange,Baby Pink,Beige,58.19123656962838,528
529,Viking Helmet,Squad,Turtleneck Grey,Light Gray,Blue,37.98904492937534,529
530,Flat Cap Blue,Eyepatch,Bronze Medal,Light Gray,Beige,43.33513889979221,530
531,Flat Cap Black,Winking,Huddle Shirt,Cream,Purple,42.49555519244067,531
532,Afro With Pick,Winking,Kimono Orange,Normal,Purple,9.938843895432543,532
533,Party Hat,Handlebar Bear,Silver Medal,Baby Pink,Blue,52.056997267551154,533
534,Flower Crown,Clout Goggles,Lei Purple,Normal,Red,31.632328232131357,534
535,Crown,Aviator,Silver Medal,Dark Gray,Red,55.175519628447624,535
536,Bucket Hat Green,Monocle,Lei Pink,Olive Green,Blue,43.50654811014536,536
537,Santa Hat,Squad,Hoodie Pink,Olive Green,Purple,52.125435238540774,537
538,Camo Helmet,Aviator,Fish Lover,Maroon,Red,63.38311373459258,538
539,Flat Cap Blue,Handlebar Bear,Suit Red,Normal,Beige,23.150255349840226,539
540,None,Normal,Christmas Lights,Maroon,Tangerine,46.830702522318454,540
541,Afro With Pick,Football,Bow Tie Pink,Normal,Yellow,28.359321059317367,541
542,Flat Cap Black,Star Struck,Tank Top Blue,Mint,Beige,65.07950247419387,542
543,Headband,Blushing,Poncho,Normal,Beige,10.058727950265894,543
544,Top Hat,Scar,Kimono Brown,Red,Mint,56.32354466507529,544
545,Top Hat,Eyepatch,Bow Tie Blue,Normal,Purple,18.009702808516032,545
546,Egg,Beard,Turtleneck Grey,Dark Gray,Yellow,51.799928764916636,546
547,Backwards Hat Red,Clout Goggles,Suit Blue,Normal,Mint,18.523735694520262,547
548,Flat Cap Blue,Beard,Kimono Blue,Normal,Red,28.393690435382133,548
549,Bowl Cut,Blushing,Crop Top,Normal,Beige,15.987666839761038,549
550,Party Hat,Blushing,Hoodie Black,Cream,Red,53.66749727080749,550
551,Pirate Hat,Monocle,Kimono Red,Maroon,Purple,51.131665571570274,551
552,Beanie Orange,Circle Glasses,Puffer Blue,Cream,Beige,48.73267510989426,552
553,Macaroni,Football,Puffer Orange,Dark Gray,Tangerine,46.86501405748615,553
554,Backwards Hat Blue,Monocle,Lab Coat,Dark Gray,Tangerine,42.56412041917415,554
555,Jester's Hat,Star Glasses,Silver Medal,Normal,Purple,22.807593110886263,555
556,Mohawk Green,Cucumbers,Overalls,Normal,Beige,23.098824682301554,556
557,Fish Blue,Football,Tank Top Yellow,Maroon,Yellow,63.74292788840654,557
558,Top Hat,Football,Turtleneck Blue,Cream,Tangerine,56.63197828078922,558
559,Party Hat,Eyepatch,Hawaiian Shirt,Cream,Mint,51.67995408008539,559
560,Hat Red,Football,Surfboard Necklace,Dark Gray,Mint,41.8616016075244,560
561,Durag Red,Aviator,Silver Medal,Light Gray,Mint,44.723155726767395,561
562,Beanie Gray,Handlebar Bear,Tank Top Blue,Baby Pink,Pink,64.75384946392577,562
563,Afro With Pick,Blushing,Huddle Shirt,Dark Gray,Mint,29.28425363270202,563
564,Bucket Hat Green,Scar,Kimono Brown,Normal,Tangerine,20.031607661740708,564
565,Pirate Hat,Scar,Shirt Blue,Mint,Tangerine,60.65862644049381,565
566,Bucket Hat Tan,Eyepatch,Shirt Blue,Normal,Beige,18.986341773072816,566
567,Pirate Hat,Scar,Lei Assorted,Cream,Yellow,64.99378919388954,567
568,Backwards Hat Red,Cross Eyed,Fish Lover,Normal,Purple,19.39759623141932,568
569,Bucket Hat Green,Winking,Kimono Red,Olive Green,Tangerine,43.266556322803204,569
570,Cowboy Hat,Football,Overalls,Olive Green,Red,63.79429299968273,570
571,Beanie Gray,Eyepatch,Puffer Orange,Normal,Mint,16.296098529338447,571
572,Afro With Pick,Beard,Kimono Pink,Normal,Red,30.398507005675988,572
573,Durag Blue,Normal,Lei Purple,Normal,Yellow,17.478363753538694,573
574,Beanie Orange,Normal,Turtleneck Blue,Cream,Blue,38.263195931422,574
575,Flat Cap Blue,Monocle,Puffer Orange,Normal,Tangerine,18.009668100491567,575
576,Bucket Hat Green,Circle Glasses,Turtleneck Grey,Maroon,Pink,52.70796394214188,576
577,Party Hat,Normal,Tank Top Yellow,Normal,Pink,21.111125313433575,577
578,Rice Hat,Winking,Scarf Pink,Light Gray,Mint,34.93900874397275,578
579,Headband,Winking,Hawaiian Shirt,Normal,Red,16.29602525831164,579
580,None,Handlebar Bear,Kimono Brown,Red,Blue,53.73619746294004,580
581,Flat Cap Blue,Monocle,Bronze Medal,Dark Gray,Tangerine,40.02806120561632,581
582,Mohawk Purple,Beard,Scarf Green,Normal,Tangerine,20.92269916443882,582
583,Flat Cap Blue,Goggles,Bronze Medal,Cream,Beige,56.66622040321387,583
584,Pirate Hat,Winking,Turtleneck Pink,Dark Gray,Tangerine,35.213115396793555,584
585,Durag Blue,Normal,Christmas Sweater Blue,Normal,Blue,6.905774518631852,585
586,Mohawk Green,Scar,Lab Coat,Cream,Mint,52.31396550800249,586
587,Fish Blue,Circle Glasses,Big P,Mint,Purple,55.021252691152014,587
588,Sombrero,Winking,Shirt Blue,Baby Pink,Mint,39.85675225985065,588
589,Beanie Gray,Aviator,Shirt Blue,Normal,Beige,19.551751340997047,589
590,Beanie Orange,Aviator,Lei Purple,Light Gray,Tangerine,46.55653223756848,590
591,Flat Cap Tan,Winking,Turtleneck Grey,Baby Pink,Blue,37.509167396485935,591
592,Sideways Blue,Circle Glasses,Lab Coat,Normal,Blue,8.979104255275438,592
593,Hat Blue,Winking,Vote 4 Pudgy,Leopard Pink,Tangerine,54.31873966151828,593
594,None,Circle Glasses,Scarf Green,Baby Pink,Mint,43.93490242447079,594
595,Jester's Hat,Monocle,Gold Medal,Baby Pink,Tangerine,57.50583110653038,595
596,Polar Bear Hat,Winking,Surfboard Necklace,Olive Green,Red,54.28439727871365,596
597,Cowboy Hat,Normal,Poncho,Normal,Blue,5.569213428122174,597
598,Panda Hat,Normal,Kimono Gold,Mint,Beige,56.066526294283705,598
599,Beanie Orange,Monocle,Poncho,Dark Gray,Yellow,46.31665420979093,599
600,Ice Crown,Monocle,Lei Blue,Light Gray,Beige,48.201546227998094,600
601,Afro With Pick,Clout Goggles,Shirt Blue,Normal,Red,26.57729423056435,601
602,None,Clout Goggles,Shirt Red,Baby Pink,Pink,62.71481969330874,602
603,Durag Blue,Scar,Bow Tie Black,Normal,Red,29.49029829914771,603
604,Rice Hat,Squad,Hoodie Black,Light Gray,Red,54.54148120606824,604
