,Background,Headwear,Mouth,Accessory,Eyes,Clothes,Fur,Rarity score,Token Id
317,Green,Halo,Party Popper,None,Laser Visor,Army,Brown,24.386152732858655,317
318,Red,Party Hat,Normal,None,VR,None,Black,30.95385822078422,318
319,Yellow,Halo,Flames,None,VR,Business Suit,Black,34.92506265857845,319
320,Yellow,Halo,Whistle,None,Laser Visor,None,Black,33.01538629772627,320
321,Purple,Clown,Tongue Out,None,Laser Visor,Orange Gi,Orange,10.691102877506943,321
322,Pyramids,Halo,Cigarette,None,VR,Business Suit,Orange,10.986867486388281,322
323,Snowy Mountains,Cowboy Hat,Tongue Out,None,VR,Blue Armor,Black,38.52044460565783,323
324,Pyramids,Blonde Hair,Flames,None,Laser Visor,Cowboy,Orange,13.775342707675081,324
325,Yellow,None,Growl,None,Laser Visor,DEV,Black,32.671834507951395,325
326,Green,Halo,Flames,None,Laser Visor,Blue Armor,Black,35.180732801821904,326
327,Beach,Blonde Hair,Flames,None,VR,Astro,Brown,29.355886466868043,327
328,Pyramids,Cyborg,Tongue Out,None,VR,Blue Armor,Brown,28.277248147465457,328
329,Red,None,Flames,None,Laser Visor,Peace Tank,Orange,6.807875963533102,329
330,Blue,Party Hat,Pipe,None,VR,Orange Gi,Brown,24.434042985296863,330
331,Pyramids,Party Hat,Herb,None,Laser Visor,Jersey,Brown,27.038881613879212,331
332,Red,Party Hat,Smirk,None,VR,Wizard Robe,Brown,24.450039703149447,332
333,Orange,None,Pipe,None,VR,Overalls,Brown,22.132902204773917,333
334,Blue,None,Whistle,None,VR,Poncho,Orange,6.512279159774716,334
335,Pyramids,Cowboy Hat,Pipe,None,VR,None,Orange,10.858936129666512,335
336,Blue,Blonde Hair,Bone,None,Laser Visor,Astro,Brown,27.134614188270916,336
337,Orange,Blonde Hair,Growl,None,Laser Visor,None,Brown,24.737580218231745,337
338,Pyramids,Halo,Pipe,None,Laser Visor,Jersey,Orange,10.962931152675342,338
339,Green,Mohawk,Normal,None,Laser Visor,Ryoshi,Brown,22.412504693731773,339
340,Blue,Party Hat,Bone,None,Laser Visor,Rocker Vest,Orange,9.308900968050406,340
341,Beach,Mohawk,Tongue Out,None,VR,Tux Shirt,Orange,10.867041965703333,341
342,Red,Clown,Bone,None,Laser Visor,Overalls,Orange,10.954780567754279,342
343,Green,Clown,Growl,None,Laser Visor,Tux Shirt,Brown,26.7671476386809,343
344,Orange,None,Bubblegum,None,VR,Jersey,Brown,22.36459605644646,344
345,Lightning,Clown,Pipe,None,Laser Visor,Business Suit,Orange,12.736639037024155,345
346,Orange,Blonde Hair,Normal,None,Laser Visor,Overalls,Orange,8.485778570300758,346
347,Purple,None,Cigarette,None,VR,Wizard Robe,Brown,21.501661271848057,347
348,Yellow,Party Hat,Growl,None,VR,Rocker Vest,Black,35.2845768027567,348
349,Beach,None,Pipe,None,VR,Peace Tank,Black,34.31778363066334,349
350,Beach,Party Hat,Normal,None,Laser Visor,Blue Armor,Black,34.789174892836385,350
351,Space,Blue Hair,Pipe,None,VR,Sailor,Brown,27.94166874602252,351
352,Space,None,Smirk,None,Laser Visor,Cowboy,Orange,9.500591441412082,352
353,Rainbow,Cowboy Hat,Whistle,None,VR,Scarf,Orange,13.799348563863933,353
354,Lightning,Blue Hair,Flames,None,Laser Visor,Cowboy,Orange,13.247935375348534,354
355,Purple,None,Normal,None,VR,Poncho,Brown,19.552009509340902,355
356,Green,Clown,Whistle,None,VR,Business Suit,Orange,10.946781809708838,356
357,Rainbow,Halo,Normal,None,VR,Cowboy,Brown,24.793630654672636,357
358,Green,Party Hat,Pizza,None,VR,None,Orange,7.191432728450218,358
359,Green,Blue Hair,Normal,None,VR,Cowboy,Brown,24.29008855466776,359
360,Green,Blue Hair,Pipe,None,VR,Astro,Brown,26.91085755792122,360
361,Red,Clown,Pizza,None,VR,Doctor,Brown,26.703134405184688,361
362,Blue,Mohawk,Tongue Out,None,VR,Poncho,Brown,24.481975594210443,362
363,Purple,Halo,Tongue Out,None,VR,Poncho,Orange,8.437991400582554,363
364,Green,Mohawk,Cigarette,None,VR,Tux Shirt,Orange,9.053217232937362,364
365,Space,Blue Hair,Normal,None,Laser Visor,Tux Shirt,Black,36.443050864917495,365
366,Yellow,Cowboy Hat,Bone,None,Laser Visor,Clown,Orange,10.83492148061672,366
367,Lightning,Cyborg,Pizza,None,VR,Scarf,Brown,29.03621428284841,367
368,Red,None,Party Popper,None,VR,Doctor,Brown,22.284658831524727,368
369,Yellow,Cowboy Hat,Normal,None,VR,Tux Shirt,Brown,23.682856673899515,369
370,Red,Cyborg,Flames,None,VR,DEV,Orange,11.010744699202496,370
371,Purple,Cyborg,Herb,None,VR,Cowboy,Brown,26.71909916051148,371
372,Space,Clown,Tongue Out,None,Laser Visor,Cowboy,Brown,29.228045401363623,372
373,Blue,Halo,Flames,None,VR,Ryoshi,Orange,8.893461850801906,373
374,Blue,Mohawk,Bone,None,VR,Wizard Robe,Orange,8.429999038377133,374
375,Red,None,Herb,None,VR,Ryoshi,Brown,22.18884316265478,375
376,Red,Clown,Bone,None,VR,No FUD,Brown,26.55133782589749,376
377,Snowy Mountains,Blue Hair,Pipe,None,Laser Visor,No FUD,Orange,12.592764497809078,377
378,Yellow,Cowboy Hat,Herb,None,Laser Visor,Army,Brown,26.12786239703933,378
379,Beach,None,Herb,None,Laser Visor,None,Orange,6.839870191800202,379
380,Green,Blue Hair,Bone,None,Laser Visor,Blue Armor,Orange,10.403413729743919,380
381,Green,Mohawk,Tongue Out,None,Laser Visor,Orange Gi,Black,35.1966871621348,381
382,Rainbow,Blonde Hair,Pipe,None,Laser Visor,Clown,Brown,28.756704483015756,382
383,Orange Fade,Party Hat,Pizza,None,VR,Bat,Orange,11.01085417350525,383
384,Orange Fade,Halo,Smirk,None,Laser Visor,Astro,Orange,12.177438061830044,384
385,Blue,Halo,Normal,None,VR,DEV,Orange,6.304548820410086,385
386,Purple,Cyborg,Normal,None,Laser Visor,Astro,Orange,9.212845566046138,386
387,Purple,Halo,Whistle,None,Laser Visor,Rocker Vest,Orange,8.989293506965879,387
388,Orange,Clown,Bone,None,Laser Visor,Orange Gi,Orange,11.154543321698116,388
389,Green,Mohawk,Bone,None,Laser Visor,Tux Shirt,Orange,9.109123825063001,389
390,Blue,Cowboy Hat,Growl,None,VR,Doctor,Orange,10.763047740400644,390
391,Lightning,Blue Hair,Whistle,None,VR,Army,Orange,12.113402458858529,391
392,Beach,Halo,Normal,None,VR,Scarf,Orange,9.252936834118781,392
393,Green,Blonde Hair,Tongue Out,None,VR,Doctor,Orange,10.595263238073056,393
394,Pyramids,None,Normal,None,Laser Visor,Army,Brown,21.973062120685675,394
395,Orange,None,Herb,None,VR,Poncho,Orange,6.799944331829592,395
396,Purple,Mohawk,Tongue Out,None,VR,Overalls,Brown,24.20232915850914,396
397,Orange Fade,Cyborg,Smirk,None,Laser Visor,Business Suit,Brown,28.804624306280424,397
398,Purple,Halo,Herb,None,VR,None,Orange,6.688073614109484,398
399,Orange,Halo,Growl,None,VR,Wizard Robe,Brown,24.21841776831294,399
400,Blue,Mohawk,Herb,None,Laser Visor,Cowboy,Brown,25.36088072623838,400
401,Green,Blue Hair,Flames,None,Laser Visor,Sailor,Orange,10.8189407470426,401
402,Red,Clown,Normal,None,VR,None,Orange,6.687924183722618,402
403,Orange,Halo,Herb,None,Laser Visor,Cowboy,Orange,9.756291950527345,403
404,Pyramids,None,Bone,None,VR,Doctor,Orange,8.757558101313538,404
405,Green,Halo,Bone,None,Laser Visor,Wizard Robe,Orange,8.44594300580477,405
406,Orange Fade,Party Hat,Pipe,None,Laser Visor,Doctor,Brown,26.974991446023182,406
407,Rainbow,Clown,Pizza,None,VR,Astro,Brown,29.691452282827296,407
408,Lightning,Cowboy Hat,Tongue Out,None,VR,Poncho,Orange,12.369102972231062,408
409,Orange,Blonde Hair,Pipe,None,Laser Visor,Scarf,Orange,11.705886990221009,409
410,Blue,Mohawk,Party Popper,None,VR,Ryoshi,Brown,24.49798110119885,410
411,Space,Party Hat,Flames,None,VR,Tux Shirt,Brown,26.974947495022466,411
412,Green,Party Hat,Bubblegum,None,VR,Overalls,Brown,24.6977070941404,412
413,Orange,Cyborg,Normal,None,VR,Sailor,Orange,8.453831492905632,413
414,Red,Blue Hair,Cigarette,None,VR,Scarf,Orange,11.418155488643412,414
415,Blue,Blue Hair,Bubblegum,None,VR,DEV,Orange,10.467391002959555,415
416,Beach,Party Hat,Smirk,None,VR,Bat,Brown,26.623396951459423,416
417,Yellow,Mohawk,Whistle,None,Laser Visor,Orange Gi,Orange,8.997276280732857,417
418,Yellow,None,Normal,None,VR,Tux Shirt,Orange,3.9233453524816895,418
419,Orange Fade,None,Growl,None,Laser Visor,No FUD,Orange,8.965296432817398,419
420,Snowy Mountains,Mohawk,Growl,None,VR,Rocker Vest,Brown,26.966956732131823,420
421,Yellow,Cyborg,Pipe,None,VR,Scarf,Orange,11.282375602678753,421
422,Purple,Halo,Pipe,None,Laser Visor,Poncho,Black,34.733251514114095,422
423,Yellow,Party Hat,Bone,None,Laser Visor,Cowboy,Brown,25.113198958088734,423
424,Yellow,Blonde Hair,Party Popper,None,Laser Visor,None,Black,34.7650851347069,424
425,Rainbow,Party Hat,Pizza,None,Laser Visor,Astro,Orange,12.385162012627491,425
426,Purple,Halo,Growl,None,Laser Visor,Blue Armor,Orange,8.5977891336944,426
427,Space,Cowboy Hat,Party Popper,None,VR,Wizard Robe,Orange,12.28919051664373,427
428,Green,Cowboy Hat,Smirk,None,VR,None,Orange,8.95723455310288,428
429,Purple,Cowboy Hat,Flames,None,Laser Visor,Poncho,Orange,10.874902479163879,429
430,Pyramids,Clown,Flames,None,VR,Cowboy,Orange,13.935123659511872,430
431,Orange Fade,None,Bone,None,VR,Sailor,Orange,8.477920450313405,431
432,Rainbow,Clown,Flames,None,VR,Army,Orange,13.200113842003741,432
433,Red,Clown,Herb,None,VR,Blue Armor,Orange,10.842953801744432,433
434,Lightning,None,Bone,None,VR,Sailor,Black,34.26186025708526,434
435,Purple,Cyborg,Party Popper,None,Laser Visor,Poncho,Brown,26.287660934065844,435
436,Lightning,Blue Hair,Herb,None,VR,Scarf,Orange,13.192043172798623,436
437,Orange,Cyborg,Bubblegum,None,Laser Visor,Steel,Orange,11.242460927268407,437
438,Blue,Party Hat,Tongue Out,None,Laser Visor,Bat,Orange,8.845454931046943,438
439,Space,Blonde Hair,Party Popper,None,Laser Visor,Poncho,Orange,12.83254900905714,439
440,Red,Halo,Cigarette,None,VR,DEV,Orange,8.829500562751663,440
441,Purple,None,Tongue Out,None,VR,Wizard Robe,Brown,21.357821891304916,441
442,Purple,Mohawk,Flames,None,VR,Wizard Robe,Black,34.733281081924986,442
443,Orange,Blue Hair,Growl,None,Laser Visor,Poncho,Orange,10.922798327075174,443
444,Space,Party Hat,Whistle,None,VR,Jersey,Black,37.21816792289185,444
445,Green,Mohawk,Bone,None,Laser Visor,Wizard Robe,Orange,8.7016323273442,445
446,Red,Party Hat,Growl,None,Laser Visor,Overalls,Black,35.37244405935762,446
447,Yellow,None,Growl,None,VR,Jersey,Orange,6.312505220206295,447
448,Rainbow,Clown,Cigarette,None,Laser Visor,None,Orange,11.442208490560038,448
449,Purple,Clown,Bone,None,VR,DEV,Brown,26.18384410729136,449
450,Orange,Blonde Hair,Normal,None,VR,Peace Tank,Brown,23.826656093214346,450
451,Red,Blue Hair,Flames,None,VR,Army,Brown,26.199805665407684,451
452,Orange,Blonde Hair,Herb,None,Laser Visor,Poncho,Orange,11.026733422432438,452
453,Orange,Clown,Flames,None,Laser Visor,Poncho,Brown,27.182619513500534,453
454,Space,Cyborg,Flames,None,VR,None,Brown,26.78306843697584,454
455,Purple,Halo,Whistle,None,Laser Visor,Wizard Robe,Brown,23.93076138681298,455
456,Orange Fade,Mohawk,Normal,None,VR,Scarf,Black,35.79594026777778,456
457,Lightning,Blonde Hair,Cigarette,None,Laser Visor,Ryoshi,Brown,28.141412322379928,457
458,Yellow,Cyborg,Herb,None,Laser Visor,Peace Tank,Black,36.69073024119043,458
459,Red,Cowboy Hat,Whistle,None,Laser Visor,Jersey,Brown,26.471446148807843,459
460,Red,None,Whistle,None,VR,Clown,Orange,6.895821534229173,460
461,Orange,Party Hat,Normal,None,VR,Clown,Orange,7.1594464870007615,461
462,Purple,Mohawk,Flames,None,Laser Visor,Army,Orange,9.029264917429368,462
463,Purple,None,Party Popper,None,VR,Rocker Vest,Brown,22.132836676682448,463
464,Pyramids,Cowboy Hat,Bone,None,Laser Visor,Business Suit,Orange,12.936391404291253,464
465,Lightning,Cowboy Hat,Pipe,None,VR,Bat,Black,38.27277720774881,465
466,Green,Clown,Tongue Out,None,VR,Army,Orange,10.63518669747502,466
467,Lightning,Clown,Bubblegum,None,VR,No FUD,Orange,12.864484103831087,467
468,Orange,Party Hat,Cigarette,None,VR,Jersey,Black,35.332478240642104,468
469,Orange Fade,None,Whistle,None,Laser Visor,Army,Brown,24.314203872210168,469
470,Red,None,Smirk,None,Laser Visor,Scarf,Black,33.91822297013486,470
471,Purple,Mohawk,Tongue Out,None,Laser Visor,Orange Gi,Orange,8.805534659986126,471
472,Yellow,Blue Hair,Cigarette,None,VR,Overalls,Orange,10.203702121766048,472
473,Red,Halo,Tongue Out,None,Laser Visor,None,Brown,22.60432942332503,473
474,Orange,Blonde Hair,Growl,None,Laser Visor,Astro,Orange,11.937576845557857,474
475,Red,Cowboy Hat,Pipe,None,VR,Steel,Orange,10.635193093137655,475
476,Red,Cyborg,Normal,None,VR,Scarf,Black,35.40423212998971,476
477,Lightning,None,Tongue Out,None,Laser Visor,Steel,Orange,8.429951086783452,477
478,Rainbow,Cyborg,Bubblegum,None,Laser Visor,Rocker Vest,Black,39.59111772371134,478
479,Yellow,None,Cigarette,None,VR,Business Suit,Orange,6.328445994148578,479
480,Snowy Mountains,None,Herb,None,Laser Visor,None,Brown,22.49243472599428,480
481,Lightning,Blue Hair,Pizza,None,VR,Army,Brown,27.709889393449345,481
482,Blue,Clown,Normal,None,VR,Clown,Orange,8.749495422651176,482
483,Snowy Mountains,Party Hat,Flames,None,Laser Visor,Tux Shirt,Brown,27.086833400911374,483
484,Purple,None,Normal,None,Laser Visor,DEV,Brown,19.68785332425964,484
485,Yellow,None,Flames,None,Laser Visor,Cowboy,Orange,7.311203112155094,485
486,Orange,None,Smirk,None,VR,No FUD,Brown,22.572320006534362,486
487,Blue,Blue Hair,Bone,None,Laser Visor,Scarf,Brown,26.974806862285966,487
488,Lightning,Halo,Pipe,None,Laser Visor,Peace Tank,Brown,26.04811135516959,488
489,Green,Blonde Hair,Cigarette,None,VR,Cowboy,Brown,26.806998385491937,489
490,Space,None,Bone,None,Laser Visor,Poncho,Brown,24.330198189139335,490
491,Pyramids,Halo,Pizza,None,VR,Wizard Robe,Orange,10.563439213191527,491
492,Green,Blue Hair,Smirk,None,Laser Visor,Bat,Brown,26.25574101930092,492
493,Blue,Cyborg,Normal,None,Laser Visor,No FUD,Black,34.64525481199774,493
494,Orange,Cowboy Hat,Pipe,None,VR,Overalls,Orange,10.651205786044612,494
495,Green,Halo,Bubblegum,None,VR,Steel,Black,35.06088170575926,495
496,Pyramids,Mohawk,Bone,None,VR,Rocker Vest,Black,37.5218242150202,496
497,Purple,Cowboy Hat,Bone,None,VR,Scarf,Orange,11.210441929666908,497
498,Space,None,Pipe,None,Laser Visor,Wizard Robe,Orange,8.2222023615074,498
499,Purple,Blonde Hair,Cigarette,None,VR,Wizard Robe,Orange,9.932042455990034,499
500,Rainbow,Cyborg,Flames,None,VR,None,Orange,11.306434995468582,500
501,Orange Fade,None,Tongue Out,None,VR,No FUD,Orange,8.613738696417736,501
502,Rainbow,Cowboy Hat,Growl,None,VR,Overalls,Brown,28.477038071134952,502
503,Beach,Halo,Bubblegum,None,VR,Clown,Orange,11.13076121170433,503
504,Purple,Party Hat,Normal,None,VR,Rocker Vest,Orange,6.6800069309516585,504
505,Space,Cyborg,Cigarette,None,VR,Bat,Black,38.76817512452639,505
506,Green,None,Bone,None,VR,DEV,Brown,22.060962135744663,506
507,Lightning,None,Whistle,None,VR,Wizard Robe,Orange,7.926575988519029,507
508,Orange Fade,Clown,Herb,None,VR,Overalls,Orange,13.016339814305411,508
509,Snowy Mountains,None,Pipe,None,Laser Visor,Ryoshi,Orange,8.533838232498283,509
510,Snowy Mountains,Party Hat,Party Popper,None,VR,Army,Orange,10.85898007623257,510
511,Blue,Mohawk,Whistle,None,Laser Visor,Bat,Brown,24.59389186384252,511
512,Blue,Blonde Hair,Whistle,None,Laser Visor,Jersey,Orange,10.643223814595816,512
513,Red,Cowboy Hat,Whistle,None,Laser Visor,Clown,Orange,11.210501058548015,513
514,Snowy Mountains,Blonde Hair,Smirk,None,VR,Astro,Brown,29.2998823782714,514
515,Orange,Blonde Hair,Tongue Out,None,Laser Visor,Wizard Robe,Orange,10.40350323904251,515
516,Red,None,Pizza,None,Laser Visor,Scarf,Black,33.766400815824746,516
517,Green,Halo,Growl,None,VR,Orange Gi,Orange,8.813535015217708,517
518,Red,None,Normal,None,Laser Visor,Scarf,Black,31.37734323471048,518
519,Red,Clown,Whistle,None,VR,None,Brown,24.721584302165187,519
520,Purple,None,Pizza,None,Laser Visor,No FUD,Orange,6.536207508798649,520
521,Snowy Mountains,Blonde Hair,Cigarette,None,Laser Visor,Clown,Brown,28.700733964419445,521
522,Blue,Party Hat,Tongue Out,None,Laser Visor,Army,Black,34.98094208292968,522
523,Pyramids,Halo,Herb,None,Laser Visor,DEV,Brown,26.815238457538303,523
524,Green,Clown,Bone,None,Laser Visor,Jersey,Black,37.07424863727594,524
525,Blue,Party Hat,Normal,None,Laser Visor,Army,Brown,22.212733950664273,525
526,Green,Mohawk,Bone,None,Laser Visor,Cowboy,Black,35.819838240286735,526
527,Purple,Cowboy Hat,Bone,None,Laser Visor,No FUD,Brown,26.191782932363644,527
528,Orange Fade,Party Hat,Smirk,None,VR,Doctor,Brown,27.086787052534966,528
529,Rainbow,Blue Hair,Tongue Out,None,Laser Visor,Poncho,Orange,12.768605300342864,529
530,Red,None,Pizza,None,VR,No FUD,Orange,6.6480654428211,530
531,Beach,Blonde Hair,Party Popper,None,VR,DEV,Black,38.64826728826639,531
532,Red,Clown,Normal,None,VR,Scarf,Black,35.588011752628965,532
533,Orange Fade,Mohawk,Bone,None,VR,Ryoshi,Black,37.1463093641039,533
534,Orange,Party Hat,Smirk,None,VR,Blue Armor,Orange,9.24494766468917,534
535,Snowy Mountains,Mohawk,Flames,None,VR,Astro,Orange,12.217348737889127,535
536,Yellow,Blonde Hair,Pipe,None,Laser Visor,Steel,Orange,10.475388164351013,536
537,Pyramids,Halo,Bone,None,VR,Jersey,Black,36.946518642196104,537
538,Lightning,Halo,Normal,None,Laser Visor,Peace Tank,Brown,23.794829669715426,538
539,Snowy Mountains,Party Hat,Party Popper,None,VR,Bat,Black,36.97841458338151,539
540,Blue,Party Hat,Pipe,None,VR,None,Brown,22.580280410293877,540
541,Space,Blue Hair,Herb,None,Laser Visor,Doctor,Orange,12.880425674592576,541
542,Green,Blue Hair,Whistle,None,VR,Overalls,Orange,10.435410355741482,542
543,Snowy Mountains,None,Pipe,None,Laser Visor,No FUD,Orange,8.653658962689123,543
544,Snowy Mountains,Mohawk,Whistle,None,VR,None,Brown,24.801573464905278,544
545,Green,Halo,Bone,None,Laser Visor,Cowboy,Orange,9.436666913122416,545
546,Yellow,Blonde Hair,Party Popper,None,Laser Visor,Peace Tank,Black,36.46696882158833,546
547,Snowy Mountains,Mohawk,Pipe,None,Laser Visor,Tux Shirt,Brown,26.68732547306921,547
548,Orange,Blue Hair,Pizza,None,VR,Wizard Robe,Orange,10.243648762540362,548
549,Blue,Blue Hair,Pizza,None,Laser Visor,No FUD,Black,36.77059474411976,549
550,Pyramids,Cyborg,Pizza,None,VR,Tux Shirt,Orange,12.92840862786348,550
551,Green,None,Smirk,None,Laser Visor,Scarf,Brown,23.387288621975095,551
552,Orange Fade,Blue Hair,Herb,None,Laser Visor,Overalls,Brown,28.365156962303445,552
553,Purple,Cowboy Hat,Cigarette,None,Laser Visor,Business Suit,Orange,10.603198857775105,553
554,Red,Halo,Bone,None,VR,Overalls,Orange,8.637724582635611,554
555,Snowy Mountains,Halo,Flames,None,Laser Visor,Cowboy,Orange,11.769871440131109,555
556,Purple,None,Herb,None,VR,Army,Orange,6.1526883068472245,556
557,Rainbow,Party Hat,Pipe,None,VR,Astro,Black,38.200889079730864,557
558,Red,Clown,Flames,None,Laser Visor,Peace Tank,Orange,11.194453994919018,558
559,Yellow,Cyborg,Bubblegum,None,Laser Visor,None,Orange,8.901269629270113,559
560,Lightning,Halo,Normal,None,Laser Visor,Ryoshi,Orange,8.310095189760908,560
561,Snowy Mountains,Cowboy Hat,Flames,None,Laser Visor,Jersey,Orange,13.032311759275863,561
562,Space,Clown,Smirk,None,Laser Visor,Doctor,Black,39.56715181633376,562
563,Purple,Clown,Bone,None,Laser Visor,Tux Shirt,Orange,10.731027139049708,563
564,Red,Party Hat,Cigarette,None,Laser Visor,Jersey,Orange,9.228957344450473,564
565,Blue,Blue Hair,Growl,None,VR,Orange Gi,Black,36.53892886200765,565
566,Purple,None,Bubblegum,None,Laser Visor,Tux Shirt,Orange,6.528194361000095,566
567,Rainbow,None,Cigarette,None,VR,DEV,Orange,8.757559693178091,567
568,Orange Fade,Halo,Pipe,None,VR,Cowboy,Black,37.4738364685944,568
569,Rainbow,Party Hat,Bone,None,Laser Visor,Clown,Black,37.76949959868255,569
570,Beach,Clown,Pizza,None,Laser Visor,None,Brown,26.80708548464302,570
571,Lightning,Halo,Bone,None,Laser Visor,Cowboy,Black,37.33794949683335,571
572,Red,Mohawk,Pipe,None,VR,Wizard Robe,Black,34.64536507974936,572
573,Rainbow,Cowboy Hat,Herb,None,Laser Visor,Cowboy,Orange,13.67145235925081,573
574,Red,Halo,Growl,None,Laser Visor,Doctor,Black,35.29256196893255,574
575,Red,Blue Hair,Flames,None,Laser Visor,Rocker Vest,Orange,11.186494398267117,575
576,Pyramids,Clown,Normal,None,Laser Visor,Peace Tank,Black,36.85852833308159,576
577,Yellow,Clown,Growl,None,Laser Visor,Orange Gi,Orange,10.906808803123527,577
578,Yellow,Clown,Pipe,None,Laser Visor,Steel,Orange,10.810969161028842,578
579,Blue,Cyborg,Flames,None,VR,Steel,Orange,10.954843703259487,579
580,Yellow,Cowboy Hat,Pipe,None,Laser Visor,Rocker Vest,Brown,26.383589278174114,580
581,Red,Clown,Normal,None,Laser Visor,Tux Shirt,Orange,8.73340680451022,581
582,Orange,Halo,Tongue Out,None,VR,Cowboy,Orange,9.412775331664056,582
583,Green,Cyborg,Smirk,None,VR,Clown,Black,37.32994355819096,583
584,Rainbow,None,Pipe,None,Laser Visor,Peace Tank,Orange,8.605770307437057,584
585,Yellow,None,Herb,None,Laser Visor,Peace Tank,Brown,21.981051283906766,585
586,Blue,Mohawk,Cigarette,None,VR,DEV,Brown,24.58589790285448,586
587,Lightning,Cowboy Hat,Bone,None,VR,Steel,Black,38.54443927249699,587
588,Blue,None,Tongue Out,None,VR,Tux Shirt,Orange,6.3124876408703265,588
589,Purple,None,Smirk,None,Laser Visor,Doctor,Orange,6.7359846448679885,589
590,Red,Halo,Bubblegum,None,Laser Visor,Poncho,Brown,24.729714111604135,590
591,Beach,None,Normal,None,Laser Visor,Scarf,Orange,7.183379629356984,591
592,Yellow,Cowboy Hat,Party Popper,None,VR,No FUD,Orange,10.507328052279862,592
