,Background,Headwear,Mouth,Accessory,Eyes,Clothes,Fur,Rarity score,Token Id
4101,Purple,University,Growl,None,Spirals,Army,Black,37.55371696502628,4101
4102,Lightning,Cowboy Hat,Tongue Out,None,Classic,Cowboy,Black,35.02870370263642,4102
4103,Lightning,Pirate,Pizza,None,Red,Bat,Orange,12.273395973039667,4103
4104,Rainbow,Cyborg,Normal,None,Wink,Rocker Vest,Orange,11.426298881614793,4104
4105,Green,University,Growl,None,Crosseyed,Wizard Robe,Orange,11.570118283672413,4105
4106,Green,Blue Hair,Party Popper,None,Black Mask,Bat,Orange,11.010778262284767,4106
4107,Orange Fade,Blonde Hair,Cigarette,None,Glasses,Bat,Orange,13.439898353606575,4107
4108,Pyramids,Ryoshi,Whistle,None,3D Glasses,Poncho,Black,39.24772974272372,4108
4109,Snowy Mountains,Captain's Hat,Flames,None,Classic,Cowboy,Brown,25.816188180631837,4109
4110,Space,Mohawk,Bubblegum,None,Cyborg,No FUD,Brown,27.750041394507306,4110
4111,Yellow,Crown,Normal,None,Black Mask,Sailor,Orange,9.716302965872089,4111
4112,Green,Ryoshi,Whistle,None,Rocker Makeup,Cowboy,Orange,10.986869089605559,4112
4113,Rainbow,Halo,Smirk,None,Wink,Clown,Orange,12.049678499294082,4113
4114,Snowy Mountains,Devil Horns,Normal,None,Classic,Overalls,Brown,21.05412885555814,4114
4115,Green,Army,Flames,None,Classic,Astro,Orange,8.397834603886281,4115
4116,Red,Sportband,Pipe,None,Black Mask,Army,Black,36.73082230342148,4116
4117,Yellow,University,Tongue Out,None,Crosseyed,No FUD,Orange,11.665981102527399,4117
4118,Orange Fade,Party Hat,Normal,None,Spirals,Astro,Orange,10.139872690797835,4118
4119,Space,Clown,Mask,None,Glasses,Doctor,Black,40.933524025465545,4119
4120,Yellow,Cowboy Hat,Mask,None,3D Glasses,Business Suit,Orange,12.209262878918734,4120
4121,Blue,Wizard Hat,Herb,None,Look Forward,No FUD,Orange,12.329189093817313,4121
4122,Orange,Mohawk,Bone,None,Cyborg,Ryoshi,Brown,25.56871814465871,4122
4123,Pyramids,Pirate,Party Popper,None,Look Forward,Blue Armor,Brown,28.28544267842042,4123
4124,Beach,Captain's Hat,Cigarette,None,Cyborg,Blue Armor,Orange,14.087119217610983,4124
4125,Purple,Army,Bubblegum,None,Rocker Makeup,Ryoshi,Black,37.59363883167676,4125
4126,Green,Mohawk,Whistle,None,Monocle,Jersey,Orange,9.692544029800427,4126
4127,Red,Blue Hair,Pipe,None,Crosseyed,Wizard Robe,Brown,26.104010765456565,4127
4128,Snowy Mountains,Wizard Hat,Tongue Out,None,Cyborg,Wizard Robe,Brown,29.555767481412275,4128
4129,Beach,Army,Bubblegum,None,Black Mask,Scarf,Brown,30.506547154023227,4129
4130,Snowy Mountains,Cyborg,Smirk,None,Monocle,Overalls,Black,39.6231463134764,4130
4131,Green,Mohawk,Bubblegum,None,Monocle,Bat,Brown,25.24909071271627,4131
4132,Purple,Top Hat,Tongue Out,None,Spirals,Wizard Robe,Brown,25.07332822693843,4132
4133,Beach,Clown,Mask,None,Look Forward,Steel,Orange,14.44662297014568,4133
4134,Rainbow,Cyborg,Mask,None,Red,Wizard Robe,Orange,14.039126676079022,4134
4135,Green,Army,Bubblegum,None,Classic,Orange Gi,Orange,7.271270073184001,4135
4136,Lightning,Army,Normal,None,Wink,Blue Armor,Orange,11.058747627411195,4136
4137,Space,Devil Horns,Bone,None,Classic,Astro,Brown,24.418022314796353,4137
4138,Green,University,Bubblegum,None,Pirate Patch,Tux Shirt,Orange,12.433053867396044,4138
4139,Blue,Top Hat,Normal,None,3D Glasses,None,Brown,22.06899286500782,4139
4140,Lightning,Party Hat,Pizza,None,Look Forward,Tux Shirt,Orange,11.52225120018951,4140
4141,Orange Fade,Top Hat,Tongue Out,None,Rocker Makeup,Army,Black,38.28092618590487,4141
4142,Purple,Sportband,Pizza,None,Look Forward,Steel,Brown,26.25592481136313,4142
4143,Orange Fade,Rasta,Normal,None,Wink,Rocker Vest,Orange,11.913700438077395,4143
4144,Purple,Clown,Normal,None,Look Up,Rocker Vest,Orange,9.684350291407402,4144
4145,Yellow,None,Pizza,None,Pirate Patch,Scarf,Brown,23.786860481964286,4145
4146,Rainbow,None,Cigarette,None,Look Forward,Army,Orange,9.277005823861597,4146
4147,Orange,Party Hat,Whistle,None,Look Forward,Poncho,Orange,9.99612200872056,4147
4148,Red,Pirate,Bone,None,Look Up,Clown,Orange,11.33848356176791,4148
4149,Orange,Cyborg,Whistle,None,Cyborg,Orange Gi,Black,37.92128739699369,4149
4150,Lightning,Cowboy Hat,Mask,None,Classic,No FUD,Orange,9.340728189787626,4150
4151,Yellow,Ryoshi,Herb,None,Cyborg,Wizard Robe,Orange,10.187872420731752,4151
4152,Orange,Captain's Hat,Tongue Out,None,Pirate Patch,Orange Gi,Black,38.496596163303145,4152
4153,Blue,Sportband,Growl,None,Meme Shades,Wizard Robe,Black,36.45120463250335,4153
4154,Lightning,Sombrero,Pipe,None,Cyborg,Steel,Brown,29.731525972096133,4154
4155,Orange,Pirate,Bone,None,Rocker Makeup,Orange Gi,Brown,26.112088626079206,4155
4156,Blue,Captain's Hat,Bubblegum,None,Cyborg,Cowboy,Orange,12.82455424894387,4156
4157,Lightning,Pirate,Cigarette,None,Classic,Business Suit,Orange,7.75075517316269,4157
4158,Orange Fade,Top Hat,Bubblegum,None,Classic,Business Suit,Brown,23.66702537195397,4158
4159,Blue,Army,Pizza,None,Spirals,Steel,Black,37.713533877321034,4159
4160,Snowy Mountains,Army,Bone,None,Monocle,DEV,Orange,13.783462928675586,4160
4161,Pyramids,Cowboy Hat,Growl,None,3D Glasses,Peace Tank,Orange,13.695501368379468,4161
4162,Purple,Crown,Pizza,None,Wink,Ryoshi,Brown,27.598148126388878,4162
4163,Orange,Halo,Pizza,None,Meme Shades,Overalls,Black,35.660198730422685,4163
4164,Orange,Pirate,Bubblegum,None,Pirate Patch,Overalls,Brown,26.727328049239286,4164
4165,Lightning,Wizard Hat,Pizza,None,Glasses,Rocker Vest,Orange,14.542528938924903,4165
4166,Space,None,Flames,None,Classic,Blue Armor,Orange,4.682475305521215,4166
4167,Orange Fade,Clown,Normal,None,Wink,Rocker Vest,Orange,11.53015486463861,4167
4168,Blue,Top Hat,Growl,None,Black Mask,Jersey,Brown,26.11207424342154,4168
4169,Yellow,Captain's Hat,Herb,None,Cyborg,Bat,Orange,11.90571206830517,4169
4170,Snowy Mountains,University,Normal,None,Black Mask,Wizard Robe,Brown,26.950956028586724,4170
4171,Snowy Mountains,Cyborg,Tongue Out,None,Laser Eyes,Army,Brown,28.748692146936854,4171
4172,Beach,Mohawk,Tongue Out,None,3D Glasses,Tux Shirt,Orange,11.817921521695189,4172
4173,Snowy Mountains,Blonde Hair,Normal,None,Spirals,Scarf,Brown,27.110607533134218,4173
4174,Space,Sombrero,Bone,None,Black Mask,Blue Armor,Brown,29.691606505659518,4174
4175,Blue,Captain's Hat,Smirk,None,Black Mask,Sailor,Orange,12.105495600746691,4175
4176,Rainbow,Blonde Hair,Normal,None,Rocker Makeup,Army,Brown,26.32764113490686,4176
4177,Purple,Mohawk,Pipe,None,Meme Shades,No FUD,Orange,9.364920235591763,4177
4178,Red,Captain's Hat,Normal,None,Pirate Patch,Overalls,Brown,25.52865165266115,4178
4179,Green,Top Hat,Bone,None,Pirate Patch,Orange Gi,Brown,26.303859814104673,4179
4180,Red,Pirate,Smirk,None,Laser Eyes,Astro,Orange,11.777937328953133,4180
4181,Purple,Devil Horns,Smirk,None,Laser Eyes,Scarf,Orange,11.378424609197774,4181
4182,Blue,Sombrero,Pizza,None,Crosseyed,Orange Gi,Black,38.0731047556655,4182
4183,Green,Captain's Hat,Growl,None,Look Up,None,Brown,26.327718646861207,4183
4184,Red,Crown,Tongue Out,None,Wink,Business Suit,Brown,27.789936094625084,4184
4185,Green,Halo,Normal,None,Red,Sailor,Brown,22.644316016458347,4185
4186,Space,Cowboy Hat,Mask,None,Look Up,Sailor,Orange,14.606401528154509,4186
4187,Yellow,Blue Hair,Bone,None,Red,Scarf,Brown,27.374360340266236,4187
4188,Lightning,Wizard Hat,Mask,None,Wink,Blue Armor,Black,40.78173783250032,4188
4189,Yellow,Pirate,Pizza,None,Crosseyed,Ryoshi,Orange,10.235830598282348,4189
4190,Orange,Devil Horns,Bubblegum,None,Cyborg,Ryoshi,Brown,26.615408581332424,4190
4191,Orange Fade,Army,Flames,None,3D Glasses,Business Suit,Black,40.645936367316274,4191
4192,Yellow,Mohawk,Tongue Out,None,Classic,None,Brown,18.433333468577665,4192
4193,Purple,None,Bone,None,Glasses,Army,Brown,22.516458967385013,4193
4194,Snowy Mountains,Sportband,Pizza,None,Look Forward,Tux Shirt,Orange,12.816712110219413,4194
4195,Purple,Mohawk,Pizza,None,Glasses,Jersey,Brown,25.23312996312665,4195
4196,Rainbow,Mohawk,Whistle,None,Pirate Patch,None,Orange,10.339784070504333,4196
4197,Green,Ryoshi,Pizza,None,Meme Shades,Bat,Orange,10.37965000211383,4197
4198,Purple,Mohawk,Bone,None,Look Forward,DEV,Orange,9.364910643960368,4198
4199,Green,Mohawk,Growl,None,Red,Orange Gi,Orange,9.772409334161011,4199
4200,Orange,Wizard Hat,Herb,None,Wink,Cowboy,Orange,13.01631424389453,4200
4201,Lightning,Blue Hair,Party Popper,None,Meme Shades,Wizard Robe,Orange,12.44902261285001,4201
4202,Orange Fade,Blue Hair,Mask,None,Classic,Astro,Brown,25.968007138795812,4202
4203,Beach,Captain's Hat,Pizza,None,Laser Eyes,Bat,Black,39.990717541376085,4203
4204,Space,Halo,Growl,None,Classic,Army,Brown,22.340673317973447,4204
4205,Lightning,None,Pizza,None,3D Glasses,Sailor,Orange,9.189082630091054,4205
4206,Purple,Cowboy Hat,Cigarette,None,Classic,Wizard Robe,Black,32.1443329049235,4206
4207,Snowy Mountains,Cyborg,Flames,None,Glasses,Rocker Vest,Orange,14.126990734937323,4207
4208,Green,None,Bubblegum,None,Classic,Clown,Orange,2.924609108020827,4208
4209,Pyramids,Party Hat,Tongue Out,None,Look Up,Tux Shirt,Brown,27.88589240421391,4209
4210,Snowy Mountains,Wizard Hat,Tongue Out,None,Glasses,None,Orange,12.488999617367497,4210
4211,Orange,University,Whistle,None,Wink,Sailor,Orange,12.137477044251813,4211
4212,Lightning,Beanie,Whistle,None,Spirals,Clown,Orange,12.457211555604724,4212
4213,Blue,Pirate,Bone,None,Red,Cowboy,Orange,11.050818394325077,4213
4214,Lightning,Ryoshi,Mask,None,Red,Orange Gi,Brown,28.796799747246705,4214
4215,Yellow,University,Bubblegum,None,Red,Doctor,Brown,27.717976053141445,4215
4216,Blue,Army,Herb,None,Classic,Doctor,Orange,7.287210049952303,4216
4217,Orange Fade,Blue Hair,Cigarette,None,Wink,Astro,Black,40.29426117032837,4217
4218,Beach,Clown,Pipe,None,Spirals,Overalls,Orange,13.08033306842917,4218
4219,Orange Fade,Rasta,Whistle,None,Crosseyed,Army,Brown,29.43590279880163,4219
4220,Red,Beanie,Herb,None,Cyborg,Astro,Orange,11.833884676820272,4220
4221,Blue,Blue Hair,Pipe,None,Meme Shades,None,Black,35.14066790452707,4221
4222,Orange Fade,Wizard Hat,Herb,None,3D Glasses,Business Suit,Orange,14.718274641299056,4222
4223,Yellow,Halo,Normal,None,Red,Blue Armor,Orange,6.728041027350347,4223
4224,Orange,Ryoshi,Normal,None,Classic,Bat,Brown,19.144502037099883,4224
4225,Blue,Wizard Hat,Party Popper,None,Red,Scarf,Black,39.215652421220085,4225
4226,Red,Top Hat,Party Popper,None,Classic,Steel,Orange,5.912991708953316,4226
4227,Orange Fade,Wizard Hat,Mask,None,Wink,None,Black,39.399462402280925,4227
4228,Lightning,Wizard Hat,Smirk,None,Pirate Patch,Scarf,Orange,15.38947820282542,4228
4229,Blue,Sombrero,Normal,None,Look Forward,No FUD,Orange,9.820223680168167,4229
4230,Orange Fade,Clown,Flames,None,Look Forward,Blue Armor,Orange,13.823431935909639,4230
4231,Orange Fade,None,Bubblegum,None,Meme Shades,Poncho,Brown,25.041398727460184,4231
4232,Green,Mohawk,Smirk,None,Glasses,Army,Orange,9.916262299300904,4232
4233,Beach,Top Hat,Growl,None,Monocle,Business Suit,Orange,12.53710962640576,4233
4234,Pyramids,Wizard Hat,Pipe,None,3D Glasses,Steel,Orange,14.686326764601315,4234
4235,Blue,University,Bubblegum,None,Red,Army,Orange,11.929673179334896,4235
4236,Purple,Captain's Hat,Mask,None,Laser Eyes,Blue Armor,Black,38.60042418013687,4236
4237,Red,Rasta,Cigarette,None,Look Forward,Poncho,Orange,12.081464959968212,4237
4238,Purple,Sombrero,Pizza,None,Crosseyed,Steel,Orange,11.86577821903351,4238
4239,Orange,Devil Horns,Party Popper,None,Look Forward,Cowboy,Orange,11.314476902196555,4239
4240,Rainbow,Blue Hair,Normal,None,Classic,DEV,Orange,6.288379501618856,4240
4241,Yellow,Ryoshi,Pizza,None,Glasses,Blue Armor,Brown,26.04816649853557,4241
4242,Rainbow,Devil Horns,Normal,None,Pirate Patch,None,Brown,24.410140218036535,4242
4243,Beach,Crown,Bone,None,Classic,DEV,Orange,9.524562952422519,4243
4244,Pyramids,Party Hat,Bubblegum,None,Look Forward,Rocker Vest,Orange,12.289303984976158,4244
4245,Blue,Halo,Flames,None,Glasses,Rocker Vest,Brown,25.70459633065426,4245
4246,Snowy Mountains,Pirate,Pizza,None,3D Glasses,Rocker Vest,Orange,13.176269400419404,4246
4247,Blue,Cowboy Hat,Bone,None,3D Glasses,Jersey,Orange,11.378366278377577,4247
4248,Snowy Mountains,Blonde Hair,Tongue Out,None,Red,No FUD,Orange,13.240091653274067,4248
4249,Purple,Ryoshi,Normal,None,Laser Eyes,Cowboy,Brown,24.146422572769406,4249
4250,Space,None,Growl,None,Look Up,Cowboy,Orange,10.363603742044718,4250
4251,Rainbow,Cyborg,Bubblegum,None,Laser Eyes,Astro,Orange,14.654337332682074,4251
4252,Yellow,Army,Whistle,None,Monocle,Orange Gi,Orange,11.674002235724505,4252
4253,Lightning,Sombrero,Pipe,None,Meme Shades,Blue Armor,Brown,29.284105418260577,4253
4254,Green,None,Flames,None,Wink,None,Brown,21.13416436419123,4254
4255,Blue,Crown,Whistle,None,Red,Poncho,Orange,12.345209782765997,4255
4256,Orange Fade,Sportband,Normal,None,Pirate Patch,Blue Armor,Orange,10.675332307305005,4256
4257,Yellow,Beanie,Smirk,None,Wink,Overalls,Black,36.54708263917236,4257
4258,Blue,Party Hat,Flames,None,Pirate Patch,Scarf,Brown,26.679349099044753,4258
4259,Red,Blue Hair,Herb,None,Meme Shades,Clown,Orange,11.490181858940227,4259
4260,Blue,Rasta,Herb,None,Black Mask,None,Black,36.24335603147401,4260
4261,Snowy Mountains,Beanie,Normal,None,Spirals,Army,Orange,9.788338922123938,4261
4262,Orange Fade,Pirate,Flames,None,Meme Shades,Clown,Orange,13.272228115543689,4262
4263,Purple,None,Pizza,None,Crosseyed,Peace Tank,Brown,22.25276689448001,4263
4264,Blue,Blonde Hair,Bubblegum,None,Wink,Steel,Orange,11.250518019149611,4264
4265,Space,Beanie,Pipe,None,Monocle,DEV,Brown,28.173575151879643,4265
4266,Space,Cyborg,Party Popper,None,Meme Shades,Steel,Brown,29.092305463855467,4266
4267,Lightning,Army,Smirk,None,Monocle,Tux Shirt,Orange,13.815441174260702,4267
4268,Beach,Wizard Hat,Smirk,None,Spirals,Doctor,Orange,14.254892536620009,4268
4269,Purple,Party Hat,Normal,None,Crosseyed,Scarf,Orange,7.838584863072809,4269
4270,Pyramids,Army,Pipe,None,Classic,Bat,Orange,9.093055201549719,4270
4271,Rainbow,Cowboy Hat,Cigarette,None,Meme Shades,Bat,Orange,13.359983501175712,4271
4272,Yellow,Army,Herb,None,Pirate Patch,Overalls,Orange,11.913710027934926,4272
4273,Orange,Top Hat,Herb,None,Meme Shades,Jersey,Brown,26.279881127641474,4273
4274,Space,Blue Hair,Growl,None,Look Up,Sailor,Orange,13.647519217781518,4274
4275,Beach,Devil Horns,Pipe,None,Look Forward,Orange Gi,Orange,12.393271840920123,4275
4276,Pyramids,Cyborg,Pipe,None,Wink,Cowboy,Orange,13.983164949811494,4276
4277,Space,Pirate,Cigarette,None,Wink,Bat,Brown,28.093663499852195,4277
4278,Orange Fade,Party Hat,Mask,None,Laser Eyes,Steel,Orange,12.74477204420573,4278
4279,Red,Cowboy Hat,Tongue Out,None,Rocker Makeup,No FUD,Brown,26.75110457209714,4279
4280,Snowy Mountains,Ryoshi,Growl,None,Red,No FUD,Orange,12.73677888092383,4280
4281,Red,Beanie,Normal,None,Look Up,Jersey,Orange,8.677662430194216,4281
4282,Red,Cyborg,Bone,None,Laser Eyes,Poncho,Brown,27.0148334088426,4282
4283,Rainbow,Army,Smirk,None,Meme Shades,Bat,Orange,14.031165475145526,4283
4284,Beach,None,Growl,None,Black Mask,No FUD,Orange,9.364866688524996,4284
4285,Green,Pirate,Whistle,None,Black Mask,Overalls,Orange,10.659351573730886,4285
4286,Blue,None,Normal,None,Look Up,None,Brown,18.944778433729024,4286
4287,Orange Fade,Captain's Hat,Herb,None,Meme Shades,None,Black,38.44061525643362,4287
4288,Snowy Mountains,Top Hat,Herb,None,Pirate Patch,Bat,Orange,12.664929112690787,4288
4289,Orange,Devil Horns,Cigarette,None,Black Mask,None,Brown,24.577922321569346,4289
4290,Red,Pirate,Party Popper,None,Look Up,Army,Orange,10.93896525203844,4290
4291,Beach,Blonde Hair,Herb,None,Classic,Rocker Vest,Brown,24.473918520067866,4291
4292,Pyramids,Mohawk,Cigarette,None,Look Up,Sailor,Brown,27.933855378289746,4292
4293,Snowy Mountains,Sportband,Pipe,None,Cyborg,Poncho,Black,39.039970629174455,4293
4294,Snowy Mountains,Cowboy Hat,Party Popper,None,Rocker Makeup,Scarf,Orange,14.007112472164584,4294
4295,Snowy Mountains,Beanie,Growl,None,Black Mask,DEV,Brown,28.34937599478159,4295
4296,Space,None,Normal,None,Spirals,Ryoshi,Black,32.69588112609027,4296
4297,Purple,None,Growl,None,Spirals,Tux Shirt,Brown,22.340713266429947,4297
4298,Rainbow,Mohawk,Mask,None,Glasses,Clown,Black,39.367627986465386,4298
4299,Beach,Top Hat,Tongue Out,None,3D Glasses,DEV,Brown,28.26149674881881,4299
4300,Orange,Mohawk,Mask,None,Wink,Doctor,Orange,10.76325070951712,4300
4301,Snowy Mountains,Clown,Cigarette,None,Red,Bat,Orange,13.46380192584588,4301
4302,Blue,Clown,Cigarette,None,Meme Shades,DEV,Orange,11.49020982761373,4302
4303,Rainbow,Cyborg,Normal,None,Spirals,Rocker Vest,Brown,26.83904455636682,4303
4304,Rainbow,Ryoshi,Normal,None,Classic,Wizard Robe,Orange,5.30566313403225,4304
4305,Blue,Party Hat,Herb,None,Glasses,Bat,Brown,25.345011868777362,4305
4306,Purple,Captain's Hat,Herb,None,Cyborg,Clown,Orange,12.34521058082691,4306
4307,Beach,Devil Horns,Party Popper,None,Pirate Patch,Jersey,Orange,12.72886482749197,4307
4308,Rainbow,Wizard Hat,Cigarette,None,Black Mask,Army,Black,40.52603492459028,4308
4309,Blue,Army,Cigarette,None,Look Up,Overalls,Black,38.3367680668029,4309
4310,Orange,Top Hat,Cigarette,None,Wink,Cowboy,Black,37.36203527281805,4310
4311,Beach,Sombrero,Whistle,None,Rocker Makeup,Doctor,Brown,29.7395415117714,4311
4312,Lightning,Sportband,Herb,None,Laser Eyes,Army,Orange,12.481151890797562,4312
4313,Space,Party Hat,Normal,None,3D Glasses,Steel,Brown,25.36899695391876,4313
4314,Purple,Sombrero,Herb,None,Wink,Rocker Vest,Brown,27.805861685010612,4314
4315,Purple,Halo,Whistle,None,Look Forward,Blue Armor,Brown,24.705867271757178,4315
4316,Yellow,Pirate,Herb,None,Wink,Poncho,Black,36.56307535909277,4316
4317,Green,Devil Horns,Cigarette,None,Rocker Makeup,No FUD,Orange,10.475546379084273,4317
4318,Pyramids,Cyborg,Bubblegum,None,Crosseyed,Tux Shirt,Orange,13.535722812321888,4318
4319,Red,Crown,Pizza,None,Glasses,DEV,Brown,28.205431943201614,4319
4320,Green,None,Herb,None,Cyborg,Business Suit,Brown,23.067830601565838,4320
4321,Beach,Crown,Herb,None,Meme Shades,No FUD,Orange,14.390696398115429,4321
4322,Green,Ryoshi,Cigarette,None,Look Forward,Business Suit,Black,36.73883384516458,4322
4323,Snowy Mountains,Blonde Hair,Growl,None,Red,Overalls,Brown,28.88453596238775,4323
4324,Red,Pirate,Tongue Out,None,Crosseyed,Sailor,Brown,25.936317349391675,4324
4325,Orange,Devil Horns,Bubblegum,None,Rocker Makeup,Clown,Orange,10.939013993178492,4325
4326,Snowy Mountains,None,Bone,None,Wink,Peace Tank,Black,34.98901595697287,4326
4327,Snowy Mountains,Captain's Hat,Normal,None,Meme Shades,Scarf,Orange,12.528865545251882,4327
4328,Purple,Blonde Hair,Herb,None,Red,No FUD,Black,37.28204611380306,4328
4329,Purple,Rasta,Smirk,None,Laser Eyes,Overalls,Orange,11.817838417815478,4329
4330,Rainbow,Blonde Hair,Whistle,None,Pirate Patch,Steel,Black,39.95875607653387,4330
4331,Rainbow,Captain's Hat,Normal,None,Look Forward,Overalls,Orange,11.817845605153119,4331
4332,Snowy Mountains,Captain's Hat,Normal,None,Monocle,Business Suit,Orange,11.665976307243861,4332
4333,Red,Mohawk,Normal,None,Black Mask,Wizard Robe,Orange,6.999718280267326,4333
4334,Snowy Mountains,Party Hat,Growl,None,Glasses,Blue Armor,Orange,11.841859456141997,4334
4335,Yellow,Party Hat,Pipe,None,Laser Eyes,Jersey,Brown,24.96145750868616,4335
4336,Red,None,Normal,None,Classic,Peace Tank,Orange,0.0,4336
4337,Red,Devil Horns,Pipe,None,Spirals,Astro,Orange,11.138743189716418,4337
4338,Purple,Wizard Hat,Party Popper,None,Classic,Peace Tank,Brown,22.764012905653534,4338
4339,Blue,Rasta,Bone,None,3D Glasses,Cowboy,Black,38.76820389551807,4339
4340,Orange,Sombrero,Mask,None,Look Up,None,Brown,27.40634576893172,4340
4341,Snowy Mountains,Wizard Hat,Herb,None,Classic,DEV,Orange,9.644375690119354,4341
4342,Green,Clown,Herb,None,Spirals,Blue Armor,Black,37.346015390267425,4342
4343,Pyramids,Halo,Growl,None,Rocker Makeup,Doctor,Black,37.75360916306646,4343
4344,Green,Pirate,Flames,None,Pirate Patch,Cowboy,Orange,11.737961920025313,4344
4345,Rainbow,Cyborg,Cigarette,None,Black Mask,Sailor,Brown,29.236165620235493,4345
4346,Purple,None,Whistle,None,Laser Eyes,Wizard Robe,Orange,6.576257233712059,4346
4347,Lightning,Ryoshi,Pizza,None,Classic,Army,Black,33.64660087104966,4347
4348,Blue,Blonde Hair,Tongue Out,None,Meme Shades,No FUD,Orange,11.090681130143201,4348
4349,Pyramids,Captain's Hat,Bubblegum,None,Black Mask,Business Suit,Brown,30.011208368610166,4349
4350,Lightning,Ryoshi,Pipe,None,Laser Eyes,No FUD,Brown,27.94179659701261,4350
4351,Red,Halo,Smirk,None,Cyborg,Orange Gi,Black,35.93983797718987,4351
4352,Orange Fade,Blue Hair,Bone,None,Pirate Patch,Blue Armor,Black,39.423421915947124,4352
4353,Beach,Blue Hair,Whistle,None,Classic,Business Suit,Black,34.5813470704821,4353
4354,Red,University,Pipe,None,Spirals,Sailor,Brown,27.23862359766252,4354
4355,Space,Top Hat,Party Popper,None,Classic,Peace Tank,Orange,7.702862522284475,4355
4356,Beach,Crown,Growl,None,Glasses,Blue Armor,Black,40.542032435359566,4356
4357,Green,Devil Horns,Bone,None,Pirate Patch,Tux Shirt,Orange,10.747204451044485,4357
4358,Purple,Halo,Bubblegum,None,Spirals,Tux Shirt,Brown,24.617884145013484,4358
4359,Yellow,Mohawk,Cigarette,None,Red,Rocker Vest,Orange,9.80435082175941,4359
4360,Yellow,Blue Hair,Whistle,None,Laser Eyes,Poncho,Orange,11.010742304310213,4360
4361,Beach,Devil Horns,Pizza,None,Classic,Army,Orange,7.6948469826092065,4361
4362,Pyramids,Crown,Party Popper,None,Laser Eyes,Tux Shirt,Orange,14.510551494061497,4362
4363,Green,Army,Party Popper,None,Classic,Steel,Black,33.37483252761271,4363
4364,Yellow,Top Hat,Tongue Out,None,Look Up,Orange Gi,Orange,10.627371734684743,4364
4365,Red,Crown,Smirk,None,Red,No FUD,Black,38.76023470421921,4365
4366,Rainbow,Devil Horns,Cigarette,None,Classic,Ryoshi,Black,34.20589134418964,4366
4367,Yellow,Army,Pizza,None,Black Mask,Doctor,Black,37.98516238235728,4367
4368,Orange,Crown,Mask,None,Glasses,Orange Gi,Brown,29.140286016557727,4368
4369,Green,Rasta,Normal,None,Look Up,Doctor,Brown,25.81631283458885,4369
4370,Yellow,Pirate,Bone,None,3D Glasses,Peace Tank,Orange,10.419583053147193,4370
4371,Orange Fade,Cowboy Hat,Tongue Out,None,Look Forward,Astro,Orange,14.302780397891048,4371
4372,Lightning,Devil Horns,Normal,None,Glasses,Business Suit,Brown,25.792460399800966,4372
4373,Orange,Captain's Hat,Pizza,None,Spirals,None,Orange,10.09192569621103,4373
4374,Lightning,Ryoshi,Pipe,None,Look Forward,Rocker Vest,Brown,28.125625763464875,4374
4375,Space,Blonde Hair,Bone,None,Rocker Makeup,Jersey,Brown,28.58092362285659,4375
4376,Red,None,Party Popper,None,Meme Shades,Orange Gi,Orange,7.15156760217447,4376
4377,Rainbow,Rasta,Flames,None,Cyborg,Sailor,Orange,14.542527337126717,4377
4378,Lightning,Ryoshi,Normal,None,Wink,Army,Black,35.867919486847846,4378
4379,Yellow,Beanie,Bubblegum,None,Spirals,Jersey,Brown,25.776468477231923,4379
4380,Yellow,Sportband,Normal,None,Meme Shades,Ryoshi,Orange,8.13434469334492,4380
4381,Rainbow,Wizard Hat,Herb,None,3D Glasses,Astro,Brown,31.36947714156423,4381
4382,Yellow,Cyborg,Pipe,None,Glasses,Rocker Vest,Orange,11.538163211299878,4382
4383,Purple,None,Normal,None,Glasses,Jersey,Orange,4.7224626887330565,4383
4384,Red,Captain's Hat,Pipe,None,Rocker Makeup,Business Suit,Black,37.873306844468814,4384
4385,Yellow,Mohawk,Pizza,None,Meme Shades,Sailor,Brown,25.00140894013197,4385
4386,Purple,Party Hat,Mask,None,Red,DEV,Orange,10.3156935097019,4386
4387,Orange,Devil Horns,Herb,None,3D Glasses,Doctor,Black,37.330132937389095,4387
4388,Orange Fade,Rasta,Normal,None,Crosseyed,Army,Brown,27.022823375800964,4388
4389,Yellow,Captain's Hat,Tongue Out,None,Wink,Wizard Robe,Black,37.36197454426738,4389
4390,Green,Blonde Hair,Whistle,None,Rocker Makeup,Sailor,Orange,11.010820614502864,4390
4391,Yellow,Crown,Tongue Out,None,Meme Shades,Army,Orange,11.793843746186889,4391
4392,Blue,Crown,Whistle,None,3D Glasses,Jersey,Orange,12.497021547738582,4392
4393,Lightning,Blonde Hair,Whistle,None,Rocker Makeup,Army,Black,38.82410728954632,4393
4394,Pyramids,Clown,Flames,None,Red,Tux Shirt,Orange,14.055091428035475,4394
4395,Pyramids,None,Cigarette,None,Look Forward,Ryoshi,Orange,9.396834548320301,4395
4396,Yellow,Beanie,Normal,None,Look Forward,Scarf,Orange,8.925353796715935,4396
4397,Snowy Mountains,Army,Growl,None,Red,Clown,Brown,29.88335372046025,4397
4398,Snowy Mountains,Captain's Hat,Tongue Out,None,Meme Shades,Wizard Robe,Black,39.607170372170245,4398
4399,Orange Fade,Ryoshi,Herb,None,Look Forward,Steel,Brown,28.445254799511517,4399
4400,Yellow,Top Hat,Party Popper,None,Look Up,None,Black,34.997029895204726,4400
4401,Green,Army,Pipe,None,Cyborg,Peace Tank,Orange,11.777899773792438,4401
