,Eyes,Mouth,Neck,Feet,Fur,Background,Back,Head,Rarity score,Token Id
5245,3D Glasses,Fish,Japanese Bandana,None,Tan,Swamp,Camo Pack,Hermit Crab,67.59572961958564,5463
5246,Closed,Ape Hand,Beer Can Necklace,Boots,Tan,Bar,None,None,49.95072013053384,5464
5247,Happy,Heavy Drooling,None,Rain Boots,Cheetah,Club Exterior,None,None,35.837946271613674,5465
5248,Whatever,Growl,Pinstripe Bandana,None,Cheetah,SS Monke Biz,Doggie Pack,Sea Captain's Hat,74.12139280896174,5466
5249,Closed,Blep,Glow Necklace,High Tops,Solid Gold,Club Exterior,None,Tie,71.08327532506671,5467
5250,Suspicious,Smiling,None,None,Cyberpunk,Club Exterior,None,Beanie,29.87031873259535,5468
5251,Closed,Panting,None,High Tops,Black,Outhouse,None,None,28.028157577353085,5469
5252,Happy,Red Raybeam,None,Old Laces,Tan,Club Exterior,None,Spinner Hat,45.51200867967157,5470
5253,3D Glasses,Cute Smile,None,Pink Combat Boots,Black,SS Monke Biz,Beer Saddle,Banana Peel,70.15089177646739,5471
5254,X Eyes,Slippers,None,None,Tan,Swamp,None,Pirate Captain's Hat,26.37117417862111,5472
5255,Closed,Slippers,None,None,Brown,Outhouse,Cyberpunk Pack,None,30.975989856917145,5473
5256,Pilot Goggles,Bloody,Red Collar With Bone,None,Tan,Swamp,None,Fisherman's Hat,45.02515171632814,5474
5257,Cyberware,Hot Dog,None,None,Brown,Club Exterior,Beer Kegs,Fez,53.2118422807489,5475
5258,3D Glasses,Smiling,Whiskey Barrel,None,Black,Outhouse,None,Halo,42.88115604041976,5476
5259,Sunglasses,Rose,Lei,Flippers,Noise,Swamp,Toilet Paper Dispenser,Bird,95.80716493554822,5477
5260,Heart Eyes,Gold Teeth,Red Collar With Bone,Cast,Black,Outhouse,None,Rain Hat,67.24484196910971,5478
5261,Glowing Red,Blep,Red Collar With Bone,None,Brown,Bar,Beer Kegs,None,61.45501264681563,5479
5262,Glowing Red,Hot Dog,None,Combat Boots,Black,Outhouse,Beer Kegs,Purple Headband,69.4488751137208,5480
5263,Wide,Cigar,None,None,DMT,SS Monke Biz,None,None,18.776477559575,5481
5264,Happy,Growl,None,None,Tan,Club Exterior,None,Fisherman's Hat,25.15568123839274,5482
5265,Shutter Shades,Ape Hand,None,None,Cyberpunk,Swamp,Space Pack,None,41.65447668523823,5483
5266,Closed,Beer Can,None,None,Pink,Swamp,None,Beer Helmet,25.46142883617829,5484
5267,Bloodshot,Smiling,None,None,Brown,Bar,None,Fez,28.843522254209788,5485
5268,Closed,Bored,Beer Can Necklace,None,Cheetah,Swamp,Service Vest,White Headband,67.3654952019884,5486
5269,Angry,Tennis Ball,None,None,Pink,SS Monke Biz,None,Fez,30.685648815298766,5487
5270,Whatever,Bloody,None,None,Black,SS Monke Biz,None,None,13.419937485370994,5489
5271,Closed,Growl,Ribbon,Combat Boots,Tan,Club Exterior,Doggie Pack,BAYC Logo Hat Red,85.45115078267405,5490
5272,Glowing Red,Smiling,Beer Can Necklace,Rollerblades,Pink,Outhouse,None,None,49.705403917584114,5491
5273,Holographic Visor,Smiling,None,None,Black,Bar,None,Banana Peel,29.477733135629418,5492
5274,Closed,Smiling,None,Combat Boots,Pink,Outhouse,None,Sea Captain's Hat,38.77068376474681,5493
5275,Happy,Rose,Ribbon,None,Black,Club Exterior,None,Cowboy Hat,47.02561494376963,5494
5276,Anime,Frog Legs,BAYC Collar,None,Black,Outhouse,None,None,29.794681700706022,5495
5277,Radioactive,Rose,Black BAYC Bandana,None,Tan,Swamp,None,Hermit Crab,46.10467570964904,5496
5278,Hypnotized,Blep,Japan Bandana,Leg Knife,Mega Death Bot,SS Monke Biz,Toilet Paper Dispenser,Pirate Captain's Hat,97.23375433014894,5497
