,Environment,Hand,Ear Accessory,Mouth Accessory,Hair,Eyewear,Brow,Eyes,Mouth,Clothing,Necklace,Face Attachment,Body Attachment,Markings,Body,Background,Mask,Rarity score,Token Id
4217,No Environment,Electric Skateboard Cyan,Cross Earring,No Accessory,Knit Beanie Gray Anonymice Blonde,No Eyewear,Brow Type 1,Cat Eyes 1,Slight Smile Pink,Kiwami Hoodie Camo,No Necklace,No Attachment,No Attachment,Mole,Skintone 1,Black Gray,None,13.937049556690479,4217
4218,No Environment,Electric Skateboard Cyan,Boomerang Earring,Cigarette,Bald,Sunglasses,Brow 2,Violet Eyes 1,Slight Open,Greaser Jacket Pink Shirtless,Gold Pearls,No Attachment,No Attachment,No Markings,Skintone 1,Red,None,31.250460363682965,4218
4219,Sakura Chiru,Beer Can,Square Earring,Cigarette,Curled Back Blond,No Eyewear,Brow 2,Violet Eyes 2,Neutral,Olive Hoodie Walkie Talkie,Dog Tags,Plaster,No Attachment,No Markings,Skintone 1,Red,None,50.23618478763561,4219
4220,No Environment,Unarmed,Cross Earring,No Accessory,Parted Long Straight Plus Black Blue,No Eyewear,Brow Type 2,Orange Eyes 1,Smile Purple,Happi Red,Dog Tags,No Attachment,No Attachment,No Markings,Skintone 3,Blue,None,7.694688666926589,4220
4221,Sakura Chiru,Robo Call me,No Earring,No Accessory,Riki Short Orange,Glasses 2,Brow 1,Black Eyes 1,Neutral,Greaser Jacket Gold Shirtless,No Necklace,No Attachment,Tattoo Flowers,No Markings,Skintone 2,Blue,None,37.057153405856354,4221
4222,No Environment,Green Tea,Piercings,No Accessory,Hime Cut Cyan,No Eyewear,Brow Type 5,Cat Eyes 3,Smirk Red,Hacker Jacket with fishnet Purple,Dog Tags,No Attachment,Kanji Tattoo,No Markings,Skintone 3,Moss,None,19.496241002679852,4222
4223,No Environment,Drone With Logo,Broken Heart Earring,Cigarette,Ronin Hair Blue,No Eyewear,Brow Type 4,Deep Eyes 1,Neutral Red,Tank Grey,No Necklace,Plaster,No Attachment,No Markings,Skintone 1,Moss,None,33.3405067876321,4223
4224,No Environment,Unarmed,No Earring,No Accessory,Redlin Short Cyan,Redlin Glasses Blue,Brow Type 5,Orange Eyes 1,Smile Red,Happi and Sarashi,Gold Pearls,No Attachment,No Attachment,No Markings,Skintone 2,Magenta,None,14.914318804572776,4224
4225,No Environment,Electric Skateboard Gold,Broken Heart Earring,No Accessory,Middle Parted Dual Tone,No Eyewear,Brow 1,Deep Eyes 1,Smirk,Suit and Open Collar,Kiwami Pendant,No Attachment,No Attachment,No Markings,Skintone 1,Red,None,8.40527035547293,4225
4226,No Environment,Unarmed,Ruby Earring,No Accessory,Parted Long Straight Plus,No Eyewear,Brow Type 5,Orange Eyes 1,Smile Red,Black Kiwami Hoodie Up,Dog Tags,No Attachment,No Attachment,No Markings,Skintone 2,Magenta,None,8.912487983048376,4226
4227,No Environment,Robo Thumbs Up,Thunder Earring,Jaw Guard,Pompadour Magenta,Sunglasses Pink,Brow 3,Green Eyes 1,Slight Smile,Greaser Jacket Pink,Chain Necklace,Mole,Tattoo Flowers,No Markings,Skintone 3,Black Gray,None,52.184570927911146,4227
4228,No Environment,Green Tea,No Earring,No Accessory,Middle Parted Plus with Headband,Sunglasses Pink,Brow 3,Redline Eyes 1,Slight Open,Suit and Tie,Dog Tags,No Attachment,Tattoo Dragon,No Markings,Skintone 1,Red,None,23.968910313339688,4228
4229,No Environment,Red Drone Without Logo,Ronan Earring Gold,No Accessory,Riki Short Pink,Sunglasses,Brow 2,Blue Eyes 2,Neutral,Kimono Neko Black,No Necklace,No Attachment,Tattoo Dragon,No Markings,Skintone 2,Black Gray,None,22.28528194805929,4229
4230,No Environment,Unarmed,Gold Chain Earring,No Accessory,Hime Cut Black Red,No Eyewear,Brow Type 4,Eyes Closed 1,Smirk Purple,Happi Checkerboard,Dog Tags,Teardrop tattoo,Robo Spine,Mole,Skintone 2,White,None,32.9488581920643,4230
4231,No Environment,Electric Skateboard Gold,Boomerang Earring,No Accessory,Knit Beanie Green Ethereum Blonde,No Eyewear,Brow Type 5,Red Eyes 2,Slight Smile Purple,Mox Jacket Camo Brown,Choker,Patch,No Attachment,Barcode,Skintone 2,Black Gray,None,32.450012079498684,4231
4232,None,None,Futuristic Robotic Ear Pink,None,Riki short,No Eyewear,Brow Type 5,Deep Eyes 1,Slight Smile,None,None,None,None,None,Tengu 2 Skintone 1 Half Kimono 1,Pure Black,Kitsune Mask Purple,97.46608221131741,4232
4233,No Environment,Unarmed,Gold Chain Earring,No Accessory,Baseball Cap Backward Olive,Sunglasses S,Brow Type 4,Pink Eyes 1,Slight Smile Purple,Suit and Ribbon Tie Blue,No Necklace,Face Tattoo,No Attachment,Barcode,Skintone 3,Magenta,None,36.216512490499305,4233
4234,No Environment,Pizza hand,Cross Earring,No Accessory,Karen Short,Sunglasses,Brow Type 5,Green Eyes 2,Slight Open Pink,Short Sleeveless Jacket V Camo 1,Gold Pearls,Teardrop tattoo,Mox Cybernetics Violet,Mole,Skintone 1,White,None,44.67630564217119,4234
4235,None,None,Piercings,None,Hime Cut,No Eyewear,Brow Type 4,Orange Eyes 3,Slight Smile Pink,None,None,None,None,None,Tengu 4 Skintone 2 smonk,Pure Black,Hanya Mask 3 neon,98.08298480299577,4235
4236,No Environment,Beer Can,Thunder Earring,No Accessory,Old Timey,No Eyewear,Brow Type 5,Brown Eyes 3,Neutral Pinkk,Suit and Tie,No Necklace,No Attachment,Robo Spine,No Markings,Skintone 3,Moss,None,13.394614274508246,4236
4237,No Environment,Drone With Logo,Thunder Earring,No Accessory,Afro,No Eyewear,Brow Type 4,Brown Eyes 3,Slight Smile Purple,Happi Blue and Sarashi,Gold Pearls,13 tattoo,No Attachment,Barcode,Skintone 2,Black Gray,None,29.72464716579555,4237
4238,No Environment,Unarmed,Square Earring,No Accessory,Ponytail Green,No Eyewear,Brow Type 2,Cat Eyes 1,Smile Purple,Open Kimono Blue,No Necklace,No Attachment,Robo Spine,Mole,Skintone 2,Black Gray,None,17.393371146745867,4238
4239,None,None,Piercings,None,Hime Cut Yellow,No Eyewear,Brow Type 3,Red Eyes 3,Slight Smile Red,None,None,None,None,None,Tengu 2 Skintone 3 smonk,Pure Black,Karasu Mask 1,97.84493519985057,4239
4240,No Environment,Dango,No Earring,No Accessory,Parted Long Straight,No Eyewear,Brow Type 5,Green Eyes 3,Slight Open Purple,Hacker Jacket with fishnet,Dog Tags,Slugger Paint,No Attachment,Barcode,Skintone 1,White,None,27.920887824652098,4240
4241,No Environment,Dango,Robo Ear v1,No Accessory,Pomade Blond,No Eyewear,Brow 5,Black Eyes 2,Smirk,Greaser Jacket Shirtless,Gold Pearls,No Attachment,Single Tattoo,No Markings,Skintone Radioactive,Black Gray,None,19.827498035294987,4241
4242,Momiji Chiru,Baseball Bat Black,Boomerang Earring,Cigarette,Dreads 2,Sunglasses,Brow 3,Small Eyes 2,Neutral,Happi Kiwami Cyan,Kiwami Pendant,No Attachment,No Attachment,Robo Spine,Skintone 3,Magenta,None,59.99299900384985,4242
4243,No Environment,Unarmed,Kiwami Studs,No Accessory,Parted Long Straight Violet,No Eyewear,Brow Type 3,Orange Eyes 3,Neutral Red,Black Kiwami Hoodie Up,No Necklace,Plaster,Kanji Tattoo,Barcode,Skintone 2,White,None,29.75959712857878,4243
4244,No Environment,Brass Knuckle,Kanzashi and Earring,No Accessory,Ronin Hair Blue,No Eyewear,Brow Type 4,Brown Eyes 2,Slight Smile Red,Kebaya Black Gold,Kiwami Pendant,No Attachment,No Attachment,Barcode,Skintone 1,Black Gray,None,19.970171696972702,4244
4245,None,None,Piercings,None,Redlin tail Green,No Eyewear,Brow Type 1,Green Eyes 2,Slight Open Pink,None,None,None,None,None,Tengu 4 Skintone 1,Pure Black,Hanya Mask,97.15556361122215,4245
4246,No Environment,Traditional Umbrella Yellow With Pattern,Earring,No Accessory,Slick Back,No Eyewear,Brow 3,Green Eyes 2,Tongue Out,Tattered Gi Green,Chain Necklace,Star Tattoo,Tattoo Flowers,No Markings,Skintone 3,Red,None,26.62034112378527,4246
4247,No Environment,Unarmed,Square Earring,Cigarette,Ponytail Plus,Sunglasses S,Brow Type 4,Brown Eyes 3,Smirk Red,Happi and Sarashi,No Necklace,No Attachment,Robo Spine,No Markings,Skintone 3,White,None,33.2799243695841,4247
4248,No Environment,Beer Can,Silver Earring,Bubblegum Yellow,Medium Black,No Eyewear,Brow Type 3,Cat Eyes 2,Smirk Purple,Green Camo Hoodie Up,Gold Pearls,Star Tattoo,No Attachment,No Markings,Skintone 3,Magenta,None,36.89006382528633,4248
4249,No Environment,Green Tea,Cross Earring,No Accessory,Curled Back Blond,No Eyewear,Brow 2,Violet Eyes 2,Smirk,Lime Hoodie Walkie Talkie,Gold Pearls,No Attachment,Tattoo Dragon,No Markings,Skintone 1,White,None,12.80016831839958,4249
4250,No Environment,Brass Knuckle,No Earring,No Accessory,Saiyan Yellow,No Eyewear,Brow 1,Small Eyes 2,Slight Open,Fur Coat Magenta,Kiwami Pendant,No Attachment,Single Tattoo,No Markings,Skintone 3,White,None,11.577986303537031,4250
4251,No Environment,Baseball Bat,No Earring,Jaw Guard,Curled Back With Hachimaki,Patch,Brow 4,Yellow Eyes 1,Slight Open,Hanging Red Jacket and Shirt,Chain Necklace,No Attachment,No Attachment,No Markings,Skintone 1,White,None,30.552395383730424,4251
4252,No Environment,Unarmed,Square Earring,No Accessory,Hime Cut Yellow,White Sunglasses G,Brow Type 2,Deep Eyes 2,Grit Purple,Suit and Open Collar Pink,No Necklace,Face Tattoo,No Attachment,Barcode,Skintone 2,Magenta,None,35.32394171683714,4252
4253,No Environment,Unarmed,Ruby Earring,No Accessory,Ponytail Plus,Red Sunglasses,Brow Type 1,Pink Eyes 2,Neutral Pinkk,Open Kimono Pink,Chain Necklace,13 tattoo,Robo Spine,Mole,Skintone 2,Moss,None,44.607606377483755,4253
4254,No Environment,Beer Can,Piercings,No Accessory,Knit Beanie Green Anarchy Orange,No Eyewear,Brow Type 2,Orange Eyes 1,Smirk Pink,Open Kimono,No Necklace,No Attachment,Robo Spine,No Markings,Skintone 3,Moss,None,12.972132417375335,4254
4255,None,None,Robo Earphone Black,None,Karen Short Red,No Eyewear,Brow Type 1,Green Eyes 1,Smile Red,None,None,None,None,None,Tengu 3 Skintone 3 smonk,Pure Black,Karasu Mask 2,98.38936911778434,4255
4256,No Environment,Robo Call me,Boomerang Earring,Cigarette,Slick Back,Sunglasses G,Brow 1,Small Eyes 2,Slight Open,Hanging Red Jacket and Shirt,No Necklace,No Attachment,No Attachment,No Markings,Skintone 2,Black Gray,None,30.326823085088726,4256
4257,No Environment,Green Tea,Cross Earring,No Accessory,Shojo,No Eyewear,Brow Type 3,Orange Eyes 3,Neutral Purple,Slugger Jacket,No Necklace,13 tattoo,No Attachment,No Markings,Skintone 2,White,None,16.824289551772146,4257
4258,No Environment,Unarmed,Silver Earring,No Accessory,Parted Long Straight Plus,No Eyewear,Brow Type 2,Brown Eyes 3,Slight Smile Red,Kiwami Hoodie Camo,Chain Necklace,No Attachment,Mox Cybernetics,No Markings,Skintone 2,Red,None,14.192003848583312,4258
4259,No Environment,Mox Claw,Zorro Earring,No Accessory,Shojo,White Sunslasses,Brow Type 4,Brown Eyes 1,Tongue Out Pink,Red Spider Bra With Orange Jacket,Gold Pearls,No Attachment,Mox Cybernetics,Mole,Skintone 2,Black Gray,None,37.82799726999717,4259
4260,No Environment,Umbrella Yellow,No Earring,Cigarette,Hime Cut,Glasses 2,Brow Type 1,Eyes Closed 1,Neutral Red,Happi Checkerboard,No Necklace,No Attachment,No Attachment,No Markings,Skintone 3,Black Gray,None,28.264180418687783,4260
4261,No Environment,Brass Knuckle,No Earring,No Accessory,Diamond Hat,Sunglasses G,Brow 2,Green Eyes 1,Grit,Hanging Red Jacket and Shirt,Gold Pearls,No Attachment,Single Tattoo,No Markings,Skintone Radioactive,Black Gray,None,26.721270846468197,4261
4262,Sakura Chiru,Drone With Logo,Zorro Earring,No Accessory,Knit Beanie Green Ethereum Pink,White Sunglasses G,Brow Type 2,Pink Eyes 2,Smile Pink,Happi and Sarashi,Wave Necklace,No Attachment,No Attachment,No Markings,Skintone 3,White,None,36.77373625094702,4262
4263,No Environment,Brass Knuckle,Robo Earphone,No Accessory,Messy,Sunglasses,Brow 6,Deep Eyes 2,Smirk,Kimono Neko Black,Chain Necklace,Face Scar,Tattoo Dragon,Robo Spine,Skintone 2,Blue,None,48.61690371263332,4263
4264,No Environment,Electric Skateboard Cyan,Thunder Earring,Bubblegum Yellow,Ponytail Plus Pink,White Sunglasses G,Brow Type 3,Orange Eyes 2,Neutral Purple,Redlin Polo,Kiwami Pendant,No Attachment,Robo Spine,No Markings,Skintone 1,Blue,None,43.297017639916355,4264
4265,No Environment,Electric Skateboard Cyan,Boomerang Earring,No Accessory,Mega Fro,No Eyewear,Brow Type 5,Red Eyes 2,Neutral Red,Spider Bra With Jacket,Gold Pearls,Plaster,Robo Spine,No Markings,Skintone 1,Moss,None,27.339062083650173,4265
4266,No Environment,Unarmed,No Earring,No Accessory,Parted Long Straight Plus Black,No Eyewear,Brow Type 2,Orange Eyes 3,Neutral Pinkk,Happi Red and Sarashi,Dog Tags,Star Tattoo,Kitty Tattoo,Mole,Skintone 1,White,None,30.252701886711453,4266
4267,No Environment,Electric Skateboard Cyan,Broken Heart Earring,No Accessory,Knit Beanie Gray Anarchy Pink,White Sunslasses,Brow Type 1,Blue Eyes 1,Grit Purple,Green Anonymice Hoodie,Chain Necklace,No Attachment,Kitty Tattoo,No Markings,Skintone 1,Magenta,None,29.186114099333178,4267
4268,No Environment,Umbrella Red,Gold Chain Earring,No Accessory,Knit Beanie Gray Anonymice Blonde,No Eyewear,Brow Type 5,Brown Eyes 3,Tongue Out Purple,Mox Jacket,Wave Necklace,No Attachment,No Attachment,No Markings,Skintone 1,Magenta,None,13.409158516053632,4268
4269,No Environment,Baseball Bat Black,Broken Heart Earring,Bubblegum Pink,Mage Blue,No Eyewear,Brow 2,Deep Eyes 2,Slight Smile,Naked,No Necklace,No Attachment,No Attachment,No Markings,Skintone Radioactive,Black Gray,None,25.125014168270905,4269
4270,No Environment,Green Tea,Bead Earring,No Accessory,Baseball Cap Backward Blue,No Eyewear,Brow 1,Deep Eyes 1,Slight Smile,Green Anonymice Hoodie,Wave Necklace,Mole,Single Tattoo,No Markings,Skintone 3,Red,None,26.160613031525788,4270
4271,No Environment,Unarmed,Square Earring,Cigarette,Parted Long Straight Plus Black Blue,No Eyewear,Brow Type 5,Pink Eyes 1,Slight Smile Red,Kiwami Hoodie Camo,Dog Tags,Plaster,No Attachment,No Markings,Skintone 1,Black Gray,None,32.30278378612212,4271
4272,No Environment,Baseball Bat Black,Boomerang Earring,No Accessory,Knit Beanie Green Ethereum Blonde,No Eyewear,Brow Type 3,Brown Eyes 2,Slight Open Pink,Spider Bra With Jacket,No Necklace,Plaster,Kanji Tattoo,Mole,Skintone 2,White,None,33.35093513225017,4272
4273,No Environment,Robo Middle Finger,Earring,No Accessory,Joe Hair,No Eyewear,Brow 1,Violet Eyes 1,Slight Smile,Hanging White Jacket and Shirt,Chain Necklace,No Attachment,No Attachment,Robo Spine,Skintone 2,Magenta,None,19.206156103894713,4273
4274,No Environment,Mox Hand Yellow,Silver Chain Earring,No Accessory,Old Timey Pink,Sunglasses G,Brow Type 2,Pink Eyes 3,Smirk Pink,Suit and Open Collar Light Blue,Chain Necklace,No Attachment,Mox Cybernetics Anonymice,No Markings,Skintone 1,Moss,None,30.658629871585624,4274
4275,No Environment,Traditional Umbrella Yellow With Pattern,Earring,Jaw Guard Purple,Baseball Cap Forward Blue,Sunglasses Yellow,Brow 2,Yellow Eyes 1,Slight Open,Green Anonymice Hoodie Up,Dog Tags,Face Tattoo,No Attachment,Robo Spine,Skintone 3,White,None,55.48123712517852,4275
4276,None,None,Thunder Earring,None,Pomade,No Eyewear,Brow Type 2,Small Eyes 1,Slight Open,None,None,None,None,None,Tengu 1 Skintone 3 Smoking,Pure Black,Tengu Mask Red Black,96.7580969457412,4276
4277,No Environment,Brass Knuckle,Headphone Male,Cigarette,Messy,Glasses 2,Brow 3,Green Eyes 1,Slight Smile,Kiwami Half Kimono 2,Wave Necklace,No Attachment,Tattoo Flowers,No Markings,Skintone 2,Red,None,40.48048199591661,4277
4278,No Environment,Electric Skateboard Gold,Ronan Earring,No Accessory,Parted Long Straight,No Eyewear,Brow Type 5,Cat Eyes 3,Smile Purple,Hacker Jacket Purple,Gold Pearls,Slugger Paint,Mox Cybernetics Violet,Mole,Skintone 2,Red,None,37.306365542564535,4278
4279,No Environment,Robo Call me Red,No Earring,No Accessory,Baseball Cap Forward Black,Sunglasses,Brow 2,Redline Eyes 1,Tongue Out,Greaser Jacket Pink Shirtless,Wave Necklace,No Attachment,Single Tattoo,No Markings,Skintone 1,Black Gray,None,23.44274750790038,4279
4280,No Environment,Bandage Arm,Robo Ear v1,Jaw Guard,Messy Blond,Sunglasses Yellow,Brow 6,Green Eyes 2,Slight Smile,Suit and Open Collar,Dog Tags,No Attachment,No Attachment,No Markings,Skintone 1,Magenta,None,38.06184773747178,4280
4281,No Environment,Electric Skateboard Cyan,No Earring,No Accessory,Dreads 2,No Eyewear,Brow 1,Violet Eyes 1,Smirk,Greaser Jacket Blue Shirtless,Gold Pearls,Face Tattoo,Tattoo Flowers,No Markings,Skintone 1,Blue,None,23.73125895442358,4281
4282,No Environment,Brass Knuckle,No Earring,No Accessory,Middle Parted,Round Glasses,Brow 3,Black Eyes 1,Tongue Out,Tattered Gi Green,Chain Necklace,No Attachment,Single Tattoo,Kanji Tattoo,Skintone 3,White,None,33.68795087385209,4282
4283,No Environment,Robo Middle Finger,Square Earring,No Accessory,Shojo Blue,White Sunglasses G,Brow Type 2,Orange Eyes 3,Neutral Red,Naked Apron,Kiwami Pendant,No Attachment,Robo Spine,No Markings,Skintone 3,Red,None,27.38427606128197,4283
4284,No Environment,Red Drone Without Logo,Thunder Earring,No Accessory,Parted Long Straight Violet,No Eyewear,Brow Type 3,Orange Eyes 1,Neutral Pinkk,Short Sleeveless Jacket V,Chain Necklace,Patch,No Attachment,Barcode,Skintone 2,Red,None,30.010471188617704,4284
4285,No Environment,Traditional Umbrella Yellow With Pattern,No Earring,No Accessory,Middle Parted Dual Tone,No Eyewear,Brow 3,Green Eyes 1,Slight Open,Greaser Jacket Shirtless,Chain Necklace,Plaster,Tattoo Flowers,Kitty Tattoo,Skintone 2,Blue,None,35.183689288480856,4285
4286,No Environment,Beer Can,No Earring,No Accessory,Host Hair,No Eyewear,Brow 1,Black Eyes 2,Open,Suit and Bowtie,Chain Necklace,Double Scar,Single Tattoo,No Markings,Skintone 3,White,None,22.890173712867554,4286
4287,No Environment,Unarmed,Kiwami Studs,No Accessory,Medium,No Eyewear,Brow Type 1,Brown Eyes 2,Smile Pink,Green Camo Hoodie Up,No Necklace,No Attachment,Mox Cybernetics Anonymice,Mole,Skintone 3,Blue,None,20.086044051819403,4287
4288,No Environment,Unarmed,No Earring,No Accessory,Pompadour Magenta,No Eyewear,Brow 2,Small Eyes 1,Smirk,Suit and Bowtie,Kiwami Pendant,No Attachment,Tattoo Dragon,Kanji Tattoo,Skintone 2,Magenta,None,21.666577540272513,4288
4289,No Environment,Unarmed,Zorro Earring,Cigarette,Shojo,No Eyewear,Brow Type 3,Cat Eyes 1,Neutral Red,Slugger Jacket,Gold Pearls,No Attachment,Mox Cybernetics Anonymice,Barcode,Skintone 3,White,None,35.72593776418535,4289
4290,No Environment,Bandage Arm,No Earring,Cigarette,Messy Pink,No Eyewear,Brow 1,Small Eyes 1,Smirk,Tank top,Chain Necklace,Draken Tattoo,Single Tattoo,No Markings,Skintone 3,Blue,None,38.05562938523211,4290
4291,No Environment,Dango,Earring,No Accessory,Mohawk,White Sunglasses,Brow 3,Blue Eyes 1,Slight Smile,Okinawan Shirt Blue,Chain Necklace,Face Tattoo,No Attachment,No Markings,Skintone 2,Moss,None,31.656601155289664,4291
4292,No Environment,Baseball Bat,No Earring,No Accessory,Saiyan Gray,Glasses 2,Brow 1,Blue Eyes 2,Slight Smile,Terry Jacket Navy,No Necklace,No Attachment,Single Tattoo,No Markings,Skintone 1,White,None,17.15084065413969,4292
4293,No Environment,Unarmed,Ruby Earring,No Accessory,Ponytail Plus Pink,No Eyewear,Brow Type 5,Red Eyes 1,Slight Smile Pink,Hacker Jacket with fishnet Purple,Chain Necklace,No Attachment,No Attachment,Barcode,Skintone 1,Black Gray,None,15.017942216556287,4293
4294,Momiji Chiru,Green Tea,No Earring,No Accessory,Fisher Hat,No Eyewear,Brow 5,Black Eyes 2,Grit,Suit and Bowtie Yellow,Chain Necklace,Face Scar,No Attachment,No Markings,Skintone 2,Blue,None,36.560641124759705,4294
4295,No Environment,Robo Thumbs Up,Headphone Male,No Accessory,Messy Blue,Round Glasses,Brow 3,Black Eyes 2,Slight Smile,Hanging Jacket and Shirt,Gold Pearls,No Attachment,Single Tattoo,No Markings,Skintone Radioactive,Black Gray,None,29.58350156025636,4295
4296,No Environment,Beer Can Black,Broken Heart Earring,No Accessory,Ronin Hair,Deshawn Glasses,Brow 2,Small Eyes 1,Slight Smile,Kiwami Half Kimono 1,Chain Necklace,No Attachment,Single Tattoo,No Markings,Skintone 3,Moss,None,25.38757720207649,4296
4297,No Environment,Umbrella Red,Silver Earring,No Accessory,Shojo Yellow,No Eyewear,Brow Type 2,Red Eyes 1,Smile Pink,Suit and Open Collar Light Blue,Gold Pearls,No Attachment,No Attachment,No Markings,Skintone 2,Blue,None,11.164026427129425,4297
4298,None,None,Robo Ear,None,Bald,No Eyewear,Brow Type 4,Redline Eyes 1,Slight Open,None,None,None,None,None,Tengu 2 Skintone 2 Half Kimono 3,Pure Black,Kitsune Mask,98.13897292409796,4298
4299,No Environment,Brass Knuckle Pink Glove,Ronan Earring,No Accessory,Redlin Short,Glasses 2,Brow Type 5,Orange Eyes 1,Smirk Pink,Happi Checkerboard,Wave Necklace,13 tattoo,No Attachment,Mole,Skintone 2,Moss,None,43.02785760438865,4299
4300,No Environment,Red Drone Without Logo,Broken Heart Earring,No Accessory,Baseball Cap Forward Black,No Eyewear,Brow 1,Yellow Eyes 1,Smirk,Suit and Bowtie Yellow,Wave Necklace,Teardrop tattoo,No Attachment,No Markings,Skintone 2,White,None,19.68456479667837,4300
4301,None,None,Futuristic Robotic Ear Pink,None,Middle Parted,No Eyewear,Brow Type 4,Blue Eyes 2,Slight Open,None,None,None,None,None,Tengu 1 Skintone 1 Blue Lightning,Pure Black,Kitsune Mask,97.95875529988075,4301
