,Background,Left Arm,Right Arm,Eyes,Hat,Sleeves,Upper Body,Legs,Feet,Mouth,Bag,Nose,Outerwear,Shoe Gum,Fannypack,Neck,Suspenders,Ears,Overhead,Special,Rarity score,Token Id
3958,Green,Boxing Glove,Swinging,None,Light Blue Beanie,Long Sleeves,Light Blue / Dark Blue Hoodie Jacket with Hood Down,Red Sweatpants,Summer Night Sneakers,None,None,None,None,None,None,None,None,None,None,None,20.130899999069584,3959
3959,Pink,Swinging,Boxing Glove,White Nerd Glasses,None,Long Sleeves,Black Zipper Hoodie with Hood Up,White Tracksuit Pants,Red Shoes,Bing Bong Stick,None,None,None,None,None,None,None,None,None,None,26.326027805987707,3960
3960,Blue,Fishing Pole,Laptop,Radioactive Glasses,Light Blue Beanie,Long Sleeves,Black Zipper Hoodie with Hood Down,Tan Pants,Bubblegum Blue Sneakers,Straw,None,None,None,None,None,None,None,None,None,None,33.51161340345034,3961
3961,Blue,Baseball Bat,Watering Can,White Nerd Glasses,None,Long Sleeves,Blue Tracksuit Jacket,White Sweatpants,Bleached Sand Sneakers,None,None,None,None,None,None,None,None,None,None,None,17.542872199877767,3962
3962,Blue,Juice,Swinging,White Glasses,None,Long Sleeves,Pink Zipper Hoodie with Hood Down,White Sweatpants,Blue Shoes,None,None,None,None,None,None,None,None,None,None,None,9.6390284768243,3963
3963,Blue,Swinging,Laptop,Black Nerd Glasses,White / Light Blue Headband,Long Sleeves,Blue / White Varsity Jacket,Green Sweatpants,Rocket Pop Sneakers,Radioactive Pipe,None,Bandage,None,None,None,None,None,None,None,None,39.717288398647014,3964
3964,Pink,Vibes,Vibes,Cool Glasses,Blue Beanie,Long Sleeves,Grey Zipper Hoodie with Hood Down,Light Blue Shorts,Bleached Sand Sneakers,None,None,None,None,None,None,None,None,None,None,None,31.87904433493282,3965
3965,Blue,Baseball Bat,Swinging,Black Nerd Glasses,None,Long Sleeves,Yellow / Blue Hoodie Jacket with Hood Down,Blue Pants,Bunny Slippers,None,None,None,None,None,None,None,None,None,Halo,None,24.249602683635093,3966
3966,Green,Stick Bag,Swinging,None,White / Red Backwards Cap,Long Sleeves,Blue / White Sweater and Shirt,Red Tracksuit Pants,Blue Shoes,Cigar,None,None,None,Gum,None,None,None,None,None,None,42.28052395266964,3967
3967,Purple,Swinging,Book,Nerd Ghost Glasses,None,Long Sleeves,Blue Zipper Hoodie with Hood Up,Tan Shorts,Summer Day Sneakers,Pipe,None,None,None,None,None,None,None,None,None,None,26.71871287334736,3968
3968,Yellow,Baseball Bat,Swinging,None,Big Hat,Long Sleeves,Red / White Varsity Jacket,Light Blue Skirt,Green Shoes,None,None,None,None,None,None,None,None,None,None,None,20.059496820716276,3969
3969,Blue,Swinging,Swinging,Brown Glasses,Blue 5 Panel Cap,Long Sleeves,Pink Zipper Hoodie with Hood Down,Tan Pants,White Shoes,Bandana,None,None,None,None,None,None,None,Earrings,None,None,30.204093345912547,3970
3970,Blue,Duffel Bag,Flashlight,Sunglasses,None,Long Sleeves,Grey Zipper Hoodie with Hood Up,Grey Tracksuit Pants,Cream Slippers,Toothpick,None,None,None,None,None,None,None,None,None,None,27.022078612021243,3971
3971,Blue,Swinging,Swinging,Black Glasses,None,Long Sleeves,Grey / White V-Neck Sweater and Shirt,Lavender Pants,Ocean Blue Sneakers,None,None,None,None,None,Green Fannypack,None,None,None,None,None,16.382308435316407,3972
3972,Blue,Swinging,Swinging,Brown Glasses,None,Long Sleeves with Stripes,Red Tracksuit Jacket,White Skirt,White Shoes,None,None,None,None,None,None,None,None,Pencil,None,None,27.3308697148967,3973
3973,Blue,Swinging,Rainbow Paint Bucket,Sunglasses,Green Pointy Beanie,Long Sleeves,Pink / Blue Hoodie Jacket with Hood Down,Green Pants,Blue Shoes,None,None,None,None,None,None,None,None,None,None,None,16.53458989820181,3974
3974,Blue,Spray Can,Swinging,Cool Glasses,White Headband,Long Sleeves,Grey Hoodie with Hood Down,Green Shorts,White Shoes,None,None,None,None,None,None,None,None,None,None,None,17.679993635205832,3975
3975,Pink,Swinging,Burning Computer,Sunglasses,None,Long Sleeves,Light Blue Loose Shirt,Tan Pants,Light Blue Slippers,Pipe,None,None,Cream Morning Robe,None,None,None,None,None,None,None,39.407870866472614,3976
3976,Purple,Swinging,Swinging,VR Goggles Moon,Blue Beanie,Long Sleeves,Grey Tucked Shirt,Grey Sweatpants,Rocket Pop Sneakers,None,None,None,None,None,None,None,None,None,None,None,17.070207056962104,3977
3977,Blue,Umbrella,Laptop,None,White / Blue Backwards Cap,Long Sleeves,Cream Turtleneck,White Sweatpants,Maroon Shoes,Bandana,None,None,None,None,None,None,None,None,None,None,29.97248092763253,3978
3978,Blue,Swinging,Swinging,Sunglasses,None,Long Sleeves,Grey Sweatshirt,Blue Sweatpants,Bleached Sand Sneakers,None,None,None,None,None,None,Scarf Bandana,None,None,None,None,16.63226755769313,3979
3979,Pink,Swinging,Book,None,Knitted Bobble Hat,Long Sleeves,Dark Blue / White V-Neck Sweater Vest and Shirt,Green Sweatpants,Red Shoes,Pipe,None,None,None,None,None,None,None,None,None,None,29.651203208883352,3980
3980,Blue,Swinging,Boombox,White Nerd Glasses,None,Long Sleeves,Grey / White V-Neck Sweater and Shirt,Tan Pants,Blue Shoes,Cigar,None,None,Black Belted Coat,None,None,None,None,None,None,None,31.732327855290087,3981
3981,Blue,Bomb,Swinging,White Glasses,Visor,Long Sleeves,Light Blue / Pink Tucked Shirt,Green Sweatpants,Rocket Pop Sneakers,Bing Bong Stick,None,None,None,None,None,None,None,None,None,None,25.56784273787664,3982
3982,Purple,Skateboard,Swinging,None,Dark Blue Beanie,Long Sleeves,Pink / Blue Hoodie Jacket with Hood Down,Blue Pants,Yellow Boots,Bandana,None,None,None,None,None,None,None,None,None,None,28.530044446223503,3983
3983,Blue,Swinging,Tennis Racket,Googly Eyes,Tan Bucket Hat,Long Sleeves,Tan / Green / White Puffer Vest,Pink Skirt,Light Blue Slippers,None,None,None,None,None,None,None,None,Earphones,None,None,31.11136710402646,3984
3984,Blue,Baseball Bat,Swinging,None,White / Light Blue Headband,Long Sleeves,Grey Hoodie with Hood Down,Red Tracksuit Pants,Brown Boots,Bubblegum,None,None,None,None,None,None,None,None,None,None,24.330588670263158,3985
3985,Blue,Fishing Pole,Swinging,White Nerd Glasses,White Baseball Cap,Long Sleeves,Pink Hoodie with Hood Down,Red Sweatpants,Blue Shoes,Cigar,None,None,None,None,None,None,None,None,None,None,24.901627177847526,3986
3986,Pink,Shovel,Boxing Glove,Nerd Ghost Glasses,Light Blue Beanie,Long Sleeves with Stripes,Blue / Yellow Tracksuit Jacket,Tan Pants,Tan Boots,Cigar,None,None,None,None,None,None,None,None,None,None,50.68957246204402,3987
3987,Blue,Spray Can,Swinging,Nose Glasses with Black Hair,White Headband,Long Sleeves,Green Turtleneck,Green Tracksuit Pants,Green Boots,None,Duffel Bag,None,None,None,None,None,None,None,None,None,30.70993833301536,3988
3988,Blue,Swinging,Coffee,Black Nerd Glasses,Tan Bucket Hat,Long Sleeves,Grey Zipper Hoodie with Hood Up,Green Pants,Light Blue Slippers,None,None,None,None,None,None,None,None,None,None,None,16.23115387561401,3989
3989,Yellow,Fishing Pole,Book,Sunglasses,Blue 5 Panel Cap,Long Sleeves,Pink Zipper Hoodie with Hood Down,Charcoal Pants,Bleached Sand Sneakers,None,None,None,None,None,None,None,None,Headset,None,None,42.245144137417526,3990
3990,Green,Scientist,Dog,None,Pink Pointy Beanie,Long Sleeves,Indigo Turtleneck,Charcoal Pants,Cream Slippers,None,None,None,None,None,None,None,White Suspenders,None,None,None,42.340104506378786,3991
3991,Green,Swinging,Swinging,White Glasses,None,Long Sleeves,Green / White / Blue Tracksuit Jacket,Purple Sweatpants,Summer Day Sneakers,None,None,None,None,None,None,None,None,None,None,None,9.787800975970963,3992
3992,Blue,Swinging,Coffee,Black Glasses,None,Long Sleeves,Dark Blue / White Sweater Vest and Shirt,Green Shorts,Green Boots,None,None,None,Pink Morning Robe,None,None,None,None,None,Dizzy,None,39.22305064560205,3993
3993,Pink,Swinging,Boxing Glove,None,Detective Hat,Long Sleeves,Grey Zipper Hoodie with Hood Down,Red Sweatpants,Ocean Blue Sneakers,None,None,None,None,None,None,None,None,Earrings,None,None,33.71344778265345,3994
3994,Purple,Boxing Glove,Tennis Racket,None,None,Long Sleeves,Blue Turtleneck,White Sweatpants,Rocket Pop Sneakers,None,None,None,None,None,Yellow Fannypack,None,None,Bing Bong Stick,None,None,46.428230248073824,3995
3995,Orange,Swinging,Swinging,None,None,Long Sleeves,Black Zipper Hoodie with Hood Down,Red Tracksuit Pants,Brown Boots,Bing Bong Stick,None,None,None,None,None,None,None,None,None,None,16.704016810662694,3996
3996,Blue,Swinging,Pocket,None,None,Long Sleeves,Blue Hoodie with Hood Up,Green Sweatpants,Rocket Pop Sneakers,None,None,None,None,Gum,None,None,None,None,None,None,21.147366791387288,3997
3997,Purple,Fishing Pole,Swinging,Eye Patch,None,Long Sleeves,Blue Zipper Hoodie with Hood Up,Green Pants,Green Shoes,Cigar,Grey Backpack,None,None,None,None,None,None,None,None,None,37.58219857681075,3998
3998,Purple,Stick Bag,Swinging,Sunglasses,Red Headband,Short Sleeves,Black T-Shirt,Tan Skirt,Black Shoes,None,None,None,None,None,Green Fannypack,None,None,None,None,None,46.91895923998203,3999
3999,Yellow,Scientist,Swinging,None,Blue Bucket Hat,Long Sleeves,Light Blue / Pink Tucked Shirt,Tan Shorts,Blue Shoes,Bing Bong Stick,None,None,None,None,None,None,None,None,None,None,28.922683057870056,4000
4000,Blue,Bomb,Magic Wand,Black Glasses,Blue 5 Panel Cap,Long Sleeves,Grey Sweatshirt,Green Pants,Light Blue Slippers,None,None,None,None,None,None,None,None,None,None,None,23.830985512415673,4001
4001,Pink,Swinging,Swinging,None,None,Long Sleeves,Yelow / Blue Hoodie Jacket with Hood Up,Green Tracksuit Pants,Green Shoes,None,None,None,None,Gum,None,None,None,None,None,None,20.267073860228635,4002
4002,Orange,Spray Can,Swinging,Black Nerd Glasses,Blue 5 Panel Cap,Short Sleeves,Grey Tucked Shirt,Grey Sweatpants,Green Shoes,None,None,None,None,None,None,None,None,None,None,None,32.76190825196194,4003
4003,Yellow,Duffel Bag,Swinging,Black Glasses,None,Long Sleeves,Green / White V-Neck Sweater Vest and Shirt,Tan Pants,Red Shoes,None,None,None,Pink Morning Robe,None,None,Scarf Bandana,None,None,None,None,42.69050424926727,4004
4004,Blue,Swinging,Laptop,White Glasses,Tan Bucket Hat,Long Sleeves,Blue / Yellow Tracksuit Jacket,Grey Sweatpants,Blue Shoes,None,Tote,None,None,None,None,None,None,Pencil,None,None,41.007753213661054,4005
4005,Orange,Duffel Bag,Swinging,None,Blue Bucket Hat,Long Sleeves,Pink Hoodie with Hood Up,Charcoal Pants,Ice Grey Sneakers,None,None,None,None,None,None,None,None,None,None,None,20.15765095722056,4006
4006,Orange,Bomb,Swinging,Sunglasses,None,Long Sleeves,Naked,Naked,Blue Shoes,None,None,None,Pink Morning Robe,None,None,None,None,None,None,None,30.05221637990282,4007
4007,Blue,Duffel Bag,Swinging,Brown Glasses,None,Long Sleeves,White Loose Shirt,Pink Skirt,Dark Blue Slippers,None,None,None,None,None,None,None,None,None,None,None,10.811304150945817,4008
4008,Blue,Swinging,Book,Black Nerd Glasses,None,Long Sleeves,Blue / White Sweater and Shirt,Lavender Pants,Summer Day Sneakers,Toothpick,None,None,None,None,None,Scarf,None,Earrings,None,None,43.49627219076645,4009
4009,Orange,Duffel Bag,Swinging,None,White Headband,Long Sleeves with Stripes,Red Tracksuit Jacket,Green Sweatpants,White Shoes,Bing Bong Stick,Grey Backpack,None,None,None,None,None,None,None,None,None,52.48779495387773,4010
4010,Green,Skateboard,Swinging,Sunglasses,None,Long Sleeves,Cream Sweatshirt,Lavender Pants,Rocket Pop Sneakers,None,None,None,None,None,None,None,None,None,None,None,15.624260989381494,4011
4011,Purple,Stick Bag,Pocket,White Nerd Glasses,None,Long Sleeves,Blue Tucked Shirt,Green Pants,Green Shoes,None,None,None,None,None,None,None,None,Pencil,None,None,34.03443072628471,4012
4012,Blue,Swinging,Swinging,None,Blue Beanie,Long Sleeves,Dark Blue / White Sweater and Shirt,Lavender Pants,White Shoes,None,None,None,None,None,None,None,None,Bing Bong Stick,None,None,18.03941606370939,4013
4013,Orange,Swinging,Swinging,White Nerd Glasses,None,Long Sleeves,Blue Hoodie with Hood Down,Green Pants,Frog Slippers,None,None,None,None,None,None,None,None,Headset,None,None,21.837575972036856,4014
4014,Blue,Paint Roller,Swinging,Eye Patch,White Headband,Long Sleeves,Blue / White Sweater and Shirt,Green Tracksuit Pants,Green Shoes,None,None,None,None,None,None,None,None,None,None,None,17.04341083322822,4015
4015,Purple,Swinging,Cat,Sunglasses,None,Short Sleeves,Green / White V-Neck Sweater Vest and Shirt,Red Sweatpants,Red Shoes,None,None,None,None,None,None,None,None,None,None,None,27.49478431351563,4016
4016,Orange,Stick Bag,Boxing Glove,White Nerd Glasses,White Baseball Cap,Long Sleeves,Yellow Turtleneck,Blue Pants,Maroon Shoes,None,None,None,Red Coat,None,None,None,None,None,None,None,42.438256280016816,4017
4017,Blue,Swinging,Swinging,Nerd Ghost Glasses,Big Hat,Long Sleeves,Purple Hoodie with Hood Down,Pink Shorts,Ice Grey Sneakers,Bandana,None,None,None,Gum,Cream Fannypack,None,None,None,None,None,46.23477584850563,4018
4018,Yellow,Baseball Bat,Coffee,Brown Glasses,None,Long Sleeves,Blue Zipper Hoodie with Hood Down,Green Sweatpants,Light Blue Slippers,Bandana,None,None,None,None,None,None,None,None,None,None,32.53292280712892,4019
4019,Pink,Axe,Pocket,None,Blue Beanie,Long Sleeves,White Loose Shirt with Pens,Green Pants,Brown Boots,Straw,None,None,None,None,None,None,None,None,None,None,35.83698878259414,4020
4020,Blue,Swinging,Basketball,Rainbow Glasses,Blue Beanie,Long Sleeves,Blue Hoodie with Hood Down,Lavender Pants,Light Blue Slippers,Cigar,None,None,None,None,None,None,None,None,None,None,26.242950286000564,4021
4021,Blue,Swinging,Swinging,Brown Glasses,None,Short Sleeves,Black T-Shirt,White Tracksuit Pants,Green Boots,None,Tote,None,None,None,None,None,None,None,None,None,27.18500051007417,4022
4022,Orange,Swinging,Laptop,None,White Headband,Short Sleeves,White Loose Shirt with Pens,Blue Pants,Forest Moss Sneakers,Bandana,None,None,None,None,None,None,None,None,None,None,39.18513898761153,4023
4023,Orange,Swinging,Diamond Hand,White Nerd Glasses,Light Blue Beanie,Long Sleeves,Blue / White Sweater Vest and Shirt,Red Sweatpants,Dark Blue Slippers,None,None,None,None,Gum,None,None,None,None,None,None,36.496850081059144,4024
4024,Green,Swinging,Swinging,Googly Eyes,None,Long Sleeves,Purple Zipper Hoodie with Hood Down,Light Blue Shorts,Ice Grey Sneakers,None,None,None,None,None,None,None,None,None,None,None,10.698167423710931,4025
4025,Pink,Juice,Tennis Racket,Sunglasses,Cowboy Hat,Short Sleeves,White Loose Shirt,Tan Skirt,Bleached Sand Sneakers,None,None,None,None,None,Green Fannypack,None,None,Pencil,None,None,66.00224682107218,4026
4026,Green,Swinging,Flashlight,White Nerd Glasses,None,Long Sleeves,Grey Tucked Shirt,Green Tracksuit Pants,Black Shoes,None,Yellow Chest Bag,None,None,None,None,Scarf Bandana,None,None,None,None,43.06529573213667,4027
4027,Blue,Swinging,Boxing Glove,Radioactive Glasses,Light Blue Beanie,Long Sleeves,Black Turtleneck,Blue Pants,Red Shoes,None,None,None,None,None,None,None,White Suspenders,None,None,None,32.003280214636895,4028
4028,Blue,Swinging,Swinging,Sunglasses,White Headband,Short Sleeves,Blue / Green / Pink Puffer Vest,Pink Shorts,Maroon Shoes,None,None,None,None,None,None,None,None,Headset,None,None,32.27077608353356,4029
4029,Blue,Duffel Bag,Cat,None,White Headband,Long Sleeves,Green / White / Blue Tracksuit Jacket,Green Pants,Brown Boots,None,None,None,Yellow Coat,None,None,None,None,None,None,None,34.331998304997704,4030
4030,Blue,Swinging,Swinging,Black Nerd Glasses,Tan Bucket Hat,Long Sleeves,Blue / Yellow Tracksuit Jacket,Purple Sweatpants,Summer Day Sneakers,Radioactive Pipe,None,None,None,None,None,None,None,None,None,None,19.04808257883726,4031
4031,Blue,Scientist,Boombox,White Glasses,None,Long Sleeves,White Loose Shirt with Pens,Light Blue Skirt,Blue Shoes,None,None,None,None,None,None,None,None,None,None,None,17.709383336595593,4032
4032,Blue,Swinging,Magic Wand,White Glasses,White Headband,Long Sleeves,Dark Blue / White Sweater Vest and Shirt,Green Pants,Bunny Slippers,Toothpick,None,None,None,None,None,None,None,None,None,None,25.353657003476847,4033
4033,Blue,Vibes,Vibes,Pointy Glasses,None,Long Sleeves,Grey Sweatshirt,White Shorts,Maroon Shoes,Bandana,None,None,None,None,None,None,None,None,None,None,27.613965091396086,4034
4034,Blue,Money Bag,Swinging,Black Glasses,None,Long Sleeves,Blue Turtleneck,Light Blue Shorts,Green Boots,None,None,None,None,None,None,None,None,None,None,None,10.968898308811458,4035
4035,Blue,Stick Bag,Laptop,Nerd Ghost Glasses,Tie,Long Sleeves,Yellow Turtleneck,Dark Blue Shorts,Green Boots,Radioactive Pipe,None,None,None,None,Cream Fannypack,None,None,None,None,None,47.873774090342344,4036
4036,Blue,Umbrella,Swinging,Sunglasses,Blue Bucket Hat,Long Sleeves,Grey / White V-Neck Sweater Vest and Shirt,White Sweatpants,Forest Moss Sneakers,Toothpick,None,None,None,None,None,None,None,Bing Bong Stick,None,None,37.43372321301279,4037
4037,Blue,Skateboard,Swinging,Brown Glasses,None,Short Sleeves,Light Blue / Pink Tucked Shirt,Charcoal Pants,Red Shoes,Pipe,None,None,None,None,None,None,None,None,None,None,30.126803262723183,4038
4038,Green,Stick Bag,Coffee,White Nerd Glasses,None,Long Sleeves,Grey / White V-Neck Sweater Vest and Shirt,Green Pants,Rocket Pop Sneakers,None,None,None,White Coat,None,None,None,None,Pencil,None,None,48.075325806830826,4039
4039,Purple,Umbrella,Crocodile,Eye Patch,None,Long Sleeves,Pink Zipper Hoodie with Hood Up,Charcoal Pants,Maroon Shoes,None,Brown Backpack,None,None,None,Yellow Fannypack,None,None,None,None,None,50.5700180307884,4040
4040,Pink,Swinging,Cat,Swirly Glasses,None,Long Sleeves,White Loose Shirt,Blue Pants,Ice Grey Sneakers,Toothpick,None,None,None,None,None,Scarf,None,Earphones,None,None,51.60764853927068,4041
4041,Blue,Axe,Swinging,White Nerd Glasses,None,Long Sleeves,Blue / White Sweater and Shirt,Blue Sweatpants,Rocket Pop Sneakers,None,None,None,None,None,None,None,None,None,None,None,9.769971772346908,4042
4042,Purple,Swinging,Swinging,None,Cream Beanie,Long Sleeves,Blue Zipper Hoodie with Hood Down,Tan Shorts,Ice Grey Sneakers,Straw,None,None,None,None,None,None,None,None,None,None,22.92068164409729,4043
4043,Blue,Swinging,Basketball,Black Glasses,White / Blue Baseball Cap,Long Sleeves,Dark Blue / White V-Neck Sweater Vest and Shirt,Light Blue Skirt,Bleached Sand Sneakers,Straw,None,None,Yellow Coat,None,None,Scarf Bandana,None,None,None,None,53.36177536615254,4044
4044,Pink,Swinging,Swinging,Cool Glasses,None,Long Sleeves,Pink Zipper Hoodie with Hood Up,Blue Pants,Blue Shoes,Cigar,None,None,None,None,None,None,None,None,None,None,18.470786708355014,4045
4045,Green,Swinging,Laptop,Black Nerd Glasses,Tan Bucket Hat,Long Sleeves,Blue Hoodie with Hood Down,Dark Blue Shorts,Tan Boots,Bandana,Tote,None,None,None,None,None,None,None,None,None,43.91308349377109,4046
4046,Blue,Boxing Glove,Swinging,Pointy Glasses,None,Long Sleeves,Light Blue / Dark Blue Hoodie Jacket with Hood Up,Charcoal Pants,Summer Day Sneakers,None,Tote,Bandage,None,None,Yellow Fannypack,None,None,None,None,None,50.27810475573112,4047
4047,Blue,Swinging,Book,Black Glasses,None,Long Sleeves,Dark Blue / Light Blue Puffer Jacket,Blue Sweatpants,Brown Boots,None,None,None,None,None,None,None,None,None,None,None,10.757593159507389,4048
4048,Blue,Swinging,Swinging,Cool Glasses,Turquoise 5 Panel Cap,Long Sleeves,Dark Blue / White V-Neck Sweater and Shirt,White Sweatpants,Ice Grey Sneakers,None,None,None,None,None,None,None,None,Pencil,None,None,22.596360736790082,4049
4049,Blue,Swinging,Swinging,Sunglasses,None,Long Sleeves,Blue Turtleneck,Green Sweatpants,Rocket Pop Sneakers,None,Duffel Bag,None,None,None,None,None,None,None,None,None,16.067071856464647,4050
4050,Blue,Swinging,Swinging,None,Knitted Bobble Hat,Long Sleeves,Yellow / Blue Hoodie Jacket with Hood Down,White Tracksuit Pants,Summer Night Sneakers,None,None,None,None,None,None,None,None,None,None,None,7.797871772065511,4051
4051,Orange,Swinging,Swinging,Black Glasses,None,Long Sleeves,Orange Puffer Jacket,Charcoal Pants,Forest Moss Sneakers,None,None,None,None,Gum,None,None,None,None,None,None,23.393037178118803,4052
4052,Pink,Scientist,Swinging,None,Red Headband,Long Sleeves,Blue / White Sweater Vest and Shirt,Tan Pants,Forest Moss Sneakers,Bubblegum,None,None,None,None,None,Scarf,None,Headphones with Music,None,None,55.663135156806035,4053
4053,Blue,Swinging,Swinging,Nerd Ghost Glasses,White Headband,Short Sleeves,Light Blue / Pink Tucked Shirt,Red Sweatpants,Light Blue Slippers,None,None,None,None,None,None,None,None,Headphones with Music,None,None,33.32365584585044,4054
4054,Purple,Swinging,Swinging,Brown Glasses,Blue Bucket Hat,Long Sleeves,Blue / White Sweater and Shirt,White Tracksuit Pants,Ice Grey Sneakers,None,Duffel Bag,None,None,Gum,None,None,None,None,None,None,42.51222399637472,4055
4055,Yellow,Swinging,Tennis Racket,None,Turquoise 5 Panel Cap,Long Sleeves,Blue Hoodie with Hood Up,Purple Sweatpants,Bubblegum Blue Sneakers,None,None,None,None,None,None,None,None,None,None,None,20.94875377161405,4056
4056,Blue,Paint Roller,Swinging,Black Nerd Glasses,Visor,Long Sleeves,Dark Blue / White Sweater Vest and Shirt,Green Sweatpants,Frog Slippers,Bandana,None,None,None,Gum,None,None,None,None,None,None,39.036350516263134,4057
4057,Blue,Bomb,Swinging,None,Green Pointy Beanie,Long Sleeves,Blue Tracksuit Jacket,Tan Pants,Green Shoes,None,None,None,None,None,None,None,None,None,None,None,13.07819541392391,4058
4058,Pink,Bomb,Tennis Racket,Black Nerd Glasses,Propeller Cap,Long Sleeves,Green / White V-Neck Sweater Vest and Shirt,Lavender Pants,White Shoes,Pipe,None,None,None,None,None,None,None,None,None,None,38.001993581580564,4059
4059,Yellow,Swinging,Swinging,Sunglasses,None,Long Sleeves,Pink Zipper Hoodie with Hood Down,Lavender Pants,Red Shoes,Bandana,None,None,None,None,None,None,None,Bing Bong Stick,None,None,29.81131120767497,4060
4060,Blue,Stick Bag,Swinging,Swirly Glasses,White / Blue Baseball Cap,Long Sleeves,Indigo Turtleneck,Green Pants,Green Boots,Bing Bong Stick,None,None,None,None,None,None,White Suspenders,None,None,None,40.16627505095464,4061
4061,Blue,Swinging,Swinging,Radioactive Glasses,None,Long Sleeves,Naked,Naked,White Shoes,None,None,None,Grey Belted Coat,None,None,None,None,None,None,None,18.11644530960665,4062
4062,Yellow,Axe,Coffee,Black Nerd Glasses,None,Long Sleeves,Purple Hoodie with Hood Down,Light Blue Shorts,Blue Shoes,None,None,None,None,None,None,None,None,Headset,None,None,35.155571034736724,4063
4063,Blue,Fishing Pole,Tennis Racket,Black Nerd Glasses,None,Long Sleeves,Grey Tucked Shirt,Dark Blue Skirt,Blue Shoes,Cigar,None,None,None,Gum,None,Scarf,None,None,None,None,52.83832453746127,4064
4064,Blue,Swinging,Swinging,White Glasses,None,Long Sleeves,Grey / White V-Neck Sweater Vest and Shirt,Charcoal Pants,Summer Night Sneakers,Straw,None,None,None,None,None,None,None,Bing Bong Stick,None,None,24.820832963190938,4065
4065,Blue,Baseball Bat,Swinging,Black Glasses,None,Long Sleeves,Grey Hoodie with Hood Down,Blue Sweatpants,Bubblegum Blue Sneakers,Toothpick,None,None,None,None,None,None,None,None,None,None,18.688021625004353,4066
4066,Yellow,Baseball Bat,Metal Detector,None,White Headband,Long Sleeves,Blue Hoodie with Hood Down,Light Blue Shorts,Light Blue Slippers,Bandana,None,None,None,None,None,None,None,None,None,None,36.089783833870925,4067
4067,Pink,Swinging,Book,Googly Eyes,White / Light Blue Headband,Long Sleeves,Blue / Yellow Tracksuit Jacket,Tan Pants,Dark Blue Slippers,None,None,None,None,None,None,None,None,None,None,None,23.26583984551024,4068
4068,Blue,Juice,Swinging,None,None,Long Sleeves,Blue Zipper Hoodie with Hood Up,Blue Sweatpants,Summer Night Sneakers,None,None,None,None,None,None,None,None,None,None,None,7.759145119104546,4069
4069,Blue,Juice,Boombox,None,Green Pointy Beanie,Long Sleeves,Indigo Turtleneck,White Tracksuit Pants,Rocket Pop Sneakers,None,None,None,None,None,None,None,None,None,None,None,21.725193842588357,4070
4070,Blue,Juice,Swinging,White Nerd Glasses,None,Long Sleeves,Blue Zipper Hoodie with Hood Down,Green Shorts,Green Boots,None,None,None,None,None,None,None,None,None,None,None,10.403579263658287,4071
4071,Pink,Swinging,Metal Detector,Cool Glasses,None,Long Sleeves,Blue Hoodie with Hood Down,Green Shorts,Red Shoes,Toothpick,None,None,None,None,None,None,None,None,None,None,26.912068510096915,4072
4072,Yellow,Stick Bag,Basketball,None,Turquoise 5 Panel Cap,Long Sleeves,Cream Sweatshirt,Tan Skirt,Bleached Sand Sneakers,None,None,None,None,None,None,Scarf Bandana,None,Earrings,None,None,53.284710227946206,4073
4073,Pink,Swinging,Basketball,None,None,Long Sleeves,Grey Hoodie with Hood Up,Tan Pants,Summer Day Sneakers,None,None,None,None,None,Yellow Fannypack,None,None,None,None,None,27.158493716224825,4074
4074,Blue,Swinging,Crocodile,Pointy Glasses,Blue Beanie,Long Sleeves,Pink Zipper Hoodie with Hood Down,Blue Pants,Bubblegum Blue Sneakers,Bandana,None,None,None,None,None,None,None,None,None,None,26.269695283946998,4075
4075,Blue,Swinging,Swinging,Eye Patch,None,Long Sleeves,Purple Hoodie with Hood Down,Pink Shorts,Light Blue Slippers,None,None,None,None,None,None,None,None,None,None,None,4.272266603975349,4076
4076,Green,Duffel Bag,Metal Detector,Pointy Glasses,Green Pointy Beanie,Long Sleeves,Green / White V-Neck Sweater Vest and Shirt,Red Sweatpants,Tan Boots,Toothpick,None,None,None,None,None,None,None,None,None,None,39.53659008727308,4077
4077,Blue,Swinging,Flashlight,Black Nerd Glasses,None,Long Sleeves,Black Turtleneck,Lavender Pants,Light Blue Slippers,None,None,None,None,None,None,None,None,None,None,None,10.049515380578745,4078
4078,Blue,Umbrella,Swinging,Black Nerd Glasses,None,Long Sleeves,Blue Sweatshirt,Green Sweatpants,Maroon Shoes,None,None,None,None,None,None,Scarf,None,None,None,None,23.208771841164108,4079
4079,Blue,Baseball Bat,Pocket,Black Glasses,None,Long Sleeves,Pink Zipper Hoodie with Hood Up,Lavender Pants,Green Shoes,Bing Bong Stick,None,None,None,None,None,None,None,None,None,None,25.13625533656375,4080
4080,Blue,Skateboard,Tennis Racket,None,None,Long Sleeves,Dark Blue / White V-Neck Sweater and Shirt,Red Tracksuit Pants,Blue Shoes,Bubblegum,Brown Backpack,None,None,None,None,None,None,None,None,None,36.94590102591169,4081
4081,Blue,Scientist,Swinging,None,Red Headband,Long Sleeves,Black Turtleneck,White Sweatpants,Green Shoes,Bandana,None,None,None,None,None,None,None,None,None,None,22.388260777794912,4082
