,Eyes,Mouth,Clothes,Fur,Background,Earring,Hat,Rarity score,Token Id
2875,Bored,Bored Unshaven,Stunt Jacket,Cheetah,Yellow,Silver Stud,None,61.53885037689485,2875
2876,Bloodshot,Bored Unshaven,Service,Tan,New Punk Blue,None,None,26.265165031389596,2876
2877,Zombie,Rage,None,Tan,Gray,None,Fisherman's Hat,39.51041567064749,2877
2878,Cyborg,Bored Unshaven,None,Blue,Aquamarine,Silver Stud,None,60.448103086611184,2878
2879,Wide Eyed,Bored Unshaven,Bone Tee,Pink,Army Green,None,Beanie,39.11667508736673,2879
2880,Sleepy,Phoneme Oh,Bone Necklace,Zombie,Gray,Gold Stud,Short Mohawk,92.46152505854907,2880
2881,Hypnotized,Bored Cigarette,Leather Jacket,Gray,Yellow,None,Beanie,46.66218757965494,2881
2882,X Eyes,Small Grin,Hip Hop,Pink,Purple,None,Bunny Ears,52.16804939023311,2882
2883,Wide Eyed,Bored Unshaven Cigar,Stunt Jacket,Blue,Yellow,None,None,37.9032510111785,2883
2884,Bloodshot,Rage,Bone Necklace,Pink,Army Green,None,None,34.83725190524184,2884
2885,Bloodshot,Phoneme Oh,Pimp Coat,Blue,Gray,None,Cowboy Hat,48.701877630716275,2885
2886,Sad,Bored Pipe,Black T,Brown,New Punk Blue,Silver Hoop,Beanie,81.75393575553558,2886
2887,Wide Eyed,Bored,Prison Jumpsuit,Death Bot,New Punk Blue,None,Trippy Captain's Hat,39.981677469372364,2887
2888,Sunglasses,Bored,None,Gray,Orange,None,Girl's Hair Short,27.711148251251664,2888
2889,Zombie,Bored Cigarette,Black T,Dark Brown,Gray,None,Horns,42.57636894364436,2889
2890,Bored,Small Grin,Sleeveless T,Black,Blue,None,Seaman's Hat,36.10235915948745,2890
2891,Bored,Jovial,Bayc T Red,Death Bot,Gray,None,None,32.087508951917535,2891
2892,Sunglasses,Bored Unshaven,None,Blue,Orange,Silver Stud,Short Mohawk,71.3366651656241,2892
2893,Sad,Dumbfounded,Service,Gray,Yellow,None,None,35.430986497127314,2893
2894,Zombie,Bored,Vietnam Jacket,Brown,New Punk Blue,None,None,19.752327176226807,2894
2895,Sleepy,Phoneme Vuh,Tuxedo Tee,Brown,Blue,None,None,29.273207047340648,2895
2896,Wide Eyed,Rage,Vietnam Jacket,Pink,Blue,None,King's Crown,50.68988127672659,2896
2897,Closed,Grin Gold Grill,None,Gray,Purple,None,None,25.768299526691873,2897
2898,3d,Phoneme L,Sleeveless T,Brown,New Punk Blue,None,None,31.525955384981298,2898
2899,Sleepy,Grin,Toga,Cream,Army Green,None,Army Hat,44.42886328049539,2899
2900,Bored,Bored,Lab Coat,Golden Brown,Gray,None,Party Hat 1,29.202201175656494,2900
2901,Closed,Bored Cigarette,Puffy Vest,Tan,New Punk Blue,None,Horns,44.958167389982755,2901
2902,Sunglasses,Grin,Sailor Shirt,Cheetah,Orange,None,King's Crown,49.16658535244272,2902
2903,Wide Eyed,Grin,Black Holes T,Zombie,Yellow,None,Party Hat 1,48.734143871570154,2903
2904,Crazy,Dumbfounded,Toga,Brown,Blue,Silver Stud,Army Hat,83.2771690677737,2904
2905,Eyepatch,Bored Cigarette,Service,Brown,Army Green,None,None,30.13161854822652,2905
2906,Sleepy,Bored Unshaven,Hawaiian,Robot,Gray,None,Prussian Helmet,42.421517582622165,2906
2907,Bored,Bored Unshaven,Rainbow Suspenders,Dark Brown,Orange,None,S&m Hat,28.801931690198213,2907
2908,Crazy,Jovial,Navy Striped Tee,Black,Purple,None,None,31.68728012824164,2908
2909,Sleepy,Bored,None,Robot,Purple,None,None,12.916602253207607,2909
2910,Heart,Bored,None,Brown,Army Green,None,None,8.398126522591506,2910
2911,Zombie,Grin,Bayc T Black,Dark Brown,Blue,None,Horns,42.86038467765733,2911
2912,Robot,Bored,Puffy Vest,Cream,Aquamarine,Silver Stud,Bayc Flipped Brim,77.06816732868204,2912
2913,Crazy,Bored Unshaven,None,White,Gray,None,Army Hat,32.3843746357248,2913
2914,3d,Phoneme L,None,Black,Army Green,None,Fez,33.94643601123054,2914
2915,Bored,Jovial,Tuxedo Tee,Red,Yellow,None,None,28.81491591239137,2915
2916,Heart,Bored Cigarette,Bayc T Red,Gray,Army Green,Gold Hoop,Fisherman's Hat,90.07345009750762,2916
2917,Closed,Bored Unshaven Pipe,Sailor Shirt,Black,Army Green,Silver Hoop,Halo,83.72895260710102,2917
2918,Crazy,Small Grin,None,Noise,Blue,Gold Stud,Beanie,82.39937935461136,2918
2919,3d,Phoneme Vuh,Bandolier,Tan,Aquamarine,None,Cowboy Hat,48.366231000557505,2919
2920,Closed,Grin,Hip Hop,White,Purple,Diamond Stud,Seaman's Hat,89.48613853334628,2920
2921,Closed,Bored Bubblegum,None,Golden Brown,New Punk Blue,None,Prussian Helmet,37.87091828170209,2921
2922,Closed,Dumbfounded,None,Brown,Aquamarine,None,None,17.615758347108994,2922
2923,Sad,Discomfort,Leather Punk Jacket,Brown,Yellow,Silver Stud,Beanie,82.48327584245783,2923
2924,Bored,Bored Unshaven,Tie Dye,Zombie,Purple,None,Horns,35.29550301609788,2924
2925,Crazy,Bored Unshaven,Tanktop,Zombie,Yellow,None,Commie Hat,42.860415665193884,2925
2926,3d,Bored,Bayc T Black,Red,Aquamarine,None,None,24.219113916069894,2926
2927,Wide Eyed,Bored Unshaven Cigarette,Biker Vest,Gray,New Punk Blue,Gold Hoop,None,77.8362341345908,2927
2928,Bloodshot,Bored,Bone Tee,Zombie,New Punk Blue,None,Horns,36.0700896902069,2928
2929,Bloodshot,Phoneme  ooo,Leather Punk Jacket,Golden Brown,Gray,None,Seaman's Hat,45.82955988778774,2929
2930,Heart,Bored,None,White,Orange,None,Sushi Chef Headband,27.84021386138429,2930
2931,Closed,Small Grin,Striped Tee,Black,Orange,None,Beanie,40.330164359173196,2931
2932,Wide Eyed,Bored Cigarette,Biker Vest,White,Gray,None,S&m Hat,47.817555787379646,2932
2933,Sad,Rage,Vietnam Jacket,Cream,Aquamarine,Silver Hoop,Commie Hat,87.8854782473778,2933
2934,Sunglasses,Bored,None,Brown,Purple,Gold Stud,Short Mohawk,63.36550668123135,2934
2935,Bloodshot,Bored,Rainbow Suspenders,Black,Gray,Silver Stud,None,58.18249963647361,2935
2936,3d,Grin,None,Red,Orange,Gold Hoop,Bunny Ears,79.10122842643233,2936
2937,Bored,Bored,None,Tan,Purple,None,Stuntman Helmet,17.91905610207549,2937
2938,Zombie,Grin Diamond Grill,Sleeveless T,Cheetah,Gray,Silver Hoop,Fisherman's Hat,92.32598864129602,2938
2939,Holographic,Jovial,None,White,Blue,None,None,29.008626977096792,2939
2940,Eyepatch,Bored Unshaven Bubblegum,Lab Coat,Cheetah,New Punk Blue,None,Irish Boho,53.684870637268325,2940
2941,X Eyes,Bored Cigar,Bayc T Red,Dark Brown,Purple,None,Stuntman Helmet,47.88216186257008,2941
2942,Zombie,Bored,Navy Striped Tee,Noise,New Punk Blue,None,Horns,39.82032173255683,2942
2943,Angry,Grin,Rainbow Suspenders,Black,Blue,None,Bowler,43.30579681843637,2943
2944,Sleepy,Rage,Tie Dye,Blue,Blue,None,Sea Captain's Hat,48.57277974276551,2944
2945,Crazy,Rage,Kings Robe,Death Bot,Army Green,None,Commie Hat,53.3104682424574,2945
2946,Eyepatch,Bored Unshaven Bubblegum,Lab Coat,Golden Brown,Aquamarine,Gold Stud,Cowboy Hat,92.72613224978376,2946
2947,Sad,Bored,Bone Tee,Black,Gray,None,Cowboy Hat,31.732456350515708,2947
2948,Eyepatch,Bored Unshaven,Blue Dress,Robot,Yellow,None,Vietnam Era Helmet,45.00338880449814,2948
2949,Sad,Bored,Puffy Vest,Black,Yellow,None,Halo,31.216098374980533,2949
2950,Bored,Jovial,None,Brown,Gray,None,Faux Hawk,26.788093879078883,2950
2951,Closed,Rage,None,Pink,New Punk Blue,Silver Stud,Halo,77.41016276341794,2951
2952,Angry,Jovial,Tuxedo Tee,Death Bot,Orange,None,Halo,51.55482297695001,2952
2953,Bored,Bored Unshaven Cigarette,Bandolier,Dark Brown,New Punk Blue,None,Fisherman's Hat,35.360012907990225,2953
2954,Sleepy,Grin,Tuxedo Tee,Dark Brown,Aquamarine,None,Fisherman's Hat,39.11667960550177,2954
2955,Blindfold,Bored Unshaven Cigarette,None,Black,Purple,Silver Stud,Stuntman Helmet,75.24151296249062,2955
2956,Bloodshot,Bored,Sleeveless Logo T,White,Purple,Silver Hoop,Bowler,75.2028288461543,2956
2957,Hypnotized,Grin,Blue Dress,Death Bot,Aquamarine,None,S&m Hat,51.754941581701544,2957
2958,Bloodshot,Bored,None,Cheetah,Yellow,Silver Hoop,None,51.08259163665731,2958
2959,Bloodshot,Phoneme L,Tweed Suit,Robot,Purple,Silver Stud,None,76.69382173750023,2959
2960,Holographic,Phoneme Oh,None,Tan,Purple,None,Cowboy Hat,39.871919055730686,2960
2961,Bored,Bored,Stunt Jacket,Tan,Yellow,None,None,15.446843236402449,2961
2962,Zombie,Phoneme Oh,None,Cream,Aquamarine,None,Fisherman's Hat,39.013393293131216,2962
2963,Wide Eyed,Small Grin,Sleeveless T,Robot,Army Green,None,Bowler,50.857751068453524,2963
2964,X Eyes,Rage,Black T,Cream,New Punk Blue,Gold Hoop,Fisherman's Hat,91.82903533525824,2964
2965,3d,Bored Bubblegum,Sleeveless T,Dark Brown,Aquamarine,Diamond Stud,Girl's Hair Short,89.69917809221354,2965
2966,Bored,Bored Cigar,Sleeveless Logo T,Gray,Army Green,Silver Stud,None,70.66546679817975,2966
2967,Coins,Bored Unshaven Party horn,None,Dark Brown,Yellow,Gold Hoop,Vietnam Era Helmet,77.55225261066572,2967
2968,Wide Eyed,Bored Cigarette,Bayc T Black,Dark Brown,Purple,None,Party Hat 1,41.85991560189638,2968
2969,Robot,Grin Multicolored,None,Brown,Yellow,None,Sea Captain's Hat,34.940504005375004,2969
2970,Sleepy,Bored Unshaven,Blue Dress,Brown,Blue,None,None,22.31488539247871,2970
2971,Bored,Bored Unshaven Kazoo,Vietnam Jacket,Blue,Army Green,None,None,30.557751900777717,2971
2972,Hypnotized,Bored Cigar,Vietnam Jacket,Dark Brown,Gray,None,Cowboy Hat,46.99785163893271,2972
2973,Hypnotized,Bored Cigarette,None,Golden Brown,Blue,Gold Hoop,None,65.77946938530698,2973
2974,X Eyes,Bored,Lumberjack Shirt,Pink,New Punk Blue,None,Girl's Hair Short,39.38144301108725,2974
2975,Sleepy,Bored,None,White,New Punk Blue,None,Bayc Hat Red,26.239434154582113,2975
2976,Closed,Bored Unshaven,Black T,Red,Orange,Diamond Stud,Fisherman's Hat,82.85119839588447,2976
2977,Sleepy,Grin,Prison Jumpsuit,Gray,Blue,None,None,32.46187584048366,2977
2978,Bored,Bored,Biker Vest,Brown,Yellow,None,None,10.160250991794046,2978
2979,Closed,Bored,Caveman Pelt,White,Blue,None,Seaman's Hat,35.618265487090966,2979
2980,Sunglasses,Bored Unshaven Dagger,Sleeveless Logo T,Red,New Punk Blue,Silver Hoop,Army Hat,92.55190590677466,2980
2981,Heart,Grin,Bayc T Black,Black,Yellow,None,Girl's Hair Short,43.49298220150937,2981
2982,X Eyes,Bored Bubblegum,Caveman Pelt,Brown,New Punk Blue,None,None,34.46287081068126,2982
2983,Sad,Bored,Sailor Shirt,Red,Army Green,None,Stuntman Helmet,37.05766557081867,2983
2984,Heart,Bored Unshaven,Hawaiian,Zombie,Orange,None,None,30.099419449160802,2984
2985,Sad,Grin,Hip Hop,Brown,Gray,None,None,29.266751084906943,2985
2986,Bored,Bored,Kings Robe,Robot,Aquamarine,Cross,Party Hat 2,76.83579668548856,2986
2987,Holographic,Grin,Vietnam Jacket,Gray,Army Green,None,Sushi Chef Headband,49.753993739024324,2987
2988,Scumbag,Bored,Stunt Jacket,Pink,Blue,None,Prussian Helmet,39.736408462165166,2988
2989,Crazy,Bored Cigarette,Wool Turtleneck,Pink,Gray,Gold Hoop,None,77.38438024009523,2989
2990,Bored,Phoneme Oh,Striped Tee,Robot,New Punk Blue,Cross,Bunny Ears,87.40146913485431,2990
2991,Bored,Bored Cigarette,Caveman Pelt,Blue,Blue,Silver Stud,Bayc Flipped Brim,79.85639299705272,2991
2992,Sleepy,Bored Cigarette,Vietnam Jacket,Dark Brown,Aquamarine,None,None,26.872018123742425,2992
2993,Heart,Bored,None,Dark Brown,Yellow,None,Bayc Flipped Brim,21.327270778198574,2993
2994,Laser Eyes,Dumbfounded,None,Brown,Blue,Gold Hoop,Irish Boho,77.36503753363365,2994
2995,Wide Eyed,Bored,None,Tan,Aquamarine,None,None,12.05160310091835,2995
2996,Wide Eyed,Bored,Vietnam Jacket,Cheetah,Aquamarine,None,Laurel Wreath,38.296983847324334,2996
2997,Bored,Phoneme Vuh,None,Dark Brown,Gray,None,Laurel Wreath,27.07854168955322,2997
2998,Bored,Bored Unshaven,Prison Jumpsuit,Death Bot,Yellow,None,Army Hat,35.30838523941128,2998
2999,Closed,Bored,Sailor Shirt,Golden Brown,Aquamarine,None,Stuntman Helmet,33.920640581079596,2999
3000,3d,Grin,Black T,Tan,Blue,Silver Hoop,Fisherman's Hat,84.6583532027146,3000
3001,Sad,Bored Unshaven,Black T,Dark Brown,New Punk Blue,None,None,22.24384143369999,3001
3002,Angry,Dumbfounded,Hawaiian,Black,New Punk Blue,None,Bunny Ears,44.1900857422533,3002
3003,Bloodshot,Bored,Sleeveless Logo T,Cream,Orange,None,S&m Hat,34.31435340195454,3003
3004,Closed,Bored,None,Brown,Army Green,None,Short Mohawk,18.868023404427245,3004
3005,Closed,Phoneme Vuh,Leather Jacket,Pink,Yellow,Gold Stud,Bandana Blue,91.48694630294625,3005
3006,Bloodshot,Bored Unshaven Cigar,Bayc T Black,Robot,Blue,None,Horns,50.39943604638552,3006
3007,Closed,Bored Cigar,Lumberjack Shirt,Golden Brown,Army Green,None,Irish Boho,47.97249429242052,3007
3008,Crazy,Bored Unshaven,Tanktop,Pink,Army Green,Gold Hoop,Fez,83.64502836272409,3008
3009,Zombie,Grin Diamond Grill,Leather Jacket,Zombie,Yellow,Diamond Stud,Irish Boho,97.5990718598778,3009
3010,Coins,Dumbfounded,None,Dmt,Blue,None,Girl's Hair Short,40.3108358595659,3010
3011,Bloodshot,Grin,Rainbow Suspenders,Brown,Gray,None,Beanie,38.14845159104488,3011
3012,Coins,Phoneme Wah,Hawaiian,Black,Purple,None,Bayc Hat Black,45.50039439029795,3012
3013,Sleepy,Bored,Puffy Vest,Black,Aquamarine,None,Horns,30.49962825054406,3013
3014,Bloodshot,Bored,None,Dark Brown,New Punk Blue,Silver Hoop,Bayc Hat Red,59.09903220946609,3014
3015,Wide Eyed,Bored,Navy Striped Tee,White,Aquamarine,None,Short Mohawk,36.057202303904255,3015
3016,Bloodshot,Tongue Out,Bayc T Black,Tan,Aquamarine,None,None,34.28212718519391,3016
3017,Sleepy,Bored Unshaven Bubblegum,Tweed Suit,Cream,Blue,None,Girl's Hair Pink,50.231610795167256,3017
3018,Eyepatch,Bored Unshaven,None,Dark Brown,Army Green,None,King's Crown,27.62719302120108,3018
3019,Heart,Bored,Sleeveless T,Golden Brown,Purple,Gold Hoop,None,64.80483576235721,3019
3020,Sleepy,Bored Unshaven,None,Red,Orange,None,Fez,28.466314751992282,3020
3021,Bored,Phoneme Vuh,Sleeveless T,White,Yellow,None,Army Hat,41.62759014463899,3021
3022,Heart,Grin Diamond Grill,Guayabera,White,Yellow,None,Fisherman's Hat,51.593534848240495,3022
3023,Bored,Bored,Sleeveless T,Gray,Aquamarine,None,Stuntman Helmet,29.46681352830412,3023
3024,Bored,Bored Unshaven,Wool Turtleneck,Black,Gray,None,Stuntman Helmet,30.08650171602007,3024
3025,Blindfold,Discomfort,Sleeveless T,Golden Brown,Gray,None,Army Hat,50.06381330033617,3025
3026,Bored,Dumbfounded,Lumberjack Shirt,Dmt,New Punk Blue,None,Seaman's Hat,41.459772638406136,3026
3027,Wide Eyed,Small Grin,None,Cream,Blue,None,Stuntman Helmet,38.60027192575219,3027
3028,Wide Eyed,Discomfort,Prison Jumpsuit,Dark Brown,New Punk Blue,None,Halo,44.035133031934464,3028
3029,Wide Eyed,Grin,Sleeveless T,Brown,Yellow,None,Party Hat 1,41.53720412783541,3029
3030,Closed,Phoneme  ooo,Leather Jacket,Golden Brown,Aquamarine,None,Cowboy Hat,46.17164569224628,3030
3031,Sleepy,Bored,Tuxedo Tee,Black,Aquamarine,None,Army Hat,30.176894188243974,3031
3032,Zombie,Tongue Out,Blue Dress,Tan,Yellow,None,Fez,50.547905685173774,3032
3033,Sunglasses,Bored Cigarette,Navy Striped Tee,Cheetah,Blue,None,Fisherman's Hat,47.33344791099491,3033
3034,Crazy,Bored,Leather Jacket,Dark Brown,Blue,Silver Stud,Beanie,70.12969898170319,3034
3035,Bored,Rage,None,Black,Aquamarine,None,Bayc Flipped Brim,26.658946927325566,3035
3036,3d,Bored Unshaven,Tanktop,Blue,Aquamarine,Silver Hoop,Short Mohawk,80.78576971185278,3036
3037,Heart,Bored,None,Dark Brown,Yellow,None,Commie Hat,20.856083213941425,3037
3038,3d,Phoneme Oh,Bayc T Black,Dmt,Aquamarine,None,None,39.026372344740196,3038
3039,Holographic,Bored Unshaven,None,Dark Brown,New Punk Blue,Diamond Stud,None,58.70536715193776,3039
3040,Crazy,Small Grin,Guayabera,Brown,Blue,None,None,31.906727882613495,3040
3041,Crazy,Bored Unshaven,Toga,Dark Brown,Army Green,None,None,23.954329837748855,3041
3042,Crazy,Grin,Biker Vest,White,Purple,Silver Hoop,Laurel Wreath,88.62124524734229,3042
3043,Bored,Phoneme  ooo,Cowboy Shirt,Dark Brown,Blue,Diamond Stud,Fisherman's Hat,80.65673766580744,3043
3044,Sad,Phoneme  ooo,Tanktop,Tan,Yellow,Gold Hoop,Fez,90.07991767562817,3044
3045,Zombie,Dumbfounded,None,Dark Brown,Army Green,None,Fez,32.603841104625,3045
3046,Robot,Bored Unshaven Pizza,None,Golden Brown,Orange,None,Commie Hat,39.40713451897334,3046
3047,Bored,Bored,Bandolier,Black,Yellow,Gold Stud,Commie Hat,66.74758830920766,3047
3048,Bored,Phoneme  ooo,Sailor Shirt,Dark Brown,Army Green,Silver Hoop,Trippy Captain's Hat,77.13268496498658,3048
3049,Blindfold,Bored Cigarette,Bayc T Black,Gray,New Punk Blue,Silver Stud,King's Crown,89.89920374510298,3049
3050,3d,Bored Unshaven,Toga,Gray,Aquamarine,Gold Stud,Fez,83.43850866775804,3050
3051,Crazy,Bored,None,Cheetah,Yellow,Silver Hoop,None,53.91610390971617,3051
3052,Scumbag,Bored,Black T,Brown,Yellow,Gold Stud,None,61.69378049582196,3052
3053,Robot,Bored Unshaven,Biker Vest,Dark Brown,Purple,None,Bayc Flipped Brim,36.7542148193238,3053
3054,Wide Eyed,Dumbfounded,Bayc T Red,Pink,Blue,None,None,35.62472854793627,3054
3055,Crazy,Bored,Toga,Tan,Gray,Silver Hoop,Army Hat,76.75832646497034,3055
3056,Bored,Bored,Rainbow Suspenders,Zombie,Purple,None,None,17.76422863433397,3056
3057,Bored,Bored Pipe,Leather Jacket,Brown,New Punk Blue,None,Beanie,35.437488291784284,3057
3058,X Eyes,Discomfort,Hawaiian,Robot,Yellow,None,Fez,52.04541004656893,3058
3059,Bored,Grin,Stunt Jacket,Dark Brown,Orange,None,Short Mohawk,33.397736911363836,3059
3060,3d,Grin,Navy Striped Tee,Red,Gray,Silver Stud,Sushi Chef Headband,87.50469218989504,3060
3061,Sad,Bored,Bandolier,Pink,Purple,Silver Stud,None,63.7592149908497,3061
3062,Blue Beams,Bored,Prison Jumpsuit,Blue,Orange,None,None,26.768778292461747,3062
3063,Wide Eyed,Grin,Service,Golden Brown,Purple,None,None,32.229469044901485,3063
3064,Sad,Bored Unshaven Cigar,Sleeveless T,Dark Brown,Blue,None,Trippy Captain's Hat,46.255572523061716,3064
3065,Eyepatch,Bored,None,Black,Army Green,Gold Hoop,Sea Captain's Hat,64.64994824994942,3065
3066,Zombie,Bored,Striped Tee,Cheetah,Gray,None,Cowboy Hat,37.43849035881718,3066
3067,Blindfold,Bored,None,Red,Blue,None,Vietnam Era Helmet,28.150073447935785,3067
3068,Sad,Jovial,None,Blue,Army Green,None,None,25.81994784679784,3068
3069,Closed,Dumbfounded,Lumberjack Shirt,Black,Orange,None,Bayc Hat Black,42.369862158802455,3069
3070,Angry,Phoneme  ooo,Service,Zombie,Army Green,None,None,39.323237382976764,3070
3071,Blindfold,Bored,Work Vest,Black,Army Green,Silver Stud,Bunny Ears,74.4283519103217,3071
3072,Bored,Bored,Striped Tee,Solid Gold,Aquamarine,None,Beanie,28.62123970434764,3072
3073,Heart,Bored,Hawaiian,Dark Brown,Blue,Diamond Stud,Beanie,73.59569064863517,3073
3074,Closed,Bored Unshaven,Sleeveless T,Dark Brown,Orange,Gold Hoop,None,63.83019955612157,3074
3075,Closed,Bored,Leather Punk Jacket,Tan,New Punk Blue,None,Safari,35.80546636099458,3075
3076,Bored,Bored Unshaven,Puffy Vest,Dark Brown,Orange,None,Party Hat 1,28.95038325157407,3076
3077,Bored,Bored Unshaven,Lumberjack Shirt,Black,Yellow,None,Bayc Hat Black,29.07308714714871,3077
3078,3d,Jovial,Prison Jumpsuit,Black,Gray,Gold Hoop,None,74.93819906195156,3078
3079,Scumbag,Bored,Work Vest,Dark Brown,Blue,None,None,20.52043658693528,3079
3080,Scumbag,Phoneme  ooo,Wool Turtleneck,Cream,New Punk Blue,None,Fez,50.01864676233899,3080
3081,Coins,Bored,Prom Dress,Tan,Blue,Silver Hoop,None,63.80439831096216,3081
3082,Bored,Bored,Striped Tee,Brown,Purple,None,Faux Hawk,22.766768987525175,3082
3083,Crazy,Grin,Service,Pink,Purple,None,None,34.86945552057969,3083
3084,Coins,Dumbfounded,Puffy Vest,Cream,Purple,None,Sea Captain's Hat,46.99142084845389,3084
3085,Sad,Bored,Stunt Jacket,Brown,New Punk Blue,None,Bowler,31.351673527191647,3085
3086,Zombie,Discomfort,None,Cream,Yellow,None,Bayc Flipped Brim,39.826706040656056,3086
3087,Sad,Bored,Bayc T Red,Tan,Army Green,None,Halo,35.92809279625423,3087
3088,Closed,Grin,Black Holes T,Blue,Orange,None,Horns,45.69402088839523,3088
3089,Robot,Phoneme  ooo,Hawaiian,Death Bot,New Punk Blue,None,Cowboy Hat,52.10991283517744,3089
3090,Zombie,Bored,Service,White,Blue,None,None,26.49762799190864,3090
3091,Sunglasses,Bored Kazoo,Hawaiian,Gray,Yellow,None,Army Hat,51.25145937205323,3091
3092,Sad,Bored Unshaven Cigarette,Toga,Dark Brown,Gray,None,Cowboy Hat,42.95718533750426,3092
3093,Crazy,Grin,None,Cream,Blue,None,Army Hat,35.7859964891438,3093
3094,Robot,Bored Unshaven,Black Holes T,Cream,Yellow,None,S&m Hat,41.711456938096504,3094
3095,Sad,Small Grin,Work Vest,Brown,Purple,None,Seaman's Hat,42.79589738260214,3095
3096,Sunglasses,Bored,Prison Jumpsuit,Golden Brown,Aquamarine,None,S&m Hat,36.044285865200834,3096
3097,Eyepatch,Phoneme Oh,None,Black,Orange,None,Bayc Hat Black,35.73442692407673,3097
3098,Closed,Grin,Tuxedo Tee,Brown,Army Green,None,Prussian Helmet,40.80137322396729,3098
3099,Zombie,Small Grin,Smoking Jacket,Dark Brown,Army Green,None,None,32.72650498069202,3099
3100,Bored,Jovial,Sailor Shirt,Brown,Yellow,Silver Hoop,Laurel Wreath,76.448530138758,3100
3101,Robot,Phoneme Oh,Hawaiian,Dark Brown,Blue,None,Short Mohawk,44.79677551023638,3101
3102,Crazy,Phoneme Vuh,Prison Jumpsuit,Tan,Army Green,None,None,36.289503224603095,3102
3103,Cyborg,Bored Unshaven Pipe,Wool Turtleneck,Golden Brown,Aquamarine,None,Seaman's Hat,50.405903625365866,3103
3104,Wide Eyed,Bored Unshaven,Navy Striped Tee,Blue,Purple,None,None,27.440073480750005,3104
3105,Closed,Bored,Bandolier,Solid Gold,Yellow,None,Laurel Wreath,39.865508287831105,3105
3106,Heart,Bored,Bayc T Black,Dmt,Gray,Gold Hoop,Commie Hat,82.05731549654706,3106
3107,Bored,Grin Multicolored,Cowboy Shirt,Blue,New Punk Blue,None,None,30.951491836768174,3107
3108,Scumbag,Bored Unshaven Kazoo,Sailor Shirt,Cheetah,Purple,None,Stuntman Helmet,53.510574581365766,3108
3109,Bored,Phoneme Vuh,Bone Necklace,Pink,Gray,Silver Stud,None,69.29063534238658,3109
3110,Bored,Bored,Sleeveless Logo T,Dark Brown,Aquamarine,None,Beanie,21.921053784733378,3110
3111,Sad,Rage,Prison Jumpsuit,Blue,Orange,Diamond Stud,Commie Hat,92.97141674925459,3111
3112,Bored,Bored Unshaven,None,Dark Brown,Army Green,Silver Hoop,None,44.28582840731642,3112
3113,Crazy,Grin,None,Tan,Orange,None,None,22.98617412878587,3113
