,Eyes,Mouth,Clothes,Fur,Background,Earring,Hat,Rarity score,Token Id
4065,Wide Eyed,Bored,Hip Hop,Cheetah,New Punk Blue,None,None,25.03888972501325,4065
4066,Sleepy,Dumbfounded,Hip Hop,White,Orange,None,King's Crown,48.99879496003566,4066
4067,Bloodshot,Bored Dagger,Black T,Black,Blue,Diamond Stud,None,74.66072190737127,4067
4068,Bored,Phoneme L,None,Pink,Gray,Silver Stud,Bayc Hat Red,72.81471902902437,4068
4069,Heart,Bored,None,White,Orange,None,None,14.485122179161857,4069
4070,Bored,Bored Unshaven,None,Tan,Yellow,None,None,9.075792454829399,4070
4071,Heart,Bored,None,Zombie,Yellow,None,Girl's Hair Pink,28.918213201756526,4071
4072,Closed,Grin,Tweed Suit,Brown,Yellow,None,Commie Hat,40.0268207676844,4072
4073,Sad,Bored Unshaven,Leather Jacket,Gray,Purple,Silver Hoop,Beanie,78.6816866025778,4073
4074,3d,Bored Unshaven Cigarette,Navy Striped Tee,Brown,New Punk Blue,Silver Hoop,Girl's Hair Pink,83.24486667897345,4074
4075,Sunglasses,Grin Gold Grill,Sleeveless Logo T,Brown,Gray,None,Sea Captain's Hat,47.062415749878596,4075
4076,Cyborg,Bored Cigarette,Tuxedo Tee,Cheetah,New Punk Blue,Gold Hoop,Irish Boho,92.732618548308,4076
4077,Sunglasses,Bored Cigarette,Wool Turtleneck,Blue,Blue,None,Fez,47.191484584712065,4077
4078,Wide Eyed,Grin,Tanktop,Cheetah,Gray,None,Commie Hat,47.4109491186198,4078
4079,Bored,Bored Unshaven Cigarette,Black T,Gray,Army Green,None,Seaman's Hat,39.2264244600094,4079
4080,Crazy,Bored,None,Red,Gray,None,Beanie,25.400271102107734,4080
4081,Sad,Bored Cigarette,None,Golden Brown,Army Green,None,Bowler,34.15943877830037,4081
4082,Sleepy,Phoneme Oh,Smoking Jacket,Dark Brown,Purple,Gold Hoop,Prussian Helmet,85.85240682049641,4082
4083,Wide Eyed,Bored,Striped Tee,Black,Gray,None,None,18.293503695719572,4083
4084,Sleepy,Discomfort,Hawaiian,Brown,Yellow,Silver Stud,Baby's Bonnet,83.06417985711522,4084
4085,Sleepy,Bored,None,Zombie,New Punk Blue,Gold Hoop,Horns,68.34183975796998,4085
4086,Scumbag,Dumbfounded,Wool Turtleneck,Dark Brown,Blue,None,Halo,44.060976883039984,4086
4087,Scumbag,Bored Unshaven,Black Holes T,Robot,Yellow,Gold Stud,Baby's Bonnet,87.85323588934362,4087
4088,Laser Eyes,Grin Multicolored,Biker Vest,Brown,Orange,None,Fisherman's Hat,47.09467166217459,4088
4089,Hypnotized,Bored Unshaven,Bandolier,Brown,Purple,None,Fisherman's Hat,37.32228631344919,4089
4090,Robot,Bored Unshaven Pipe,Guayabera,Dmt,Purple,None,Cowboy Hat,52.79412575660643,4090
4091,Closed,Bored Party Horn,Lab Coat,Dark Brown,Yellow,None,Bowler,44.42890459773624,4091
4092,Sad,Bored Cigarette,Lumberjack Shirt,White,Purple,Silver Stud,Girl's Hair Short,87.8467502378231,4092
4093,Blindfold,Grin,Striped Tee,White,Purple,None,Seaman's Hat,46.63640246659781,4093
4094,Hypnotized,Phoneme  ooo,Caveman Pelt,Brown,Aquamarine,Gold Stud,None,76.00966368112537,4094
4095,Bloodshot,Bored Unshaven,Sleeveless T,Red,Aquamarine,None,Army Hat,38.98113996025197,4095
4096,Heart,Phoneme Vuh,Tanktop,Dmt,Yellow,Silver Stud,Prussian Helmet,92.5067045099663,4096
4097,Bored,Dumbfounded,Lumberjack Shirt,Brown,Yellow,None,None,21.824302189978717,4097
4098,Sleepy,Discomfort,None,Gray,New Punk Blue,Silver Stud,None,65.14693383208571,4098
4099,Crazy,Bored Unshaven,None,Golden Brown,Yellow,None,Baby's Bonnet,30.07357430605409,4099
4100,Eyepatch,Phoneme  ooo,None,Cheetah,Blue,Silver Stud,Bowler,80.92780662559966,4100
4101,Bored,Bored Unshaven,None,Noise,Orange,None,None,12.180666771042974,4101
4102,Angry,Bored,Prison Jumpsuit,Dark Brown,Army Green,None,None,18.92607345945862,4102
4103,Sad,Tongue Out,Tie Dye,Brown,Purple,None,Bayc Hat Black,44.77102267585719,4103
4104,Bored,Bored,Puffy Vest,Pink,Gray,Silver Stud,Commie Hat,69.2195900987717,4104
4105,Heart,Bored,Vietnam Jacket,Blue,Gray,None,None,25.277682111811178,4105
4106,Scumbag,Dumbfounded,Navy Striped Tee,Dark Brown,Gray,None,Bayc Flipped Brim,44.51926156615146,4106
4107,Scumbag,Bored Unshaven,None,Brown,Aquamarine,None,Bayc Hat Black,27.033358362562304,4107
4108,Bored,Bored Cigarette,Black Suit,Dark Brown,Orange,None,Bayc Hat Black,34.87586500794215,4108
4109,Sunglasses,Jovial,Vietnam Jacket,Brown,Yellow,None,None,31.893850180731054,4109
4110,Eyepatch,Bored Cigar,Hip Hop,Dark Brown,Orange,None,Irish Boho,47.05592880650018,4110
4111,Bored,Dumbfounded,None,Brown,Army Green,None,Fisherman's Hat,23.618745830670008,4111
4112,Crazy,Bored Unshaven,Bone Tee,Blue,Gray,None,Cowboy Hat,42.0858354476516,4112
4113,Bloodshot,Phoneme  ooo,Vietnam Jacket,Brown,New Punk Blue,Diamond Stud,None,73.19552638575438,4113
4114,Robot,Bored Party Horn,Bandolier,Golden Brown,Yellow,None,Fisherman's Hat,49.79914865947174,4114
4115,Holographic,Bored Unshaven,Navy Striped Tee,Brown,Orange,Silver Stud,Bunny Ears,77.76520050852568,4115
4116,Bloodshot,Phoneme Vuh,Hawaiian,Cream,Aquamarine,None,Party Hat 2,46.804172208767554,4116
4117,Bored,Bored,Biker Vest,Cream,Yellow,Silver Hoop,S&m Hat,67.58018824296808,4117
4118,Wide Eyed,Grin,Caveman Pelt,Cheetah,Gray,None,Beanie,46.10708287043557,4118
4119,Closed,Bored Unshaven Cigarette,Bone Tee,Brown,Purple,None,Irish Boho,41.68563632567301,4119
4120,Bored,Bored,Hawaiian,Dark Brown,Aquamarine,Gold Hoop,None,52.54120596630357,4120
4121,Closed,Phoneme Vuh,Tie Dye,Golden Brown,Purple,None,Bayc Flipped Brim,46.70094915387013,4121
4122,Bored,Phoneme Wah,Work Vest,Black,Orange,Silver Hoop,Seaman's Hat,76.65503950602599,4122
4123,Cyborg,Phoneme  ooo,None,Cream,New Punk Blue,None,Seaman's Hat,39.92352477332976,4123
4124,Bloodshot,Phoneme L,Smoking Jacket,Brown,Gray,None,Irish Boho,42.91847605021616,4124
4125,Heart,Bored,Smoking Jacket,Golden Brown,Gray,Silver Stud,Seaman's Hat,75.30609902198026,4125
4126,Wide Eyed,Tongue Out,Stunt Jacket,Gray,Gray,None,Bayc Hat Black,50.98680828860326,4126
4127,Sunglasses,Rage,Admirals Coat,Dmt,Yellow,None,S&m Hat,53.620292969624494,4127
4128,Sleepy,Bored Unshaven Cigar,Navy Striped Tee,Golden Brown,Army Green,None,None,33.99166452286781,4128
4129,Angry,Bored,Blue Dress,Golden Brown,Orange,Silver Stud,None,63.3590829994818,4129
4130,Sad,Bored Pizza,Sailor Shirt,Black,Orange,None,Seaman's Hat,44.63544236782189,4130
4131,Closed,Bored Unshaven,Striped Tee,Cheetah,Army Green,None,Bayc Flipped Brim,39.8202533039263,4131
4132,Angry,Phoneme Vuh,Black T,Cream,Gray,None,Bowler,48.76637267118677,4132
4133,Wide Eyed,Phoneme  ooo,Vietnam Jacket,Brown,Gray,None,Army Hat,44.28044722622415,4133
4134,Wide Eyed,Bored Pipe,Work Vest,Pink,Yellow,None,Fisherman's Hat,49.79270690088299,4134
4135,Crazy,Small Grin,None,Black,Orange,None,None,21.940482349517676,4135
4136,Sleepy,Bored,Prison Jumpsuit,Black,Aquamarine,Silver Hoop,Stuntman Helmet,70.69767946153837,4136
4137,Bloodshot,Dumbfounded,Caveman Pelt,Cheetah,Purple,Silver Hoop,None,73.5570039540285,4137
4138,Bored,Grin,Rainbow Suspenders,Black,Blue,None,None,22.159990781516015,4138
4139,Sunglasses,Bored,Sleeveless Logo T,Brown,Yellow,Diamond Stud,Short Mohawk,76.06134105119601,4139
4140,Blindfold,Tongue Out,Tie Dye,White,Purple,None,None,39.81385608899885,4140
4141,Closed,Dumbfounded,None,Dark Brown,Orange,Silver Stud,Fez,69.83277326598343,4141
4142,X Eyes,Bored Unshaven,Toga,Death Bot,Purple,None,None,32.30053430722647,4142
4143,Coins,Rage,None,Pink,Army Green,Silver Hoop,None,65.97956410279646,4143
4144,Sleepy,Bored Bubblegum,Service,White,Blue,None,None,37.535277461679556,4144
4145,Robot,Bored Unshaven,Sailor Shirt,Robot,Purple,Silver Hoop,None,70.1361349308722,4145
4146,Heart,Bored Cigarette,Sleeveless T,Pink,Orange,None,Army Hat,47.04300461793912,4146
4147,Bored,Bored Cigarette,Bone Necklace,Noise,Aquamarine,None,Bunny Ears,41.821230842998695,4147
4148,Coins,Bored Unshaven Pipe,None,Black,Gray,None,Beanie,34.0755493890088,4148
4149,Bored,Bored,Hawaiian,Black,Purple,None,Sushi Chef Headband,24.18035620840042,4149
4150,Wide Eyed,Phoneme Wah,None,White,Orange,None,None,27.09795669677976,4150
4151,Bored,Bored Unshaven Dagger,Biker Vest,Dark Brown,New Punk Blue,Gold Hoop,Party Hat 1,81.22472911776497,4151
4152,Crazy,Bored,Striped Tee,Gray,Gray,Diamond Stud,Sea Captain's Hat,80.43730540527551,4152
4153,Bloodshot,Bored Unshaven,Leather Punk Jacket,Brown,Purple,None,Laurel Wreath,35.10828600163723,4153
4154,Bored,Bored,None,Gray,Army Green,None,Bayc Hat Black,18.609770821457378,4154
4155,Bloodshot,Bored,None,Cheetah,Blue,None,None,11.709501158625498,4155
4156,3d,Bored,None,Golden Brown,Purple,None,None,11.309327210751308,4156
4157,Wide Eyed,Bored,Bayc T Black,Golden Brown,Purple,None,Vietnam Era Helmet,34.8179253384775,4157
4158,3d,Jovial,Biker Vest,Cheetah,Yellow,None,None,37.057672673529304,4158
4159,Bored,Bored,None,Cheetah,Army Green,None,None,6.100080587934893,4159
4160,Coins,Grin,Rainbow Suspenders,Cheetah,Aquamarine,Silver Hoop,None,74.92531360705887,4160
4161,Blindfold,Bored Unshaven,Striped Tee,Black,New Punk Blue,None,Safari,37.77415506208933,4161
4162,Eyepatch,Phoneme L,Tweed Suit,Golden Brown,Aquamarine,None,Stuntman Helmet,50.38651509112335,4162
4163,Bloodshot,Phoneme Oh,Vietnam Jacket,Golden Brown,Yellow,None,Short Mohawk,45.416476604780556,4163
4164,Eyepatch,Bored Unshaven,None,Golden Brown,Aquamarine,Silver Hoop,Safari,70.14259218115139,4164
4165,Closed,Dumbfounded,Tie Dye,Brown,Blue,Silver Stud,Bowler,81.90238990062723,4165
4166,Bored,Bored,Sailor Shirt,Pink,New Punk Blue,None,Army Hat,28.498639093635315,4166
4167,Coins,Bored Unshaven,None,White,Purple,Silver Hoop,Party Hat 2,71.98203517651933,4167
4168,3d,Bored Unshaven,None,Black,Purple,None,Beanie,23.883338816913355,4168
4169,Wide Eyed,Dumbfounded,Toga,Death Bot,Aquamarine,None,Bayc Flipped Brim,50.30906617056886,4169
4170,3d,Bored,Bayc T Black,Black,Purple,Silver Hoop,Girl's Hair Short,72.41455799027123,4170
4171,Crazy,Phoneme Wah,Smoking Jacket,Brown,Yellow,None,Short Mohawk,44.92591535612645,4171
4172,Angry,Bored Unshaven Cigarette,None,Golden Brown,Purple,None,Commie Hat,36.10233785264526,4172
4173,X Eyes,Bored Unshaven,Bone Tee,Red,Purple,Diamond Stud,Bunny Ears,87.38850880450883,4173
4174,Closed,Bored,Biker Vest,Blue,Army Green,Gold Hoop,Irish Boho,78.03630109726942,4174
4175,X Eyes,Bored Unshaven Cigarette,None,Brown,Gray,None,Bayc Hat Black,34.772663904024604,4175
4176,Closed,Jovial,Tweed Suit,Death Bot,Gray,None,Bowler,51.43219008612674,4176
4177,Bored,Bored Unshaven,Black Suit,Black,Aquamarine,Cross,Bayc Hat Red,75.35774476238286,4177
4178,Bored,Bored Unshaven,Guayabera,Zombie,Aquamarine,Silver Hoop,Horns,74.52512159037032,4178
4179,Angry,Bored Unshaven Kazoo,Sailor Shirt,Zombie,New Punk Blue,None,Army Hat,52.393906624945686,4179
4180,Bored,Bored Unshaven,Pimp Coat,Cream,Yellow,None,Beanie,31.50006118323086,4180
4181,Bored,Bored Unshaven,Blue Dress,Robot,Gray,Silver Hoop,Sea Captain's Hat,75.9321721576341,4181
4182,Sleepy,Small Grin,Navy Striped Tee,Black,Yellow,Silver Hoop,S&m Hat,82.35417537408722,4182
4183,Coins,Grin,Black T,Black,Purple,Silver Stud,Bandana Blue,82.53487317050391,4183
4184,Bored,Bored,Tweed Suit,Black,Orange,None,Beanie,22.68924389364136,4184
4185,3d,Bored Cigarette,None,Cream,Blue,Cross,Seaman's Hat,78.84304944124416,4185
4186,Bored,Discomfort,None,Golden Brown,Purple,None,Fisherman's Hat,29.047280092569565,4186
4187,Closed,Bored Unshaven Bubblegum,Navy Striped Tee,Dmt,Yellow,None,Faux Hawk,51.5032030579421,4187
4188,Bored,Bored Unshaven,Vietnam Jacket,Robot,Gray,None,None,22.863545113966165,4188
4189,Bored,Grin,Hawaiian,Dark Brown,Orange,Cross,Sea Captain's Hat,77.1778321418816,4189
4190,Bored,Phoneme Vuh,Lumberjack Shirt,Golden Brown,New Punk Blue,None,Bunny Ears,40.38829962638341,4190
4191,Closed,Bored,Pimp Coat,Tan,Blue,None,None,22.82488101662656,4191
4192,Bloodshot,Bored Unshaven,None,Golden Brown,Purple,Silver Stud,Bayc Flipped Brim,66.7346079668872,4192
4193,Bored,Bored,Smoking Jacket,Dark Brown,Aquamarine,None,Spinner Hat,23.986643210135544,4193
4194,Sleepy,Bored Pizza,None,Brown,Gray,Silver Stud,Beanie,71.75620182648939,4194
4195,Sunglasses,Bored Unshaven Cigarette,Smoking Jacket,Black,Gray,None,None,32.63612090117372,4195
4196,Bored,Bored,Rainbow Suspenders,Brown,Orange,Gold Hoop,Short Mohawk,65.84396765907637,4196
4197,Blindfold,Phoneme Oh,None,Brown,Orange,None,Bowler,35.05020818978878,4197
4198,Bloodshot,Dumbfounded,Sailor Shirt,Red,Purple,None,Fez,44.829120502260025,4198
4199,Bloodshot,Bored,Puffy Vest,Pink,Army Green,None,None,21.733996872091158,4199
4200,Sad,Bored Unshaven,Prison Jumpsuit,Cream,Aquamarine,None,Irish Boho,40.3947123364405,4200
4201,Bored,Bored,Lab Coat,Blue,Aquamarine,Silver Stud,Girl's Hair Pink,70.55567095046584,4201
4202,Bored,Bored Cigarette,Hip Hop,Dark Brown,New Punk Blue,None,None,21.495066333881464,4202
4203,Angry,Bored Unshaven Party horn,Black Holes T,Brown,Yellow,None,Bowler,45.99095113084808,4203
4204,Heart,Bored,None,Black,Purple,None,None,8.998402285793587,4204
4205,Closed,Bored,Bone Tee,Brown,Orange,None,None,16.854065524467398,4205
4206,Bloodshot,Jovial,Wool Turtleneck,Zombie,Orange,None,Trippy Captain's Hat,49.70233960949862,4206
4207,Holographic,Bored Bubblegum,Tanktop,Golden Brown,Army Green,Silver Hoop,Safari,91.36430695727584,4207
4208,Hypnotized,Grin,None,Golden Brown,Army Green,Gold Hoop,Fisherman's Hat,78.08789519746205,4208
4209,Sad,Tongue Out,Blue Dress,Brown,Blue,None,Short Mohawk,44.822647116582665,4209
4210,Blindfold,Bored Unshaven,Lumberjack Shirt,Black,Army Green,None,Army Hat,38.26465885781779,4210
4211,Robot,Bored Unshaven,Sailor Shirt,Black,New Punk Blue,Silver Hoop,Beanie,75.12533473952044,4211
4212,Bloodshot,Bored Unshaven Cigarette,None,Blue,Orange,None,None,22.805489898238367,4212
4213,Holographic,Phoneme Vuh,Black T,Cream,Army Green,Gold Stud,None,79.73380206445533,4213
4214,Holographic,Dumbfounded,Tanktop,Noise,Orange,None,Cowboy Hat,51.954998859100165,4214
4215,Eyepatch,Grin Diamond Grill,None,Brown,Yellow,None,Bayc Hat Black,35.78607976446725,4215
4216,Bored,Bored,Wool Turtleneck,Noise,Aquamarine,None,Cowboy Hat,30.473752124343118,4216
4217,Cyborg,Phoneme L,Bone Tee,Golden Brown,Gray,None,Sea Captain's Hat,50.935166420048496,4217
4218,X Eyes,Bored Unshaven,None,Golden Brown,Blue,None,King's Crown,31.919654651021208,4218
4219,Blindfold,Grin Gold Grill,None,Brown,Aquamarine,None,Cowboy Hat,35.44394424877256,4219
4220,Sad,Small Grin,None,White,Army Green,None,Spinner Hat,39.968717779582036,4220
4221,Angry,Grin,Hawaiian,Pink,Army Green,None,Fez,46.236211740190846,4221
4222,Bored,Bored,None,Pink,Purple,None,Girl's Hair Short,18.706605690818982,4222
4223,Angry,Phoneme Wah,Biker Vest,Brown,Purple,Silver Stud,Halo,84.4841010400304,4223
4224,Bored,Bored Bubblegum,Work Vest,Gray,Aquamarine,None,Cowboy Hat,42.50540567804963,4224
4225,Wide Eyed,Bored Cigarette,Prison Jumpsuit,White,Blue,None,Fisherman's Hat,46.75896758052319,4225
4226,Sad,Grin,Sleeveless T,Dark Brown,Yellow,None,Army Hat,40.51733747654634,4226
4227,Crazy,Phoneme L,Navy Striped Tee,Dark Brown,New Punk Blue,None,Cowboy Hat,43.906040310555454,4227
4228,Hypnotized,Dumbfounded,None,Brown,New Punk Blue,None,Vietnam Era Helmet,34.12072045101635,4228
4229,Crazy,Bored Unshaven,Bayc T Red,Brown,Purple,None,Sea Captain's Hat,36.52834080249593,4229
4230,Wide Eyed,Bored Party Horn,None,Tan,Orange,None,Horns,39.03921067583833,4230
4231,Sunglasses,Bored Unshaven Cigar,None,Pink,Blue,None,None,28.279233955527243,4231
4232,Wide Eyed,Bored Unshaven Cigarette,Black Holes T,Black,Blue,None,None,31.003094968931855,4232
4233,Bored,Phoneme  ooo,Striped Tee,Brown,Purple,Silver Stud,Fisherman's Hat,74.45409441542651,4233
4234,Crazy,Jovial,Vietnam Jacket,Zombie,Blue,None,Sea Captain's Hat,51.29663495004632,4234
4235,3d,Bored Bubblegum,Smoking Jacket,Dark Brown,Gray,None,None,33.029878268002776,4235
4236,Sunglasses,Bored,Toga,Dark Brown,Aquamarine,None,None,19.507011689219432,4236
4237,Cyborg,Bored Unshaven,Hawaiian,Dark Brown,Aquamarine,None,Girl's Hair Short,38.806874244738964,4237
4238,Closed,Grin Diamond Grill,None,Blue,Orange,None,Halo,38.47771649810991,4238
4239,Closed,Bored Pizza,None,Black,Gray,None,Seaman's Hat,33.93354604178532,4239
4240,Coins,Bored Unshaven Pipe,Sleeveless Logo T,Zombie,Army Green,None,None,40.00107439632048,4240
4241,Bored,Dumbfounded,None,Brown,Blue,None,Seaman's Hat,23.141064222186724,4241
4242,Closed,Bored Unshaven,Wool Turtleneck,Dark Brown,New Punk Blue,Gold Stud,Beanie,75.15114825138282,4242
4243,Sad,Bored Party Horn,Leather Punk Jacket,Robot,Blue,None,None,39.80741239756714,4243
4244,Sad,Bored Party Horn,None,Brown,Blue,None,None,21.488736259595772,4244
4245,Scumbag,Bored Unshaven,None,Tan,Aquamarine,None,Party Hat 1,32.53283717280554,4245
4246,Bored,Bored Unshaven,Lumberjack Shirt,Cream,Aquamarine,None,Cowboy Hat,32.19717698580553,4246
4247,X Eyes,Dumbfounded,Hawaiian,Dark Brown,Yellow,None,Army Hat,43.647869067629976,4247
4248,X Eyes,Bored Unshaven,Tweed Suit,Cheetah,New Punk Blue,Gold Hoop,Seaman's Hat,85.78144226060766,4248
4249,Sunglasses,Phoneme Wah,Bandolier,Brown,Blue,None,Sushi Chef Headband,46.76549261285909,4249
4250,Robot,Bored Cigarette,Kings Robe,Black,Army Green,None,None,31.40974875990995,4250
4251,Wide Eyed,Bored Unshaven,Biker Vest,Tan,Orange,None,Fez,39.32966816944316,4251
4252,Zombie,Bored Unshaven,None,Dark Brown,Orange,None,None,13.529721507057832,4252
4253,Bored,Bored Unshaven,Sleeveless T,Tan,New Punk Blue,None,Spinner Hat,33.346178321715044,4253
4254,Eyepatch,Bored Unshaven,Kings Robe,Brown,Gray,Gold Stud,Beanie,78.97859102248954,4254
4255,Bored,Tongue Out,Caveman Pelt,Cream,Blue,None,Short Mohawk,41.61465240883784,4255
4256,Angry,Dumbfounded,Leather Jacket,Red,Army Green,None,Bayc Flipped Brim,49.25695070768821,4256
4257,Wide Eyed,Jovial,Tie Dye,Black,Aquamarine,None,Faux Hawk,45.84247697105875,4257
4258,Holographic,Grin,Blue Dress,Gray,Blue,Gold Stud,Cowboy Hat,92.00972796610631,4258
4259,Bored,Bored,Hawaiian,Cream,Blue,Silver Hoop,Beanie,65.43731902865139,4259
4260,Sleepy,Bored Unshaven,Cowboy Shirt,Dark Brown,Blue,None,Spinner Hat,35.66984990085718,4260
4261,Sad,Bored Unshaven Cigarette,Striped Tee,Zombie,Yellow,Silver Stud,Fisherman's Hat,87.7241108935857,4261
4262,Closed,Bored Cigarette,Vietnam Jacket,White,Orange,Gold Stud,Army Hat,88.41476428117237,4262
4263,Coins,Bored,Bone Necklace,Dark Brown,Army Green,None,Bayc Flipped Brim,31.90032421212241,4263
4264,Bored,Dumbfounded,Space Suit,Dmt,Yellow,Silver Stud,None,69.99416062974429,4264
4265,Coins,Grin Diamond Grill,Work Vest,Robot,Blue,None,Fez,52.239052033920494,4265
4266,Blindfold,Bored Cigarette,Smoking Jacket,Red,Blue,None,None,35.85707143116005,4266
4267,Bored,Grin,Sleeveless Logo T,Gray,Purple,None,Irish Boho,39.62664294552625,4267
4268,Hypnotized,Small Grin,Service,Pink,Yellow,None,None,38.97466334342522,4268
4269,Coins,Phoneme  ooo,Bone Tee,Black,New Punk Blue,None,None,32.539368015850876,4269
4270,Wide Eyed,Bored Unshaven Cigarette,Pimp Coat,Gray,New Punk Blue,None,Sea Captain's Hat,49.20533595467885,4270
4271,Bored,Phoneme Vuh,Sleeveless Logo T,Red,Yellow,None,Army Hat,41.82768034628625,4271
4272,Bloodshot,Bored,Lumberjack Shirt,Golden Brown,Orange,None,Prussian Helmet,33.63017985431917,4272
4273,Bloodshot,Bored Pizza,Bone Tee,Brown,Orange,None,None,30.318866555812452,4273
4274,Robot,Bored,None,Brown,Blue,None,Bayc Flipped Brim,21.759775522706217,4274
4275,Hypnotized,Bored,None,Cream,Gray,None,Horns,27.665933940593323,4275
4276,Blindfold,Bored,Smoking Jacket,Brown,Gray,None,Bandana Blue,34.44347904457286,4276
4277,Closed,Bored Unshaven,Sleeveless Logo T,Dark Brown,Army Green,None,Faux Hawk,36.05711902571479,4277
4278,Bloodshot,Dumbfounded,None,Cheetah,Blue,None,Fez,35.243828874024004,4278
4279,3d,Bored Unshaven Cigarette,Striped Tee,Golden Brown,Yellow,Gold Hoop,None,75.06081193965346,4279
4280,Blindfold,Bored,Toga,Cream,Purple,Silver Hoop,Fez,76.3000798662307,4280
4281,Blue Beams,Bored Unshaven Pipe,Hawaiian,Brown,Aquamarine,None,None,34.83725965037055,4281
4282,Eyepatch,Bored,Rainbow Suspenders,Tan,Yellow,None,Bandana Blue,38.62618420319542,4282
4283,Bloodshot,Bored,Striped Tee,Brown,New Punk Blue,None,Short Mohawk,27.57558342917474,4283
4284,Bored,Rage,None,Cream,Orange,Silver Hoop,S&m Hat,70.05225393700897,4284
4285,Heart,Bored,Sleeveless T,Golden Brown,Army Green,None,Bunny Ears,36.07008968762748,4285
4286,Closed,Bored Unshaven Cigarette,Smoking Jacket,Black,Purple,Silver Stud,None,69.56169074619734,4286
4287,Closed,Bored Unshaven,Service,Zombie,New Punk Blue,None,None,29.234424811567365,4287
4288,Sleepy,Phoneme Vuh,Tie Dye,Dark Brown,Orange,Silver Stud,Sea Captain's Hat,82.3929130669157,4288
4289,Bloodshot,Bored Unshaven Cigarette,None,Dark Brown,Army Green,Silver Stud,Baby's Bonnet,70.99462519023619,4289
4290,3d,Bored Cigarette,Navy Striped Tee,Red,Army Green,Gold Stud,Beanie,87.00768982578676,4290
4291,3d,Phoneme  ooo,Striped Tee,Black,Aquamarine,None,Bowler,43.964182674744265,4291
4292,Bored,Bored Unshaven Cigar,None,Gray,Yellow,None,S&m Hat,32.36503838826608,4292
4293,Hypnotized,Bored,None,Dark Brown,Gray,None,Beanie,20.939964852945455,4293
4294,Closed,Phoneme  ooo,None,Zombie,Orange,None,Seaman's Hat,37.9290161043791,4294
4295,Wide Eyed,Grin,Sleeveless T,Cream,Blue,None,Irish Boho,45.86180934509332,4295
4296,Bored,Bored Unshaven,None,Brown,Orange,None,None,4.337788917212625,4296
4297,Laser Eyes,Bored,Sleeveless T,Dmt,Blue,None,Spinner Hat,41.89874302503875,4297
4298,Crazy,Grin,Tanktop,Brown,Orange,None,Commie Hat,41.44035828162251,4298
4299,Sleepy,Phoneme Wah,Kings Robe,Tan,Blue,None,Bunny Ears,49.55389514639106,4299
4300,3d,Bored Unshaven Dagger,Tie Dye,Tan,Yellow,None,Spinner Hat,51.464467301109195,4300
4301,Bored,Bored Unshaven,Vietnam Jacket,Dark Brown,Orange,None,S&m Hat,28.227451355570764,4301
4302,X Eyes,Grin,Bone Tee,Gray,Purple,Silver Hoop,Short Mohawk,87.60148704075213,4302
4303,Blindfold,Bored Cigarette,Hip Hop,Tan,New Punk Blue,None,None,35.54078041443438,4303
4304,Sleepy,Bored Unshaven,Tuxedo Tee,Dark Brown,Blue,None,Bunny Ears,34.83074430317136,4304
4305,Zombie,Bored,Tie Dye,Golden Brown,Orange,None,Bayc Hat Black,36.91568029756838,4305
4306,Sad,Phoneme Vuh,None,Tan,New Punk Blue,None,Fisherman's Hat,37.109233842021645,4306
4307,Bored,Bored Unshaven,None,Dark Brown,New Punk Blue,None,Army Hat,17.38326569291749,4307
4308,Sunglasses,Rage,Navy Striped Tee,Tan,Orange,None,Commie Hat,48.84385838855424,4308
4309,Holographic,Bored Cigarette,Lab Coat,Golden Brown,Army Green,None,None,35.11479037829038,4309
4310,Bored,Small Grin,Sleeveless T,Gray,New Punk Blue,Silver Hoop,Bunny Ears,81.9863438378168,4310
4311,Heart,Phoneme Vuh,None,Pink,Orange,Gold Hoop,Bayc Flipped Brim,81.68295505881564,4311
4312,Eyepatch,Tongue Out,Striped Tee,Pink,Gray,None,Horns,50.6189289821078,4312
4313,Bored,Bored Unshaven Cigarette,Hawaiian,White,New Punk Blue,None,Commie Hat,41.01439987872906,4313
4314,Closed,Bored,Guayabera,Dark Brown,Aquamarine,Gold Stud,Beanie,70.32980532175796,4314
4315,Closed,Tongue Out,Prison Jumpsuit,Dark Brown,Purple,None,Beanie,41.01434500708308,4315
4316,Closed,Bored Unshaven,Hip Hop,Brown,Purple,None,Vietnam Era Helmet,35.17283074832835,4316
4317,3d,Grin,None,Pink,Orange,Silver Hoop,Short Mohawk,75.35772022955013,4317
4318,Hypnotized,Small Grin,Guayabera,Brown,New Punk Blue,None,Seaman's Hat,45.02916228725174,4318
4319,Bloodshot,Phoneme L,Black T,Brown,Blue,None,Sea Captain's Hat,41.21447264996761,4319
4320,Sunglasses,Grin Gold Grill,Bayc T Red,Tan,New Punk Blue,None,Spinner Hat,52.28418565368768,4320
4321,Robot,Phoneme Vuh,Navy Striped Tee,Cream,Aquamarine,None,None,35.80543602490406,4321
4322,Coins,Bored Unshaven,Service,Red,Purple,None,None,29.234417705560816,4322
4323,Crazy,Bored Cigar,Vietnam Jacket,Blue,Yellow,None,S&m Hat,51.3934814405402,4323
4324,Heart,Grin,None,Robot,Orange,None,S&m Hat,38.445399905034805,4324
4325,Bored,Bored,Black T,Dark Brown,Army Green,None,None,10.0117387373152,4325
4326,Eyepatch,Grin,Puffy Vest,Brown,Blue,None,None,29.570149550191232,4326
