,Body,Outerwear,Eyes,Species,Shoes,Background,Head,Attitude,Headwear,Eyewear,Underfoot,Rarity score,Token Id
8678,Brown,None,Angry,Rabbit,None,Purple,Flesh,Rampant,None,None,None,1.0315525062840132,8678
8679,Blue,None,Discerning,Lizard,Hightops (Grey),Purple,Skull,Passant,None,None,None,20.142747645054744,8679
8680,Brown,None,Divit,Rat,Hightops (White),Green,Flesh,Statant,Fire,None,None,25.400966008688545,8680
8681,White,None,Relaxed,Rat,Work Boots,Yellow,Flesh,Statant,None,None,None,19.27168686387821,8681
8682,Blue,None,None,Rat,None,Green,Creep,Passant,Rubber Duck,Rose-Coloured Glasses,None,33.40845142450728,8682
8683,White,None,Void,Cat,Slipons (Grey),Purple,Creep,Crustant,Bandana,None,None,28.14770483237341,8683
8684,Black,None,Rainbow,Rabbit,Hightops (White),Pink,Flesh,Crustant,Wizard's Hat,None,None,29.841974433508533,8684
8685,Purple,None,Side-eye,Rabbit,Hightops (Red),Pink-ish,Skull,Passant,Beanie,None,None,27.401489412611785,8685
8686,Ninja,None,Side-eye,Mutant Toad,Hightops (Blue),Green,Fish,Passant,Queen's Crown,None,None,38.066768804618086,8686
8687,Red,None,None,Toad ,None,Blue,None,Sejant,None,Blood Moon,None,26.11091904237952,8687
8688,Red,None,Void,Rat,Socks (Pellet),Green,Creep,Passant,Flower,None,None,25.573474533140462,8688
8689,Grey,Bomber Jacket,None,Rabbit,None,Green,Creep,Passant,Mohawk (Pink),3D,None,54.734411992313966,8689
8690,Black,None,None,Bird,Socks (Classic),Blue,Skull,Passant,None,Noggles,None,39.98030542090877,8690
8691,Ninja,None,Relaxed,Mutant Toad,Hightops (Grey),Yellow,Lizard,Statant,None,None,Skull,58.87502425610064,8691
8692,Red,None,Void,Rabbit,None,Yellow,Skull,Crustant,Captain's Cap,None,None,9.661241946360825,8692
8693,Purple,None,None,Rabbit,Roasted,Blue,Creep,Passant,None,Visor (Heat),None,38.05736319440084,8693
8694,Red,None,None,Fish,None,Blue,Flesh,Sejant,None,Aviators,None,24.556372799968536,8694
8695,White,None,Suspicious,Toad ,None,Grey,None,Crustant,Halo,None,None,17.038880962240867,8695
8696,Purple,None,Angry,Rabbit,None,Green,Creep,Sejant,Beanie,None,None,10.240839800514635,8696
8697,Grey,None,Void,Rat,None,Green,Skull,Rampant,None,None,None,3.834838076485058,8697
8698,Red,None,Side-eye,Cat,None,Grey,Flesh,Crustant,None,None,None,2.853751048418954,8698
8699,Black,None,None,Cat,None,Purple,Flesh,Rampant,None,Blood Moon,None,25.528404692215023,8699
8700,Blue,Hoodie,Eclipse,Toad ,None,Pink,None,Passant,None,None,None,33.89254126008222,8700
8701,Red,None,None,Bug,Work Boots,Blue,Flesh,Rampant,Croissant,Noggles,None,47.96992618584973,8701
8702,White,None,None,Fish,Work Boots,Blue,Skull,Sejant,None,Noggles,None,40.803686090632915,8702
8703,Ninja,Hero's Tunic,None,Toad ,Hero Boots,Grey,None,Passant,Hero's Cap,Blood Moon,None,77.02467367696684,8703
8704,Red,Punk Jacket,Diamond,Mouse,Hightops (Red),Green,Skull,Passant,Lincoln,None,None,49.007348228716005,8704
8705,Purple,None,Stirring,Mouse,None,Blue,Creep,Sejant,Blood Moon Hat,None,None,14.239151794430887,8705
8706,Red,None,Eclipse,Toad ,Hightops (Green),Purple,None,Passant,Dancing Flame,None,None,29.086600683683145,8706
8707,Grey,None,Angry,Mouse,Slipons (Grey),Blue,Creep,Crustant,Fire,None,None,24.71426970297331,8707
8708,Red,None,Side-eye,Bird,Hightops (Grey),Pink-ish,Flesh,Statant,None,None,None,19.99397779015645,8708
8709,Pink,None,Sleepy,Rat,Socks (Floppy),Grey,Flesh,Crustant,None,None,None,21.777634893200545,8709
8710,Pink,None,None,Rabbit,Slipons (Pink),Blue,Flesh,Crustant,None,Patch,None,38.85095278944105,8710
8711,Black,None,Eclipse,Toad ,Work Boots,Blue,None,Rampant,Beanie,None,None,31.176115555765143,8711
8712,Red,None,Divit,Toad,Hightops (Grey),Pink-ish,Flesh,Passant,Fire,None,None,30.811020257140147,8712
8713,Grey,None,Sleepy,Fish,Hightops (Red),Green,Flesh,Rampant,Dancing Flame,Monocle,None,53.39737059631724,8713
8714,Green,None,Discerning,Mutant Toad,None,Blue,Rat,Passant,Pirate,None,None,22.922090282206824,8714
8715,Purple,None,Discerning,Mouse,Socks (Pellet),Yellow,Creep,Passant,None,None,None,16.979855446488198,8715
8716,Black,None,Discerning,Bat,None,Purple,Skull,Crustant,None,None,None,6.39436550882352,8716
8717,Green,None,Eclipse,Toad ,Gym (Crusty),Purple,None,Rampant,Ranger,None,None,32.088705629264076,8717
8718,Blue,None,Eclipse,Toad ,Socks (Classic),Yellow,None,Rampant,Headband,None,None,30.780813795620414,8718
8719,Black,Space Helmet,Angry,Rat,None,Blue,Flesh,Statant,None,None,None,26.63406324698203,8719
8720,Green,None,None,Fish,None,Pink-ish,Creep,Crustant,None,Big Tech,None,29.612727727317672,8720
8721,Blue,None,Angry,Rabbit,None,Yellow,Flesh,Rampant,Headband,None,None,10.35382148294734,8721
8722,Purple,None,Divit,Rabbit,Gym (Stormy),Grey,Skull,Crustant,Beanie (Green),None,None,26.108441373774323,8722
8723,Purple,None,Heart,Rabbit,None,Pink-ish,Flesh,Passant,None,None,None,7.277355103565594,8723
8724,Blue,None,Relaxed,Mouse,Socks (Floppy),Grey,Creep,Statant,Aviator's Cap,None,None,26.465133609415588,8724
8725,Grey,Jean Jacket,Angry,Cat,None,Purple,Creep,Sejant,None,None,None,26.93438118303211,8725
8726,Red,None,Sleepy,Bug,Hightops (Green),Purple,Creep,Rampant,None,None,None,20.008983635072,8726
8727,Cyborg,None,Divit,Fish,Slipons (Grey),Yellow,None,Sejant,Captain's Cap,None,None,34.06900746256219,8727
8728,Red,Space Helmet,Discerning,Bird,Hightops (Green),Grey,Creep,Rampant,None,None,None,40.21503787549383,8728
8729,Blue,None,Divit,Rat,None,Blue,Flesh,Crustant,Stealth Headband,None,None,13.160015218748637,8729
8730,Brown,None,Discerning,Fish,None,Purple,Skull,Passant,Halo,None,None,12.52987010060538,8730
8731,Brown,None,Dead,Mouse,None,Blue,Flesh,Crustant,Cowboy Hat,None,None,13.041142882022482,8731
8732,Pink,None,None,Mouse,None,Yellow,Flesh,Crustant,Moon Hat,Rose-Coloured Glasses,None,34.34181283705727,8732
8733,White,None,Void,Mouse,Gym (Stormy),Grey,Creep,Passant,Headband,None,None,27.131037764172795,8733
8734,Ninja,None,Discerning,Mutant Toad,None,Pink,Lizard,Rampant,Pirate,None,None,26.813157236137958,8734
8735,Brown,None,Side-eye,Mouse,Hightops (Grey),Purple,Creep,Sejant,Mohawk (Pink),None,None,24.788652555605157,8735
8736,Blue,None,Void,Rat,None,Purple,Flesh,Statant,None,None,None,4.512550609869379,8736
8737,Purple,Space Helmet,None,Bird,None,Pink,Skull,Rampant,None,Aviators,None,51.640199866652246,8737
8738,Grey,None,Relaxed,Rat,None,Yellow,Flesh,Passant,Grail,None,None,12.865793678178205,8738
8739,Pink,None,Sleepy,Cat,Roasted,Yellow,Flesh,Passant,Skully,None,None,30.77538697612816,8739
8740,Pink,None,Void,Toad,None,Pink-ish,Flesh,Crustant,Bandana,None,None,20.567890750732253,8740
8741,Grey,Space Helmet,Angry,Cat,Hightops (Green),Yellow,Flesh,Statant,None,None,None,40.699549944092404,8741
8742,Skeleton,None,None,Cat,Socks (Classic),Yellow,Skull,Sejant,Skully,Rose-Coloured Glasses,None,49.925687755121274,8742
8743,Grey,None,Side-eye,Mouse,Hightops (Green),Yellow,Creep,Rampant,Skully,None,None,24.729166137736854,8743
8744,Green,None,Angry,Cat,Hightops (White),Yellow,Creep,Statant,Headphones,None,None,27.08347717196158,8744
8745,Blue,None,Suspicious,Toad ,Work Boots,Grey,None,Statant,Lincoln,None,None,30.5786604719785,8745
8746,Grey,None,Diamond,Bird,None,Yellow,Flesh,Rampant,None,None,None,7.2713484757104885,8746
8747,Red,Gold Grill,Sleepy,Mouse,None,Grey,Flesh,Statant,Aviator's Cap,None,None,35.263229096595694,8747
8748,Green,None,Relaxed,Mouse,None,Yellow,Flesh,Sejant,Croissant,None,None,13.124405424688288,8748
8749,Purple,None,Discerning,Rat,None,Green,Skull,Passant,Beanie (Pellet),None,None,12.173120192201663,8749
8750,Black,None,Discerning,Fish,None,Pink,Skull,Sejant,Grail,None,None,15.951357702409297,8750
8751,Red,None,Void,Bird,Hightops (White),Pink,Creep,Rampant,Queen's Crown,None,None,28.9412822335116,8751
8752,Red,None,Side-eye,Rat,None,Green,Creep,Sejant,Fire,None,None,10.056541928156701,8752
8753,Blue,None,Twinkle,Toad,None,Yellow,Creep,Passant,Wizard's Hat,None,None,18.41878629180707,8753
8754,Red,None,None,Bird,None,Green,Flesh,Sejant,Headband,Sunglasses,None,32.4067277571222,8754
8755,Red,Space Helmet,None,Cat,Roasted,Purple,Flesh,Passant,None,Noggles,None,61.54941115643617,8755
8756,Black,None,Discerning,Mouse,Hightops (Green),Blue,Creep,Passant,None,None,None,16.68856675575751,8756
8757,Grey,None,Divit,Rabbit,Socks (Floppy),Green,Flesh,Sejant,Aviator's Cap,None,None,24.836192927856647,8757
8758,Red,None,Void,Mouse,None,Grey,Flesh,Rampant,Queen's Crown,None,None,10.609410296820165,8758
8759,Purple,None,Discerning,Rabbit,Socks (Classic),Green,Skull,Sejant,Skully,None,None,23.861227890786456,8759
8760,Brown,None,Side-eye,Rat,None,Grey,Flesh,Crustant,Pirate,None,None,11.837163016674687,8760
8761,Green,Space Helmet,Divit,Bird,Hightops (White),Purple,Creep,Rampant,None,None,None,43.35399874778251,8761
8762,Purple,None,Relaxed,Mouse,Socks (Pellet),Green,Skull,Sejant,Backwards Hat,None,None,26.13818487851715,8762
8763,Blue,None,Discerning,Mouse,Socks (Classic),Yellow,Flesh,Statant,Mohawk (Green),None,None,25.629824144797446,8763
8764,Pink,None,None,Fish,None,Green,Creep,Rampant,None,Aviators,None,27.39810614673917,8764
8765,Red,None,Discerning,Mouse,Socks (Dirty),Pink,Creep,Crustant,Skully,None,None,26.06977684607698,8765
8766,Red,None,Stirring,Cat,Hightops (Green),Purple,Creep,Crustant,Grail,None,None,27.746467804563412,8766
8767,Grey,Diamond Grill,Dead,Rabbit,Socks (Classic),Purple,Flesh,Crustant,Lincoln,None,None,50.029780510055346,8767
8768,Brown,None,Discerning,Cat,Socks (Pellet),Grey,Skull,Rampant,None,None,None,17.482215215899725,8768
8769,Brown,None,Discerning,Mouse,Socks (Classic),Blue,Flesh,Sejant,None,Monocle,None,40.04576991190753,8769
8770,Brown,None,Diamond,Mouse,None,Blue,Creep,Rampant,Stealth Headband,None,None,13.28493133547462,8770
8771,Blue,Punk Jacket,Dead,Mouse,None,Purple,Flesh,Rampant,Fire,None,None,36.60385168953682,8771
8772,Grey,None,Suspicious,Toad ,Socks (Classic),Purple,None,Crustant,Beanie (Green),None,None,30.71835022977951,8772
8773,Blue,None,Fire,Cat,None,Grey,Creep,Passant,Queen's Crown,None,None,15.440155101048255,8773
8774,Purple,None,Divit,Rabbit,Hightops (White),Pink-ish,Flesh,Crustant,Beanie,None,None,28.19514947292739,8774
8775,Brown,None,Void,Bug,Socks (Classic),Pink-ish,Flesh,Passant,Bandana,None,None,30.84071410963616,8775
8776,Ninja,None,Suspicious,Toad ,None,Grey,None,Rampant,Tiny Crown,None,None,18.748118943678893,8776
8777,Red,None,Stirring,Rat,None,Grey,Creep,Crustant,Stealth Headband,None,None,13.127414385998357,8777
8778,Purple,None,None,Cat,None,Purple,Skull,Rampant,None,Blood Moon,None,25.436280878034122,8778
8779,Red,Hoodie Down,Divit,Mouse,None,Purple,Skull,Sejant,Skully,None,None,32.94180579522981,8779
8780,Black,None,Dead,Rat,Gym (Chromie),Green,Flesh,Rampant,Stealth Headband,None,None,28.920500789593902,8780
8781,White,Diamond Grill,Angry,Rat,None,Pink-ish,Skull,Rampant,None,None,None,29.927777096730818,8781
8782,Brown,None,Side-eye,Rabbit,None,Green,Creep,Crustant,Wizard's Hat,None,None,9.82172682653403,8782
8783,Black,Jean Jacket,Discerning,Bird,Hightops (Blue),Grey,Flesh,Crustant,Cowboy Hat,None,None,50.75794011197965,8783
8784,Purple,None,Side-eye,Bug,None,Purple,Skull,Passant,None,None,None,5.541129526923787,8784
8785,Skeleton,None,None,Fish,Hightops (Red),Blue,Skull,Crustant,Bandana,Aviators,None,51.40883634050526,8785
8786,Purple,None,Dead,Rat,Hightops (Red),Grey,Flesh,Statant,None,None,None,19.762209118679028,8786
8787,Purple,None,Eclipse,Toad ,None,Purple,None,Sejant,Beanie (Pellet),None,None,16.920031227844355,8787
8788,Black,None,Void,Fish,None,Grey,Skull,Sejant,None,None,None,5.582807194661738,8788
8789,Red,Hoodie,Suspicious,Toad ,Hightops (Red),Purple,None,Sejant,None,None,None,43.3654268566525,8789
8790,Black,None,Suspicious,Toad ,None,Grey,None,Statant,Skully,None,None,15.873637005167199,8790
8791,Brown,None,Side-eye,Bug,None,Grey,Creep,Passant,Croissant,None,None,13.409777587713384,8791
8792,Black,None,Angry,Rabbit,None,Grey,Creep,Rampant,Beanie (Green),None,None,10.487582810759873,8792
8793,Brown,Hoodie Down,Void,Cat,Socks (Dirty),Yellow,Skull,Passant,None,None,None,41.2317144564159,8793
8794,Brown,Gold Grill,Angry,Rabbit,Hightops (Red),Purple,Flesh,Statant,Durag,None,None,46.91175598244073,8794
8795,Brown,None,Divit,Bird,None,Yellow,Flesh,Crustant,None,None,None,4.830709428650835,8795
8796,Brown,None,Angry,Mouse,Slipons (Pink),Pink-ish,Flesh,Statant,Moon Hat,None,None,27.425232547764715,8796
8797,Grey,None,Twinkle,Rat,Work Boots,Purple,Creep,Passant,Tiara,None,None,29.084058841452208,8797
8798,White,None,Relaxed,Rabbit,Socks (Floppy),Mould,Skull,Crustant,None,None,Worm,50.87968942933523,8798
8799,White,None,Stirring,Rabbit,None,Yellow,Creep,Passant,Witch's Hat,None,None,13.60009695278253,8799
8800,Green,Hoodie,Suspicious,Toad ,Slipons (Grey),Blue,None,Crustant,None,None,None,46.058270849538665,8800
8801,White,None,None,Rat,Gym (Crusty),Grey,Creep,Passant,None,Rose-Coloured Glasses,None,39.66234044921178,8801
8802,White,None,Eclipse,Toad ,None,Grey,None,Passant,Fire,None,None,16.73869978645613,8802
8803,Pink,None,None,Mouse,Slipons (White),Green,Flesh,Statant,Fire,Jobs Glasses,None,47.363569098349636,8803
8804,Brown,None,None,Rat,Hightops (Red),Pink-ish,Creep,Statant,None,Gazelles,None,40.307286853593354,8804
8805,Cyborg,None,None,Bug,Hightops (Grey),Green,None,Rampant,Cowboy Hat,Big Tech,None,54.91319463391393,8805
8806,Black,None,Void,Mouse,None,Yellow,Creep,Rampant,None,None,None,3.5524546595606616,8806
8807,Blue,None,Eclipse,Toad ,None,Green,None,Statant,Witch's Hat,None,None,16.503811541412457,8807
8808,Purple,Jean Jacket,Void,Mouse,None,Grey,Creep,Sejant,Croissant,None,None,35.59912412907653,8808
8809,Green,None,Divit,Mutant Toad,Socks (Dirty),Pink,Lizard,Sejant,None,None,None,31.500741850350078,8809
8810,Black,None,Side-eye,Lizard,None,Blue,Skull,Sejant,None,None,None,6.20405535383852,8810
8811,Red,None,Divit,Bug,Socks (Pellet),Grey,Skull,Sejant,Headband,None,None,26.99729069891071,8811
8812,Green,Hoodie Down,None,Toad ,Hightops (Blue),Purple,None,Rampant,Blood Moon Hat,Rose-Coloured Glasses,None,74.0616824445758,8812
8813,Red,None,Void,Mouse,Gym (Chromie),Blue,Creep,Rampant,Blood Moon Hat,Monocle,None,49.38472232449993,8813
8814,Rusty,Space Helmet,None,Cat,None,Grey,None,Passant,None,None,None,30.51666877009742,8814
8815,Blue,Hoodie Down,Relaxed,Bug,Socks (Classic),Green,Creep,Rampant,None,None,None,43.51151213125829,8815
8816,Black,Punk Jacket,Relaxed,Mouse,None,Yellow,Creep,Passant,Blood Moon Hat,None,None,35.51894664315867,8816
8817,Black,None,Angry,Rabbit,None,Grey,Flesh,Sejant,Backwards Hat,None,None,10.166521180228221,8817
8818,Red,Gold Grill,Eclipse,Toad ,Hightops (Grey),Green,None,Crustant,Grail,None,None,52.26149761447385,8818
8819,Skeleton,None,None,Rat,None,Green,Flesh,Rampant,Chromie Worm,Visor (Heat),None,36.547353431561994,8819
8820,Ruby Skeleton,None,None,Rabbit,Roasted,Yellow,None,Sejant,Fire,None,None,28.21658734608806,8820
8821,Purple,None,Sleepy,Rabbit,None,Green,Skull,Passant,None,None,None,3.9330137148012487,8821
8822,Brown,None,Divit,Bird,Socks (Dirty),Yellow,Creep,Rampant,None,None,None,18.813955734787548,8822
8823,Pink,None,Void,Rat,None,Purple,Skull,Statant,Fire,None,None,13.935954818603665,8823
8824,Pink,Diamond Grill,Void,Mouse,Slipons (Grey),Blue,Flesh,Passant,None,None,None,42.616913367928476,8824
8825,Green,Punk Jacket,Stirring,Mutant Toad,Hightops (Red),Green,Mouse,Statant,Pirate,None,None,62.2783067594448,8825
8826,Golden,None,None,Bat,None,Purple,None,Statant,None,Noggles,None,33.459072090284344,8826
8827,Black,None,Suspicious,Toad ,Hightops (Red),Yellow,None,Sejant,Pirate,None,None,30.3646390100229,8827
8828,Blue,None,Relaxed,Bird,Socks (Classic),Yellow,Creep,Sejant,Beanie (Pellet),None,None,28.78380393458775,8828
8829,Black,None,Suspicious,Toad ,None,Green,None,Passant,Tiara,None,None,16.271981027217013,8829
8830,White,None,Discerning,Bug,Socks (Floppy),Grey,Skull,Sejant,None,None,None,19.97325818842896,8830
8831,Blue,None,Suspicious,Toad ,Socks (Pellet),Pink-ish,None,Rampant,Headband,None,None,33.36090979209169,8831
8832,Purple,None,Dead,Rabbit,None,Purple,Skull,Rampant,Tiny Crown,None,None,12.770698963205742,8832
8833,Green,None,Angry,Mutant Toad,None,Pink,Mouse,Crustant,Stealth Headband,None,None,25.20496826614541,8833
8834,Grey,None,Discerning,Mouse,Hightops (Grey),Grey,Skull,Crustant,Fire,None,None,24.800494835483512,8834
8835,Purple,None,Discerning,Mouse,Hightops (Grey),Grey,Skull,Rampant,Aviator's Cap,None,None,25.350436305844543,8835
8836,Black,None,Side-eye,Bird,None,Green,Skull,Sejant,Cowboy Hat,None,None,13.130296973500313,8836
8837,Blue,None,Angry,Fish,None,Purple,Creep,Crustant,Stealth Headband,None,None,13.487070978154911,8837
8838,Ninja,None,Suspicious,Toad ,Socks (Dirty),Grey,None,Crustant,Captain's Cap,None,None,32.968470399423204,8838
8839,Red,None,Dead,Rat,Work Boots,Pink-ish,Creep,Passant,Stealth Headband,None,None,29.485273275443614,8839
8840,Ninja,None,Discerning,Mutant Toad,Slipons (Grey),Yellow,Bird,Sejant,None,None,None,29.574637270013998,8840
8841,Purple,None,Side-eye,Cat,None,Blue,Creep,Passant,Mohawk (Pink),None,None,12.931128832069877,8841
8842,Green,None,Angry,Mutant Toad,Gym (Stormy),Yellow,Rabbit,Sejant,None,None,None,28.59362934660485,8842
8843,Brown,None,Angry,Cat,None,Green,Creep,Rampant,Queen's Crown,None,Eye,40.0484610856293,8843
8844,Red,Punk Jacket,Heart,Rabbit,Hightops (Red),Purple,Skull,Statant,Rubber Duck,None,None,48.7458458508984,8844
8845,Skeleton,None,None,Mouse,None,Grey,Skull,Sejant,Tiara,Sunglasses,None,35.019411800494495,8845
8846,White,Gold Grill,Suspicious,Toad ,Socks (Floppy),Pink-ish,None,Statant,Oddities Hat,None,None,57.19233766947419,8846
8847,Ninja,Punk Jacket,Discerning,Mutant Toad,None,Green,Bug,Crustant,Wizard's Hat,None,None,47.22409605657651,8847
8848,Red,None,Void,Bat,Hightops (White),Purple,Creep,Crustant,Croissant,None,None,28.248781490235736,8848
8849,Red,None,Discerning,Rabbit,None,Grey,Flesh,Rampant,Skully,None,None,8.445315148465014,8849
8850,Black,Space Helmet,Angry,Bird,Roasted,Pink,Creep,Sejant,None,None,None,44.941113724914786,8850
8851,Red,None,Void,Mouse,None,Pink,Flesh,Statant,Headband,None,None,12.904309844974977,8851
8852,Blue,None,Divit,Bug,Socks (Classic),Grey,Skull,Passant,None,None,None,20.291332865459836,8852
8853,Black,None,Dead,Rat,Slipons (Pink),Blue,Flesh,Passant,Backwards Hat,None,None,28.560836167816866,8853
8854,Brown,None,None,Bat,Slipons (Grey),Blue,Skull,Statant,Tiny Crown,Noggles,None,49.22725174648935,8854
8855,Pink,None,Side-eye,Rabbit,Hightops (Red),Pink-ish,Flesh,Rampant,None,None,None,20.285397011125504,8855
8856,Blue,None,None,Toad ,Slipons (Pink),Purple,None,Crustant,Wizard's Hat,Jobs Glasses,None,50.490125792759756,8856
8857,Green,Hoodie,Discerning,Mutant Toad,Hightops (Grey),Green,Bird,Statant,None,None,None,51.15917921305648,8857
8858,Grey,None,Suspicious,Toad ,None,Green,None,Crustant,Lincoln,None,None,15.897367936521539,8858
8859,Black,None,Eclipse,Toad ,Hightops (Red),Green,None,Passant,Skully,None,None,29.81477840861454,8859
8860,Pink,None,Suspicious,Toad ,Socks (Classic),Blue,None,Statant,None,Monocle,None,47.333599024679124,8860
8861,Red,None,Discerning,Cat,Work Boots,Grey,Creep,Rampant,Elon,None,None,25.772550508214103,8861
8862,White,None,Stirring,Rat,None,Blue,Skull,Sejant,Halo,None,None,15.17854450152555,8862
8863,White,Jean Jacket,Suspicious,Toad ,Socks (Dirty),Grey,None,Crustant,Lincoln,None,None,54.50837753545594,8863
8864,White,None,Diamond,Mouse,None,Purple,Flesh,Rampant,Bandana,None,None,14.786103631430128,8864
8865,Green,Gold Grill,Sleepy,Rabbit,Hightops (Green),Yellow,Creep,Crustant,Wizard's Hat,None,None,50.826392736481004,8865
8866,Blue,None,Side-eye,Rabbit,Slipons (Grey),Yellow,Creep,Statant,Tiara,None,None,24.7797443072178,8866
8867,Grey,Hoodie,Relaxed,Rabbit,Socks (Dirty),Grey,Flesh,Sejant,None,None,Worm,68.35529819701733,8867
8868,White,None,Side-eye,Rabbit,None,Purple,Skull,Rampant,None,None,None,2.6279658089363034,8868
8869,Grey,None,Void,Mouse,None,Blue,Flesh,Sejant,Blood Moon Hat,None,None,12.202811963711504,8869
8870,Pink,Punk Jacket,None,Mouse,None,Green,Skull,Rampant,None,Sunglasses,None,48.2162173395164,8870
8871,Black,Gold Grill,Side-eye,Fish,None,Yellow,Creep,Sejant,Stealth Headband,None,None,36.75539592204189,8871
8872,Green,Hoodie,Angry,Mutant Toad,Hightops (White),Yellow,Rat,Passant,None,None,None,51.17699926969581,8872
8873,Black,None,Relaxed,Mouse,Hightops (Blue),Grey,Skull,Statant,Mohawk (Green),None,None,26.034153673428406,8873
8874,Blue,None,Void,Rabbit,Socks (Floppy),Pink-ish,Skull,Crustant,Oddities Hat,None,None,28.492436752787853,8874
8875,Red,None,Relaxed,Rat,None,Yellow,Flesh,Sejant,Skully,None,Eye,39.552066606138055,8875
8876,Green,Hero's Tunic,Twinkle,Mutant Toad,Hero Boots,Pink,Fish,Rampant,Hero's Cap,None,None,66.73936617637261,8876
8877,Brown,None,Relaxed,Bug,Hightops (Grey),Blue,Creep,Passant,Skully,None,None,27.68096792835474,8877
8878,Blue,Punk Jacket,Angry,Bat,Socks (Floppy),Grey,Flesh,Rampant,None,None,None,43.69874881132708,8878
8879,Pink,None,Discerning,Rat,None,Pink,Skull,Passant,None,None,None,7.479437956456006,8879
8880,Grey,None,Relaxed,Fish,Hightops (Red),Purple,Creep,Rampant,None,None,None,19.530356289154664,8880
8881,Green,None,None,Mutant Toad,None,Grey,Rabbit,Statant,Beanie (Green),Patch,None,43.92772615341751,8881
8882,Grey,None,Divit,Mouse,None,Purple,Creep,Passant,Captain's Cap,None,None,11.727213190820365,8882
8883,Blue,None,Angry,Bug,None,Grey,Skull,Rampant,Rubber Duck,None,None,14.194585597286341,8883
8884,Purple,Diamond Grill,Discerning,Bug,Roasted,Blue,Flesh,Rampant,None,None,None,43.72844534520157,8884
8885,Black,None,Angry,Rat,Hightops (White),Green,Flesh,Sejant,Pirate,None,None,25.766567675160157,8885
8886,Black,None,Discerning,Rabbit,None,Purple,Creep,Statant,Fire,None,None,9.964400570182361,8886
8887,Black,None,Dead,Bug,Roasted,Pink-ish,Skull,Statant,None,Monocle,None,48.62101445540055,8887
8888,Brown,None,Rainbow,Mouse,None,Green,Creep,Crustant,Aviator's Cap,None,None,13.115498371675438,8888
8889,White,None,Angry,Bird,Hightops (White),Yellow,Creep,Sejant,Grail,Monocle,None,51.382158871224014,8889
8890,Ninja,Hero's Tunic,Angry,Mutant Toad,Hero Boots,Green,Lizard,Rampant,Hero's Cap,None,None,62.3792416074125,8890
8891,Brown,None,Discerning,Lizard,None,Purple,Flesh,Sejant,Croissant,None,None,13.956719906383105,8891
8892,Skeleton,None,None,Cat,None,Blue,Skull,Statant,Grail,Patch,None,36.267848146568774,8892
8893,Brown,Space Helmet,Void,Mouse,Socks (Floppy),Purple,Flesh,Rampant,None,None,None,40.310222084813354,8893
8894,Black,Diamond Grill,Void,Bug,None,Blue,Skull,Statant,None,None,None,29.490798267129186,8894
8895,Brown,None,Stirring,Mouse,None,Green,Flesh,Rampant,Grail,None,None,13.166026000460885,8895
8896,Brown,None,Twinkle,Mouse,None,Green,Skull,Sejant,None,None,None,4.587002442102532,8896
8897,Ninja,None,Eclipse,Toad ,Socks (Floppy),Grey,None,Statant,Durag,None,None,33.13495594799695,8897
8898,White,None,Discerning,Mouse,None,Yellow,Creep,Statant,Moon Hat,None,None,11.982842445536322,8898
8899,Purple,Bomber Jacket,Void,Rat,Hightops (White),Pink,Creep,Crustant,None,None,None,44.56967133910876,8899
8900,Brown,None,Discerning,Fish,None,Grey,Creep,Sejant,Halo,None,None,12.529846313985397,8900
8901,Green,None,Discerning,Cat,None,Purple,Skull,Crustant,None,None,Worm,33.28940250461489,8901
8902,White,None,Side-eye,Rabbit,None,Purple,Skull,Passant,Mohawk (Green),None,None,11.126755396863318,8902
8903,Black,None,Side-eye,Rat,None,Grey,Flesh,Sejant,Fire,None,None,11.976867043096053,8903
8904,Red,None,Relaxed,Fish,None,Purple,Skull,Rampant,None,None,None,4.19457049001029,8904
8905,Black,None,None,Rat,Hightops (White),Blue,Flesh,Statant,Backwards Hat,Full Moon,None,47.37546697587624,8905
8906,White,None,Relaxed,Rat,Hightops (Blue),Purple,Creep,Crustant,Pirate,None,None,27.737470067239123,8906
8907,Grey,None,Sleepy,Mouse,None,Purple,Skull,Crustant,None,None,None,4.911017136759618,8907
8908,Purple,Space Helmet,Angry,Rabbit,Hightops (Blue),Blue,Creep,Passant,None,None,None,38.8864267331933,8908
8909,Purple,None,Discerning,Rabbit,Hightops (Green),Pink,Skull,Sejant,Beanie (Green),None,None,27.032912679153743,8909
8910,Ninja,None,Discerning,Mutant Toad,Hightops (Green),Pink,Lizard,Statant,Halo,None,None,40.45951692783533,8910
8911,Blue,None,Discerning,Rat,None,Blue,Creep,Crustant,Fire,None,None,12.07498677822368,8911
8912,Grey,None,Twinkle,Fish,None,Yellow,Creep,Passant,Dancing Flame,None,None,16.28143015452928,8912
8913,Green,None,Angry,Cat,Hightops (Green),Yellow,Flesh,Crustant,Bandana,None,None,27.333206843494672,8913
8914,Green,None,None,Toad ,None,Purple,None,Crustant,Oddities Hat,Rose-Coloured Glasses,None,37.12364442161311,8914
8915,Purple,None,Eclipse,Toad ,None,Green,None,Crustant,Fire,None,None,16.185778793735825,8915
8916,White,None,Relaxed,Rat,Hightops (Grey),Pink,Skull,Sejant,None,None,None,21.486323308850974,8916
8917,Green,None,None,Mutant Toad,None,Pink,Rabbit,Statant,None,Sunglasses,None,37.7333913096954,8917
