,Mouth,Clothes,Eyes,Fur,Background,Hat,Earring,Name,Rarity score,Token Id
14822,M1 Small Grin,M1 Wool Turtleneck,M1 3d,M1 Brown,M1 Gray,None,None,None,26.840033530421366,20092
14823,M1 Bored Unshaven,M1 Vietnam Jacket,M1 Hypnotized,M1 Black,M1 Gray,M1 Fez,None,None,34.95466655581496,20094
14824,M1 Bored Unshaven,M1 Vietnam Jacket,M1 Bored,M1 Pink,M1 Yellow,M1 Beanie,None,None,29.5459532850808,20096
14825,M2 Bored Unshaven,M2 Vietnam Jacket,M2 Bored,M2 Pink,M2 Yellow,M2 Beanie,None,None,49.13937820808606,20097
14826,M1 Bored Pipe,M1 Prom Dress,M1 Sleepy,M1 Brown,M1 Army Green,M1 Seaman's Hat,None,None,38.9401786699611,20102
14827,M1 Bored Unshaven,M1 Space Suit,M1 Bloodshot,M1 Cream,M1 Gray,None,None,None,22.75089489814996,20104
14828,M2 Bored Unshaven,M2 Space Suit,M2 Bloodshot,M2 Cream,M2 Gray,None,None,None,37.199695449294246,20105
14829,M1 Bored,M1 Bayc T Black,M1 Bored,M1 Zombie,M1 Orange,M1 Bayc Flipped Brim,None,None,28.76756345495755,20106
14830,M2 Bored,M2 Bayc T Black,M2 Bored,M2 Zombie,M2 Orange,M2 Bayc Flipped Brim,None,None,49.03246581580964,20107
14831,M1 Grin,M1 Puffy Vest,M1 Bored,M1 Golden Brown,M1 Army Green,M1 Irish Boho,M1 Diamond Stud,None,79.17129918745091,20108
14832,M1 Grin,M1 Black T,M1 Bored,M1 Blue,M1 Orange,M1 Bayc Hat Black,None,None,34.96803227665778,20110
14833,M2 Grin,M2 Black T,M2 Bored,M2 Blue,M2 Orange,M2 Bayc Hat Black,None,None,50.766320872961124,20111
14834,M1 Bored Cigarette,M1 Biker Vest,M1 Wide Eyed,M1 Black,M1 Aquamarine,M1 Horns,None,None,37.476931276880556,20112
14835,M2 Bored,M2 Guayabera,M2 Sleepy,M2 Cheetah,M2 Blue,M2 Army Hat,None,None,50.191711475481796,20115
14836,M1 Discomfort,M1 Tweed Suit,M1 3d,M1 Brown,M1 Yellow,M1 Sushi Chef Headband,None,None,40.28650635622935,20116
14837,M1 Bored,None,M1 Closed,M1 Brown,M1 Orange,M1 Faux Hawk,M1 Gold Hoop,None,62.10391643711607,20118
14838,M1 Tongue Out,M1 Vietnam Jacket,M1 3d,M1 Black,M1 Blue,M1 Vietnam Era Helmet,M1 Gold Stud,None,84.28581382829363,20120
14839,M1 Bored,None,M1 X Eyes,M1 Cheetah,M1 Purple,M1 Fez,None,None,24.050459535874992,20122
14840,M1 Phoneme Wah,M1 Bone Tee,M1 3d,M1 Blue,M1 Purple,M1 Trippy Captain's Hat,None,None,45.05373344142916,20124
14841,M1 Jovial,M1 Striped Tee,M1 Sleepy,M1 Cheetah,M1 Orange,M1 S&m Hat,M1 Silver Stud,None,83.62100879149784,20126
14842,M2 Jovial,M2 Striped Tee,M2 Sleepy,M2 Cheetah,M2 Orange,M2 S&m Hat,M2 Silver Stud,None,97.23730353393081,20127
14843,M1 Bored Unshaven,None,M1 Blue Beams,M1 Cream,M1 New Punk Blue,M1 Beanie,M1 Silver Hoop,None,68.25076497322718,20128
14844,M2 Bored Unshaven,None,M2 Blue Beams,M2 Cream,M2 New Punk Blue,M2 Beanie,M2 Silver Hoop,None,84.55641154803575,20129
14845,M1 Bored Cigarette,M1 Bayc T Black,M1 Angry,M1 Dark Brown,M1 Orange,M1 Vietnam Era Helmet,M1 Diamond Stud,None,82.47852669302353,20130
14846,M2 Bored Cigarette,M2 Bayc T Black,M2 Angry,M2 Dark Brown,M2 Orange,M2 Vietnam Era Helmet,M2 Diamond Stud,None,97.12039085550677,20131
14847,M1 Bored Unshaven,M1 Hawaiian,M1 Blindfold,M1 Cheetah,M1 Army Green,M1 Seaman's Hat,M1 Gold Stud,None,81.63334906664772,20132
14848,M1 Bored Party Horn,M1 Sailor Shirt,M1 Sunglasses,M1 Golden Brown,M1 Yellow,None,None,None,30.514879911564996,20136
14849,M1 Rage,M1 Biker Vest,M1 Bored,M1 Red,M1 Purple,M1 Party Hat 1,M1 Cross,None,83.1366435553743,20138
14850,M2 Rage,M2 Biker Vest,M2 Bored,M2 Red,M2 Purple,M2 Party Hat 1,M2 Cross,None,97.27405978016373,20139
14851,M1 Bored,None,M1 Robot,M1 Red,M1 Aquamarine,M1 Trippy Captain's Hat,M1 Silver Hoop,None,66.2831234810501,20140
14852,M2 Bored,None,M2 Robot,M2 Red,M2 Aquamarine,M2 Trippy Captain's Hat,M2 Silver Hoop,None,84.09539877322536,20141
14853,M1 Bored Unshaven,None,M1 Sleepy,M1 Dark Brown,M1 Aquamarine,M1 Bayc Hat Red,M1 Silver Stud,None,63.41345804106741,20144
14854,M2 Bored Unshaven,None,M2 Sleepy,M2 Dark Brown,M2 Aquamarine,M2 Bayc Hat Red,M2 Silver Stud,None,82.9796151960169,20145
14855,M1 Dumbfounded,None,M1 Bored,M1 Blue,M1 Orange,M1 Beanie,None,None,24.25756459440777,20146
14856,M1 Grin,M1 Navy Striped Tee,M1 X Eyes,M1 Cheetah,M1 Aquamarine,M1 Cowboy Hat,None,None,41.96020572441455,20148
14857,M2 Grin,M2 Navy Striped Tee,M2 X Eyes,M2 Cheetah,M2 Aquamarine,M2 Cowboy Hat,None,None,52.92444154668136,20149
14858,M1 Dumbfounded,M1 Striped Tee,M1 Heart,M1 Dark Brown,M1 New Punk Blue,M1 Fez,M1 Silver Stud,None,79.09111463607482,20150
14859,M1 Bored Kazoo,M1 Tuxedo Tee,M1 Zombie,M1 Dark Brown,M1 Gray,M1 Fez,None,None,40.90119234076358,20152
14860,M1 Grin,M1 Tanktop,M1 Bloodshot,M1 Brown,M1 Orange,None,None,None,22.450228935971925,20154
14861,M1 Bored,M1 Sailor Shirt,M1 Angry,M1 Blue,M1 New Punk Blue,M1 Fez,None,None,33.615035105560644,20156
14862,M1 Bored,M1 Striped Tee,M1 Eyepatch,M1 Dark Brown,M1 Purple,M1 Bandana Blue,None,None,30.267592814809753,20160
14863,M1 Bored,M1 Sailor Shirt,M1 Bored,M1 Cream,M1 Blue,None,None,None,14.058143861564526,20162
14864,M2 Bored,None,M2 Angry,M2 Blue,M2 Purple,M2 Sushi Chef Headband,M2 Gold Stud,None,84.29250303197693,20165
14865,M1 Bored Unshaven,M1 Tanktop,M1 Closed,M1 Blue,M1 Yellow,M1 Seaman's Hat,M1 Gold Hoop,None,78.85059253155042,20168
14866,M1 Phoneme Vuh,M1 Lumberjack Shirt,M1 Wide Eyed,M1 Gray,M1 Purple,M1 Fez,M1 Silver Stud,None,84.13546250170046,20170
14867,M1 Discomfort,M1 Striped Tee,M1 X Eyes,M1 Red,M1 Aquamarine,M1 S&m Hat,M1 Silver Stud,None,85.95275763888559,20172
14868,M2 Discomfort,M2 Striped Tee,M2 X Eyes,M2 Red,M2 Aquamarine,M2 S&m Hat,M2 Silver Stud,None,98.29962234162895,20173
14869,M1 Bored,M1 Vietnam Jacket,M1 Sad,M1 Dark Brown,M1 Aquamarine,M1 Bayc Hat Red,None,None,29.93683666249836,20174
14870,M1 Rage,M1 Tanktop,M1 Cyborg,M1 Black,M1 Purple,None,None,None,28.847838882867183,20176
14871,M1 Bored Cigarette,M1 Work Vest,M1 Closed,M1 Brown,M1 New Punk Blue,M1 S&m Hat,None,None,36.845527681640846,20178
14872,M1 Phoneme L,M1 Puffy Vest,M1 Bored,M1 Black,M1 Blue,None,None,None,21.391211780324458,20180
14873,M1 Grin,M1 Striped Tee,M1 Laser Eyes,M1 Cream,M1 Gray,None,M1 Silver Hoop,None,70.8063915294632,20182
14874,M2 Grin,M2 Striped Tee,M2 Laser Eyes,M2 Cream,M2 Gray,None,M2 Silver Hoop,None,83.5642843775031,20183
14875,M1 Bored Unshaven Kazoo,M1 Lab Coat,M1 Blindfold,M1 Blue,M1 Gray,M1 Halo,None,None,46.30317594002248,20184
14876,M1 Bored Unshaven Kazoo,None,M1 Robot,M1 Dark Brown,M1 New Punk Blue,None,None,None,17.68296978612669,20186
14877,M1 Dumbfounded,M1 Black Holes T,M1 Hypnotized,M1 Brown,M1 Aquamarine,None,None,None,26.75318515094395,20188
14878,M1 Phoneme Vuh,M1 Biker Vest,M1 Crazy,M1 Black,M1 Gray,M1 S&m Hat,M1 Gold Stud,None,84.01187347873609,20192
14879,M1 Phoneme Oh,M1 Work Vest,M1 Heart,M1 White,M1 Purple,M1 Sea Captain's Hat,None,None,44.66286566732076,20196
14880,M2 Phoneme Oh,M2 Work Vest,M2 Heart,M2 White,M2 Purple,M2 Sea Captain's Hat,None,None,53.85985407718169,20197
14881,M1 Bored Unshaven,M1 Hip Hop,M1 Wide Eyed,M1 Dark Brown,M1 Yellow,M1 Army Hat,None,None,32.99028779302127,20198
14882,M1 Phoneme Oh,M1 Striped Tee,M1 Bored,M1 Black,M1 Blue,M1 S&m Hat,None,None,33.64510043290079,20200
14883,M1 Bored,None,M1 Crazy,M1 Dark Brown,M1 Blue,M1 Beanie,M1 Gold Stud,None,61.51261394648612,20202
14884,M1 Phoneme L,M1 Navy Striped Tee,M1 X Eyes,M1 Dark Brown,M1 New Punk Blue,M1 Beanie,None,None,38.773127736307416,20204
14885,M1 Bored,None,M1 Angry,M1 Zombie,M1 Gray,M1 Cowboy Hat,None,None,24.23753967576885,20206
14886,M1 Bored Pipe,None,M1 Wide Eyed,M1 Brown,M1 Purple,M1 Halo,None,None,28.907947076216463,20208
14887,M1 Bored,M1 Biker Vest,M1 3d,M1 Black,M1 Orange,M1 Beanie,M1 Silver Stud,None,70.37201109321991,20210
14888,M1 Tongue Out,None,M1 Closed,M1 Black,M1 Yellow,M1 Beanie,None,None,26.829976147313488,20212
14889,M1 Bored Dagger,None,M1 Bloodshot,M1 Brown,M1 New Punk Blue,None,M1 Diamond Stud,None,59.8490587187363,20214
14890,M1 Phoneme Oh,M1 Tuxedo Tee,M1 Zombie,M1 Pink,M1 Aquamarine,M1 Bunny Ears,None,None,44.783135378983054,20224
14891,M1 Bored Cigarette,M1 Tuxedo Tee,M1 Sunglasses,M1 Dark Brown,M1 Purple,M1 Cowboy Hat,None,None,37.45688561099369,20226
14892,M2 Bored,M2 Bayc T Black,M2 Sleepy,M2 Tan,M2 Purple,None,M2 Silver Stud,None,80.55433767999573,20229
14893,M1 Bored,M1 Black T,M1 Hypnotized,M1 Black,M1 Aquamarine,M1 Halo,None,None,30.705227922809836,20230
14894,M1 Bored Unshaven,M1 Caveman Pelt,M1 Scumbag,M1 Trippy,M1 Army Green,M1 King's Crown,None,None,41.99029402925365,20232
14895,M2 Bored Unshaven,M2 Caveman Pelt,M2 Scumbag,M2 Trippy,M2 Army Green,M2 King's Crown,None,None,52.92444497625548,20233
14896,M1 Bored,None,M1 Crazy,M1 Cream,M1 Gray,None,M1 Silver Stud,None,51.94496425428208,20236
14897,M1 Bored Cigarette,M1 Bone Tee,M1 Sad,M1 White,M1 Gray,None,None,None,29.09502790123667,20238
14898,M1 Bored,M1 Sleeveless Logo T,M1 Bored,M1 Dark Brown,M1 Blue,M1 Safari,None,None,24.51807612391473,20240
14899,M2 Bored Cigarette,M2 Lab Coat,M2 Eyepatch,M2 Cheetah,M2 New Punk Blue,M2 Sea Captain's Hat,None,None,53.29526485450761,20243
14900,M1 Bored,None,M1 Bored,M1 Red,M1 Army Green,M1 Commie Hat,None,None,17.118284196615534,20248
14901,M1 Phoneme Vuh,M1 Tie Dye,M1 Blindfold,M1 Tan,M1 Yellow,M1 Sea Captain's Hat,None,None,43.88113234907336,20250
14902,M2 Phoneme Vuh,M2 Tie Dye,M2 Blindfold,M2 Tan,M2 Yellow,M2 Sea Captain's Hat,None,None,53.64270243733378,20251
14903,M1 Bored,M1 Black Holes T,M1 3d,M1 Dmt,M1 Army Green,M1 Fez,None,None,34.93463100603129,20252
14904,M1 Discomfort,M1 Leather Punk Jacket,M1 Robot,M1 Pink,M1 Army Green,None,M1 Silver Stud,None,73.87313070839511,20254
14905,M1 Bored,M1 Sleeveless T,M1 Closed,M1 Blue,M1 Purple,M1 Faux Hawk,None,None,33.260927350526444,20256
14906,M1 Phoneme Oh,M1 Prison Jumpsuit,M1 Hypnotized,M1 Brown,M1 Yellow,M1 Horns,None,None,40.864447754068934,20258
14907,M1 Bored Unshaven,M1 Sailor Shirt,M1 Robot,M1 Blue,M1 Army Green,M1 Cowboy Hat,M1 Gold Stud,None,81.28592828673541,20262
14908,M1 Bored Pipe,None,M1 Bored,M1 Pink,M1 Aquamarine,None,None,None,14.542644727643605,20264
14909,M1 Bored Cigarette,M1 Tanktop,M1 Bored,M1 Pink,M1 Aquamarine,M1 Halo,M1 Diamond Stud,None,79.65569528608079,20266
14910,M1 Bored Cigar,None,M1 Holographic,M1 Golden Brown,M1 New Punk Blue,M1 Laurel Wreath,M1 Gold Hoop,None,78.51659748312896,20270
14911,M1 Bored,M1 Toga,M1 Closed,M1 Red,M1 Gray,None,M1 Gold Hoop,None,63.72752024304583,20272
14912,M1 Grin,M1 Caveman Pelt,M1 Heart,M1 Cream,M1 Army Green,M1 Prussian Helmet,None,None,42.30429501900816,20276
14913,M2 Grin,M2 Caveman Pelt,M2 Heart,M2 Cream,M2 Army Green,M2 Prussian Helmet,None,None,53.27522553188264,20277
14914,M1 Jovial,M1 Guayabera,M1 Crazy,M1 Red,M1 Gray,None,None,None,31.34004273568667,20278
14915,M2 Jovial,M2 Guayabera,M2 Crazy,M2 Red,M2 Gray,None,None,None,39.98590109292327,20279
14916,M1 Bored Unshaven Cigarette,M1 Prison Jumpsuit,M1 Blindfold,M1 Dark Brown,M1 Aquamarine,M1 Stuntman Helmet,None,None,40.19629648526443,20286
14917,M1 Bored,M1 Hawaiian,M1 Sad,M1 White,M1 Blue,M1 Beanie,None,None,32.432384688568334,20288
14918,M1 Grin Gold Grill,M1 Space Suit,M1 Closed,M1 Dark Brown,M1 Purple,M1 Seaman's Hat,None,None,38.88339407607834,20290
14919,M2 Grin Gold Grill,M2 Space Suit,M2 Closed,M2 Dark Brown,M2 Purple,M2 Seaman's Hat,None,None,52.20284505572816,20291
14920,M1 Tongue Out,None,M1 3d,M1 Black,M1 Gray,M1 Bayc Hat Red,None,None,30.691909526936033,20292
14921,M2 Tongue Out,None,M2 3d,M2 Black,M2 Gray,M2 Bayc Hat Red,None,None,41.47583517511223,20293
14922,M1 Bored,M1 Tanktop,M1 Bored,M1 Dark Brown,M1 Orange,M1 Commie Hat,M1 Silver Hoop,None,64.80640697697017,20294
14923,M1 Bored Unshaven,M1 Vietnam Jacket,M1 Sunglasses,M1 White,M1 Aquamarine,M1 Bowler,None,None,38.5225990012471,20296
14924,M1 Grin,M1 Black T,M1 Sleepy,M1 Pink,M1 Orange,M1 Bayc Flipped Brim,M1 Diamond Stud,None,84.1655393168045,20298
14925,M2 Grin,M2 Black T,M2 Sleepy,M2 Pink,M2 Orange,M2 Bayc Flipped Brim,M2 Diamond Stud,None,97.48451141397238,20299
14926,M1 Bored,M1 Tie Dye,M1 Scumbag,M1 Zombie,M1 Army Green,M1 Seaman's Hat,M1 Silver Hoop,None,77.24709200153814,20300
14927,M2 Bored,M2 Tie Dye,M2 Scumbag,M2 Zombie,M2 Army Green,M2 Seaman's Hat,M2 Silver Hoop,None,95.83424423463158,20301
14928,M1 Bored,M1 Tuxedo Tee,M1 X Eyes,M1 Dark Brown,M1 Purple,M1 King's Crown,None,None,31.486967072093552,20302
14929,M2 Bored,M2 Tuxedo Tee,M2 X Eyes,M2 Dark Brown,M2 Purple,M2 King's Crown,None,None,50.05474850227365,20303
14930,M1 Dumbfounded,None,M1 Robot,M1 Black,M1 Orange,M1 Bunny Ears,None,None,29.21528475234801,20304
14931,M1 Bored Unshaven,M1 Tweed Suit,M1 Coins,M1 Dark Brown,M1 Aquamarine,M1 Sea Captain's Hat,None,None,33.234177561928675,20306
14932,M1 Jovial,None,M1 Bored,M1 Noise,M1 New Punk Blue,M1 Seaman's Hat,M1 Gold Hoop,None,71.28408299231178,20308
14933,M2 Jovial,None,M2 Bored,M2 Noise,M2 New Punk Blue,M2 Seaman's Hat,M2 Gold Hoop,None,85.30138244715472,20309
14934,M1 Grin Multicolored,M1 Biker Vest,M1 Sleepy,M1 Blue,M1 Army Green,M1 Bunny Ears,None,None,43.39004807459051,20312
14935,M2 Grin Multicolored,M2 Biker Vest,M2 Sleepy,M2 Blue,M2 Army Green,M2 Bunny Ears,None,None,53.342035617973416,20313
14936,M1 Bored,M1 Bandolier,M1 Angry,M1 Zombie,M1 Blue,None,None,None,22.507059828401367,20314
14937,M1 Bored,M1 Black Holes T,M1 Scumbag,M1 Brown,M1 Blue,None,None,None,18.32103703741175,20316
14938,M1 Bored Unshaven Cigarette,M1 Work Vest,M1 3d,M1 Dark Brown,M1 Orange,M1 Bayc Hat Black,M1 Silver Hoop,None,80.53093309642114,20318
14939,M2 Bored Unshaven Cigarette,M2 Work Vest,M2 3d,M2 Dark Brown,M2 Orange,M2 Bayc Hat Black,M2 Silver Hoop,None,96.50905058709492,20319
14940,M1 Phoneme Oh,M1 Leather Jacket,M1 Heart,M1 Black,M1 Orange,M1 Fez,None,None,40.229712502299336,20322
14941,M1 Tongue Out,M1 Pimp Coat,M1 Bored,M1 Black,M1 Yellow,None,None,None,21.815489225953083,20326
14942,M1 Dumbfounded,M1 Black T,M1 Robot,M1 Golden Brown,M1 New Punk Blue,M1 Fisherman's Hat,M1 Diamond Stud,None,85.63207035800914,20328
14943,M2 Dumbfounded,M2 Black T,M2 Robot,M2 Golden Brown,M2 New Punk Blue,M2 Fisherman's Hat,M2 Diamond Stud,None,98.08916745058374,20329
14944,M1 Bored Cigarette,M1 Bayc T Red,M1 Bored,M1 Blue,M1 Orange,M1 Halo,None,None,35.702992602314744,20330
14945,M1 Bored,M1 Rainbow Suspenders,M1 Sleepy,M1 Black,M1 New Punk Blue,M1 Seaman's Hat,M1 Gold Stud,None,72.346357907431,20332
14946,M1 Bored,M1 Sailor Shirt,M1 Crazy,M1 Cream,M1 Army Green,M1 Horns,M1 Gold Hoop,None,76.94976438270066,20334
14947,M1 Bored Unshaven Cigarette,None,M1 Wide Eyed,M1 Blue,M1 Army Green,M1 Horns,None,None,32.278775949149754,20340
14948,M1 Small Grin,M1 Tanktop,M1 Bored,M1 Dark Brown,M1 Gray,M1 Seaman's Hat,M1 Silver Hoop,None,74.41754738473803,20342
14949,M1 Bored Unshaven,None,M1 Zombie,M1 Brown,M1 New Punk Blue,M1 Stuntman Helmet,None,None,24.063806910087276,20344
14950,M1 Bored,M1 Tweed Suit,M1 Bloodshot,M1 Trippy,M1 Blue,None,None,None,21.464730103826607,20346
14951,M2 Bored,M2 Tweed Suit,M2 Bloodshot,M2 Trippy,M2 Blue,None,None,None,36.84892415230635,20347
14952,M1 Grin Gold Grill,M1 Puffy Vest,M1 Bored,M1 Pink,M1 Yellow,M1 Bayc Flipped Brim,None,None,38.305439475265416,20348
14953,M2 Grin Gold Grill,M2 Puffy Vest,M2 Bored,M2 Pink,M2 Yellow,M2 Bayc Flipped Brim,None,None,51.65162378245833,20349
14954,M1 Bored Unshaven,M1 Pimp Coat,M1 3d,M1 Blue,M1 Purple,M1 Fez,None,None,37.600538474982685,20354
14955,M2 Bored Unshaven,M2 Pimp Coat,M2 3d,M2 Blue,M2 Purple,M2 Fez,None,None,51.56142059886727,20355
14956,M1 Dumbfounded,M1 Striped Tee,M1 Bloodshot,M1 Gray,M1 Blue,M1 Safari,None,None,40.2130031212764,20358
14957,M1 Phoneme L,M1 Tanktop,M1 Sleepy,M1 Brown,M1 Purple,M1 Cowboy Hat,None,None,37.72080801430741,20360
14958,M2 Phoneme L,M2 Tanktop,M2 Sleepy,M2 Brown,M2 Purple,M2 Cowboy Hat,None,None,51.94561082742264,20361
14959,M1 Dumbfounded,M1 Black Holes T,M1 Bored,M1 Cream,M1 Yellow,M1 Commie Hat,M1 Gold Stud,None,78.89736158065158,20362
14960,M2 Dumbfounded,M2 Black Holes T,M2 Bored,M2 Cream,M2 Yellow,M2 Commie Hat,M2 Gold Stud,None,95.9879138449781,20363
14961,M1 Bored Unshaven,M1 Sailor Shirt,M1 Scumbag,M1 Blue,M1 Gray,M1 Seaman's Hat,None,None,38.04820987670192,20364
14962,M1 Bored Unshaven,M1 Smoking Jacket,M1 Closed,M1 Robot,M1 Aquamarine,M1 Laurel Wreath,None,None,38.22192549563926,20370
14963,M2 Bored Unshaven,M2 Biker Vest,M2 Hypnotized,M2 Blue,M2 Army Green,M2 Baby's Bonnet,None,None,52.19950876917465,20373
14964,M1 Tongue Out,M1 Smoking Jacket,M1 Blindfold,M1 Black,M1 Orange,M1 Party Hat 2,None,None,42.20744103907793,20374
14965,M1 Grin,M1 Black T,M1 Angry,M1 Tan,M1 New Punk Blue,M1 S&m Hat,M1 Gold Hoop,None,84.49292403189158,20376
14966,M1 Bored Unshaven Cigarette,M1 Leather Punk Jacket,M1 Blindfold,M1 Golden Brown,M1 Purple,None,None,None,30.047174332285977,20378
14967,M1 Grin Gold Grill,None,M1 Robot,M1 Blue,M1 Blue,M1 Vietnam Era Helmet,None,None,34.921311925031134,20380
14968,M2 Grin Gold Grill,None,M2 Robot,M2 Blue,M2 Blue,M2 Vietnam Era Helmet,None,None,42.461356469996545,20381
14969,M1 Bored Unshaven,None,M1 Zombie,M1 Gray,M1 New Punk Blue,M1 Bayc Flipped Brim,M1 Gold Hoop,None,71.18052694730248,20382
14970,M1 Grin Gold Grill,M1 Service,M1 Bored,M1 Blue,M1 Army Green,None,M1 Gold Stud,None,69.7741205599386,20392
14971,M1 Bored Unshaven,None,M1 3d,M1 Dark Brown,M1 Army Green,M1 King's Crown,None,None,23.616133966059355,20394
14972,M2 Bored Unshaven,None,M2 3d,M2 Dark Brown,M2 Army Green,M2 King's Crown,None,None,39.354446228098865,20395
14973,M1 Bored Cigarette,M1 Caveman Pelt,M1 Heart,M1 White,M1 Gray,M1 Short Mohawk,None,None,42.78536477541333,20396
14974,M1 Bored,None,M1 Cyborg,M1 Robot,M1 Army Green,None,None,None,13.283158904971698,20398
14975,M2 Bored,None,M2 Cyborg,M2 Robot,M2 Army Green,None,None,None,26.432499071924997,20399
14976,M1 Phoneme Oh,M1 Navy Striped Tee,M1 Sleepy,M1 Blue,M1 Gray,None,M1 Silver Stud,None,71.21729468186247,20402
14977,M1 Bored,M1 Black Holes T,M1 Bored,M1 Dmt,M1 Army Green,M1 Commie Hat,None,None,29.128377732193666,20406
14978,M2 Bored,M2 Black Holes T,M2 Bored,M2 Dmt,M2 Army Green,M2 Commie Hat,None,None,49.24294213979233,20407
14979,M1 Small Grin,None,M1 Eyepatch,M1 Blue,M1 Aquamarine,M1 Halo,M1 Silver Hoop,None,74.98553033222186,20408
14980,M1 Tongue Out,M1 Work Vest,M1 Heart,M1 Golden Brown,M1 New Punk Blue,M1 Bayc Hat Red,None,None,44.02813247318299,20410
14981,M1 Grin Diamond Grill,None,M1 Robot,M1 White,M1 Purple,M1 Army Hat,M1 Silver Hoop,None,76.34517401543609,20412
14982,M1 Grin,None,M1 Bored,M1 Zombie,M1 Gray,None,None,None,12.942380519378432,20414
14983,M2 Grin,None,M2 Bored,M2 Zombie,M2 Gray,None,None,None,26.14184505458807,20415
14984,M1 Bored Cigarette,M1 Navy Striped Tee,M1 Wide Eyed,M1 Black,M1 Army Green,M1 Stuntman Helmet,M1 Silver Hoop,None,79.41179951661545,20418
14985,M1 Grin,M1 Sailor Shirt,M1 Sad,M1 Cream,M1 Orange,M1 Girl's Hair Short,M1 Cross,None,85.71892885358976,20422
14986,M1 Jovial,M1 Stunt Jacket,M1 Bloodshot,M1 Brown,M1 Orange,M1 Safari,None,None,38.16178129556325,20424
14987,M1 Bored Cigarette,M1 Navy Striped Tee,M1 X Eyes,M1 Black,M1 Orange,M1 Party Hat 1,None,None,39.32436889907967,20428
14988,M1 Tongue Out,None,M1 X Eyes,M1 Tan,M1 Purple,M1 Commie Hat,M1 Silver Stud,None,75.23607209848113,20430
14989,M1 Bored Unshaven Cigarette,M1 Bayc T Red,M1 Bored,M1 Brown,M1 New Punk Blue,M1 Commie Hat,M1 Silver Hoop,None,74.59459791941299,20432
14990,M1 Bored,M1 Toga,M1 Bloodshot,M1 Black,M1 Army Green,None,M1 Gold Hoop,None,59.13405935673616,20434
14991,M2 Bored,M2 Toga,M2 Bloodshot,M2 Black,M2 Army Green,None,M2 Gold Hoop,None,80.45411843686308,20435
14992,M1 Dumbfounded,M1 Hawaiian,M1 Angry,M1 Red,M1 Gray,M1 Cowboy Hat,None,None,42.41789661609428,20438
14993,M2 Dumbfounded,M2 Hawaiian,M2 Angry,M2 Red,M2 Gray,M2 Cowboy Hat,None,None,53.0781120142102,20439
14994,M1 Bored,None,M1 X Eyes,M1 Pink,M1 Gray,M1 Bunny Ears,None,None,24.889000769616064,20440
14995,M1 Bored,M1 Tuxedo Tee,M1 Bored,M1 Brown,M1 Aquamarine,M1 Fisherman's Hat,None,None,23.13833945097101,20442
14996,M1 Grin,M1 Black Holes T,M1 Bored,M1 Brown,M1 Orange,M1 Trippy Captain's Hat,None,None,32.255329353503356,20444
14997,M2 Grin,M2 Black Holes T,M2 Bored,M2 Brown,M2 Orange,M2 Trippy Captain's Hat,None,None,50.20841914045048,20445
14998,M1 Bored Bubblegum,M1 Stunt Jacket,M1 Bored,M1 Brown,M1 Army Green,M1 Laurel Wreath,None,None,35.54264716275106,20448
14999,M1 Phoneme Oh,M1 Stunt Jacket,M1 Sad,M1 Black,M1 Gray,M1 Bayc Hat Red,M1 Silver Stud,None,82.89943716164827,20450
15000,M2 Phoneme Oh,M2 Stunt Jacket,M2 Sad,M2 Black,M2 Gray,M2 Bayc Hat Red,M2 Silver Stud,None,97.14377109386409,20451
15001,M1 Bored,M1 Smoking Jacket,M1 Bloodshot,M1 Brown,M1 Army Green,M1 Faux Hawk,None,None,28.694059877019022,20452
15002,M2 Bored Unshaven,M2 Black T,M2 Blindfold,M2 Golden Brown,M2 Aquamarine,M2 Fisherman's Hat,M2 Cross,None,96.6460144180486,20455
15003,M1 Bored Unshaven,M1 Bone Necklace,M1 Bloodshot,M1 White,M1 Gray,M1 Bowler,M1 Silver Stud,None,78.13569176016162,20456
15004,M1 Bored,M1 Kings Robe,M1 Blue Beams,M1 Zombie,M1 New Punk Blue,M1 Halo,M1 Silver Hoop,None,78.91074410468984,20460
15005,M2 Bored,M2 Kings Robe,M2 Blue Beams,M2 Zombie,M2 New Punk Blue,M2 Halo,M2 Silver Hoop,None,96.08479011587293,20461
15006,M1 Phoneme  Ooo,None,M1 Bloodshot,M1 Dark Brown,M1 Army Green,M1 Spinner Hat,None,None,27.514814847753904,20462
15007,M1 Bored Cigar,None,M1 Laser Eyes,M1 Black,M1 Purple,M1 Girl's Hair Pink,M1 Silver Hoop,None,74.26730099117331,20464
15008,M2 Bored Cigar,None,M2 Laser Eyes,M2 Black,M2 Purple,M2 Girl's Hair Pink,M2 Silver Hoop,None,86.56749334647186,20465
15009,M1 Phoneme L,M1 Vietnam Jacket,M1 Closed,M1 Solid Gold,M1 Gray,None,M1 Gold Stud,None,75.81404213054724,20466
15010,M2 Phoneme L,M2 Vietnam Jacket,M2 Closed,M2 Solid Gold,M2 Gray,None,M2 Gold Stud,None,85.11769809026565,20467
15011,M1 Bored,M1 Bone Necklace,M1 Bloodshot,M1 Dark Brown,M1 Aquamarine,M1 Seaman's Hat,None,None,26.973553907599694,20468
15012,M1 Bored Unshaven,M1 Tweed Suit,M1 Sleepy,M1 Blue,M1 Orange,M1 Trippy Captain's Hat,None,None,37.36335574331875,20470
