,Mouth,Clothes,Eyes,Fur,Background,Hat,Earring,Name,Rarity score,Token Id
11264,M1 Dumbfounded,M1 Smoking Jacket,M1 Bloodshot,M1 Black,M1 Purple,None,None,None,23.956926753385883,12580
11265,M1 Phoneme Vuh,M1 Prison Jumpsuit,M1 Sad,M1 Black,M1 Army Green,M1 Safari,M1 Silver Hoop,None,81.55650697472065,12584
11266,M2 Bored,M2 Puffy Vest,M2 Hypnotized,M2 Dark Brown,M2 Yellow,M2 Fisherman's Hat,M2 Cross,None,94.91223154584335,12587
11267,M1 Bored,None,M1 Sunglasses,M1 Red,M1 Purple,M1 S&m Hat,None,None,24.007045120521095,12588
11268,M1 Bored,M1 Service,M1 Closed,M1 Red,M1 Yellow,None,None,None,20.071589986132697,12590
11269,M1 Bored,M1 Sleeveless T,M1 Coins,M1 Dark Brown,M1 Army Green,None,None,None,16.75084141428646,12592
11270,M1 Bored,M1 Tuxedo Tee,M1 Bored,M1 Brown,M1 New Punk Blue,None,None,None,10.877679972311535,12594
11271,M1 Bored Pipe,M1 Striped Tee,M1 Bored,M1 Gray,M1 Aquamarine,None,M1 Gold Hoop,None,67.86661932378506,12596
11272,M1 Bored,M1 Wool Turtleneck,M1 Bored,M1 Cheetah,M1 Orange,M1 Cowboy Hat,M1 Gold Hoop,None,71.05351110846058,12598
11273,M1 Jovial,M1 Hip Hop,M1 Zombie,M1 Red,M1 Army Green,M1 Sea Captain's Hat,M1 Silver Stud,None,86.56077053696082,12600
11274,M1 Bored,M1 Pimp Coat,M1 Heart,M1 Dark Brown,M1 Blue,None,None,None,17.95353732708083,12602
11275,M1 Discomfort,None,M1 Wide Eyed,M1 Black,M1 Army Green,M1 Sea Captain's Hat,M1 Silver Hoop,None,70.83643062347582,12604
11276,M1 Bored Unshaven,M1 Bayc T Red,M1 Bloodshot,M1 Pink,M1 Aquamarine,M1 Ww2 Pilot Helm,None,None,36.50142295607566,12606
11277,M1 Bored Unshaven,None,M1 Bored,M1 Brown,M1 Army Green,M1 Horns,M1 Gold Hoop,None,60.25984339158502,12608
11278,M1 Bored Unshaven,M1 Tie Dye,M1 Closed,M1 Cream,M1 Aquamarine,M1 King's Crown,None,None,36.76535153228488,12610
11279,M2 Bored Unshaven,M2 Tie Dye,M2 Closed,M2 Cream,M2 Aquamarine,M2 King's Crown,None,None,51.48458125026158,12611
11280,M1 Bored,None,M1 Zombie,M1 Red,M1 Purple,None,None,None,11.001386451501705,12614
11281,M1 Bored Unshaven,M1 Hip Hop,M1 Heart,M1 Brown,M1 Blue,M1 Bayc Hat Black,M1 Silver Hoop,None,75.89077328860633,12616
11282,M1 Bored Kazoo,M1 Black T,M1 Heart,M1 Dark Brown,M1 Army Green,M1 Faux Hawk,M1 Gold Stud,None,84.6265558633298,12620
11283,M1 Jovial,M1 Toga,M1 Crazy,M1 Cheetah,M1 Orange,M1 Faux Hawk,None,None,44.96687494584854,12622
11284,M1 Grin,None,M1 Bored,M1 Tan,M1 Blue,M1 Party Hat 2,None,None,25.106130804470506,12624
11285,M2 Grin,None,M2 Bored,M2 Tan,M2 Blue,M2 Party Hat 2,None,None,39.65178362061717,12625
11286,M1 Rage,M1 Bone Tee,M1 Angry,M1 Cheetah,M1 Aquamarine,M1 Bunny Ears,None,None,44.57934791682449,12626
11287,M2 Rage,M2 Bone Tee,M2 Angry,M2 Cheetah,M2 Aquamarine,M2 Bunny Ears,None,None,53.76964574993344,12627
11288,M1 Bored,M1 Tanktop,M1 Closed,M1 Dark Brown,M1 New Punk Blue,None,None,None,15.745250104074035,12630
11289,M1 Phoneme Wah,M1 Sailor Shirt,M1 Sleepy,M1 Black,M1 Orange,M1 Girl's Hair Short,None,None,39.481391427400766,12632
11290,M1 Bored,None,M1 Heart,M1 Tan,M1 Orange,M1 Spinner Hat,M1 Silver Hoop,None,64.98693182313964,12634
11291,M1 Phoneme L,M1 Tuxedo Tee,M1 Bored,M1 Brown,M1 Yellow,M1 Vietnam Era Helmet,None,None,33.46803275260799,12638
11292,M1 Jovial,M1 Black T,M1 Bored,M1 Pink,M1 Aquamarine,None,None,None,23.8734268347602,12640
11293,M1 Bored Unshaven,M1 Tuxedo Tee,M1 Closed,M1 Pink,M1 Gray,M1 Cowboy Hat,None,None,36.130617309471994,12644
11294,M1 Dumbfounded,M1 Vietnam Jacket,M1 X Eyes,M1 Black,M1 Blue,M1 Commie Hat,M1 Diamond Stud,None,84.49626254728813,12646
11295,M1 Bored Unshaven Party Horn,M1 Puffy Vest,M1 Sleepy,M1 Golden Brown,M1 Army Green,M1 S&m Hat,M1 Silver Hoop,None,83.86822027232472,12648
11296,M1 Bored Unshaven,M1 Sailor Shirt,M1 Sleepy,M1 Black,M1 Army Green,M1 Beanie,None,None,30.855538784145427,12654
11297,M2 Bored Unshaven,M2 Sailor Shirt,M2 Sleepy,M2 Black,M2 Army Green,M2 Beanie,None,None,49.89772631609333,12655
11298,M1 Bored,M1 Bayc T Red,M1 Sad,M1 Dmt,M1 New Punk Blue,M1 Bowler,M1 Silver Stud,None,77.20033838369018,12656
11299,M2 Bored,M2 Bayc T Red,M2 Sad,M2 Dmt,M2 New Punk Blue,M2 Bowler,M2 Silver Stud,None,95.24963146385288,12657
11300,M1 Bored Unshaven,None,M1 Sleepy,M1 Cream,M1 Army Green,None,None,None,11.930098117654065,12658
11301,M1 Phoneme L,M1 Rainbow Suspenders,M1 Angry,M1 Black,M1 Aquamarine,M1 Army Hat,None,None,40.71078363064679,12662
11302,M1 Bored Bubblegum,None,M1 Bloodshot,M1 Tan,M1 Gray,M1 Army Hat,M1 Gold Hoop,None,74.93876231207743,12664
11303,M1 Bored Cigarette,M1 Tanktop,M1 X Eyes,M1 Dark Brown,M1 Blue,None,None,None,25.580551309097967,12666
11304,M1 Phoneme Wah,M1 Biker Vest,M1 3d,M1 White,M1 Yellow,M1 Commie Hat,None,None,44.094932956804136,12668
11305,M1 Grin,M1 Bone Tee,M1 Sad,M1 Red,M1 Blue,M1 Laurel Wreath,M1 Silver Stud,None,83.95507636728793,12670
11306,M1 Bored Unshaven,M1 Bone Necklace,M1 Bloodshot,M1 Dark Brown,M1 Yellow,M1 Horns,None,None,31.192943674882557,12674
11307,M2 Bored Unshaven,M2 Bone Necklace,M2 Bloodshot,M2 Dark Brown,M2 Yellow,M2 Horns,None,None,49.66720964109215,12675
11308,M1 Bored Unshaven Cigarette,M1 Wool Turtleneck,M1 Bored,M1 Dark Brown,M1 Blue,M1 Fisherman's Hat,None,None,32.15510856693564,12680
11309,M1 Bored,M1 Bayc T Red,M1 Bored,M1 Brown,M1 Orange,M1 Safari,None,None,24.531454018774177,12684
11310,M1 Bored Unshaven,M1 Sleeveless T,M1 Bloodshot,M1 Brown,M1 Purple,M1 Party Hat 2,M1 Gold Stud,None,75.44979572172042,12686
11311,M2 Bored Unshaven,M2 Sleeveless T,M2 Bloodshot,M2 Brown,M2 Purple,M2 Party Hat 2,M2 Gold Stud,None,95.02579833552586,12687
11312,M1 Bored Unshaven,M1 Leather Punk Jacket,M1 Coins,M1 Black,M1 Army Green,M1 Halo,None,None,34.08607697082998,12688
11313,M1 Dumbfounded,None,M1 Bored,M1 Blue,M1 Yellow,M1 Sea Captain's Hat,None,None,25.366721208831954,12690
11314,M1 Phoneme Wah,M1 Hawaiian,M1 Robot,M1 Black,M1 New Punk Blue,M1 Fez,None,None,40.593847633991004,12696
11315,M1 Bored Unshaven,M1 Prison Jumpsuit,M1 Heart,M1 Robot,M1 Blue,M1 Bayc Hat Black,None,None,39.02035979260787,12698
11316,M2 Bored Unshaven,M2 Prison Jumpsuit,M2 Heart,M2 Robot,M2 Blue,M2 Bayc Hat Black,None,None,51.96231420647967,12699
11317,M1 Bored Unshaven,M1 Puffy Vest,M1 Zombie,M1 Death Bot,M1 Yellow,M1 Girl's Hair Short,None,None,40.04930956440974,12700
11318,M2 Bored Unshaven,M2 Puffy Vest,M2 Zombie,M2 Death Bot,M2 Yellow,M2 Girl's Hair Short,None,None,52.2529606789788,12701
11319,M1 Bored Cigarette,M1 Smoking Jacket,M1 Closed,M1 Pink,M1 Purple,M1 Army Hat,M1 Silver Stud,None,81.89389660541579,12702
11320,M1 Grin,None,M1 Closed,M1 Cream,M1 Purple,M1 Irish Boho,None,None,29.105030586593717,12704
11321,M2 Bored Kazoo,M2 Wool Turtleneck,M2 Crazy,M2 Black,M2 Yellow,None,None,None,39.0571707368732,12709
11322,M1 Bored,M1 Toga,M1 Bloodshot,M1 White,M1 Orange,M1 Seaman's Hat,None,None,31.684074416588892,12710
11323,M1 Bored,M1 Space Suit,M1 Bloodshot,M1 Gray,M1 Gray,M1 Spinner Hat,M1 Silver Hoop,None,74.71153202964813,12712
11324,M2 Bored,M2 Space Suit,M2 Bloodshot,M2 Gray,M2 Gray,M2 Spinner Hat,M2 Silver Hoop,None,94.66835155033516,12713
11325,M1 Grin Multicolored,None,M1 Bloodshot,M1 Dark Brown,M1 Aquamarine,M1 Party Hat 1,None,None,28.159614685609984,12714
11326,M2 Grin Multicolored,None,M2 Bloodshot,M2 Dark Brown,M2 Aquamarine,M2 Party Hat 1,None,None,40.607244046973776,12715
11327,M1 Phoneme L,M1 Navy Striped Tee,M1 Blue Beams,M1 Gray,M1 Orange,None,M1 Silver Hoop,None,73.91320540902936,12718
11328,M2 Phoneme L,M2 Navy Striped Tee,M2 Blue Beams,M2 Gray,M2 Orange,None,M2 Silver Hoop,None,84.68674772798123,12719
11329,M1 Phoneme Vuh,M1 Wool Turtleneck,M1 Heart,M1 Black,M1 Yellow,M1 Spinner Hat,M1 Silver Stud,None,81.85381916089696,12720
11330,M2 Phoneme Vuh,M2 Wool Turtleneck,M2 Heart,M2 Black,M2 Yellow,M2 Spinner Hat,M2 Silver Stud,None,96.83308804290616,12721
11331,M1 Bored Unshaven,M1 Hawaiian,M1 3d,M1 Zombie,M1 Yellow,M1 Halo,M1 Silver Stud,None,79.21472200510654,12722
11332,M1 Bored Party Horn,M1 Tanktop,M1 Wide Eyed,M1 Pink,M1 Orange,M1 Halo,M1 Silver Stud,None,85.59532388489386,12724
11333,M1 Bored Cigarette,M1 Wool Turtleneck,M1 Angry,M1 Cream,M1 Army Green,M1 Commie Hat,None,None,40.92791366634602,12726
11334,M1 Bored,M1 Sleeveless T,M1 X Eyes,M1 Black,M1 Gray,M1 Beanie,None,None,30.010336467032396,12728
11335,M1 Phoneme Wah,M1 Striped Tee,M1 Robot,M1 Tan,M1 Orange,M1 Ww2 Pilot Helm,None,None,44.218539126231136,12732
11336,M1 Bored Cigar,M1 Bone Necklace,M1 3d,M1 Black,M1 Blue,M1 Beanie,M1 Gold Stud,None,83.14331132696493,12740
11337,M1 Bored Unshaven Pipe,None,M1 Heart,M1 Cream,M1 Blue,M1 Beanie,None,None,32.128421878108824,12742
11338,M1 Tongue Out,M1 Leather Punk Jacket,M1 Eyepatch,M1 Brown,M1 Gray,M1 Bayc Hat Red,None,None,41.86667860062418,12744
11339,M1 Bored Unshaven,M1 Striped Tee,M1 Robot,M1 Dmt,M1 New Punk Blue,None,None,None,25.78768706005229,12746
11340,M2 Bored Unshaven,M2 Striped Tee,M2 Robot,M2 Dmt,M2 New Punk Blue,None,None,None,37.99147809302295,12747
11341,M1 Bored Unshaven,None,M1 Bored,M1 Gray,M1 Yellow,M1 Halo,M1 Silver Hoop,None,61.64289474580718,12752
11342,M2 Bored Unshaven,None,M2 Bored,M2 Gray,M2 Yellow,M2 Halo,M2 Silver Hoop,None,82.51192093357217,12753
11343,M1 Phoneme  Ooo,M1 Sleeveless T,M1 3d,M1 Brown,M1 Orange,M1 Bandana Blue,None,None,40.323249742474495,12754
11344,M1 Bored Cigarette,M1 Black T,M1 Bored,M1 White,M1 Army Green,M1 Bayc Hat Black,M1 Silver Hoop,None,77.15687715869042,12756
11345,M2 Bored Cigarette,M2 Black T,M2 Bored,M2 White,M2 Army Green,M2 Bayc Hat Black,M2 Silver Hoop,None,95.50017391552011,12757
11346,M1 Jovial,M1 Black T,M1 Hypnotized,M1 Black,M1 Army Green,M1 Short Mohawk,M1 Silver Hoop,None,82.20124954271571,12758
11347,M1 Grin,M1 Bayc T Black,M1 Bored,M1 Brown,M1 Gray,M1 Seaman's Hat,None,None,30.905660922713945,12762
11348,M1 Bored Unshaven,M1 Puffy Vest,M1 Sad,M1 Brown,M1 Blue,M1 Fez,M1 Silver Stud,None,74.40418629391883,12764
11349,M1 Bored,M1 Bayc T Red,M1 Blindfold,M1 Black,M1 Orange,M1 Bayc Flipped Brim,None,None,31.89455108412036,12766
11350,M2 Bored,M2 Bayc T Red,M2 Blindfold,M2 Black,M2 Orange,M2 Bayc Flipped Brim,None,None,50.15163077372642,12767
11351,M1 Bored,M1 Hawaiian,M1 Zombie,M1 Dark Brown,M1 Aquamarine,M1 Short Mohawk,M1 Silver Hoop,None,71.30071624489918,12772
11352,M1 Bored Bubblegum,M1 Sailor Shirt,M1 Bored,M1 Brown,M1 Purple,M1 Police Motorcycle Helmet,None,None,34.48028274585656,12774
11353,M1 Grin Diamond Grill,M1 Tuxedo Tee,M1 Bored,M1 Black,M1 Aquamarine,M1 Commie Hat,M1 Silver Stud,None,76.25490156227613,12776
11354,M2 Grin Diamond Grill,M2 Tuxedo Tee,M2 Bored,M2 Black,M2 Aquamarine,M2 Commie Hat,M2 Silver Stud,None,95.2061932143809,12777
11355,M1 Dumbfounded,M1 Kings Robe,M1 Bored,M1 Tan,M1 Army Green,M1 Bayc Flipped Brim,M1 Silver Hoop,None,78.39960730573507,12778
11356,M1 Phoneme Vuh,M1 Wool Turtleneck,M1 Coins,M1 Brown,M1 New Punk Blue,M1 King's Crown,None,None,40.06935437255108,12782
11357,M2 Phoneme Vuh,M2 Wool Turtleneck,M2 Coins,M2 Brown,M2 New Punk Blue,M2 King's Crown,None,None,52.496834501309884,12783
11358,M1 Bored,M1 Black T,M1 Bored,M1 Cream,M1 Gray,None,None,None,13.934529461046985,12786
11359,M2 Bored,M2 Black T,M2 Bored,M2 Cream,M2 Gray,None,None,None,34.70078850328377,12787
11360,M1 Bored,None,M1 Crazy,M1 Black,M1 Gray,M1 Fez,None,None,19.72078353847401,12788
11361,M1 Phoneme Wah,M1 Biker Vest,M1 Wide Eyed,M1 Cream,M1 Blue,None,None,None,30.240937161953248,12790
11362,M1 Small Grin,M1 Tanktop,M1 Bored,M1 Blue,M1 Army Green,None,None,None,24.932453765778074,12792
