,head,background,body,hair,face,piercing,Rarity score,Token Id
347,med,space,blue backpack,purple brushcut,sad note,None,13.818282398039408,347
348,pink,green,pink puffer,shaved,rainbow puke,None,7.843424957821958,348
349,green,light blue,blue turtleneck,purple brushcut,designer glasses,None,2.5846257495443643,349
350,pale,orange,white collar,beige bucket cap,chill cig,None,4.878365819041921,350
351,green,yellow,light blue puffer,yellow toque,pink beard,None,9.38749507283803,351
352,yellow,iridescent,white sweater,blue mohawk,happy,airpod,80.8907758341977,352
353,orange,orange,blue backpack,pink,content,pearl,73.24928077603434,353
354,med,yellow,blue fleece,blue afro,3d glasses,None,8.134306166025244,354
355,tan,purple,navy sweater,brown brushcut,default,None,1.8573651044312627,355
356,gradient 1,grey,blue turtleneck,green puffballs,grumpy,None,7.351088273508129,356
357,blue,yellow,white turtleneck,holographic crown,chill cig,None,5.538519401022711,357
358,gradient 2,light blue,blue fleece,shaved,mustache,None,10.058815261447638,358
359,pale,orange,pink hoodie,blue brushcut,skeleton,None,7.809882611950611,359
360,green,gradient 3,blue fleece,brown brushcut,surprised,None,3.054611314347447,360
361,purple,gradient 1,purple chain,green puffballs,aviators with cig,None,10.618289224515967,361
362,gradient 1,gradient 3,orange collar,brown brushcut,content,None,9.063049141908804,362
363,pink,gradient 3,None,None,dino,None,11.065571176904045,363
364,gradient 1,gradient 3,pink hoodie,cowboy,content,None,10.461640047091562,364
365,med,green,striped sweater,harley,bandana,None,7.507729617381513,365
366,pink,gradient 4,orange collar,purple alfalfa,mustache,None,5.001431244185615,366
367,gradient 1,orange,yellow turtleneck,pink bucket cap,in love,None,8.35812394821077,367
368,purple,gradient 4,navy sweater,blue brushcut,aviators with cig,None,7.608483089279125,368
369,pink,purple,white sweater,yellow bowlcut,in love,None,2.1371636279668493,369
370,yellow,pink,pink backpack,green mullet,default,None,2.025156269994741,370
371,gradient 1,purple,combo 1 puffer,blue afro,sunglasses,None,7.955360703450431,371
372,green,gradient 1,pink and white jacket,pink bucket cap,in love,hoop,74.24503570553122,372
373,pink,pink,yellow backpack,pink long,aviators with cig,None,7.843402576992833,373
374,med,holographic,pink and white jacket,pink tidy,grumpy,None,6.556714968627088,374
375,blue,grey,rainbow striped sweater,blue puffballs,skeleton,None,9.946954488131441,375
376,orange,yellow,pink hoodie,pink tidy,rainbow puke,hoop,79.91741789575742,376
377,purple,gradient 4,combo 2 puffer,purple brushcut,content,None,3.5916356881689926,377
378,med,grey,leopard hoodie,brown brushcut,straw,None,8.033617592744186,378
379,gradient 2,orange,blue fleece,green bowlcut,chill cig,hoop,79.23491207742285,379
380,orange,gradient 4,purple sweater with satchel,holographic crown,default,airpod,81.7075427818419,380
381,blue,gradient 4,rainbow striped sweater,purple alfalfa,designer glasses,None,4.87839714927148,381
382,yellow,blue,combo 1 puffer,purple brushcut,in love,None,2.7300881746873653,382
383,blue,gradient 4,pink puffer,purple long,default,airpod,77.9706785269181,383
384,yellow,holographic,green blazer,cowboy,designer glasses,None,10.282622973415156,384
385,green,gradient 1,orange collar,brown brushcut,aviators with cig,None,8.100797394254277,385
386,purple,orange,pink fleece,brown mullet,content,pearl,72.98072159303402,386
387,tan,gradient 4,pink sweater with satchel,shaved,sunglasses,None,1.6335652212950116,387
388,yellow,light blue,orange collar,pink long,content,None,2.9314742738792208,388
389,pale,gradient 3,yellow puffer,brown mullet,mustache,None,5.426645198016679,389
390,green,iridescent,white puffer,green brushcut,cobain glasses,airpod,85.0415598722799,390
391,blue,purple,yellow backpack,blue brushcut,sunglasses,None,0.9846946229258219,391
392,pink,holographic,white turtleneck,pink bucket cap,happy,None,6.29935820252612,392
393,gradient 2,yellow,spotted sweater,pink tidy,content,None,11.278411471547441,393
394,pink,space,blue backpack,pink bucket cap,in love,hoop,79.5482294456799,394
395,med,green,pink and green jacket,yellow headband,designer glasses,None,2.2713788787751694,395
396,orange,gradient 2,pink backpack,purple alfalfa,blue beard,hoop,79.30210306425514,396
397,pink,gradient 1,white collar,holographic brushcut,mustache,None,8.044855812461861,397
398,purple,yellow,orange collar,yellow headband,chill cig,None,3.882481088585806,398
399,gradient 1,holographic,pink fleece,purple long,straw,None,15.105012525683032,399
400,coffee,light blue,pink fleece,None,happy note,None,17.98039304542099,400
401,pale,grey,white puffer,blue puffballs,surprised,None,2.2937277571475825,401
402,yellow,gradient 3,white collar,yellow headband,happy,None,2.618180402549115,402
403,pink,blue,pink backpack,blue toque,mustache,None,5.62805031657857,403
404,pink,pink,purple sweater with satchel,purple brushcut,aviators with cig,None,8.100725773961582,404
405,tan,gradient 3,blue fleece,viking,happy,None,3.893723786854026,405
406,pale,yellow,combo 1 puffer,purple alfalfa,surprised,hoop,73.31637889001463,406
407,pale,holographic,pink fleece,blue brushcut,happy note,hoop,82.6920841113529,407
408,orange,gradient 2,pink and green jacket,pink long,happy,hoop,73.03669449959101,408
409,green,grey,orange puffer,blue puffballs,happy,hoop,71.82835776971724,409
410,orange,space,pink puffer,purple puffballs,green beard,hoop,83.96757714133844,410
411,purple,yellow,blue blazer,pink,cobain glasses,hoop,79.36919334667166,411
412,purple,holographic,white sweater,blue nerd,cobain glasses,None,9.667192890964225,412
413,tan,purple,combo 3 puffer,shaved,chill cig,None,3.412600709729924,413
414,orange,iridescent,orange collar,brown mullet,happy,None,4.5986075803528985,414
415,pink,fire,yellow backpack,green mullet,content,None,6.847627505321075,415
416,gradient 1,orange,striped sweater,halo,cobain glasses,None,12.274216757847757,416
417,green,gradient 1,combo 1 puffer,green brushcut,in love,None,3.054594529657134,417
418,green,orange,pink puffer,blue mohawk,cobain glasses,None,4.889535783403706,418
419,blue,blue,pink puffer,green puffballs,in love,None,1.4209890210314757,419
420,lit,light blue,pink and white jacket,None,grumpy,None,11.949619762966849,420
421,pink,gradient 3,purple sweater with satchel,pink tidy,straw,None,6.265865087920873,421
422,gradient 1,gradient 3,yellow backpack,purple long,aviators with cig,None,13.974965136398565,422
423,gradient 1,gradient 2,combo 2 puffer,blue brushcut,happy note,None,13.941355652511186,423
424,pink,orange,white collar,yellow bowlcut,grumpy,None,1.9133234617228907,424
425,gradient 2,grey,blue turtleneck,purple long,sunglasses,pearl,77.4112303034055,425
426,med,light blue,combo 2 puffer,blue nerd,content,airpod,79.749624494769,426
427,purple,green,navy sweater,halo,designer glasses,None,3.4685422855605443,427
428,gradient 2,gradient 2,combo 3 puffer,blue afro,content,None,8.760864810403126,428
429,tan,gradient 3,white collar,green mullet,surprised,None,2.662918444140506,429
430,gradient 1,yellow,blue and yellow jacket,blue alfalfa,content,pearl,79.1006889928151,430
431,pale,holographic,white collar,green puffballs,sunglasses,pearl,76.96374020262438,431
432,med,gradient 1,light blue puffer,yellow backwards cap,content,None,4.542710759473509,432
433,lit,sky,combo 1 puffer,None,happy,None,16.503443421488203,433
434,pale,grey,combo 3 puffer,poopie,chill cig,hoop,76.95257471259019,434
435,tan,purple,pink hoodie,shaved,chill cig,None,3.490929211864128,435
436,orange,orange,white puffer,yellow bowlcut,chill cig,None,2.9762078406461905,436
437,tan,purple,light blue puffer,brown mullet,aviators with cig,None,7.574879201033742,437
438,orange,gradient 2,pink fleece,viking,grumpy,None,4.654524537196958,438
439,green,grey,pink and white jacket,green bowlcut,sunglasses,None,1.1076839609014604,439
440,green,pink,pink sweater with satchel,brown brushcut,designer glasses,airpod,79.20132609493376,440
441,yellow,gradient 3,pink sweater with satchel,blue messy,grumpy,None,3.3790896923492784,441
442,pink,iridescent,grey hoodie,pink headband,happy,pearl,75.16250689430375,442
443,med,yellow,blue backpack,brown mullet,happy note,None,8.481170355971695,443
444,tan,purple,pink fleece,green puffballs,rainbow puke,None,8.179092325765813,444
445,green,gradient 2,combo 2 puffer,green bowlcut,cobain glasses,None,5.807048372375389,445
446,yellow,green,pink backpack,green brushcut,default,airpod,78.37346079353256,446
447,purple,pink,light blue puffer,brown brushcut,happy,None,2.3943838801267305,447
448,calico cat,dark purple,cat,cat,cat,None,35.05454191932477,448
449,med,orange,pink fleece,white bucket cap,in love,airpod,79.90624457490472,449
450,green,light blue,yellow turtleneck,holographic mohawk,content,None,4.318908645135251,450
451,pale,purple,pink backpack,blue mohawk,happy,None,1.7454707575115,451
452,gradient 2,purple,green hoodie,green puffballs,pink beard,None,13.739970678111435,452
453,tan,holographic,pink and white jacket,holographic bob,grumpy,None,8.481172591645048,453
454,med,orange,pink puffer,blue puffballs,cobain glasses,None,5.605623113377481,454
455,med,gradient 2,pink hoodie,blue brushcut,neutral note,None,8.402877658146247,455
456,tan,purple,blue backpack,pink headband,neutral note,None,8.223856104180442,456
457,pale,gradient 4,combo 1 puffer,brown mullet,sunglasses,None,2.495159734343917,457
458,pale,blue,combo 1 puffer,pink long,default,None,1.9692549705648086,458
459,purple,light blue,pink and white jacket,blue afro,content,None,2.9762414090331855,459
460,pale,orange,pink backpack,purple puffballs,sad note,None,7.776342508708043,460
461,tan,gradient 4,light blue puffer,cowboy,in love,None,3.82659657881435,461
462,gradient 2,orange,green hoodie,shaved,grumpy,None,7.037811188358786,462
463,orange,yellow,pink and white jacket,purple cap,default,None,1.8796871293858028,463
464,purple,holographic,pink puffer,pink long,grumpy,None,6.769286696550283,464
465,green,blue,white turtleneck,blue alfalfa,happy note,None,7.541306645253592,465
466,pink,pink,yellow turtleneck,purple brushcut,sunglasses,None,2.058719864202457,466
467,green,orange,white puffer,blue puffballs,aviators with mustache,hoop,78.37345184214486,467
468,tan,green,pink puffer,purple alfalfa,sunglasses,None,1.4880960856542362,468
469,yellow,green,light blue puffer,shaved,in love,None,2.271296074650727,469
470,tan,green,pink backpack,yellow bowlcut,skeleton,None,6.814014668420483,470
471,tan,yellow,yellow backpack,pink headband,designer glasses,pearl,72.72343867619207,471
472,purple,holographic,pink and white jacket,purple long,bandana,None,9.924569799240066,472
473,purple,gradient 3,yellow turtleneck,pink toque,rainbow puke,None,10.047705722616843,473
474,pale,fire,pink backpack,blue alfalfa,sunglasses,pearl,76.99730716276252,474
475,purple,sky,pink and green jacket,blue brushcut,chill cig,None,8.951155917048656,475
476,green,grey,blue fleece,white bucket cap,default,None,2.4055918906808293,476
477,tan,iridescent,green hoodie,yellow headband,surprised,None,4.990253450247337,477
478,pale,gradient 1,blue backpack,green bowlcut,mustache,pearl,75.97914068747869,478
479,yellow,orange,white sweater,purple puffballs,3d glasses,None,7.082593992105244,479
480,green,blue,light blue puffer,white bucket cap,straw,pearl,76.14700010814964,480
481,coffee,light blue,pink puffer,None,grumpy,None,12.195768524475515,481
482,purple,light blue,blue fleece,pink headband,chill cig,None,4.464392329544578,482
483,med,gradient 1,pink puffer,purple long,mad note,None,9.309171047763922,483
484,purple,gradient 3,combo 1 puffer,brown mullet,default,hoop,73.45061652090685,484
485,orange,green,yellow turtleneck,blue nerd,chill cig,airpod,79.52581678255308,485
486,purple,gradient 4,light blue puffer,blue brushcut,mustache,None,4.967924711068901,486
487,tan,iridescent,pink hoodie,pink long,bandana,hoop,79.33566890630821,487
488,purple,sky,pink backpack,pink headband,grumpy,None,7.821055936281038,488
489,green,green,pink fleece,holographic poopie,sunglasses,None,4.240587976055254,489
490,yellow,light blue,orange collar,pink headband,straw,None,5.7399010241481045,490
491,pink,gradient 4,yellow turtleneck,blue alfalfa,bandana,None,5.3818769390642425,491
492,gradient 2,pink,white collar,yellow headband,sunglasses,None,7.80980652279529,492
493,orange,pink,white sweater,pink headband,designer glasses,None,2.5398015408789907,493
494,tan,yellow,combo 3 puffer,purple long,green beard,None,7.865833147117991,494
495,blue,yellow,white sweater,halo,sad note,None,7.966470242778044,495
496,pale,orange,rainbow striped sweater,green mullet,chill cig,None,6.377686701927835,496
497,orange,gradient 3,yellow puffer,shaved,default,None,2.0363385399994804,497
498,med,gradient 1,combo 3 puffer,blue puffballs,grumpy,None,3.33426884862071,498
499,gradient 1,blue,pink puffer,pink,in love,pearl,78.84336019672664,499
500,pale,grey,yellow puffer,purple long,neutral note,hoop,78.29514347994986,500
501,purple,green,white turtleneck,purple puffballs,aviators with cig,None,7.407054468573718,501
502,pink,light blue,pink and white jacket,blue messy,aviators with mustache,pearl,78.63075602098561,502
503,gradient 1,gradient 1,blue blazer,green puffballs,skeleton,None,16.42528611902194,503
504,green,light blue,yellow backpack,blue toque,happy,hoop,73.37237529573424,504
505,gradient 2,purple,pink fleece,purple cap,grumpy,None,7.731529490084621,505
506,orange,orange,grey hoodie,green bowlcut,in love,None,2.2153835891533737,506
507,blue,gradient 4,blue backpack,blue toque,straw,airpod,82.70323617393291,507
508,med,pink,orange collar,yellow bowlcut,grumpy,None,2.282511919252665,508
509,med,grey,white collar,green mullet,sunglasses,None,2.0139538528469645,509
510,tan,blue,green hoodie,purple puffballs,sad note,None,7.5525202534369535,510
511,blue,grey,leopard hoodie,beige bucket cap,blue beard,None,10.618311603854643,511
512,yellow,pink,pink hoodie,blue toque,content,airpod,81.23764337715737,512
513,pale,purple,light blue puffer,holographic afro,cobain glasses,pearl,78.60841497194129,513
514,purple,green,orange collar,halo,bandana,None,6.679752422267823,514
515,blue,grey,white collar,purple cap,designer glasses,hoop,72.275897105739,515
516,med,fire,white sweater,green puffballs,sunglasses,hoop,76.73998955671603,516
517,pink,pink,green hoodie,blue mohawk,designer glasses,hoop,73.29397070518995,517
518,pink,space,yellow turtleneck,blue alfalfa,happy,None,6.36649212106357,518
519,yellow,gradient 2,white puffer,yellow toque,mustache,None,6.444842998810328,519
520,pink,pink,blue and yellow jacket,green brushcut,cobain glasses,None,6.299339174958616,520
521,yellow,fire,white turtleneck,purple brushcut,content,None,7.407091396432539,521
522,pink,orange,pink sweater with satchel,pink,sunglasses,None,2.0252547315333107,522
523,pale,yellow,white collar,holographic afro,skeleton,airpod,87.49177903612856,523
524,yellow,pink,pink hoodie,pink bucket cap,surprised,None,3.7818294431635695,524
525,gradient 2,purple,grey hoodie,purple alfalfa,default,None,7.630818540942601,525
526,blue,yellow,combo 3 puffer,wizard,chill cig,hoop,76.05744121810993,526
527,med,light blue,navy sweater,purple puffballs,surprised,None,2.371998072405048,527
528,blue,yellow,pink fleece,pink headband,aviators with mustache,hoop,78.27270060716265,528
529,blue,grey,grey hoodie,blue mohawk,straw,None,3.9832558232274584,529
530,pale,gradient 2,yellow backpack,green mullet,straw,None,5.930131702778563,530
531,purple,holographic,yellow turtleneck,yellow headband,default,None,5.8853466646007915,531
532,med,yellow,yellow turtleneck,green brushcut,neutral note,None,7.966503813400712,532
533,pink,blue,pink sweater with satchel,yellow bowlcut,neutral note,None,7.418303878581753,533
534,gradient 2,grey,pink fleece,brown mullet,3d glasses,None,12.531526531088467,534
535,orange,gradient 4,blue fleece,purple alfalfa,default,hoop,73.1821401402921,535
536,green,orange,pink hoodie,blue mohawk,bandana,None,5.236434658331789,536
