,Headgear,Offhand,Clothing,Mouth,Eyes,Type,Background,Hand,Special,Shoe,Face,Eyebrows,Rarity score,Token Id
2741,Full Bandana,None,None,Whistling,Friendly Wink,Jelly Bean,Off White A,None,None,None,Red Stripes Face Paint,None,25.49555084333925,2741
2742,None,None,Green Yukata,Kiss,Friendly Wink,Black Bean,Off White B,None,None,None,None,None,4.448983056763982,2742
2743,None,None,Bathrobe,Wide Happy Smile,Sad,Red Bean,Cool Gray,None,None,None,None,None,5.741460916254029,2743
2744,None,Floorsweeper,White Qipao,Meh,Lashes,Jelly Bean,Off White D,Dumbbell,None,None,Bandaid,None,42.19728756985256,2744
2745,None,None,Cargo Shorts,:c,Closed,Black Bean,Off White B,None,None,None,None,None,3.389437303916545,2745
2746,None,None,Cargo Shorts,Cat,Dots,Edamame,Off White D,None,None,None,Shades,None,15.650808411652783,2746
2747,Sweatband,None,Kung Fu Suit,Cat,Half-open,Purple Bean,Off White A,None,Flying Cloud,None,None,None,30.89127922459581,2747
2748,None,None,Blue Scrunched Hoodie,Buckteeth,Cheeky Wink,Red Bean,Off White D,None,None,Blue Sneakers,None,None,16.54919736804013,2748
2749,Fedora,None,Bean Shorts,Buckteeth,Closed,Black Bean,Dark Blue,Tech Deck,None,None,None,None,28.331585251384688,2749
2750,Pointy Straw Hat,Fox Fire,Blue Bean Necklace,Grimace,Side Eye,Purple Bean,Dark Blue,Toothpick,None,None,None,Happy,57.795732234699635,2750
2751,None,Lightning,Cross-body Bag,Triangle,Closed,Edamame,Red,None,None,None,Clear Glasses,None,30.42557514008682,2751
2752,Sloth Headband,None,Yellow Camo Hoodie Up,Meh,Focused,Edamame,Off White D,None,None,None,None,Determined,28.11427923618732,2752
2753,None,None,White Scrunched Hoodie,:c,Dizzy,Black Bean,Off White B,None,None,Blue Sneakers,None,None,19.787524277445765,2753
2754,None,Golden Boxing Glove,Tech Shorts,:P,Closed,Lentil,Off White D,Golden Boxing Glove,None,White Kicks,Ji Eyeband,None,55.47247721465665,2754
2755,Cat Ears,None,None,Mustache - Small,Stare,Red Bean,Off White B,None,None,Black High Tops,None,None,24.894411884046885,2755
2756,Horns,None,Black Camo Jacket,Kiss,Friendly Wink,Red Bean,Off White D,Fire,None,Red Chucks,None,None,38.51823982650755,2756
2757,None,None,Cross-body Bag,:c,Stare,Pinto Bean,Off White D,Nunchuck,None,Blue Sneakers,None,Surprised,45.607438179654025,2757
2758,Frog Headband,None,White Puffer Vest,Closed,Stare,Red Bean,Off White A,Shinai,None,None,None,None,24.436029181576448,2758
2759,None,Fire,Orange Sweat Shorts with Bag,:c,Dots,Coffee Bean,Off White B,None,None,None,Red Stripes Face Paint,None,29.170047087390227,2759
2760,Red Toque,None,Black Track Jacket with Green Frog Cross-body Bag,Straw Leaf,Side Eye,Blue Bean,Off White A,Hook Sword,None,None,Red Stripes Face Paint,None,40.269919109120835,2760
2761,Sloth Beanie,None,Red Hoodie Zip-up,Cat,Cross-eyed,Red Bean,Red,None,None,None,Clear Glasses,None,27.916447528784232,2761
2762,None,None,White Perfecto Leather Jacket,Wheat,Cheeky Wink,Golden Bean,Cool Gray,None,None,None,None,None,8.777403936698997,2762
2763,Fedora,None,Reversible Bomber Blue Side,Open Smile,Focused,Red Bean,Off White A,Nunchuck,None,None,None,Bushy,40.226585580973634,2763
2764,Straw Hat,Lantern,None,Straw Leaf,Friendly Wink,Coffee Bean,Dark Purple,None,None,None,None,None,26.72715622248886,2764
2765,None,None,Yellow Camo Hoodie Up,Open Smile,Closed,Black Eyed Bean,Off White A,None,None,None,Ji Eyeband,None,16.572173625173182,2765
2766,None,None,Black Tank Top,:c,Dots,Lentil,Off White D,None,None,White Sneakers,None,Thick,31.926826714560093,2766
2767,None,None,Maneki Neko,:P,Cheeky Wink,Red Bean,Off White D,None,None,None,None,Concerned,16.612710470525123,2767
2768,Kanzashi,Pencil,Red Sweat Shorts,Wide Happy Smile,Half-open,Red Bean,Off White A,Boombox,None,White Sneakers,None,None,52.26032571439174,2768
2769,None,None,Tighty Whities,Nom,Half-open,Red Bean,Off White D,None,None,None,None,None,1.0540236165800998,2769
2770,Black Bucket Hat,None,Yellow Puffer Jacket,uwu,><,Edamame,Off White A,None,None,None,Big Glasses,Thick,41.60544495339968,2770
2771,Full Bandana,Golden Magic Wand,Khaki Tactical Vest,Smile,Focused,Red Bean,Cool Gray,Earth,None,None,None,Determined,54.78964526739074,2771
2772,None,None,Green Hoodie Stripes,Frown,Lashes,Red Bean,Off White D,None,None,None,None,None,2.0951722491586326,2772
2773,Bean Baseball Cap,None,Bathrobe,Smile,Half-open,Purple Bean,Off White B,None,None,None,None,None,13.094557369828069,2773
2774,Red Hair Bow,None,Black Perfecto Leather Jacket,Mischievous,Lashes,Blue Bean,Off White D,None,None,None,None,None,13.142460076589272,2774
2775,None,None,Khaki Tactical Vest,Wide Happy Smile,Smile,Red Bean,Off White B,Stylus,None,None,None,None,16.46267898111308,2775
2776,None,None,Yellow Camo Hoodie Up,Wide Happy Smile,Closed,Edamame,Off White C,None,None,None,Ji Eyeband,None,15.946227045352801,2776
2777,None,None,Hanbok,Kiss,><,Red Bean,Off White B,None,None,None,None,None,3.5394852214118506,2777
2778,Newsboy Cap,None,Red Noragi,Kiss,Stare,Edamame,Off White D,None,None,None,Red Stripes Face Paint,None,24.925763408462927,2778
2779,McBean Visor,Fan,Yellow Camo Hoodie Up,Yum,Cross-eyed,Pinto Bean,Off White A,Monkey King Staff,None,None,None,None,41.37908798910936,2779
2780,Trucker Hat,None,White Noragi,:O,Friendly Wink,Jelly Bean,Off White C,None,None,None,None,None,14.25076436169171,2780
2781,Sloth Beanie,None,None,Open Smile,Sad,Red Bean,Cool Gray,None,None,Black Chucks,None,None,26.571571310686803,2781
2782,Newsboy Cap,None,Hawaiian Shirt,Wheat,Sleep-deprived,Coffee Bean,Off White A,None,None,None,None,None,14.980715430540961,2782
2783,Red Panda Headband,None,Black Perfecto Leather Jacket,Nom,Cheeky Wink,Edamame,Off White C,None,None,None,Red Fang Face Paint,None,26.092009836990304,2783
2784,None,Golden Shuriken,Ninja,Closed,Stare,Golden Bean,Red,Golden Shuriken,None,None,None,None,32.90077819739205,2784
2785,None,None,White Sweater,Wide Toothy Smile,Friendly Wink,Red Bean,Cool Gray,Magic Wand,None,None,None,None,18.40314586004306,2785
2786,Frog Bucket Hat,None,White Qipao,Smile,Cross-eyed,Blue Bean,Cool Gray,Fan,None,Frog Flippers,None,None,44.24898719620228,2786
2787,Faux Fur Bucket Hat,None,Shirt,Mustache - Small,Smile,Golden Bean,Dark Purple,None,None,None,Clear Glasses,None,31.011117773216423,2787
2788,Soy Sauce Dish,Pencil,None,D:,Smile,Black Bean,Off White D,None,None,None,None,None,23.23756432434704,2788
2789,None,Lightning,Pink Kimono,Cat,Dots,Lentil,Off White D,Sake,None,None,None,None,28.649095248262807,2789
2790,Cat Ears,Lightning,Azuki Track Jacket,Whistling,Focused,Pinto Bean,Off White D,None,None,None,None,None,27.13218847151107,2790
2791,Bean Baseball Cap,Axe,Open Cat Denim Jacket,Triangle,Dots,Blue Bean,Off White D,Golden Sake,None,Black Boots,None,Angry,66.74827490206565,2791
2792,Sweatband,None,White Puffer Vest,Yum,Lashes,Red Bean,Dark Purple,Red Katana Sheathed,None,None,None,None,27.20488518345811,2792
2793,None,Cocktail Umbrella,Tighty Whities,:O,><,Jelly Bean,Off White C,Stylus,None,None,Clear Glasses,None,43.481317204752926,2793
2794,None,None,Kung Fu Suit,Sleepy,Closed,Black Eyed Bean,Off White A,None,None,None,None,None,4.735259614497073,2794
2795,None,None,Sumo Belt,uwu,Stare,Blue Bean,Off White D,Stylus,None,None,Blush,None,28.61592754713908,2795
2796,Black Toque,Blue Bean,None,:c,Focused,Purple Bean,Off White B,None,None,None,Stubble,None,37.283956990219856,2796
2797,None,None,Yellow Camo Hoodie Up,Kiss,Closed,Coffee Bean,Off White B,Fan,None,Red Chucks,None,None,30.910614406904934,2797
2798,Sloth Beanie,None,None,Open Smile,Stare,Purple Bean,Off White B,None,None,None,None,Angry,25.35187397038469,2798
2799,Frog Headphones,None,Blue Camo Hoodie with Backpack,Wide Missing Tooth Smile,Closed,Golden Bean,Off White D,None,None,Red Chucks,None,None,27.750712844907476,2799
2800,Fire,Zanbato,Black Samurai Armor,Grimace,Sussy,Coffee Bean,Dark Blue,Golden Axe,None,None,Nostrils - Stubble,Determined,70.72071382622576,2800
2801,None,None,Bean Shorts,Whistling,Sad,Pinto Bean,Off White D,None,None,None,None,Sad,19.90998329675303,2801
2802,Red Hair Bow,None,Black Track Jacket with Green Frog Cross-body Bag,uwu,Closed,Black Eyed Bean,Off White A,Shinai,None,None,None,Concerned,41.20321834874392,2802
2803,Full Bandana,None,Green Camo Tank Top,Nom,Confused,Black Bean,Off White A,None,Smoke,None,None,None,31.028439189063782,2803
2804,None,Round Fan,Red Hoodie Up,Grimace,Sad,Lentil,Off White D,None,None,None,None,None,16.540959849922586,2804
2805,None,None,Oversized Red BEANZ Logo T-shirt,Triangle,Closed,Blue Bean,Red,None,None,None,Sleep Mask,None,18.152739096719035,2805
2806,None,None,Pink Sweater,Nom,Closed,Red Bean,Red,None,None,None,None,None,3.6637878764811815,2806
2807,Newsboy Cap,None,None,:O,Closed,Pinto Bean,Off White A,None,None,None,None,None,11.317070339727454,2807
2808,Cowboy Hat,None,White Green Sweatsuit,Wheat,Half-open,Black Eyed Bean,Off White D,None,None,None,None,None,13.226239223912522,2808
2809,Trucker Hat,Guitar Pick,Sumo Belt,Wheat,Dizzy,Edamame,Off White C,None,None,None,None,None,27.242634193075656,2809
2810,Newsboy Cap,Monk Staff,Brown Yukata,Sleepy,Closed,Purple Bean,Off White D,None,None,None,None,None,24.650535874629533,2810
2811,None,None,Blue Bean Necklace,Smile,Half-open,Purple Bean,Off White C,None,None,None,Big Glasses,None,16.139581136691845,2811
2812,None,Golden Axe,Blue Camo Hoodie with Backpack,Wide Missing Tooth Smile,Side Eye,Blue Bean,Off White D,Sake,None,None,None,Concerned,44.02709355614457,2812
2813,None,None,Green Hoodie Stripes,Smile,Closed,Pinto Bean,Dark Blue,Toothpick,None,Black Chucks,None,None,33.56989869814212,2813
2814,None,Floorsweeper,None,Wide Toothy Smile,Closed,Red Bean,Off White C,Shuriken,None,None,Sleep Mask,None,37.5360690942646,2814
2815,Bean Baseball Cap,None,Black Business Attire,Closed,Half-open,Lentil,Off White D,None,None,White Sneakers,None,None,26.172061290890237,2815
2816,Black Toque,Dumbbell,Reversible Bomber Red Side,Nom,Dots,Red Bean,Off White D,None,None,None,None,None,22.733159098537918,2816
2817,None,None,Jacket and Rainbow Scarf,Sleepy,Closed,Lentil,Off White B,None,None,None,None,None,4.095480282612383,2817
2818,None,None,White Puffer Vest,Open Smile,Pretty,Jelly Bean,Off White A,None,None,None,None,None,5.874912475537453,2818
2819,None,None,Frog Kigurumi,Wide Missing Tooth Smile,Closed,Black Bean,Cool Gray,Fan,None,None,Seer Eyeband,None,31.693954275195402,2819
2820,Cat Mask,None,Blue Camo Hoodie with Backpack,Buckteeth,Sleep-deprived,Coffee Bean,Off White D,None,None,None,None,Curious,28.18237645933791,2820
2821,None,None,Open Black and Red Jacket,Kiss,Half-open,Lentil,Off White A,Key,None,None,None,Angry,31.212525727230904,2821
2822,Frog Bucket Hat,Boombox,White Puffer Vest,Grimace,Sussy,Lentil,Off White D,Red Katana,None,None,None,None,39.08625260881855,2822
2823,Faux Fur Trim Bucket Hat,Pencil,None,:P,Stare,Jelly Bean,Off White C,None,None,None,None,None,24.384499011673732,2823
2824,Sloth Headband,Match,None,:O,Dizzy,Coffee Bean,Off White D,None,None,Socks,Red Fang Face Paint,None,51.253384365777265,2824
2825,None,None,Open Black and Red Jacket,Wheat,Sad,Red Bean,Off White B,None,None,Red Chucks,None,Surprised,32.66960376577715,2825
2826,None,None,White Puffer Vest,Smile,Lashes,Red Bean,Off White C,None,None,None,None,Surprised,16.48749126004781,2826
2827,Black Toque,Floorsweeper,Brown Yukata,Mustache - Small,Confused,Coffee Bean,Off White B,None,None,None,None,None,27.360450437709343,2827
2828,None,None,Black Perfecto Leather Jacket,Open Smile,Lashes,Edamame,Off White B,None,None,None,None,None,3.8644375454297295,2828
2829,Lotus Leaf,Pencil,Orange Sweat Shorts with Bag,Closed,Lashes,Blue Bean,Off White C,None,None,None,None,None,25.35010061435597,2829
2830,White Balaclava,None,Cross-body Bag,:c,Focused,Black Bean,Off White B,None,None,None,None,Concerned,28.69874805252644,2830
2831,None,None,Hawaiian Shirt,Drool,><,Purple Bean,Off White C,None,None,None,None,None,4.9838370978145425,2831
2832,None,None,White Scrunched Hoodie,Open Smile,Half-open,Blue Bean,Off White D,Red Katana Sheathed,None,None,None,Happy,30.18804899535529,2832
2833,Backwards Cap,None,White Qipao,Grimace,Closed,Black Eyed Bean,Off White B,None,None,None,None,None,14.032609991823017,2833
2834,None,None,None,Bubble Gum,Sussy,Red Bean,Off White B,Red Katana Sheathed,None,None,None,None,14.828794576955303,2834
2835,None,None,Black Camo Jacket,Sleepy,Closed,Black Bean,Off White C,Spoon,None,None,None,None,16.50225607358383,2835
2836,None,Sake,None,Smile,Cross-eyed,Blue Bean,Off White D,Fire,None,None,None,None,26.83939288099483,2836
2837,Black Toque,None,Tighty Whities,Wheat,Dots,Pinto Bean,Off White D,Fire,None,None,Shades,None,38.572590081032374,2837
2838,None,None,Yellow Puffer Jacket,Wheat,Lashes,Red Bean,Cool Gray,None,None,None,None,None,5.4791051837184455,2838
2839,None,None,Green Hoodie Stripes,:O,Stare,Blue Bean,Off White D,Floorsweeper,None,Red Chucks,None,None,30.48537762428013,2839
2840,None,None,Brown Yukata,uwu,Smile,Red Bean,Off White C,Golden Sake,None,None,None,None,15.845946975142455,2840
2841,Trucker Hat,None,None,Meh,Stare,Jelly Bean,Cool Gray,Red Katana Sheathed,None,None,None,Concerned,42.08960688524526,2841
2842,None,None,Black Tank Top,Triangle,Closed,Red Bean,Off White A,Fan,None,None,None,None,14.904247833146389,2842
2843,None,None,Blue Jacket,Sleepy,Closed,Black Eyed Bean,Dark Purple,None,Butterfly,None,None,None,24.00518858852344,2843
2844,Sloth Beanie,None,Pink Sweater,:P,Lashes,Edamame,Off White D,None,None,Blue Sneakers,Red Stripes Face Paint,None,39.80598529235904,2844
2845,None,None,None,Straw Leaf,Smile,Pinto Bean,Off White C,Red Katana,None,None,None,Curious,30.69340524946524,2845
2846,None,None,Black Tank Top,Yum,Sleep-deprived,Purple Bean,Dark Blue,None,None,None,None,None,7.801624871427191,2846
2847,Bean Baseball Cap,None,Brown Yukata,Open Smile,Half-open,Pinto Bean,Off White B,None,None,Black High Tops,None,None,28.18237798286194,2847
2848,None,None,Faux Mink Coat,Spirit - Closed,Spirit - Closed,Spirit Bean,Dark Purple,Golden Key,Fireflies,None,None,None,40.51564724872138,2848
2849,None,None,Red Noragi,Nom,Friendly Wink,Lentil,Off White D,None,None,Red Panda Slippers,Eye Patch,None,30.352839851580914,2849
2850,Cat Headphones,Monk Staff,Black Business Attire,Wide Happy Smile,Friendly Wink,Red Bean,Dark Purple,None,Butterfly,None,Tears,None,57.26825376078395,2850
2851,None,Lipstick,White Green Sweatsuit,Straw Leaf,Smile,Red Bean,Off White B,None,None,None,Stubble,None,29.06511219680133,2851
2852,None,Golden Fan,Golden Red Panda Kigurumi,Smile,Friendly Wink,Red Bean,Off White D,None,None,None,Red Stripes Face Paint,None,26.950777586375185,2852
2853,Red Toque,None,None,Closed,Confused,Lentil,Off White A,None,None,None,None,None,11.259070420722077,2853
2854,None,None,Blue Flower Kimono,Kiss,Dots,Coffee Bean,Off White D,Key,None,None,None,None,15.742878607659314,2854
2855,None,None,Sloth Kigurumi,Grimace,Closed,Red Bean,Dark Blue,None,None,None,Ji Eyeband,None,17.467860028119368,2855
2856,Beanie,None,White Noragi,Whistling,Cheeky Wink,Coffee Bean,Red,Axe,None,Orange High Tops,None,None,43.801655086943434,2856
2857,None,None,Yellow Scrunched Hoodie,uwu,Lashes,Blue Bean,Dark Blue,Lightning,None,None,None,None,19.703822425402215,2857
2858,Horns,None,Black Tank Top,Wide Missing Tooth Smile,Sad,Coffee Bean,Off White A,None,None,None,None,None,14.642898044173904,2858
2859,None,None,Red BEANZ Puffer Jacket,:P,Lashes,Purple Bean,Off White D,Fan,Fireflies,None,None,None,33.06631331173862,2859
2860,Red Panda Headband,None,Kung Fu Suit,:c,Focused,Black Bean,Off White D,None,None,Red Chucks,None,None,27.36316383807556,2860
2861,Monkey King Crown,None,Green Varsity Jacket,Nom,><,Red Bean,Off White D,None,None,None,None,None,11.528788370506092,2861
2862,Trapper Hat,None,Jacket and Brown Scarf,Wide Missing Tooth Smile,Sleep-deprived,Blue Bean,Off White A,None,None,None,None,None,14.944819008985233,2862
2863,None,None,Red Varsity Jacket,Whistling,Closed,Lentil,Off White D,None,None,Black High Tops,Seer Eyeband,None,29.75447432647958,2863
2864,None,None,Blue Jacket,:c,Lashes,Jelly Bean,Off White A,Toothpick,None,None,None,None,17.818591627625562,2864
2865,Red Toque,None,Oversized Black BEANZ Graffiti T-shirt,Wide Happy Smile,Dizzy,Red Bean,Off White D,None,None,None,Stubble,None,24.81899821947384,2865
2866,None,None,Sloth Kigurumi,:P,Closed,Red Bean,Off White B,Stylus,None,None,Seer Eyeband,None,27.80949614357397,2866
2867,Fedora,None,Oversized Black T-shirt with Gold Chain,Mustache - Small,Side Eye,Black Eyed Bean,Off White A,None,None,None,None,Angry,30.260836566362038,2867
2868,None,None,Jacket and Brown Scarf,Wide Toothy Smile,Dots,Black Bean,Dark Purple,Fan,None,None,Tears,None,32.078775715237995,2868
2869,Black Toque,None,White Green Sweatsuit,D:,Smile,Purple Bean,Off White C,None,None,Orange High Tops,None,None,28.604895595687186,2869
2870,None,None,Oversized White T-shirt,:c,Pretty,Edamame,Off White C,None,None,None,None,None,4.8660060391400775,2870
2871,None,Tech Deck,Red Varsity Jacket,Closed,Stare,Purple Bean,Off White D,None,None,Red Chucks,None,None,29.571347536801916,2871
2872,Cowboy Hat,None,Brown Yukata,Closed,Closed,Lentil,Off White A,None,None,None,Face Mask,None,24.924813950043294,2872
2873,McBean Visor,None,Blue Jacket,Kiss,Sad,Coffee Bean,Off White B,None,None,Green Sandals,None,None,28.85525755042333,2873
2874,None,None,Cowboy,Grimace,Half-open,Lentil,Off White A,None,None,None,None,Angry,18.976554575154207,2874
2875,Red Panda Headband,None,None,D:,Dots,Edamame,Red,Red Katana Sheathed,None,None,Shades,None,38.348001493198396,2875
2876,None,Banner,None,Bubble Gum,Dots,Red Bean,Dark Purple,None,Butterfly,None,None,None,32.39255525596865,2876
2877,Fire,None,Blue Camo Hoodie with Backpack,Nom,Half-open,Blue Bean,Off White D,None,None,None,Eye Patch,None,24.71405451476206,2877
2878,Full Bandana,None,White Green Sweatsuit,Drool,Focused,Red Bean,Off White D,Nunchuck,None,None,None,None,24.44893365507605,2878
2879,Cat Headband,Boombox,Green Yukata,Wide Happy Smile,Closed,Jelly Bean,Off White A,None,None,None,None,None,26.355292462092812,2879
2880,None,None,Dudou,Buckteeth,Sad,Pinto Bean,Off White A,Poker Chip,None,Red Chucks,None,Determined,48.002406732944145,2880
2881,None,Sake,White Noragi,Kiss,Sleep-deprived,Coffee Bean,Off White D,None,None,None,None,None,16.346712553521574,2881
2882,Straw Hat,None,Cross-body Bag,Closed,Closed,Lentil,Red,None,Water,None,Sleep Mask,None,43.720569643235315,2882
2883,None,None,White Puffer Vest,:O,Sad,Red Bean,Off White C,None,None,None,None,Determined,17.48718118445946,2883
2884,None,Fire,Red Panda Kigurumi,Kiss,Dots,Lentil,Off White B,Fire,Fire,None,None,None,46.52878863370498,2884
2885,None,None,Black Tank Top,:O,Stare,Jelly Bean,Off White B,Green Katana,None,None,None,None,18.068056776730902,2885
2886,None,None,Black Tank Top,Kiss,Lashes,Jelly Bean,Off White B,None,None,None,None,None,5.042725328354912,2886
2887,None,Coin,Brown Yukata,Frown,Closed,Edamame,Off White A,Green Katana,None,None,Ji Eyeband,None,42.12175245260806,2887
