,Headgear,Offhand,Clothing,Mouth,Eyes,Type,Background,Hand,Special,Shoe,Face,Eyebrows,Rarity score,Token Id
15441,None,None,Blue Jacket,Yum,Side Eye,Red Bean,Off White A,Cocktail Umbrella,None,None,None,None,16.37799366019006,15441
15442,Red Toque,Golden Boombox,Red BEANZ Puffer Jacket,:c,Side Eye,Pinto Bean,Red,None,Smoke,Black High Tops,None,None,60.68015106693614,15442
15443,Fisherman Hat,None,Black Track Jacket with Green Frog Cross-body Bag,Smile,Sussy,Red Bean,Off White D,None,Fireflies,None,Bandaid,Curious,55.65839645545272,15443
15444,Faux Fur Trim Bucket Hat,Cards,Cross-body Bag,Cat,Dots,Golden Bean,Off White D,None,None,None,None,None,26.423426139538908,15444
15445,Beanie,None,Pink Kimono,uwu,Half-open,Jelly Bean,Off White A,None,None,None,None,None,14.197361624034752,15445
15446,None,None,Green Varsity Jacket,:c,Lashes,Coffee Bean,Dark Purple,None,None,None,None,None,6.557057933593924,15446
15447,None,None,Red Noragi,Drool,Dots,Black Bean,Off White A,None,None,None,Red Stripes Face Paint,None,16.80052479507387,15447
15448,Pointy Straw Hat,None,None,Bubble Gum,Cheeky Wink,Red Bean,Off White C,None,None,Frog Flippers,Big Glasses,None,37.549021924301464,15448
15449,None,Zanbato,None,Closed,Sussy,Red Bean,Dark Blue,None,None,None,Big Glasses,Curious,42.67404824830432,15449
15450,None,None,Green Yukata,Nom,Sad,Red Bean,Red,None,Angel Wings,Green Slip Ons,None,None,36.61008787066219,15450
15451,Faux Fur Trim Bucket Hat,Monk Staff,White Puffer Vest,Buckteeth,Cheeky Wink,Black Bean,Off White C,None,None,None,None,None,26.242058723106293,15451
15452,Sloth Mask,None,None,Cat,Focused,Edamame,Off White D,None,None,None,None,None,11.089700564914567,15452
15453,None,None,Green Hoodie Stripes,Open Smile,Closed,Black Bean,Off White A,None,None,Blue Sneakers,Ji Eyeband,None,30.088580634317807,15453
15454,None,None,Yellow Camo Hoodie Up,D:,Smile,Pinto Bean,Off White C,Match,None,None,None,None,18.502551047656013,15454
15455,None,None,Oversized White T-shirt,Open Smile,Half-open,Red Bean,Red,Red Katana,None,None,None,None,16.69375111394085,15455
15456,None,Dart,Green Varsity Jacket,Open Smile,><,Coffee Bean,Off White B,None,None,Blue Sneakers,Red Stripes Face Paint,None,44.540686870981396,15456
15457,None,Pencil,Khaki Tactical Vest,:O,Cheeky Wink,Lentil,Off White D,None,None,None,Kabuki Face Paint,Angry,43.141623560764266,15457
15458,Frog Headphones,None,Yellow Puffer Jacket,Buckteeth,Stare,Purple Bean,Off White B,None,None,None,None,None,14.173422799978178,15458
15459,None,None,White Scrunched Hoodie,Nom,Friendly Wink,Red Bean,Off White A,None,None,Blue Camo Slides,None,None,17.55988901667615,15459
15460,None,None,Ninja,Closed,Dots,Red Bean,Off White C,None,None,None,None,None,1.6468682074471497,15460
15461,Bean Baseball Cap,None,Oversized Red BEANZ Logo T-shirt,Cat,Sleep-deprived,Coffee Bean,Red,None,None,None,Blush,None,29.17013042300801,15461
15462,Frog Headphones,None,Shirt,Wide Happy Smile,><,Red Bean,Off White D,Cigar,None,None,None,None,24.86684679579137,15462
15463,Horns,None,Black Bomber over Hoodie,Wide Missing Tooth Smile,Dots,Blue Bean,Off White A,Coin,None,Blue Camo Slides,None,None,41.4591013778431,15463
15464,None,Coffee Cup,None,Mischievous,Half-open,Blue Bean,Red,None,None,None,None,None,16.6707509049573,15464
15465,Sweatband,None,Kung Fu Suit,Wheat,Stare,Black Bean,Off White C,None,None,None,None,None,13.462791499194035,15465
15466,Cat Mask,None,Black Perfecto Leather Jacket,:P,Dots,Black Bean,Off White D,None,None,None,None,None,12.24129062443269,15466
15467,None,Coffee Cup,None,Wide Toothy Smile,Fire,Black Bean,Off White A,None,None,Leather Slides,None,None,30.605045856121766,15467
15468,None,Match,None,Whistling,Sad,Edamame,Dark Blue,Match,Raijin Drums with Lightning,None,None,None,47.95179090550493,15468
15469,None,Tech Deck,Blue Scrunched Hoodie,Wheat,Sleep-deprived,Black Bean,Red,None,None,None,None,None,20.034299792037444,15469
15470,None,None,Black Camo Jacket,Mustache - Small,Stare,Blue Bean,Off White D,None,None,Orange High Tops,None,None,18.243865787216038,15470
15471,None,None,Shirt,Triangle,Side Eye,Red Bean,Off White B,None,None,None,Blush,None,16.111055422495273,15471
15472,Backwards Cap,None,Shirt,Meh,><,Lentil,Off White B,None,None,None,None,None,14.866589593940649,15472
15473,None,None,Tighty Whities,Nom,Closed,Black Eyed Bean,Off White B,None,None,None,None,None,4.132320213581401,15473
15474,None,None,Oversized White T-shirt,Sleepy,Closed,Black Eyed Bean,Off White A,None,None,None,None,None,4.661615197569687,15474
15475,None,None,Yellow Camo Hoodie Up,Triangle,Closed,Purple Bean,Off White B,Cocktail Umbrella,None,None,Ji Eyeband,None,29.37522928896634,15475
15476,Red Hair Bow,None,Reversible Bomber Red Side,Open Smile,Pretty,Jelly Bean,Red,Fire,None,None,None,None,30.26734535169142,15476
15477,None,None,Green Hoodie Stripes,Wide Happy Smile,Smile,Pinto Bean,Off White C,None,None,None,None,None,5.309705792950351,15477
15478,None,None,Green Jacket Hood Up,Closed,Cheeky Wink,Edamame,Off White A,None,None,None,None,None,4.096423374892551,15478
15479,None,None,Hawaiian Shirt,D:,Closed,Edamame,Off White A,None,None,Black Chucks,None,None,18.143500066620334,15479
15480,Red Panda Headphones,Kanabo,Red Varsity Jacket,:c,Focused,Pinto Bean,Off White B,None,None,None,None,None,27.471819314640385,15480
15481,Cat Ears,None,Oversized White T-shirt,Closed,Lashes,Lentil,Off White B,Fan,None,None,None,None,25.98061668777506,15481
15482,None,None,Oversized Black BEANZ Graffiti T-shirt,:c,Dots,Black Eyed Bean,Off White B,None,None,None,Big Glasses,None,17.102450467088925,15482
15483,None,Water,Red Samurai Armor,Drool,Stare,Black Eyed Bean,Off White B,Floorsweeper,None,Brown Boots,None,None,45.75476295543568,15483
15484,None,None,Green Jacket Hood Up,Yum,Friendly Wink,Red Bean,Red,Floorsweeper,None,None,None,Happy,33.01115188960644,15484
15485,Red Panda Headband,Leaf,None,Sleepy,Closed,Purple Bean,Off White D,Dumbbell,None,None,None,None,35.32061509380481,15485
15486,None,None,Red Camo Jacket,Wide Happy Smile,Sussy,Black Eyed Bean,Off White A,Match,None,None,None,None,19.423987467321016,15486
15487,None,None,Sloth Kigurumi,Open Smile,Closed,Coffee Bean,Dark Purple,None,None,None,Ji Eyeband,None,18.163769431525935,15487
15488,Red Toque,None,Dudou,D:,Sad,Red Bean,Off White D,Lightning,None,None,None,None,24.62568054119683,15488
15489,Red Panda Baseball Cap,None,Black Tank Top,Cat,Lashes,Blue Bean,Off White C,Axe,None,None,Tears,None,39.344861546909904,15489
15490,Fisherman Hat,None,Cowboy,Wide Happy Smile,Cheeky Wink,Golden Bean,Dark Blue,None,None,None,None,Concerned,32.54731788160159,15490
15491,Cowboy Hat,None,Cargo Shorts,Kiss,Side Eye,Purple Bean,Off White C,None,None,None,Blush,Concerned,40.95744226990188,15491
15492,None,None,Red Qipao,Open Smile,Dizzy,Black Bean,Off White C,None,None,None,None,None,4.66993056831013,15492
15493,None,None,White Scrunched Hoodie,Mischievous,Lashes,Red Bean,Off White C,None,None,None,None,None,3.119726091535924,15493
15494,Sushi Chef,Stylus,Red BEANZ Puffer Jacket,Triangle,Sad,Coffee Bean,Off White B,None,None,None,None,None,26.964639177392037,15494
15495,None,None,Open Black and Red Jacket,Smile,Cross-eyed,Blue Bean,Off White D,None,None,None,None,None,3.7273014854791544,15495
15496,Beanie,None,White Sweater,Straw Leaf,Dots,Black Eyed Bean,Off White B,Floorsweeper,None,None,Shades,Sad,54.679146761204066,15496
15497,None,Q-tip,None,:c,Cheeky Wink,Black Bean,Off White D,None,None,None,None,None,13.260230820124159,15497
15498,Cat Mask,None,Green Camo Tank Top,Cat,Smile,Black Bean,Off White A,Nunchuck,None,None,None,None,27.608048048812417,15498
15499,Cowboy Hat,None,Black Track Jacket with Green Frog Cross-body Bag,Wide Toothy Smile,Closed,Lentil,Off White A,Sake,None,None,Sleep Mask,None,38.66277428132301,15499
15500,None,None,Khaki Tactical Vest,Wide Happy Smile,Stare,Blue Bean,Dark Blue,Lightning,None,Black Chucks,None,Happy,49.278147348384955,15500
15501,None,Pencil,Red Camo Jacket,:O,Cheeky Wink,Red Bean,Red,None,None,None,None,None,17.541555023067975,15501
15502,Frog Mask,None,White Sweater,Frown,Friendly Wink,Lentil,Off White C,Blow Pop,None,None,None,None,27.169905040956614,15502
15503,Frog Headband,None,None,Wide Missing Tooth Smile,Side Eye,Blue Bean,Off White A,None,None,None,None,None,12.232963949132547,15503
15504,Trucker Hat,None,Oversized White T-shirt,:P,Sussy,Black Bean,Red,Bat,Earth,None,Red Fang Face Paint,None,59.05476290240757,15504
15505,Backwards Cap,Dumbbell,Black Tactical Vest,Wide Happy Smile,Closed,Coffee Bean,Off White D,None,None,None,None,None,24.430563851211602,15505
15506,Cat Mask,None,None,Wide Missing Tooth Smile,Sad,Blue Bean,Off White C,Q-tip,None,None,None,None,24.73979424238699,15506
15507,None,Water,Yellow Bomber over Hoodie,Smile,Smile,Red Bean,Off White D,None,None,None,None,None,14.171538324614499,15507
15508,None,Kanabo,Bathrobe,Closed,Sussy,Lentil,Off White C,None,None,None,Face Mask,Surprised,44.1688256005342,15508
15509,Cowboy Hat,Fire,Black Tank Top,Closed,Dots,Blue Bean,Off White A,Fan,None,None,Shades,None,50.54928178203121,15509
15510,Faux Fur Trim Bucket Hat,None,Monkey King Vest,Kiss,><,Blue Bean,Off White C,None,None,None,None,None,14.09335399597545,15510
15511,Black Bucket Hat,None,None,Smile,Focused,Coffee Bean,Off White B,Green Katana,None,None,Blush,None,36.77493068065946,15511
15512,Black Bucket Hat,None,Bean Shorts,uwu,><,Edamame,Off White C,Golden Blow Pop,None,None,Clear Glasses,None,39.423095115393465,15512
15513,None,None,Oversized Gray T-shirt with Red Cross-body Bag,Wide Missing Tooth Smile,Side Eye,Golden Bean,Off White D,None,None,None,None,Curious,20.068306157315273,15513
15514,None,None,None,Smile,Dizzy,Edamame,Off White A,Green Katana,None,None,Red Fang Face Paint,None,28.116103767431355,15514
15515,Sloth Beanie,None,Black Tactical Vest,Open Smile,Stare,Red Bean,Off White A,None,None,Black Boots,Round Glasses,None,38.88918500088931,15515
15516,None,None,White Puffer Vest,Smile,Side Eye,Pinto Bean,Red,None,None,Red Flip Flops,None,None,21.89735565955772,15516
15517,Black Toque,Coin,Pink Sweater,Open Smile,Friendly Wink,Black Bean,Off White C,None,None,None,None,Angry,40.089455516305236,15517
15518,None,None,Blue Jacket,Buckteeth,Friendly Wink,Black Eyed Bean,Off White D,None,None,None,Red Stripes Face Paint,Concerned,31.43624362478142,15518
15519,Black Bucket Hat,None,White Green Sweatsuit,Closed,Closed,Purple Bean,Off White C,None,None,Cat Slippers,Sleep Mask,None,39.28772618310238,15519
15520,Red Panda Headband,None,Hawaiian Shirt,:O,><,Red Bean,Off White A,Q-tip,None,None,None,None,25.845311986665067,15520
15521,None,Fan,Open Cat Denim Jacket,Drool,Half-open,Black Bean,Off White D,Red Katana Sheathed,None,Leather Slides,Red Stripes Face Paint,None,55.862793330204305,15521
15522,None,None,Black Camo Jacket,Wide Happy Smile,Smile,Coffee Bean,Off White D,Axe,None,None,None,None,16.59158043051605,15522
15523,Black Bucket Hat,Sake,Red BEANZ Puffer Jacket,:c,Lashes,Golden Bean,Off White D,Water,None,None,None,None,38.87176617327554,15523
15524,None,None,Black Camo Jacket,Kiss,Cross-eyed,Pinto Bean,Dark Purple,None,None,None,Bandaid,None,20.84618162108286,15524
15525,Trapper Hat,None,Cowboy,Spirit - Kiss,Spirit - Closed,Spirit Bean,Off White D,None,None,None,None,None,16.450830428018616,15525
15526,None,Cocktail Umbrella,Black Tank Top,Straw Leaf,Focused,Purple Bean,Off White A,None,Smoke,None,None,None,34.774695933810904,15526
15527,Black Toque,Zanbato,Black Bomber over Hoodie,:c,Dizzy,Edamame,Off White C,None,None,Green Sandals,None,None,41.19308947976376,15527
15528,None,None,Red Panda Puffer Vest,:c,Side Eye,Pinto Bean,Off White C,None,None,None,None,None,5.268280958042368,15528
15529,None,Tech Deck,None,Cat,Cheeky Wink,Red Bean,Off White D,None,None,None,None,None,12.330507965126682,15529
15530,None,None,White Qipao,Closed,Friendly Wink,Purple Bean,Off White A,None,None,None,None,None,4.057762147026751,15530
15531,Cowboy Hat,None,None,Wheat,Sad,Red Bean,Cool Gray,None,None,Green Sandals,Tears,None,40.28925110742495,15531
15532,None,None,Black Business Attire,Wide Happy Smile,Dots,Red Bean,Off White C,None,None,None,Shades,Concerned,29.29148203057152,15532
15533,Cat Headband,None,Brown Yukata,Whistling,Dizzy,Red Bean,Off White A,None,None,None,None,None,13.705808080922191,15533
15534,Frog Headphones,None,Bathrobe,Open Smile,Closed,Blue Bean,Dark Purple,None,None,None,None,None,14.712898939351218,15534
15535,Beanie,None,Bead Bracelet,Meh,Lashes,Coffee Bean,Off White D,Boombox,None,Blue Sneakers,None,None,40.29381220598579,15535
15536,None,Round Fan,Cross-body Bag,Smile,Blank,Black Bean,Off White D,None,None,None,None,None,16.351332854731442,15536
15537,Sloth Mask,None,None,Yum,Half-open,Blue Bean,Off White B,None,None,None,None,None,11.373196765543266,15537
15538,None,Mahjong,Yellow Scrunched Hoodie,Nom,Half-open,Red Bean,Off White A,None,None,None,None,None,14.99814325022405,15538
15539,None,None,Black Perfecto Leather Jacket,Meh,Stare,Coffee Bean,Off White D,Green Katana,Fireflies,Frog Flippers,None,None,48.098079019598025,15539
15540,Cat Mask,None,Oversized White T-shirt,Mustache - Small,Cheeky Wink,Edamame,Off White A,None,None,Black Boots,None,None,29.12864223363858,15540
15541,None,None,None,Mustache - Small,Half-open,Black Bean,Off White C,Nunchuck,None,Black High Tops,None,None,29.29797909737989,15541
15542,Red Panda Headband,None,Jacket and Brown Scarf,Closed,Sad,Lentil,Off White A,None,None,None,None,None,13.695685671690436,15542
15543,None,Coin,Jacket and Brown Scarf,Wide Missing Tooth Smile,Cheeky Wink,Lentil,Off White D,None,None,None,Stubble,None,29.101956139372675,15543
15544,Trapper Hat,Fork,Black Tank Top,Grimace,Sleep-deprived,Red Bean,Off White D,Red Katana Sheathed,None,None,None,None,37.66045623225078,15544
15545,Sweatband,None,Green Yukata,Kiss,><,Red Bean,Off White A,None,None,None,Blush,None,24.93771666985963,15545
15546,None,None,None,Wide Happy Smile,Half-open,Black Eyed Bean,Cool Gray,Nunchuck,None,None,None,None,17.896896216662423,15546
15547,Monkey King Crown,None,None,Nom,Half-open,Pinto Bean,Off White A,Cocktail Umbrella,None,None,Round Glasses,None,36.9875704361575,15547
15548,None,None,Oni Full Zip Hoodie,Open Smile,Dots,Lentil,Off White B,Ledger,None,None,Eye Patch,Thick,44.10529727199899,15548
15549,Chauffeur Cap,None,None,:P,Dots,Red Bean,Off White B,Boombox,None,None,None,None,22.572969899485283,15549
15550,None,None,Yellow Bomber over Hoodie,Smile,Stare,Red Bean,Off White D,None,None,Red Panda Slippers,None,None,15.919562318972972,15550
15551,None,None,Orange Hoodie,Wide Toothy Smile,><,Coffee Bean,Off White A,Q-tip,None,None,None,None,18.326732115274506,15551
15552,None,None,Red Noragi,Smile,Closed,Lentil,Dark Purple,None,None,None,None,None,5.255416264761255,15552
15553,Trucker Hat,None,None,Grimace,Side Eye,Edamame,Off White A,Red Katana Sheathed,None,None,None,None,24.995694807424254,15553
15554,Bean Baseball Cap,None,IKZ Hoodie Up,Drool,Dots,Coffee Bean,Dark Purple,Water,None,None,None,None,28.676766240509995,15554
15555,None,None,Cargo Shorts,Drool,Confused,Blue Bean,Off White C,None,None,None,None,None,4.967256013392613,15555
15556,None,Pencil,None,Whistling,Smile,Lentil,Off White D,None,None,None,Clear Glasses,None,26.556804561535998,15556
15557,Cowboy Hat,None,Reversible Bomber Red Side,:O,Focused,Edamame,Off White B,None,None,None,Bandaid,None,26.81366921157181,15557
15558,None,Twig,Kung Fu Suit,Sleepy,Closed,Lentil,Off White C,None,None,Blue Sneakers,Eye Patch,None,43.166414803225955,15558
15559,Trucker Hat,None,Hawaiian Shirt,Kiss,Closed,Red Bean,Off White C,Shinai,None,Black High Tops,None,None,38.04788937285578,15559
15560,Trapper Hat,Monk Staff,White Puffer Vest,:c,Side Eye,Lentil,Off White D,None,None,None,Big Glasses,None,37.82612862153718,15560
15561,Bean Baseball Cap,None,Kung Fu Suit,Closed,><,Blue Bean,Red,None,None,None,None,None,15.501763852373571,15561
15562,None,Guitar Pick,None,Triangle,Side Eye,Pinto Bean,Off White B,None,Devil Wings,None,None,None,33.08288470401678,15562
15563,None,None,Pink Hoodie with Backpack,Smile,Dots,Pinto Bean,Off White A,None,None,None,Shades,Concerned,31.362553201543502,15563
15564,None,Fan,None,Nom,Stare,Black Eyed Bean,Dark Blue,None,None,None,None,None,17.38047529343624,15564
15565,Fedora,Mahjong,Kung Fu Suit,Open Smile,Smile,Black Eyed Bean,Off White D,Nunchuck,None,None,Round Glasses,None,51.19177603382106,15565
15566,Beanie,None,Black Business Attire,Open Smile,Lashes,Coffee Bean,Off White D,Fan,None,None,None,Surprised,39.37885162748636,15566
15567,None,None,Black Track Jacket with Green Frog Cross-body Bag,Closed,Half-open,Lentil,Dark Blue,None,None,None,None,None,5.839960251920848,15567
15568,None,None,Black Camo Jacket,Whistling,Closed,Black Bean,Dark Blue,None,None,Red Flip Flops,Ji Eyeband,None,33.66281973819952,15568
15569,None,None,Maneki Neko,Wide Happy Smile,Dots,Lentil,Off White D,Maneki Neko Coin,Lightning,None,None,Concerned,47.61577599584055,15569
15570,Cowboy Hat,Zanbato,Black Camo Jacket,Smile,Stare,Edamame,Off White D,None,None,None,Bandaid,None,36.82374209578119,15570
15571,None,None,Orange Sweat Shorts with Bag,Open Smile,Dots,Red Bean,Off White C,None,None,None,None,None,1.6606733630934896,15571
15572,None,Toothpick,Black Tank Top,Nom,Focused,Coffee Bean,Off White C,None,None,None,Eye Patch,None,29.542843003192232,15572
15573,Sloth Headband,Coin,Cross-body Bag,:P,Lashes,Blue Bean,Off White C,None,None,None,None,None,26.015615796129733,15573
15574,None,None,Pink Hoodie with Backpack,Smile,Dots,Blue Bean,Red,None,Fire,None,Red Stripes Face Paint,None,35.10424640535803,15574
15575,Chauffeur Cap,None,Tech Shorts,Drool,Side Eye,Pinto Bean,Dark Purple,None,None,White Sneakers,None,None,32.476450729024,15575
15576,None,Lantern,Blue Scrunched Hoodie,:O,Closed,Blue Bean,Off White D,None,None,Orange High Tops,None,None,29.55662356473807,15576
15577,None,Dart,White Business Attire,Buckteeth,Lashes,Red Bean,Off White D,None,None,None,None,None,14.331708835468953,15577
15578,None,Cocktail Umbrella,Red Hoodie Zip-up,Closed,Closed,Red Bean,Off White A,None,None,None,None,None,13.767416910933234,15578
15579,None,None,Cargo Shorts,Straw Leaf,Dots,Edamame,Off White B,None,None,Frog Flippers,None,None,19.16989094325597,15579
15580,None,None,Oversized Black BEANZ Graffiti T-shirt,uwu,Half-open,Edamame,Off White B,Paintbrush,None,None,None,None,16.960678739342878,15580
15581,Red Toque,None,None,Wide Missing Tooth Smile,Sleep-deprived,Coffee Bean,Off White D,Golden Guitar Pick,None,None,Bandaid,None,36.66908573906024,15581
15582,None,Water,Yellow Jumpsuit,Spirit - Kiss,Spirit - Dots,Water Bean,Off White A,Nunchuck,Water,None,None,None,51.00302204473822,15582
15583,None,Axe,None,uwu,Half-open,Black Bean,Off White C,None,None,None,Bandaid,None,26.258566066704176,15583
15584,None,None,Black Perfecto Leather Jacket,Buckteeth,Dots,Edamame,Red,None,None,Green Sandals,Shades,None,33.12622238560295,15584
15585,None,None,Pink Hoodie with Backpack,Nom,Dots,Blue Bean,Off White D,Spoon,None,None,Bandaid,None,27.903463457355276,15585
15586,None,None,Reversible Bomber Blue Side,Nom,Half-open,Jelly Bean,Off White C,Fan,None,Red Chucks,None,None,31.77956021493489,15586
15587,Black Bucket Hat,Shuriken,Reversible Bomber Blue Side,Frown,Dots,Lentil,Dark Blue,None,None,None,None,None,28.71636603595306,15587
15588,None,Coffee Cup,None,:P,Friendly Wink,Edamame,Off White C,None,None,None,None,None,14.37865451433675,15588
15589,None,None,Azuki Track Jacket,Wide Missing Tooth Smile,Closed,Red Bean,Red,None,None,None,Seer Eyeband,None,16.795885941402837,15589
15590,None,None,Black Camo Jacket,:O,Lashes,Jelly Bean,Off White A,None,None,None,None,None,5.175288435811936,15590
15591,Faux Fur Bucket Hat,Fire,White Qipao,Smile,Dots,Red Bean,Dark Purple,None,None,None,Shades,None,38.75025495288287,15591
15592,Cat Headphones,None,White Noragi,uwu,><,Black Bean,Off White B,None,None,None,None,None,14.411840584200888,15592
15593,None,None,Black Tank Top,Drool,Sleep-deprived,Coffee Bean,Off White A,None,None,None,None,None,5.424754738153317,15593
15594,None,None,Tech Shorts,:c,Dots,Pinto Bean,Off White A,None,None,Brown Boots,Shades,None,31.812679787728698,15594
15595,None,None,Yellow Scrunched Hoodie,D:,Stare,Coffee Bean,Red,None,None,None,Eye Patch,None,19.238056739708405,15595
15596,None,Mahjong,Black Perfecto Leather Jacket,Wide Toothy Smile,Confused,Red Bean,Off White C,Blow Pop,None,None,None,None,28.895761766758838,15596
15597,None,None,White Sweater,Meh,Closed,Blue Bean,Cool Gray,None,None,Red Chucks,Ji Eyeband,None,33.248603418014206,15597
15598,Red Panda Baseball Cap,None,Olive Bomber over Hoodie,Open Smile,Stare,Red Bean,Off White B,None,None,None,Round Glasses,None,24.246417321998386,15598
15599,Trapper Hat,None,Hanbok,Nom,Blank,Red Bean,Off White D,Match,None,None,None,None,24.979143581161782,15599
15600,Trucker Hat,Zanbato,White Green Sweatsuit,Nom,Lightning,Red Bean,Dark Blue,None,None,None,None,None,27.70656754943765,15600
15601,None,None,Sloth Sweater,Whistling,Confused,Blue Bean,Off White D,None,None,Green Sandals,None,Angry,33.513699684006355,15601
15602,None,Fan,None,:O,Sad,Black Bean,Off White B,None,None,None,None,None,15.086528530707502,15602
15603,Cat Ears,None,Red BEANZ Puffer Jacket,Missing Tooth Grimace,Lightning,Edamame,Red,None,None,None,None,None,17.353845129166466,15603
15604,Sloth Beanie,None,White Noragi,Wide Happy Smile,Half-open,Edamame,Dark Purple,None,None,None,Blush,None,28.231249986223865,15604
15605,None,Magic Wand,Red Varsity Jacket,Mischievous,Stare,Blue Bean,Dark Blue,None,None,None,None,None,19.825335768708875,15605
15606,None,Golden Floorsweeper,Green Hoodie Stripes,Meh,Closed,Purple Bean,Off White C,Floorsweeper,None,None,Ji Eyeband,None,41.86862564561132,15606
15607,Cat Headband,None,Black Perfecto Leather Jacket,Sleepy,Closed,Edamame,Off White A,None,None,None,Sleep Mask,None,26.006362736158234,15607
15608,Fedora,None,Blue Camo Hoodie with Backpack,Wide Toothy Smile,Closed,Edamame,Off White D,Poker Chip,None,None,Clear Glasses,None,37.181779523278486,15608
15609,Cowboy Hat,Cards,Red Qipao,Triangle,Sussy,Coffee Bean,Red,None,None,Red Chucks,Clear Glasses,Determined,70.90196718549933,15609
15610,None,Pencil,Yellow Bomber over Hoodie,:P,Half-open,Blue Bean,Off White B,None,None,None,None,None,16.749880540610217,15610
15611,Full Bandana,None,Cross-body Bag,:P,Dots,Coffee Bean,Dark Blue,None,Fireflies,None,Shades,None,45.06533963723267,15611
15612,Chauffeur Cap,None,None,:O,Cross-eyed,Black Bean,Off White D,Round Fan,None,None,None,Curious,38.9168011735977,15612
15613,Straw Hat,Stylus,Black Perfecto Leather Jacket,Buckteeth,Smile,Purple Bean,Off White C,None,None,None,None,None,26.53477563608615,15613
15614,None,Floorsweeper,Oversized White T-shirt,Smile,Sad,Blue Bean,Off White C,None,None,Purple Sandals,None,None,31.306440941174852,15614
15615,Red Panda Mask,None,Oversized White T-shirt,Wide Toothy Smile,Dizzy,Edamame,Off White C,Paintbrush,None,None,None,None,27.42855269207582,15615
15616,Newsboy Cap,None,White Sweater,Nom,Stare,Jelly Bean,Off White D,None,None,Cat Slippers,None,None,27.743333276824295,15616
15617,None,None,Tighty Whities,Wide Toothy Smile,Closed,Black Bean,Off White C,None,None,None,Ji Eyeband,None,15.955436173944031,15617
15618,Newsboy Cap,None,Yellow Bomber over Hoodie,Meh,Lashes,Black Bean,Off White D,Guitar Pick,None,Red Panda Slippers,None,Determined,55.2433445546778,15618
15619,None,Fire,Black Tank Top,Smile,Smile,Purple Bean,Off White B,None,None,None,None,None,17.05918370512757,15619
15620,Sloth Beanie,None,None,Wide Happy Smile,Lashes,Jelly Bean,Off White B,None,None,None,Big Glasses,None,24.79871943853422,15620
15621,None,None,Tighty Whities,Yum,Focused,Edamame,Dark Purple,None,None,None,Kabuki Face Paint,None,20.268106459786466,15621
15622,None,Axe,Oversized Black BEANZ Graffiti T-shirt,Drool,Dots,Coffee Bean,Off White B,None,None,None,Big Glasses,None,29.228958993834,15622
15623,None,Coffee Cup,Black Samurai Armor,Wide Toothy Smile,Dots,Blue Bean,Off White A,None,None,None,Shades,None,29.30533056106821,15623
15624,None,Banner,Cat Kigurumi,uwu,Lashes,Jelly Bean,Off White A,None,None,None,None,None,17.792818997964915,15624
15625,None,Boombox,Cross-body Bag,Sleepy,Closed,Blue Bean,Off White B,None,Smoke,None,None,None,33.32585809307009,15625
15626,None,None,Sloth Sweater,Meh,Closed,Red Bean,Off White B,None,None,None,Ji Eyeband,None,15.136172838435472,15626
15627,None,Coffee Cup,Oversized Red BEANZ Logo T-shirt,Bubble Gum,Closed,Golden Bean,Off White D,Sake,None,None,Monkey King Face Paint,None,42.51298360573264,15627
15628,McBean Visor,None,Monkey King Vest,Triangle,Side Eye,Red Bean,Off White D,None,None,None,None,None,11.743271576500211,15628
15629,None,None,Yellow Scrunched Hoodie,Buckteeth,Cross-eyed,Edamame,Off White D,None,None,None,None,None,4.357882534396419,15629
15630,Full Bandana,Ledger,Oversized Frog T-shirt,Open Smile,Closed,Red Bean,Off White C,Cocktail Umbrella,None,None,None,None,35.87475664581861,15630
15631,Monkey King Crown,None,Red Hoodie Zip-up,Straw Leaf,Closed,Golden Bean,Red,None,None,Blue Sneakers,None,None,31.02948430263874,15631
15632,Lotus Leaf,None,Oversized Black BEANZ Graffiti T-shirt,Bubble Gum,Stare,Blue Bean,Off White A,None,None,None,None,None,14.322551437972331,15632
15633,None,None,Yellow Scrunched Hoodie,Nom,Dots,Edamame,Off White D,None,None,None,Round Glasses,Determined,29.48573495416259,15633
15634,None,None,Blue Jacket,Closed,Dots,Blue Bean,Off White C,None,None,None,None,None,2.966937133908417,15634
15635,None,Cocktail Umbrella,Open Cat Denim Jacket,Mischievous,Confused,Blue Bean,Off White D,None,None,Yellow Kicks,None,Angry,46.04003837830719,15635
15636,None,None,Red Varsity Jacket,Closed,Closed,Purple Bean,Off White C,None,None,None,Sleep Mask,None,15.321214098186573,15636
15637,Frog Headband,None,White Puffer Vest,:c,Sad,Black Bean,Off White C,None,None,None,None,None,13.646889205370552,15637
15638,None,None,Blue Jacket,Meh,Dots,Red Bean,Cool Gray,None,None,None,None,None,5.087891980493261,15638
15639,Black Toque,None,Green Sweat Shorts,Triangle,Dots,Coffee Bean,Off White B,None,None,None,Shades,None,26.048731215240583,15639
15640,None,Sake,Hawaiian Shirt,Open Smile,Dots,Lentil,Off White A,None,None,None,Shades,None,28.457562646243428,15640
15641,None,Shuriken,Ninja,Closed,Focused,Edamame,Off White A,Red Katana,None,None,None,None,29.86686206305472,15641
15642,Fisherman Hat,None,Cross-body Bag,:O,Friendly Wink,Red Bean,Off White C,None,None,None,None,None,12.065435559002667,15642
